workload,protocol,thread,clients,handler,tps,commits,aborts,aborts+commits,elapsed_time,epoch_duration,checkpoint_interval,rehash_threshold,prefetch_locality
"a","Silo",1,1,true,25557,127786,0,127786,5000,40,30,0.8,0
"a","Silo",1,1,true,25779,128899,0,128899,5000,40,30,0.8,0
"a","Silo",1,1,true,25777,128887,0,128887,5000,40,30,0.8,0
"a","Silo",1,2,true,44733,223666,30829,254495,5000,40,30,0.8,0
"a","Silo",1,2,true,44453,222268,30974,253242,5000,40,30,0.8,0
"a","Silo",1,2,true,44366,221834,30792,252626,5000,40,30,0.8,0
"a","Silo",1,3,true,60615,303075,83149,386224,5000,40,30,0.8,0
"a","Silo",1,3,true,60489,302445,82828,385273,5000,40,30,0.8,0
"a","Silo",1,3,true,60684,303423,82713,386136,5000,40,30,0.8,0
"a","Silo",1,4,true,72046,360231,144272,504503,5000,40,30,0.8,0
"a","Silo",1,4,true,71031,355156,142717,497873,5000,40,30,0.8,0
"a","Silo",1,4,true,72334,361671,145848,507519,5000,40,30,0.8,0
"a","Silo",1,5,true,82707,413536,214315,627851,5000,40,30,0.8,0
"a","Silo",1,5,true,83966,419831,215568,635399,5000,40,30,0.8,0
"a","Silo",1,5,true,82952,414763,214552,629315,5000,40,30,0.8,0
"a","Silo",1,6,true,93299,466498,288437,754935,5000,40,30,0.8,0
"a","Silo",1,6,true,91529,457646,276903,734549,5000,40,30,0.8,0
"a","Silo",1,6,true,99431,497156,303690,800846,5000,40,30,0.8,0
"a","Silo",1,7,true,104071,520357,363323,883680,5000,40,30,0.8,0
"a","Silo",1,7,true,103614,518070,361659,879729,5000,40,30,0.8,0
"a","Silo",1,7,true,105550,527750,366933,894683,5000,40,30,0.8,0
"a","Silo",1,8,true,114174,570874,436351,1007225,5000,40,30,0.8,0
"a","Silo",1,8,true,114300,571504,437753,1009257,5000,40,30,0.8,0
"a","Silo",1,8,true,116800,584000,445527,1029527,5000,40,30,0.8,0
"a","Silo",1,9,true,123937,619686,508924,1128610,5000,40,30,0.8,0
"a","Silo",1,9,true,124878,624393,511759,1136152,5000,40,30,0.8,0
"a","Silo",1,9,true,123323,616619,505613,1122232,5000,40,30,0.8,0
"a","Silo",1,10,true,139323,696619,596301,1292920,5000,40,30,0.8,0
