workload,protocol,thread,clients,handler,tps,commits,aborts,aborts+commits,elapsed_time,epoch_duration,checkpoint_interval,rehash_threshold,prefetch_locality
"a","Silo",1,2,true,45045,225225,31570,256795,5000,40,30,0.8,3
"a","Silo",1,2,true,45456,227282,31215,258497,5000,40,30,0.8,3
"a","Silo",1,3,true,27684,138421,36883,175304,5000,40,1,0.8,3
"a","Silo",1,3,true,27856,139283,36822,176105,5000,40,1,0.8,3
"a","Silo",1,3,true,26763,147788,38831,186619,5522,40,1,0.8,3
"a","Silo",1,3,true,34555,172984,47053,220037,5006,40,10,0.8,3
"a","Silo",1,3,true,33995,169976,45777,215753,5000,40,10,0.8,3
"a","Silo",1,3,true,34278,171393,45784,217177,5000,40,10,0.8,3
"a","Silo",1,3,true,44271,221358,59375,280733,5000,40,20,0.8,3
"a","Silo",1,3,true,41671,208356,57731,266087,5000,40,20,0.8,3
"a","Silo",1,3,true,42798,214077,57359,271436,5002,40,20,0.8,3
"a","Silo",1,3,true,43301,216509,57895,274404,5000,40,30,0.8,3
"a","Silo",1,3,true,41609,208880,57330,266210,5020,40,30,0.8,3
"a","Silo",1,3,true,41584,208048,56638,264686,5003,40,30,0.8,3
"a","Silo",1,4,true,25244,126221,48239,174460,5000,40,1,0.8,3
"a","Silo",1,4,true,25554,127771,48733,176504,5000,40,1,0.8,3
"a","Silo",1,4,true,25007,125737,48466,174203,5028,40,1,0.8,3
"a","Silo",1,4,true,30707,153720,59642,213362,5006,40,10,0.8,3
"a","Silo",1,4,true,31029,155145,59996,215141,5000,40,10,0.8,3
"a","Silo",1,4,true,30939,154697,60034,214731,5000,40,10,0.8,3
"a","Silo",1,4,true,39053,195501,76980,272481,5006,40,20,0.8,3
"a","Silo",1,4,true,38845,194225,75425,269650,5000,40,20,0.8,3
"a","Silo",1,4,true,38009,190046,73849,263895,5000,40,20,0.8,3
"a","Silo",1,4,true,38277,191388,74652,266040,5000,40,30,0.8,3
"a","Silo",1,4,true,39196,196847,76470,273317,5022,40,30,0.8,3
"a","Silo",1,4,true,38469,192347,75211,267558,5000,40,30,0.8,3
"a","Silo",1,1,true,25582,127911,0,127911,5000,40,30,0.1,3
"a","Silo",1,1,true,25172,125863,0,125863,5000,40,30,0.1,3
"a","Silo",1,1,true,25140,125700,0,125700,5000,40,30,0.1,3
"a","Silo",1,1,true,25778,128894,0,128894,5000,40,30,0.4,3
"a","Silo",1,1,true,25538,127691,0,127691,5000,40,30,0.4,3
"a","Silo",1,1,true,25642,128212,0,128212,5000,40,30,0.4,3
"a","Silo",1,1,true,25335,126675,0,126675,5000,40,30,0.8,3
"a","Silo",1,1,true,25278,126391,0,126391,5000,40,30,0.8,3
"a","Silo",1,1,true,25571,127855,0,127855,5000,40,30,0.8,3
"a","Silo",1,1,true,25382,126912,0,126912,5000,40,30,0.99,3
"a","Silo",1,1,true,24994,124971,0,124971,5000,40,30,0.99,3
"a","Silo",1,1,true,24613,123067,0,123067,5000,40,30,0.99,3
"a","Silo",1,2,true,43914,219570,30445,250015,5000,40,30,0.1,3
"a","Silo",1,2,true,44669,223345,31066,254411,5000,40,30,0.1,3
"a","Silo",1,2,true,44889,224446,31116,255562,5000,40,30,0.1,3
"a","Silo",1,2,true,44460,222300,30638,252938,5000,40,30,0.4,3
"a","Silo",1,2,true,44243,221215,30892,252107,5000,40,30,0.4,3
"a","Silo",1,2,true,44502,222513,30825,253338,5000,40,30,0.4,3
"a","Silo",1,2,true,44016,220081,30515,250596,5000,40,30,0.8,3
"a","Silo",1,2,true,44111,220555,30326,250881,5000,40,30,0.8,3
"a","Silo",1,2,true,44306,221533,30300,251833,5000,40,30,0.8,3
"a","Silo",1,2,true,45302,226513,31492,258005,5000,40,30,0.99,3
"a","Silo",1,2,true,44634,223173,30377,253550,5000,40,30,0.99,3
"a","Silo",1,2,true,44832,224161,30671,254832,5000,40,30,0.99,3
"a","Silo",1,3,true,42999,214997,58271,273268,5000,40,30,0.1,3
"a","Silo",1,3,true,43072,215362,57792,273154,5000,40,30,0.1,3
"a","Silo",1,3,true,41654,208273,57544,265817,5000,40,30,0.1,3
"a","Silo",1,3,true,42036,210183,57698,267881,5000,40,30,0.4,3
"a","Silo",1,3,true,44284,221422,59902,281324,5000,40,30,0.4,3
"a","Silo",1,3,true,48395,241978,65897,307875,5000,40,30,0.4,3
"a","Silo",1,3,true,42780,213901,57222,271123,5000,40,30,0.8,3
"a","Silo",1,3,true,44780,223902,61249,285151,5000,40,30,0.8,3
"a","Silo",1,3,true,43587,218678,59482,278160,5017,40,30,0.8,3
"a","Silo",1,3,true,43166,215830,58737,274567,5000,40,30,0.99,3
"a","Silo",1,3,true,43764,218999,58570,277569,5004,40,30,0.99,3
"a","Silo",1,3,true,43276,216943,58220,275163,5013,40,30,0.99,3
"a","Silo",1,4,true,39375,196876,77053,273929,5000,40,30,0.1,3
"a","Silo",1,4,true,39004,195921,76672,272593,5023,40,30,0.1,3
"a","Silo",1,4,true,39106,195533,76523,272056,5000,40,30,0.1,3
"a","Silo",1,4,true,38746,193731,75560,269291,5000,40,30,0.4,3
"a","Silo",1,4,true,39351,196755,76646,273401,5000,40,30,0.4,3
"a","Silo",1,4,true,38711,194100,75989,270089,5014,40,30,0.4,3
"a","Silo",1,4,true,35423,177117,69235,246352,5000,40,30,0.8,3
"a","Silo",1,4,true,38198,190991,75682,266673,5000,40,30,0.8,3
"a","Silo",1,4,true,39392,196962,77242,274204,5000,40,30,0.8,3
"a","Silo",1,4,true,36580,182901,70150,253051,5000,40,30,0.99,3
"a","Silo",1,4,true,39033,195169,75660,270829,5000,40,30,0.99,3
"a","Silo",1,4,true,38774,194685,76488,271173,5021,40,30,0.99,3
"a","Silo",1,1,true,16856,84284,1,84285,5000,1,1,0.8,3
"a","Silo",1,1,true,16764,88566,0,88566,5283,1,1,0.8,3
"a","Silo",1,1,true,16767,88550,0,88550,5281,1,1,0.8,3
"a","Silo",1,1,true,21865,109328,0,109328,5000,1,10,0.8,3
"a","Silo",1,1,true,21825,109129,0,109129,5000,1,10,0.8,3
"a","Silo",1,1,true,21785,108927,0,108927,5000,1,10,0.8,3
"a","Silo",1,1,true,24953,124767,0,124767,5000,1,20,0.8,3
"a","Silo",1,1,true,25312,126564,0,126564,5000,1,20,0.8,3
"a","Silo",1,1,true,25652,128262,0,128262,5000,1,20,0.8,3
"a","Silo",1,1,true,25571,127857,0,127857,5000,1,30,0.8,3
"a","Silo",1,1,true,25567,127838,0,127838,5000,1,30,0.8,3
"a","Silo",1,1,true,25643,128219,0,128219,5000,1,30,0.8,3
"a","Silo",1,1,true,16924,89784,0,89784,5305,10,1,0.8,3
"a","Silo",1,1,true,17177,85886,0,85886,5000,10,1,0.8,3
"a","Silo",1,1,true,17994,89972,0,89972,5000,10,1,0.8,3
"a","Silo",1,1,true,22591,112955,0,112955,5000,10,10,0.8,3
"a","Silo",1,1,true,25917,129585,1,129586,5000,10,10,0.8,3
"a","Silo",1,1,true,22186,110931,0,110931,5000,10,10,0.8,3
"a","Silo",1,1,true,24830,124151,0,124151,5000,10,20,0.8,3
"a","Silo",1,1,true,25494,127470,0,127470,5000,10,20,0.8,3
"a","Silo",1,1,true,24667,123337,0,123337,5000,10,20,0.8,3
"a","Silo",1,1,true,25082,125410,0,125410,5000,10,30,0.8,3
"a","Silo",1,1,true,25605,128025,0,128025,5000,10,30,0.8,3
"a","Silo",1,1,true,24521,122609,0,122609,5000,10,30,0.8,3
"a","Silo",1,1,true,17544,87721,0,87721,5000,20,1,0.8,3
"a","Silo",1,1,true,17587,87938,0,87938,5000,20,1,0.8,3
"a","Silo",1,1,true,17745,88727,0,88727,5000,20,1,0.8,3
