innodb_buffer_pool_size,innodb_read_io_threads,innodb_write_io_threads,innodb_flush_log_at_trx_commit,innodb_adaptive_hash_index,sync_binlog,innodb_lru_scan_depth,innodb_buffer_pool_instances,innodb_change_buffer_max_size,innodb_io_capacity,innodb_log_file_size,table_open_cache,tps,workload,num_table,table_size,num_client
4GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,202.11,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,197.21,oltp_read_write,64,5000000,4
6GB,2,2,1,ON,1,100,1,25,100,48MB,4000,211.88,oltp_read_write,64,5000000,4
6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,210.02,oltp_read_write,64,5000000,4
6GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,208.04,oltp_read_write,64,5000000,4
6GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,208.94,oltp_read_write,64,5000000,4
8GB,2,2,1,ON,1,100,1,25,100,48MB,4000,215.88,oltp_read_write,64,5000000,4
8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,223.80,oltp_read_write,64,5000000,4
8GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,220.93,oltp_read_write,64,5000000,4
8GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,216.22,oltp_read_write,64,5000000,4
9GB,2,2,1,ON,1,100,1,25,100,48MB,4000,226.69,oltp_read_write,64,5000000,4
9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,226.13,oltp_read_write,64,5000000,4
9GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,223.11,oltp_read_write,64,5000000,4
9GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,219.21,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,223.09,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,219.99,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,222.76,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,229.87,oltp_read_write,64,5000000,4
2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,222.27,oltp_read_write,64,5000000,4
2GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,220.33,oltp_read_write,64,5000000,4
2GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,219.84,oltp_read_write,64,5000000,4
2GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,236.51,oltp_read_write,64,5000000,4
3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,214.39,oltp_read_write,64,5000000,4
3GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,210.23,oltp_read_write,64,5000000,4
3GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,214.91,oltp_read_write,64,5000000,4
3GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,229.63,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,207.09,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,213.11,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,209.26,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,229.77,oltp_read_write,64,5000000,4
6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,214.15,oltp_read_write,64,5000000,4
6GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,220.46,oltp_read_write,64,5000000,4
6GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,224.28,oltp_read_write,64,5000000,4
6GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,240.77,oltp_read_write,64,5000000,4
8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,224.48,oltp_read_write,64,5000000,4
8GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,220.54,oltp_read_write,64,5000000,4
8GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,244.74,oltp_read_write,64,5000000,4
8GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,248.17,oltp_read_write,64,5000000,4
9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,233.85,oltp_read_write,64,5000000,4
9GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,240.49,oltp_read_write,64,5000000,4
9GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,248.98,oltp_read_write,64,5000000,4
9GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,246.14,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,205.48,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,230.38,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,219.25,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,231.22,oltp_read_write,64,5000000,4
2GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,206.23,oltp_read_write,64,5000000,4
2GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,214.35,oltp_read_write,64,5000000,4
2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,220.80,oltp_read_write,64,5000000,4
2GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,226.76,oltp_read_write,64,5000000,4
3GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,198.02,oltp_read_write,64,5000000,4
3GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,215.14,oltp_read_write,64,5000000,4
3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,215.88,oltp_read_write,64,5000000,4
3GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,213.70,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,178.87,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,198.33,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,200.00,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,203.98,oltp_read_write,64,5000000,4
6GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,191.86,oltp_read_write,64,5000000,4
6GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,203.07,oltp_read_write,64,5000000,4
6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,204.46,oltp_read_write,64,5000000,4
6GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,211.07,oltp_read_write,64,5000000,4
8GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,204.10,oltp_read_write,64,5000000,4
8GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,224.96,oltp_read_write,64,5000000,4
8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,225.14,oltp_read_write,64,5000000,4
8GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,219.95,oltp_read_write,64,5000000,4
9GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,211.25,oltp_read_write,64,5000000,4
9GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,221.63,oltp_read_write,64,5000000,4
9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,223.54,oltp_read_write,64,5000000,4
9GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,223.33,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,224.11,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,208.00,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,195.03,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,208.91,oltp_read_write,64,5000000,4
2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,234.60,oltp_read_write,64,5000000,4
2GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,206.21,oltp_read_write,64,5000000,4
2GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,220.37,oltp_read_write,64,5000000,4
2GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,217.32,oltp_read_write,64,5000000,4
3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,214.17,oltp_read_write,64,5000000,4
3GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,198.38,oltp_read_write,64,5000000,4
3GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,212.95,oltp_read_write,64,5000000,4
3GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,203.20,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,215.09,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,195.85,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,207.82,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,197.77,oltp_read_write,64,5000000,4
6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,216.14,oltp_read_write,64,5000000,4
6GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,190.95,oltp_read_write,64,5000000,4
6GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,207.98,oltp_read_write,64,5000000,4
6GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,213.69,oltp_read_write,64,5000000,4
8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,235.86,oltp_read_write,64,5000000,4
8GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,189.78,oltp_read_write,64,5000000,4
8GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,203.48,oltp_read_write,64,5000000,4
8GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,203.02,oltp_read_write,64,5000000,4
9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,242.71,oltp_read_write,64,5000000,4
9GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,190.88,oltp_read_write,64,5000000,4
9GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,197.28,oltp_read_write,64,5000000,4
9GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,198.07,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,4MB,4000,211.54,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,240.60,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,512MB,4000,219.35,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,5GB,4000,225.12,oltp_read_write,64,5000000,4
2GB,2,2,1,ON,1,1024,1,25,100,4MB,4000,205.86,oltp_read_write,64,5000000,4
2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,235.37,oltp_read_write,64,5000000,4
2GB,2,2,1,ON,1,1024,1,25,100,512MB,4000,227.96,oltp_read_write,64,5000000,4
2GB,2,2,1,ON,1,1024,1,25,100,5GB,4000,226.15,oltp_read_write,64,5000000,4
3GB,2,2,1,ON,1,1024,1,25,100,4MB,4000,211.01,oltp_read_write,64,5000000,4
3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,228.39,oltp_read_write,64,5000000,4
3GB,2,2,1,ON,1,1024,1,25,100,512MB,4000,235.94,oltp_read_write,64,5000000,4
3GB,2,2,1,ON,1,1024,1,25,100,5GB,4000,237.51,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,1024,1,25,100,4MB,4000,192.92,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,217.16,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,1024,1,25,100,512MB,4000,222.62,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,1024,1,25,100,5GB,4000,231.12,oltp_read_write,64,5000000,4
6GB,2,2,1,ON,1,1024,1,25,100,4MB,4000,192.95,oltp_read_write,64,5000000,4
6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,216.35,oltp_read_write,64,5000000,4
6GB,2,2,1,ON,1,1024,1,25,100,512MB,4000,240.86,oltp_read_write,64,5000000,4
6GB,2,2,1,ON,1,1024,1,25,100,5GB,4000,238.54,oltp_read_write,64,5000000,4
8GB,2,2,1,ON,1,1024,1,25,100,4MB,4000,198.77,oltp_read_write,64,5000000,4
8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,244.64,oltp_read_write,64,5000000,4
8GB,2,2,1,ON,1,1024,1,25,100,512MB,4000,273.90,oltp_read_write,64,5000000,4
8GB,2,2,1,ON,1,1024,1,25,100,5GB,4000,262.63,oltp_read_write,64,5000000,4
9GB,2,2,1,ON,1,1024,1,25,100,4MB,4000,192.66,oltp_read_write,64,5000000,4
9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,247.78,oltp_read_write,64,5000000,4
9GB,2,2,1,ON,1,1024,1,25,100,512MB,4000,289.29,oltp_read_write,64,5000000,4
9GB,2,2,1,ON,1,1024,1,25,100,5GB,4000,277.96,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,1,202.79,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,1000,228.24,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,2000,229.95,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,232.76,oltp_read_write,64,5000000,4
2GB,2,2,1,ON,1,1024,1,25,100,48MB,1,210.58,oltp_read_write,64,5000000,4
2GB,2,2,1,ON,1,1024,1,25,100,48MB,1000,232.03,oltp_read_write,64,5000000,4
2GB,2,2,1,ON,1,1024,1,25,100,48MB,2000,230.16,oltp_read_write,64,5000000,4
2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,232.28,oltp_read_write,64,5000000,4
3GB,2,2,1,ON,1,1024,1,25,100,48MB,1,205.41,oltp_read_write,64,5000000,4
3GB,2,2,1,ON,1,1024,1,25,100,48MB,1000,218.66,oltp_read_write,64,5000000,4
3GB,2,2,1,ON,1,1024,1,25,100,48MB,2000,212.86,oltp_read_write,64,5000000,4
3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,224.63,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,1024,1,25,100,48MB,1,195.38,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,1024,1,25,100,48MB,1000,210.99,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,1024,1,25,100,48MB,2000,215.62,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,217.70,oltp_read_write,64,5000000,4
6GB,2,2,1,ON,1,1024,1,25,100,48MB,1,209.88,oltp_read_write,64,5000000,4
6GB,2,2,1,ON,1,1024,1,25,100,48MB,1000,213.75,oltp_read_write,64,5000000,4
6GB,2,2,1,ON,1,1024,1,25,100,48MB,2000,210.76,oltp_read_write,64,5000000,4
6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,217.19,oltp_read_write,64,5000000,4
8GB,2,2,1,ON,1,1024,1,25,100,48MB,1,216.10,oltp_read_write,64,5000000,4
8GB,2,2,1,ON,1,1024,1,25,100,48MB,1000,246.60,oltp_read_write,64,5000000,4
8GB,2,2,1,ON,1,1024,1,25,100,48MB,2000,241.91,oltp_read_write,64,5000000,4
8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,240.47,oltp_read_write,64,5000000,4
9GB,2,2,1,ON,1,1024,1,25,100,48MB,1,223.29,oltp_read_write,64,5000000,4
9GB,2,2,1,ON,1,1024,1,25,100,48MB,1000,231.39,oltp_read_write,64,5000000,4
9GB,2,2,1,ON,1,1024,1,25,100,48MB,2000,242.33,oltp_read_write,64,5000000,4
9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,243.91,oltp_read_write,64,5000000,4
1GB,1,1,1,ON,1,1024,1,25,100,48MB,4000,217.42,oltp_read_write,64,5000000,4
1GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,229.63,oltp_read_write,64,5000000,4
