tps,Average CPU Usage (Idle Mode),Average CPU Usage (IO Wait Mode),Average CPU Usage (IRQ Mode),Average CPU Usage (Nice Mode),Average CPU Usage (SoftIRQ Mode),Average CPU Usage (Steal Mode),Average CPU Usage (System Mode),Average CPU Usage (User Mode),Average Memory Usage Percentage,Total Memory Usage,Total Memory,Average Memory Swap In,Average Memory Swap Out,Average Network Retransmit Rate,Average Swap Usage Percentage,Average Pages Swap In/Out (60s Rate),Average Pages Swap Out (60s Rate),InnoDB Buffer Pool Cache Hit Rate,Current QPS (Queries Per Second),InnoDB Buffer Pool (Data Pages),InnoDB Buffer Pool (Free Pages),InnoDB Buffer Pool (Misc Pages),InnoDB Dirty Buffer Pages,Max CPU Usage (100 - Idle),MySQL Aborted Clients (60s Rate),MySQL Aborted Connections (60s Rate),MySQL Threads Running (Max Over Time),MySQL Client Threads Connected (Max Over Time),MySQL Threads Running (Max Over Time).1,MySQL Threads Connected (Max Over Time),MySQL Max Used Connections,MySQL Max Connections,MySQL File Openings (60s Rate),MySQL Handlers (Delete),MySQL Handlers (Discover),MySQL Handlers (External Lock),MySQL Handlers (MRR Init),MySQL Handlers (Read First Record),MySQL Handlers (Key Read),MySQL Handlers (Read Last Record),MySQL Handlers (Read Next Record),MySQL Handlers (Read Previous Record),MySQL Handlers (Read Random),MySQL Handlers (Read Next Record).1,MySQL Handlers (Update),MySQL Handlers (Write),InnoDB Rows Deleted (60s Rate),InnoDB Rows Inserted (60s Rate),InnoDB Rows Read (60s Rate),InnoDB Rows Updated (60s Rate),InnoDB Buffer Pool Total Pages,InnoDB Log Buffer Size,MySQL Internal Memory (Key Buffer Size),MySQL Network Traffic (Bytes Received),MySQL Network Traffic (Bytes Sent),MySQL Open Files (InnoDB),MySQL Open Files,MySQL Open Files Limit,MySQL Open Tables,MySQL Table Open Cache Size,MySQL Full Join Selects (60s Rate),MySQL Full Range Join Selects (60s Rate),MySQL Range Selects (60s Rate),MySQL Range Selects (60s Rate).1,MySQL Full Table Scans (60s Rate),MySQL Slow Queries (60s Rate),MySQL Sort Merge Passes (60s Rate),MySQL Sort Range (60s Rate),MySQL Rows Sorted (60s Rate),MySQL Sort Scans (60s Rate),MySQL Table Definition Cache,MySQL Table Definition Cache Size,MySQL Opened Table Definitions (60s Rate),MySQL Table Locks Immediate (60s Rate),MySQL Table Locks Waited (60s Rate),MySQL Opened Tables (60s Rate),MySQL Table Open Cache Hits (60s Rate),MySQL Table Open Cache Efficiency,MySQL Open Cache Misses (60s Rate),MySQL Open Cache Overflows (60s Rate),MySQL Temporary Disk Tables Created (60s Rate),MySQL Temporary Files Created (60s Rate),MySQL Temporary Tables Created (60s Rate),MySQL Threads Cached,MySQL Thread Cache Size,MySQL Threads Created (60s Rate),MySQL Transaction Handlers (Commit),MySQL Transaction Handlers (Prepare),MySQL Transaction Handlers (Rollback),MySQL Transaction Handlers (Savepoint),MySQL Transaction Handlers (Savepoint Rollback),Top 5 Command Usage (Begin Transaction),Top 5 Command Usage (Commit),Top 5 Command Usage (Select),Top 5 Command Usage (Set Option),Top 5 Command Usage (Show Variables),Top 5 Command Usage (Statement Execute),Top 5 Command Usage (Statement Prepare),MySQL Uptime,Root Volume Disk Usage Percentage,Root Volume Disk Usage,Top 5 Command Usage (Admin Commands),Top 5 Command Usage (Show Slave Status),Top 5 Command Usage (Show Status),Top 5 Command Usage (Show Replica Status),Top 5 Command Usage (Statement Close),Top 5 Command Usage (Delete),Top 5 Command Usage (Insert),Top 5 Command Usage (Update),Average Network Traffic Sent,Average Network Traffic Received,Average Disk IOPS (Read),Average Disk IOPS (Write),Average Disk Busy,label,workload_label,mem_size,num_cpu,Average Network Traffic Received (Eth0),Average Network Traffic Received (LO Interface),Average Network Traffic Sent (Eth0),Average Network Traffic Sent (LO Interface),"Average Disk IOPS (Read, VDA)","Average Disk IOPS (Write, Sr0)",Average Disk Busy (Sr0),Average Disk Busy (VDA)
297.33,84.39499999999923,9.37916666666691,0,0.0,0.1858333333333419,0.0666666666666676,1.6033333333332582,3.4516666666668248,7.954563253964778,2683351040,33733480448,0,0,2.04190281698e-05,,0,0,87.47960742419552,4758.900000000001,65383,0,153,0,32.10000000009313,0,0,5.666666666666667,5,6,5,5,151,0,0.0,0,9892.42,0,0.0,4945.96,0,141301.78,0.0,0,35905.88,0.0,35439.46,0.0,0.0,123096.3,0.0,1071235072,16777216,8388608,121682.12,11905151.44,79,2,16384,413,4000,0,0,1189.36,0,0.54,0,0,0,59469.6,594.7,112,2000,0,0.18,0,0.18,4162.88,0.9999567625736836,0.18,0.0,0,0,297.72,0,9,0,4460.24,0.0,0.0,0,0,297.36,297.36,4163.16,0.1,,4460.24,,93,21.35121908955149,22923005952,,0.1,0.1,0.1,,,,,6273968.090000001,6272526.180000001,5422.96,1.14,99.98800000001212,"[0.50942419 0.05018248 0.04102489 0.04231764 0.04355423 0.04355423
 0.04108105 0.04108105 0.04108105 0.04108105 0.04108105 0.06453711]",64-1000000-4-oltp_read_only-0.2,32,24,,,,,,,,
296.19,84.28666666666203,9.465000000000144,0,0.0,0.190000000000019,0.0950000000000154,1.6074999999999968,3.466666666666736,7.949232810808255,2681552896,33733480448,0,0,2.02798004201e-05,,0,0,87.48236317111943,4713.38,65375,0,161,0,38.07999999960884,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,9626.88,0,0.0,4813.26,0,137514.5,0.0,0,34925.36,0.0,34480.16,0.0,0.0,121916.08,0.0,1071104000,16777216,8388608,120515.1,11790690.78,79,2,16384,413,4000,0,0,1177.96,0,0.52,0,0,0,58895.36,588.98,112,2000,0,0.18,0,0.18,4123.08,0.9999563452219844,0.18,0.0,0,0,294.84000000000003,0,9,0,4417.56,0.0,0.0,0,0,294.5,294.5,4123.34,0.1,,4417.58,,98,21.35320296499341,22925135872,0.1,0.1,0.1,0.1,,,,,6211130.5,6209685.99,5374.74,1.08,99.99800000002142,"[0.50942419 0.05018248 0.04102489 0.04231764 0.04355423 0.04355423
 0.04108105 0.04108105 0.04108105 0.04108105 0.04108105 0.06453711]",64-1000000-4-oltp_read_only-0.2,32,24,,,,,,,,
292.03,84.39749999996275,9.294166666667175,0,0.0,0.2033333333333473,0.0833333333333333,1.6066666666666076,3.569166666666357,8.008523366465042,2701553664,33733480448,0,0,2.01422689701e-05,,0,0,87.7268321602905,4717.72,64200,0,1336,0,28.459999999962747,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,9953.42,0,0.0,4976.5,0,142182.9,0.0,0,36155.12,0.0,35674.04,0.0,0.0,122023.1,0.0,1051852800,16777216,8388608,120631.66,11802120.8,79,2,16384,294,4000,0,0,1179.0,0,0.64,0,0,0,58951.8,589.52,69,2000,0,0.22,0,0.22,4126.74,0.9999466919960456,0.22,0.0,0,0,295.2,0,9,0,4421.54,0.0,0.0,0,0,294.78000000000003,294.78000000000003,4127.04,,0.12,4421.52,,320,21.352298775609302,22924165120,,,,,,,,,6196833.24,6194879.23,5367.3,2.24,100.00400000001537,"[0.50942419 0.05018248 0.04102489 0.04231764 0.04355423 0.04355423
 0.04108105 0.04108105 0.04108105 0.04108105 0.04108105 0.06453711]",64-1000000-4-oltp_read_only-0.2,32,24,,,,,,,,
295.03,84.36583333342182,9.3425000000002,0,0.0,0.1983333333333472,0.0808333333333166,1.6149999999999332,3.5466666666665487,7.964362041270746,2686656512,33733480448,0,0,2.00885165909e-05,,0,0,87.52229029853461,4701.64,65353,0,183,0,31.83999999985099,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,9692.46,0,0.0,4846.1,0,138455.16,0.0,0,35158.46,0.0,34712.08,0.0,0.0,121609.8,0.0,1070743552,16777216,8388608,120223.5,11762518.72,79,2,16384,414,4000,0,0,1174.98,0,0.66,0,0,0,58753.880000000005,587.52,112,2000,0,0.22,0,0.2,4112.64,0.9999513718014804,0.2,0.0,0,0,294.22,0,9,0,4406.400000000001,0.0,0.0,0,0,293.78000000000003,293.78000000000003,4112.9400000000005,,0.12,4406.400000000001,,102,21.351314468178508,22923108352,,,,,,,,,6194949.24,6193630.85,5359.2,2.98,100.01000000000931,"[0.50942419 0.05018248 0.04102489 0.04231764 0.04355423 0.04355423
 0.04108105 0.04108105 0.04108105 0.04108105 0.04108105 0.06453711]",64-1000000-4-oltp_read_only-0.2,32,24,,,,,,,,
296.53,84.3650000000295,9.393333333333278,0,0.0,0.1891666666666888,0.0699999999999931,1.5874999999998256,3.5958333333336063,7.974877220709359,2690203648,33733480448,0,0,2.0006920843e-05,,0,0,87.72976392472928,4782.3,64146,0,1390,0,38.16000000014901,0,0,6.0,5,6,5,5,151,0,0.0,0,9992.36,0,0.0,4996.02,0,142724.48,0.0,0,36238.34,0.0,35781.3,0.0,0.0,123698.8,0.0,1050968064,16777216,8388608,122285.94,11963412.56,79,2,16384,295,4000,0,0,1195.22,0,0.6,0,0,0,59758.3,597.62,69,2000,0,0.2,0,0.2,4183.34,0.9999521935968104,0.2,0.0,0,0,299.2,0,9,0,4482.16,0.0,0.0,0,0,298.8,298.8,4183.64,0.1,0.1,4482.14,,325,21.351516670867777,22923325440,0.1,0.1,0.1,0.1,,,,,6282818.33,6281370.45,5424.0,1.14,100.00399999995716,"[0.50942419 0.05018248 0.04102489 0.04231764 0.04355423 0.04355423
 0.04108105 0.04108105 0.04108105 0.04108105 0.04108105 0.06453711]",64-1000000-4-oltp_read_only-0.2,32,24,,,,,,,,
291.67,84.81500000000233,9.094166666666524,0,0.0,0.1900000000000048,0.0841666666666493,1.5541666666666931,3.412499999999757,7.971732380669408,2689142784,33733480448,0,0,1.99519261867e-05,,0,0,87.73078306639654,4593.86,64175,0,1361,0,30.85999999986961,0,0,6.0,5,6,5,5,151,0,0.0,0,9916.26,0,0.0,4957.9800000000005,0,141652.58000000002,0.0,0,35969.72,0.0,35515.340000000004,0.0,0.0,118826.82,0.0,1051443200,16777216,8388608,117467.94,11492168.08,79,2,16384,294,4000,0,0,1148.12,0,0.62,0,0,0,57407.84,574.08,69,2000,0,0.2,0,0.2,4018.34,0.9999502306807946,0.2,0.0,0,0,287.46,0,9,0,4305.38,0.0,0.0,0,0,287.04,287.04,4018.66,0.1,0.1,4305.38,,325,21.35167309181608,22923493376,0.1,0.1,0.1,0.1,,,,,6042045.63,6040600.49,5211.56,2.34,99.98600000003351,"[0.50942419 0.05018248 0.04102489 0.04231764 0.04355423 0.04355423
 0.04108105 0.04108105 0.04108105 0.04108105 0.04108105 0.06453711]",64-1000000-4-oltp_read_only-0.2,32,24,,,,,,,,
294.74,84.44833333326581,9.31249999999977,0,0.0,0.1908333333333279,0.0866666666666612,1.6050000000001694,3.402499999999615,7.971003846297222,2688897024,33733480448,0,0,1.98712720074e-05,,0,0,87.76343729151074,4722.04,65366,0,170,0,42.99999999999999,0,0,6.0,5,6,5,5,151,0,0.0,0,9777.74,0,0.0,4888.72,0,139671.82,0.0,0,35522.74,0.0,35047.94,0.0,0.0,122138.92,0.0,1070956544,16777216,8388608,120749.92,11813334.46,79,2,16384,414,4000,0,0,1180.12,0,0.68,0,0,0,59006.42,590.08,112,2000,0,0.22,0,0.22,4130.4800000000005,0.999946740261941,0.22,0.0,0,0,295.5,0,9,0,4425.5,0.0,0.0,0,0,295.04,295.04,4130.82,,0.12,4425.52,,99,21.353309789055665,22925250560,,,,,,,,,6228709.02,6227264.54,5395.42,1.16,100.0,"[0.50942419 0.05018248 0.04102489 0.04231764 0.04355423 0.04355423
 0.04108105 0.04108105 0.04108105 0.04108105 0.04108105 0.06453711]",64-1000000-4-oltp_read_only-0.2,32,24,,,,,,,,
293.37,84.49166666663952,9.190000000000284,0,0.0,0.1925000000000286,0.0850000000000079,1.5733333333333233,3.4650000000002974,8.01447306383794,2703560704,33733480448,0,0,1.97801711966e-05,,0,0,87.77178727433791,4698.5,63790,0,1746,0,32.859999999869615,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,9618.38,0,0.0,4809.0,0,137391.8,0.0,0,34916.56,0.0,34460.14,0.0,0.0,121531.38,0.0,1045135360,16777216,8388608,120138.32,11754212.08,79,2,16384,292,4000,0,0,1174.3,0,0.58,0,0,0,58710.6,587.14,69,2000,0,0.2,0,0.2,4110.0,0.999951340567369,0.2,0.0,0,0,293.96,0,9,0,4403.6,0.0,0.0,0,0,293.56,293.58,4110.28,0.1,0.1,4403.58,,552,21.354324617647112,22926340096,0.1,0.1,0.1,0.1,,,,,6166220.569999999,6164266.48,5340.0,4.44,99.99400000000604,"[0.50942419 0.05018248 0.04102489 0.04231764 0.04355423 0.04355423
 0.04108105 0.04108105 0.04108105 0.04108105 0.04108105 0.06453711]",64-1000000-4-oltp_read_only-0.2,32,24,,,,,,,,
294.9,84.6708333333566,9.079999999999927,0,0.0,0.1883333333333017,0.0883333333333548,1.58416666666659,3.401666666666832,7.965539838505791,2687053824,33733480448,0,0,1.97275454378e-05,,0,0,87.48430410244221,4709.16,65384,0,152,0,37.62000000011175,0,0,6.0,5,6,5,5,151,0,0.0,0,9777.1,0,0.0,4888.36,0,139654.78,0.0,0,35465.92,0.0,35016.56,0.0,0.0,121804.74,0.0,1071251456,16777216,8388608,120408.04,11779691.12,79,2,16384,413,4000,0,0,1176.92,0,0.52,0,0,0,58842.94,588.46,112,2000,0,0.18,0,0.18,4119.38,0.9999563060132636,0.18,0.0,0,0,294.56,0,9,0,4413.6,0.0,0.0,0,0,294.22,294.22,4119.64,0.1,,4413.6,,94,21.353447134278568,22925398016,0.1,0.1,0.1,0.1,,,,,6204486.08,6202994.300000001,5361.28,1.22,99.98999999999069,"[0.50942419 0.05018248 0.04102489 0.04231764 0.04355423 0.04355423
 0.04108105 0.04108105 0.04108105 0.04108105 0.04108105 0.06453711]",64-1000000-4-oltp_read_only-0.2,32,24,,,,,,,,
291.18,84.96500000000621,8.976666666667068,0,0.0,0.1849999999999928,0.0933333333333218,1.4966666666666315,3.2249999999996817,7.958752326604866,2684764160,33733480448,0,0,1.95977899334e-05,,0,0,87.49084960930514,4492.9800000000005,65372,0,164,0,29.339999999850985,0,0,6.0,5,6,5,5,151,0,0.0,0,10025.96,0,0.0,5012.86,0,143224.74,0.0,0,36367.12,0.0,35908.840000000004,0.0,0.0,116218.64,0.0,1071054848,16777216,8388608,114887.74,11240124.14,79,2,16384,413,4000,0,0,1122.92,0,0.6,0,0,0,56143.52,561.48,112,2000,0,0.2,0,0.2,3930.08,0.9999491130402924,0.2,0.0,0,0,281.16,0,9,0,4210.82,0.0,0.0,0,0,280.74,280.74,3930.36,0.1,0.1,4210.8,,101,21.35034542132804,22922067968,0.1,0.1,0.1,0.1,,,,,5924597.97,5923151.39,5126.32,0.34,100.00400000001537,"[0.50942419 0.05018248 0.04102489 0.04231764 0.04355423 0.04355423
 0.04108105 0.04108105 0.04108105 0.04108105 0.04108105 0.06453711]",64-1000000-4-oltp_read_only-0.2,32,24,,,,,,,,
