id,tps,Average CPU Usage (Idle Mode),Average CPU Usage (IO Wait Mode),Average CPU Usage (IRQ Mode),Average CPU Usage (Nice Mode),Average CPU Usage (SoftIRQ Mode),Average CPU Usage (Steal Mode),Average CPU Usage (System Mode),Average CPU Usage (User Mode),Average Memory Usage Percentage,Total Memory Usage,Total Memory,Average Memory Swap In,Average Memory Swap Out,Average Network Traffic Received (Eth0),Average Network Traffic Received (LO Interface),Average Network Retransmit Rate,Average Network Traffic Sent (Eth0),Average Network Traffic Sent (LO Interface),Average Swap Usage Percentage,Average Disk IOPS (Read),"Average Disk IOPS (Read, VDA)","Average Disk IOPS (Write, Sr0)",Average Disk IOPS (Write),Average Disk Busy (Sr0),Average Disk Busy (VDA),Average Pages Swap In/Out (60s Rate),Average Pages Swap Out (60s Rate),InnoDB Buffer Pool Cache Hit Rate,Current QPS (Queries Per Second),InnoDB Buffer Pool (Data Pages),InnoDB Buffer Pool (Free Pages),InnoDB Buffer Pool (Misc Pages),InnoDB Dirty Buffer Pages,Max CPU Usage (100 - Idle),MySQL Aborted Clients (60s Rate),MySQL Aborted Connections (60s Rate),MySQL Threads Running (Max Over Time),MySQL Client Threads Connected (Max Over Time),MySQL Threads Running (Max Over Time).1,MySQL Threads Connected (Max Over Time),MySQL Max Used Connections,MySQL Max Connections,MySQL File Openings (60s Rate),MySQL Handlers (Delete),MySQL Handlers (Discover),MySQL Handlers (External Lock),MySQL Handlers (MRR Init),MySQL Handlers (Read First Record),MySQL Handlers (Key Read),MySQL Handlers (Read Last Record),MySQL Handlers (Read Next Record),MySQL Handlers (Read Previous Record),MySQL Handlers (Read Random),MySQL Handlers (Read Next Record).1,MySQL Handlers (Update),MySQL Handlers (Write),InnoDB Rows Deleted (60s Rate),InnoDB Rows Inserted (60s Rate),InnoDB Rows Read (60s Rate),InnoDB Rows Updated (60s Rate),InnoDB Buffer Pool Total Pages,InnoDB Log Buffer Size,MySQL Internal Memory (Key Buffer Size),MySQL Network Traffic (Bytes Received),MySQL Network Traffic (Bytes Sent),MySQL Open Files (InnoDB),MySQL Open Files,MySQL Open Files Limit,MySQL Open Tables,MySQL Table Open Cache Size,MySQL Full Join Selects (60s Rate),MySQL Full Range Join Selects (60s Rate),MySQL Range Selects (60s Rate),MySQL Range Selects (60s Rate).1,MySQL Full Table Scans (60s Rate),MySQL Slow Queries (60s Rate),MySQL Sort Merge Passes (60s Rate),MySQL Sort Range (60s Rate),MySQL Rows Sorted (60s Rate),MySQL Sort Scans (60s Rate),MySQL Table Definition Cache,MySQL Table Definition Cache Size,MySQL Opened Table Definitions (60s Rate),MySQL Table Locks Immediate (60s Rate),MySQL Table Locks Waited (60s Rate),MySQL Opened Tables (60s Rate),MySQL Table Open Cache Hits (60s Rate),MySQL Table Open Cache Efficiency,MySQL Open Cache Misses (60s Rate),MySQL Open Cache Overflows (60s Rate),MySQL Temporary Disk Tables Created (60s Rate),MySQL Temporary Files Created (60s Rate),MySQL Temporary Tables Created (60s Rate),MySQL Threads Cached,MySQL Thread Cache Size,MySQL Threads Created (60s Rate),MySQL Transaction Handlers (Commit),MySQL Transaction Handlers (Prepare),MySQL Transaction Handlers (Rollback),MySQL Transaction Handlers (Savepoint),MySQL Transaction Handlers (Savepoint Rollback),Top 5 Command Usage (Begin Transaction),Top 5 Command Usage (Commit),Top 5 Command Usage (Select),Top 5 Command Usage (Show Slave Status),Top 5 Command Usage (Statement Execute),Top 5 Command Usage (Statement Prepare),MySQL Uptime,Root Volume Disk Usage Percentage,Root Volume Disk Usage,Top 5 Command Usage (Admin Commands),Top 5 Command Usage (Set Option),Top 5 Command Usage (Show Variables),Top 5 Command Usage (Show Replica Status),Top 5 Command Usage (Show Status),Top 5 Command Usage (Statement Close),Top 5 Command Usage (Delete),Top 5 Command Usage (Insert),Top 5 Command Usage (Update),label,workload_label,mem_size,num_cpu
8,345.98,50.91500000009547,28.985000000000586,0,0,0.6000000000000227,0.1475000000000363,5.180000000000291,12.215000000001057,18.1694914813336,2288754688,12596690944,0,0,288.56,14661537.38,2.34759093203e-05,2959.26,14661537.38,,0,6334.26,0,0.18,0,100.0099999999511,0,0,87.55909155040625,5605.96,65312,0,224,0,69.56000000005588,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,10351.134871333335,0,0.0,5144.908631333334,0,145010.659036,0,0,36943.95525766668,0.0,36338.48632166667,0.0,0.0,145027.46,0.0,1070071808,16777216,8388608,143337.12,14025774.32,79,2,16384,414,4000,0,0,1401.24,0,0.62,0,0,0,70058.0,700.58,112,2000,0,0.22,0,0.22,4904.08,0.9999551414065208,0.22,0.0,0,0,350.68,0,9,0,5254.36,0.0,0.0,0,0,350.28000000000003,350.28000000000003,4904.36,,5254.36,,95,21.222419791629743,22784724992,,,0.12,,,,,,,"[0.60203214 0.02569267 0.03088492 0.02569267 0.02569267 0.02569267
 0.02569267 0.02569267 0.02569267 0.02569267 0.02569267 0.13584889]",64-1000000-4-oltp_read_only-0.2,12,8
11,338.3,51.9550000000163,28.472499999998032,0,0,0.5649999999997704,0.1475000000000079,5.049999999999272,11.68500000000131,18.23845892713838,2297442304,12596690944,0,0,283.08,14057642.14,2.34044349583e-05,2957.42,14057642.14,,0,6080.74,0,0.08,0,99.99599999998463,0,0,87.55521836670354,5384.82,65321,0,215,0,62.29999999981373,0,0,6.0,5,6,5,5,151,0,0.0,0,12516.94,0,0.0,6258.3,0,178803.98,0,0,45350.14,0.0,44802.86,0.0,0.0,139286.0,0.0,1070219264,16777216,8388608,137686.3,13469671.1,79,2,16384,413,4000,0,0,1345.84,0,0.58,0,0,0,67289.0,672.92,112,2000,0,0.18,0,0.18,4710.4800000000005,0.9999617887939268,0.18,0.0,0,0,336.86,0,9,0,5046.92,0.0,0.0,0,0,336.46,336.46,4710.78,0.1,5046.92,,98,21.22229770698717,22784593920,0.1,0.1,,0.1,0.1,,,,,"[0.60203214 0.02569267 0.03088492 0.02569267 0.02569267 0.02569267
 0.02569267 0.02569267 0.02569267 0.02569267 0.02569267 0.13584889]",64-1000000-4-oltp_read_only-0.2,12,8
14,347.58,50.940000000060536,28.9325000000008,0,0,0.5824999999999818,0.1699999999999306,4.962499999999636,11.9975000000004,18.17983172073289,2290057216,12596690944,0,0,285.36,14532263.16,2.33340188749e-05,2869.56,14532263.16,,0,6268.58,0,1.18,0,99.99400000000604,0,0,87.76186631811782,5508.62,63962,0,1574,0,63.63999999966472,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,12821.12,0,0.0,6410.32,0,183135.04,0,0,46468.94,0.0,45896.7,0.0,0.0,142489.08000000002,0.0,1047953408,16777216,8388608,140844.1,13779602.8,79,2,16384,294,4000,0,0,1376.74,0,0.54,0,0,0,68838.02,688.4,69,2000,0,0.18,0,0.18,4818.82,0.9999626478522514,0.18,0.0,0,0,344.56,0,9,0,5163.0,0.0,0.0,0,0,344.2,344.2,4819.1,0.1,5163.02,,310,21.22344606565644,22785826816,0.1,0.1,,0.1,0.1,,,,,"[0.60203214 0.02569267 0.03088492 0.02569267 0.02569267 0.02569267
 0.02569267 0.02569267 0.02569267 0.02569267 0.02569267 0.13584889]",64-1000000-4-oltp_read_only-0.2,12,8
16,345.84,51.00749999994878,28.81249999999636,0,0,0.5600000000000023,0.1550000000000579,5.014999999999418,11.817500000004657,18.12611450221827,2283290624,12596690944,0,0,280.16,14673808.04,2.32864565305e-05,2864.7000000000003,14673808.04,,0,6344.32,0,2.5,0,99.9979999999632,0,0,87.55744661262716,5546.36,65313,0,223,0,68.20000000018626,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,13325.88,0,0.0,6662.76,0,190362.26,0,0,48294.44,0.0,47705.6,0.0,0.0,143469.9,0.0,1070088192,16777216,8388608,141815.88,13874240.84,79,2,16384,413,4000,0,0,1386.28,0,0.6,0,0,0,69304.62,693.12,112,2000,0,0.2,0,0.2,4851.900000000001,0.9999587807341151,0.2,0.0,0,0,346.96,0,9,0,5198.400000000001,0.0,0.0,0,0,346.54,346.54,4852.2,0.1,5198.42,,95,21.222683036640312,22785007616,0.1,0.1,0.1,0.1,0.1,,,,,"[0.60203214 0.02569267 0.03088492 0.02569267 0.02569267 0.02569267
 0.02569267 0.02569267 0.02569267 0.02569267 0.02569267 0.13584889]",64-1000000-4-oltp_read_only-0.2,12,8
19,345.94,50.85250000009546,29.277499999998327,0,0,0.57000000000005,0.129999999999967,4.812500000000454,11.8125,18.19348864069424,2291777536,12596690944,0,0,292.34000000000003,14804419.14,2.32157949967e-05,2960.92,14804419.14,,0,6386.4400000000005,0,0.32,0,100.01199999998788,0,0,87.76632929012897,5651.66,63949,0,1587,0,64.04000000003724,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,9929.58,0,0.0,4964.6,0,141839.0,0,0,36014.200000000004,0.0,35559.4,0.0,0.0,146203.92,0.0,1047740416,16777216,8388608,144501.68,14139371.76,79,2,16384,293,4000,0,0,1412.66,0,0.52,0,0,0,70632.0,706.32,69,2000,0,0.18,0,0.18,4944.06,0.9999635940002912,0.18,0.0,0,0,353.5,0,9,0,5297.2,0.0,0.0,0,0,353.16,353.16,4944.3,0.1,5297.2,,314,21.22305692085821,22785409024,0.1,0.1,,0.1,0.1,,,,,"[0.60203214 0.02569267 0.03088492 0.02569267 0.02569267 0.02569267
 0.02569267 0.02569267 0.02569267 0.02569267 0.02569267 0.13584889]",64-1000000-4-oltp_read_only-0.2,12,8
21,338.35,51.82249999995111,28.457499999998618,0,0,0.5874999999999204,0.1825000000000614,4.819999999998345,11.857499999998254,18.58440171634967,2341019648,12596690944,0,0,379.74,14246461.1,2.31698726652e-05,3145.1,14246461.1,,0,6164.28,0,1.14,0,100.00400000001537,0,0,87.76551464931954,5380.26,63985,0,1551,0,66.42000000039116,0,0,6.0,5,6,5,5,151,0,0.0,0,9809.04,0,0.0,4904.3,0,140119.46,0,0,35604.98,0.0,35141.74,0.0,0.0,139178.94,0.0,1048330240,16777216,8388608,137572.12,13459438.52,79,2,16384,293,4000,0,0,1344.74,0,0.58,0,0,0,67235.28,672.36,69,2000,0,0.18,0,0.18,4706.5,0.999961756482276,0.18,0.0,0,0,336.58,0,9,0,5042.7,0.0,0.0,0,0,336.18,336.18,4706.82,0.1,5042.68,,313,21.223426989931028,22785806336,0.1,0.1,,0.1,0.1,,,,,"[0.60203214 0.02569267 0.03088492 0.02569267 0.02569267 0.02569267
 0.02569267 0.02569267 0.02569267 0.02569267 0.02569267 0.13584889]",64-1000000-4-oltp_read_only-0.2,12,8
24,343.85,51.257500000006985,28.47499999999854,0,0,0.5749999999999318,0.1799999999999215,5.0575000000008,11.907500000002074,18.13847076313569,2284847104,12596690944,0,0,283.08,14494847.58,2.31007366036e-05,2955.32,14494847.58,,0,6278.06,0,0.02,0,99.99599999998463,0,0,87.77770238875371,5474.12,65319,0,217,0,69.81999999983236,0,0,6.0,5,6,5,5,151,0,0.0,0,9901.64,0,0.0,4950.62,0,141445.28,0,0,35940.04,0.0,35473.5,0.0,0.0,141597.52,0.0,1070186496,16777216,8388608,139969.56,13694034.54,79,2,16384,414,4000,0,0,1368.18,0,0.64,0,0,0,68400.38,684.08,112,2000,0,0.22,0,0.22,4788.68,0.9999540604314142,0.22,0.0,0,0,342.46,0,9,0,5130.72,0.0,0.0,0,0,342.02,342.02,4788.9800000000005,,5130.7,,94,21.22322478724176,22785589248,,,0.12,,,,,,,"[0.60203214 0.02569267 0.03088492 0.02569267 0.02569267 0.02569267
 0.02569267 0.02569267 0.02569267 0.02569267 0.02569267 0.13584889]",64-1000000-4-oltp_read_only-0.2,12,8
30,345.57,51.02306138370166,28.97923875432432,0,0,0.5625337520252353,0.1500090005400949,4.967798067883364,11.93071584294905,18.22415167765506,2295640064,12596690944,0,0,281.85691141468493,14405972.338340305,2.29630353912e-05,2869.192151529092,14405972.338340305,,0,6208.2324939496375,0,0.0800048002880172,0,100.01000059999316,0,0,87.80922402982388,5447.6,63644,0,1892,0,70.6782406946093,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,9929.32,0,0.0,4964.4400000000005,0,141839.14,0,0,36039.88,0.0,35572.4,0.0,0.0,140916.1,0.0,1042743296,16777216,8388608,139290.84,13628129.4,79,2,16384,294,4000,0,0,1361.56,0,0.6,0,0,0,68077.22,680.8000000000001,69,2000,0,0.2,0,0.2,4765.42,0.999958032742854,0.2,0.0,0,0,340.8,0,9,0,5105.8,0.0,0.0,0,0,340.40000000000003,340.40000000000003,4765.72,0.1,5105.82,,550,21.22383902559973,22786248704,0.1,0.1,0.1,0.1,0.1,,,,,"[0.60203214 0.02569267 0.03088492 0.02569267 0.02569267 0.02569267
 0.02569267 0.02569267 0.02569267 0.02569267 0.02569267 0.13584889]",64-1000000-4-oltp_read_only-0.2,12,8
32,349.78,50.86499999999069,28.895000000004075,0,0,0.605000000000075,0.1799999999999499,5.1574999999998,12.034999999998035,18.166304866675944,2288353280,12596690944,0,0,287.96,14661793.16,2.29164574936e-05,2866.62,14661793.16,,0,6339.6,0,1.36,0,100.00199999997858,0,0,87.56606014735983,5565.24,65310,0,226,0,67.89999999990687,0,0,6.0,5,6,5,5,151,0,0.0,0,9849.02,0,0.0,4924.32,0,140697.12,0,0,35752.04,0.0,35287.36,0.0,0.0,143951.30000000002,0.0,1070039040,16777216,8388608,142294.18,13920833.04,79,2,16384,413,4000,0,0,1390.92,0,0.54,0,0,0,69539.72,695.44,112,2000,0,0.18,0,0.18,4868.46,0.9999630286897369,0.18,0.0,0,0,348.08,0,9,0,5216.16,0.0,0.0,0,0,347.72,347.72,4868.72,0.1,5216.16,,97,21.224003076838205,22786424832,0.1,0.1,,0.1,0.1,,,,,"[0.60203214 0.02569267 0.03088492 0.02569267 0.02569267 0.02569267
 0.02569267 0.02569267 0.02569267 0.02569267 0.02569267 0.13584889]",64-1000000-4-oltp_read_only-0.2,12,8
37,347.47,51.00204008154505,28.783651346053187,0,0,0.6150246009839916,0.1425057002280784,5.232709308373772,12.45299811992967,18.252375978908503,2299195392,12596690944,0,0,491.73966958678346,14497440.277611105,2.28025132184e-05,3839.793591743669,14497440.277611105,,0,6279.991199647986,0,2.940117604704188,0,99.99999999998462,0,0,87.56955690229772,5504.22,65316,0,220,0,74.71898875975529,0,0,6.0,5,6,5,5,151,0,0.0,0,9752.12,0,0.0,4875.900000000001,0,139305.1,0,0,35374.36,0.0,34925.86,0.0,0.0,142385.12,0.0,1070137344,16777216,8388608,140742.04,13769886.48,79,2,16384,400,4000,0,0,1375.74,0,0.62,0,0,0,68785.14,687.88,112,2000,0,0.2,0,0.2,4815.0,0.9999584648612728,0.2,0.0,0,0,344.36,0,9,0,5158.92,0.0,0.0,0,0,343.94,343.94,4815.32,0.1,5158.9400000000005,,95,21.22286997874926,22785208320,0.1,0.1,0.1,0.1,0.1,,,,,"[0.60203214 0.02569267 0.03088492 0.02569267 0.02569267 0.02569267
 0.02569267 0.02569267 0.02569267 0.02569267 0.02569267 0.13584889]",64-1000000-4-oltp_read_only-0.2,12,8
43,342.41,51.67000000004191,28.640000000003056,0,0,0.542500000000075,0.1799999999999783,4.724999999999454,11.394999999999529,18.308824581415408,2306306048,12596690944,0,0,295.06,14467174.14,2.26715870303e-05,3046.62,14467174.14,,0,6235.56,0,2.22,0,99.9879999999539,0,0,90.08956435935102,5551.24,63766,0,1770,0,58.27999999979511,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,9918.88,0,0.0,4959.26,0,141683.72,0,0,36005.46,0.0,35538.340000000004,0.0,0.0,143605.84,0.0,1044742144,16777216,8388608,141941.96,13888115.42,79,2,16384,295,4000,0,0,1387.54,0,0.64,0,0,0,69371.78,693.76,69,2000,0,0.22,0,0.22,4856.16,0.9999546987673946,0.22,0.0,0,0,347.3,0,9,0,5203.02,0.0,0.0,0,0,346.88,346.88,4856.46,,5203.04,,793,21.22490726622232,22787395584,,,0.12,,,,,,,"[0.60203214 0.02569267 0.03088492 0.02569267 0.02569267 0.02569267
 0.02569267 0.02569267 0.02569267 0.02569267 0.02569267 0.13584889]",64-1000000-4-oltp_read_only-0.2,12,8
44,399.05,51.0724999998929,27.322500000003856,0,0,0.6224999999998319,0.172500000000042,5.150000000000091,12.80999999999949,18.22324121632431,2295525376,12596690944,0,0,281.88,16642581.32,2.26481214463e-05,2954.34,16642581.32,,0,5955.46,0,0.1,0,100.00400000001537,0,0,89.48113096578402,6375.02,64158,0,1378,0,67.56000000005588,0,0,6.0,5,6,5,5,151,0,0.0,0,9964.0,0,0.0,4981.78,0,142339.12,0,0,36190.08,0.0,35708.64,0.0,0.0,164910.02,0.0,1051164672,16777216,8388608,163004.46,15948061.98,79,2,16384,414,4000,0,0,1593.36,0,0.68,0,0,0,79664.94,796.66,112,2000,0,0.22,0,0.22,5576.84,0.9999605526926372,0.22,0.0,0,0,398.8,0,9,0,5975.22,0.0,0.0,0,0,398.34,398.34,5577.18,,5975.18,,103,21.22537271392215,22787895296,,,0.12,,,,,,,"[0.55859765 0.02885148 0.02885148 0.02885148 0.02885148 0.02885148
 0.02885148 0.03239854 0.02885148 0.03912844 0.02885148 0.13906351]",64-1000000-4-oltp_read_only-0.6,12,8
52,406.13,50.94999999995344,27.367499999998472,0,0,0.6249999999997726,0.2149999999999465,4.935000000000856,12.447500000000218,18.234231785245584,2296909824,12596690944,0,0,285.28000000000003,16746235.62,2.23825179667e-05,2957.08,16746235.62,,0,5905.24,0,0.08,0,99.99200000002747,0,0,89.42217800512012,6364.76,64191,0,1345,0,67.25999999977648,0,0,6.0,5,6,5,5,151,0,0.0,0,10007.6,0,0.0,5003.6,0,142947.44,0,0,36320.52,0.0,35851.82,0.0,0.0,164652.36000000002,0.0,1051705344,16777216,8388608,162734.74,15922768.36,79,2,16384,413,4000,0,0,1590.84,0,0.6,0,0,0,79542.0,795.4200000000001,112,2000,0,0.2,0,0.2,5567.96,0.9999640814919112,0.2,0.0,0,0,398.12,0,9,0,5965.68,0.0,0.0,0,0,397.72,397.72,5568.26,0.1,5965.68,,95,21.22941295256252,22792232960,0.1,0.1,0.1,0.1,0.1,,,,,"[0.55859765 0.02885148 0.02885148 0.02885148 0.02885148 0.02885148
 0.02885148 0.03239854 0.02885148 0.03912844 0.02885148 0.13906351]",64-1000000-4-oltp_read_only-0.6,12,8
55,400.84,50.5800000000163,27.527500000001965,0,0,0.592499999999859,0.1499999999999772,5.0974999999994,12.772499999996398,16.883042137451042,2126704640,12596690944,0,0,291.82,16813473.76,2.23071574382e-05,2958.76,16813473.76,,0,5936.66,0,0.24,0,100.00799999997253,0,0,89.44921453769568,6413.9800000000005,64122,0,1414,0,63.13999999966473,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,9822.64,0,0.0,4911.1,0,140316.92,0,0,35654.98,0.0,35191.3,0.0,0.0,165917.5,0.0,1050574848,16777216,8388608,163992.80000000002,16045198.26,79,2,16384,414,4000,0,0,1603.14,0,0.6,0,0,0,80154.36,801.58,112,2000,0,0.2,0,0.2,5611.02,0.9999643571273272,0.2,0.0,0,0,401.18,0,9,0,6011.8,0.0,0.0,0,0,400.8,400.8,5611.32,0.1,6011.82,,100,21.22590301908836,22788464640,0.1,0.1,0.1,0.1,0.1,,,,,"[0.55859765 0.02885148 0.02885148 0.02885148 0.02885148 0.02885148
 0.02885148 0.03239854 0.02885148 0.03912844 0.02885148 0.13906351]",64-1000000-4-oltp_read_only-0.6,12,8
58,409.68,51.10750000010012,27.04999999999927,0,0,0.6225000000000591,0.1625000000000795,5.100000000000364,12.87250000000131,16.867369195971605,2124730368,12596690944,0,0,285.04,17149202.2,2.22314070623e-05,2961.46,17149202.2,,0,5862.5,0,1.64,0,100.01000000000931,0,0,89.83126552793082,6516.38,62846,0,2690,0,63.799999999813735,0,0,5.666666666666667,5,6,5,5,151,0,0.0,0,9018.44,0,0.0,4509.06,0,128844.5,0,0,32762.34,0.0,32327.3,0.0,0.0,168566.16,0.0,1029668864,16777216,8388608,166603.98,16301725.06,79,2,16384,294,4000,0,0,1628.7,0,0.56,0,0,0,81437.62,814.38,69,2000,0,0.2,0,0.2,5700.6,0.9999649172046028,0.2,0.0,0,0,407.56,0,9,0,6107.82,0.0,0.0,0,0,407.22,407.22,5700.86,0.1,6107.82,,330,21.226219676130043,22788804608,0.1,0.1,0.1,0.1,0.1,,,,,"[0.55859765 0.02885148 0.02885148 0.02885148 0.02885148 0.02885148
 0.02885148 0.03239854 0.02885148 0.03912844 0.02885148 0.13906351]",64-1000000-4-oltp_read_only-0.6,12,8
60,395.58,51.20249999995576,27.22249999999985,0,0,0.5899999999999181,0.1599999999999113,5.0,12.50499999999829,17.00127204454496,2141597696,12596690944,0,0,482.84,16645432.98,2.21813185606e-05,3924.78,16645432.98,,0,5900.8,0,2.9,0,100.01000000000931,0,0,89.42051081356381,6295.64,64216,0,1320,0,72.02000000001863,0,0,6.0,5,6,5,5,151,0,0.0,0,10153.66,0,0.0,5076.62,0,145057.80000000002,0,0,36880.42,0.0,36392.14,0.0,0.0,162853.32,0.0,1052114944,16777216,8388608,160968.62,15749060.08,79,2,16384,400,4000,0,0,1573.5,0,0.6,0,0,0,78672.76,786.74,112,2000,0,0.2,0,0.2,5507.52,0.9999636873334156,0.2,0.0,0,0,393.78,0,9,0,5900.900000000001,0.0,0.0,0,0,393.38,393.38,5507.82,0.1,5900.900000000001,,93,21.22947399488382,22792298496,0.1,0.1,0.1,0.1,0.1,,,,,"[0.55859765 0.02885148 0.02885148 0.02885148 0.02885148 0.02885148
 0.02885148 0.03239854 0.02885148 0.03912844 0.02885148 0.13906351]",64-1000000-4-oltp_read_only-0.6,12,8
63,413.16,50.64000000001397,27.31500000000051,0,0,0.6050000000000182,0.149999999999892,5.0799999999994725,12.887500000002548,16.822561491907948,2119086080,12596690944,0,0,289.68,17452017.72,2.21066960346e-05,2962.34,17452017.72,,0,5948.7,0,3.5,0,100.01199999998788,0,0,89.83889641323903,6582.78,62869,0,2667,0,76.67999999970198,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,8288.6,0,0.0,4144.04,0,118408.22,0,0,30152.26,0.0,29729.26,0.0,0.0,170289.62,0.0,1030045696,16777216,8388608,168309.96,16467334.98,79,2,16384,293,4000,0,0,1645.36,0,0.56,0,0,0,82267.94,822.7,69,2000,0,0.18,0,0.18,5758.76,0.9999687442480734,0.18,0.0,0,0,411.74,0,9,0,6170.1,0.0,0.0,0,0,411.36,411.36,5759.04,0.1,6170.1,,342,21.22960752496164,22792441856,0.1,0.1,,0.1,0.1,,,,,"[0.55859765 0.02885148 0.02885148 0.02885148 0.02885148 0.02885148
 0.02885148 0.03239854 0.02885148 0.03912844 0.02885148 0.13906351]",64-1000000-4-oltp_read_only-0.6,12,8
65,402.52,50.95249999989756,27.44999999999891,0,0,0.6050000000000183,0.1750000000000113,4.847499999999854,12.614999999995234,16.814042175170158,2118012928,12596690944,0,0,285.28000000000003,16692370.88,2.2056558129e-05,2959.1,16692370.88,,0,5685.06,0,1.12,0,100.00799999997253,0,0,89.8228507156101,6402.84,62855,0,2681,0,69.10000000009313,0,0,6.0,5,6,5,5,151,0,0.0,0,11528.04,0,0.0,5763.86,0,164688.72,0,0,41788.52,0.0,41276.56,0.0,0.0,165624.96,0.0,1029816320,16777216,8388608,163706.32,16016833.54,79,2,16384,294,4000,0,0,1600.32,0,0.58,0,0,0,80012.2,800.14,69,2000,0,0.2,0,0.2,5601.3,0.9999642952780504,0.2,0.0,0,0,400.46,0,9,0,6001.38,0.0,0.0,0,0,400.08,400.08,5601.6,0.1,6001.400000000001,,338,21.22950070089937,22792327168,0.1,0.1,0.1,0.1,0.1,,,,,"[0.55859765 0.02885148 0.02885148 0.02885148 0.02885148 0.02885148
 0.02885148 0.03239854 0.02885148 0.03912844 0.02885148 0.13906351]",64-1000000-4-oltp_read_only-0.6,12,8
68,404.85,51.23249999992549,27.292499999999563,0,0,0.5674999999998818,0.1525000000000034,4.9675000000002,12.399999999998728,16.805945572621653,2116993024,12596690944,0,0,292.64,16624841.5,2.19821404122e-05,2957.36,16624841.5,,0,5930.400000000001,0,1.56,0,100.00599999999396,0,0,89.46886087878255,6339.9400000000005,64243,0,1293,0,65.85999999986961,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,12782.24,0,0.0,6360.84,0,180802.34,0,0,45999.9,0.0,45283.78,0.0,0.0,164007.4,0.0,1052557312,16777216,8388608,162104.30000000002,15860466.8,79,2,16384,414,4000,0,0,1584.68,0,0.66,0,0,0,79231.40000000001,792.34,112,2000,0,0.22,0,0.22,5546.18,0.9999603346314726,0.22,0.0,0,0,396.6,0,9,0,5942.32,0.0,0.0,0,0,396.14,396.14,5546.5,,5942.32,,98,21.227005596016657,22789648384,,,0.12,,,,,,,"[0.55859765 0.02885148 0.02885148 0.02885148 0.02885148 0.02885148
 0.02885148 0.03239854 0.02885148 0.03912844 0.02885148 0.13906351]",64-1000000-4-oltp_read_only-0.6,12,8
74,410.53,50.93999999994412,27.397500000002765,0,0,0.6150000000000092,0.1000000000000511,5.007499999999254,12.824999999998,16.86470284493153,2124394496,12596690944,0,0,289.88,17715591.94,2.18369971535e-05,2964.52,17715591.94,,0,6028.74,0,1.14,0,99.98999999999069,0,0,89.92920633242481,6636.78,62824,0,2712,0,63.200000000186265,0,0,6.0,5,6,5,5,151,0,0.0,0,3828.04,0,0.0,1877.32,0,51240.44,0,0,13203.08,0.0,12846.28,0.0,0.0,171690.18,0.0,1029308416,16777216,8388608,169687.74,16602805.52,79,2,16384,295,4000,0,0,1658.86,0,0.6,0,0,0,82938.26,829.4,69,2000,0,0.2,0,0.2,5805.9400000000005,0.9999655537069378,0.2,0.0,0,0,415.1,0,9,0,6220.62,0.0,0.0,0,0,414.72,414.7,5806.24,0.1,6220.64,,591,21.22745959828125,22790135808,0.1,0.1,0.1,0.1,0.1,,,,,"[0.55859765 0.02885148 0.02885148 0.02885148 0.02885148 0.02885148
 0.02885148 0.03239854 0.02885148 0.03912844 0.02885148 0.13906351]",64-1000000-4-oltp_read_only-0.6,12,8
76,397.46,51.682499999937136,26.849999999998545,0,0,0.5824999999999818,0.1450000000000102,5.017499999999927,12.452499999999418,16.80402710053184,2116751360,12596690944,0,0,281.0,16874958.52,2.17878685797e-05,2954.86,16874958.52,,0,5941.96,0,0.24,0,100.01199999998788,0,0,89.43827047669673,6404.46,64174,0,1362,0,69.64000000013039,0,0,6.0,5,6,5,5,151,0,0.0,0,4016.46,0,0.0,1971.52,0,53958.42,0,0,13890.0,0.0,13527.6,0.0,0.0,165676.44,0.0,1051426816,16777216,8388608,163751.72,16021480.32,79,2,16384,413,4000,0,0,1600.76,0,0.6,0,0,0,80036.0,800.38,112,2000,0,0.2,0,0.2,5602.78,0.9999643047092798,0.2,0.0,0,0,400.58,0,9,0,6002.92,0.0,0.0,0,0,400.18,400.18,5603.08,0.1,6002.96,,94,21.227657985825445,22790348800,0.1,0.1,0.1,0.1,0.1,,,,,"[0.55859765 0.02885148 0.02885148 0.02885148 0.02885148 0.02885148
 0.02885148 0.03239854 0.02885148 0.03912844 0.02885148 0.13906351]",64-1000000-4-oltp_read_only-0.6,12,8
