id,tps,Average CPU Usage (Idle Mode),Average CPU Usage (IO Wait Mode),Average CPU Usage (IRQ Mode),Average CPU Usage (Nice Mode),Average CPU Usage (SoftIRQ Mode),Average CPU Usage (Steal Mode),Average CPU Usage (System Mode),Average CPU Usage (User Mode),Average Memory Usage Percentage,Total Memory Usage,Total Memory,Average Memory Swap In,Average Memory Swap Out,Average Network Traffic Received (Eth0),Average Network Traffic Received (LO Interface),Average Network Retransmit Rate,Average Network Traffic Sent (Eth0),Average Network Traffic Sent (LO Interface),Average Swap Usage Percentage,Average Disk IOPS (Read),"Average Disk IOPS (Read, VDA)","Average Disk IOPS (Write, Sr0)",Average Disk IOPS (Write),Average Disk Busy (Sr0),Average Disk Busy (VDA),Average Pages Swap In/Out (60s Rate),Average Pages Swap Out (60s Rate),InnoDB Buffer Pool Cache Hit Rate,Current QPS (Queries Per Second),InnoDB Buffer Pool (Data Pages),InnoDB Buffer Pool (Free Pages),InnoDB Buffer Pool (Misc Pages),InnoDB Dirty Buffer Pages,Max CPU Usage (100 - Idle),MySQL Aborted Clients (60s Rate),MySQL Aborted Connections (60s Rate),MySQL Threads Running (Max Over Time),MySQL Client Threads Connected (Max Over Time),MySQL Threads Running (Max Over Time).1,MySQL Threads Connected (Max Over Time),MySQL Max Used Connections,MySQL Max Connections,MySQL File Openings (60s Rate),MySQL Handlers (Delete),MySQL Handlers (Discover),MySQL Handlers (External Lock),MySQL Handlers (MRR Init),MySQL Handlers (Read First Record),MySQL Handlers (Key Read),MySQL Handlers (Read Last Record),MySQL Handlers (Read Next Record),MySQL Handlers (Read Previous Record),MySQL Handlers (Read Random),MySQL Handlers (Read Next Record).1,MySQL Handlers (Update),MySQL Handlers (Write),InnoDB Rows Deleted (60s Rate),InnoDB Rows Inserted (60s Rate),InnoDB Rows Read (60s Rate),InnoDB Rows Updated (60s Rate),InnoDB Buffer Pool Total Pages,InnoDB Log Buffer Size,MySQL Internal Memory (Key Buffer Size),MySQL Network Traffic (Bytes Received),MySQL Network Traffic (Bytes Sent),MySQL Open Files (InnoDB),MySQL Open Files,MySQL Open Files Limit,MySQL Open Tables,MySQL Table Open Cache Size,MySQL Full Join Selects (60s Rate),MySQL Full Range Join Selects (60s Rate),MySQL Range Selects (60s Rate),MySQL Range Selects (60s Rate).1,MySQL Full Table Scans (60s Rate),MySQL Slow Queries (60s Rate),MySQL Sort Merge Passes (60s Rate),MySQL Sort Range (60s Rate),MySQL Rows Sorted (60s Rate),MySQL Sort Scans (60s Rate),MySQL Table Definition Cache,MySQL Table Definition Cache Size,MySQL Opened Table Definitions (60s Rate),MySQL Table Locks Immediate (60s Rate),MySQL Table Locks Waited (60s Rate),MySQL Opened Tables (60s Rate),MySQL Table Open Cache Hits (60s Rate),MySQL Table Open Cache Efficiency,MySQL Open Cache Misses (60s Rate),MySQL Open Cache Overflows (60s Rate),MySQL Temporary Disk Tables Created (60s Rate),MySQL Temporary Files Created (60s Rate),MySQL Temporary Tables Created (60s Rate),MySQL Threads Cached,MySQL Thread Cache Size,MySQL Threads Created (60s Rate),MySQL Transaction Handlers (Commit),MySQL Transaction Handlers (Prepare),MySQL Transaction Handlers (Rollback),MySQL Transaction Handlers (Savepoint),MySQL Transaction Handlers (Savepoint Rollback),Top 5 Command Usage (Begin Transaction),Top 5 Command Usage (Commit),Top 5 Command Usage (Select),Top 5 Command Usage (Show Slave Status),Top 5 Command Usage (Statement Execute),Top 5 Command Usage (Statement Prepare),MySQL Uptime,Root Volume Disk Usage Percentage,Root Volume Disk Usage,Top 5 Command Usage (Admin Commands),Top 5 Command Usage (Set Option),Top 5 Command Usage (Show Variables),Top 5 Command Usage (Show Replica Status),Top 5 Command Usage (Show Status),Top 5 Command Usage (Statement Close),Top 5 Command Usage (Delete),Top 5 Command Usage (Insert),Top 5 Command Usage (Update),label,workload_label,mem_size,num_cpu
228,551.09,65.52499999990688,14.452499999999418,0,0,0.5224999999999227,0.5699999999999363,5.370000000000346,8.624999999997273,16.77882683155555,2113576960,12596690944,0,0,320.38,688027.58,1.8987378939e-05,2870.24,688027.58,,0,817.12,0,5758.92,0,99.99199999996928,0,0,98.07124580093917,3348.8,64301,590,645,18680,37.34000000031665,0,0,6.0,5,6,5,5,151,0,0.0,0,0.4,0,0.0,0.0,0,0.0,0,0,226.05,0.0,113.175,557.84,557.86,1673.64,1115.68,1053507584,16777216,8388608,242751.06,102509.6,79,2,16384,414,4000,0,0,0.0,0,0.64,0,0,0,0.0,0.0,112,2000,0,0.22,0,0.18,2231.56,0.9999193454434656,0.18,0.0,0,0,0.42,0,9,0,5578.84,5578.88,0.0,0,0,557.88,557.9,,,2789.42,,114,21.87773200154757,23488278528,,,,,,,557.88,557.88,1115.76,"[0.02591417 0.02630272 0.03480767 0.3213854  0.02591417 0.18431334
 0.02591417 0.02769503 0.02911972 0.03138626 0.20117213 0.06607521]",64-1000000-4-oltp_write_only-1.0,12,8
231,545.44,65.45250000001397,14.417500000001382,0,0,0.4900000000000091,0.6525000000000318,5.335000000000491,8.652500000000146,16.812253768984746,2117787648,12596690944,0,0,317.48,651197.64,1.89579648657e-05,2975.02,651197.64,,0,768.28,0,5593.9400000000005,0,99.9440000000177,0,0,98.14745101104178,3152.8,63900,1025,611,16921,39.739999999757856,0,0,5.833333333333333,5,6,5,5,151,0,123.42,0,987.78,0,0.0,370.24,0,0.0,0,0,251.76,246.82,249.56,525.22,525.22,1575.68,1050.28,1046937600,16777216,8388608,228547.66,96340.3,79,2,16384,413,4000,0,0,0.0,0,0.6,0,0,0,0.0,0.0,112,2000,0,0.2,0,0.2,2100.92,0.9999048126713372,0.2,0.0,0,0,0.4,0,9,0,5252.32,5252.36,0.0,0,0,,525.24,,,2626.16,,128,21.8777472621279,23488294912,,,,,,,525.24,525.24,1050.44,"[0.02591417 0.02630272 0.03480767 0.3213854  0.02591417 0.18431334
 0.02591417 0.02769503 0.02911972 0.03138626 0.20117213 0.06607521]",64-1000000-4-oltp_write_only-1.0,12,8
234,564.69,66.13999999995576,14.122499999997672,0,0,0.4949999999998908,0.6225000000000023,5.3649999999984175,8.32249999999658,16.92612646828148,2132131840,12596690944,0,0,319.40000000000003,693124.5,1.8958276422e-05,3066.58,693124.5,,0,650.74,0,5686.6,0,99.98199999995995,0,0,98.48828849698712,3361.56,64431,1,1104,22251,42.78000000026076,0,0,5.833333333333333,5,6,5,5,151,0,261.76,0,2094.32,0,0.0,785.22,0,0.0,0,0,201.0,523.48,362.5,559.96,559.94,1680.06,1119.94,1055637504,16777216,8388608,243683.62,102894.82,79,2,16384,295,4000,0,0,0.0,0,0.66,0,0,0,0.0,0.0,69,2000,0,0.22,0,0.22,2240.06,0.9999017979895372,0.22,0.0,0,0,0.44,0,9,0,5600.24,5600.28,0.0,0,0,560.02,560.04,,,2800.1,,429,21.8554820754374,23464390656,,,,,,,560.02,560.02,1120.02,"[0.02591417 0.02630272 0.03480767 0.3213854  0.02591417 0.18431334
 0.02591417 0.02769503 0.02911972 0.03138626 0.20117213 0.06607521]",64-1000000-4-oltp_write_only-1.0,12,8
236,556.32,65.79999999998837,14.194999999997894,0,0,0.4924999999999501,0.5824999999999819,5.327500000000783,8.677500000000695,16.790500246474892,2115047424,12596690944,0,0,314.56000000000006,676141.5800000001,1.89332859185e-05,2962.7200000000007,676141.5800000001,,0,764.9000000000002,0,5734.3200000000015,0,99.99600000004286,0,0,98.13823527894051,3273.3,64160,778,598,16301,41.72000000020488,0,0,6.0,5,6,5,5,151,0,235.18,0,1882.04,0,0.0,705.6800000000001,0,0.0,0,0,200.88,470.44,335.84000000000003,545.26,545.3,1635.98,1090.62,1051197440,16777216,8388608,237282.66,99408.56,79,2,16384,413,4000,0,0,0.0,0,0.54,0,0,0,0.0,0.0,112,2000,0,0.18,0,0.18,2181.3,0.9999174872105177,0.18,0.0,0,0,0.36,0,9,0,5453.24,5453.2,0.0,0,0,545.34,545.32,,,2726.62,,114,21.87783501046476,23488389120,,,,,,,545.32,545.32,1090.66,"[0.02591417 0.02630272 0.03480767 0.3213854  0.02591417 0.18431334
 0.02591417 0.02769503 0.02911972 0.03138626 0.20117213 0.06607521]",64-1000000-4-oltp_write_only-1.0,12,8
239,559.66,65.80999999993948,14.294999999998256,0,0,0.5074999999999363,0.6825000000000044,5.3250000000011815,8.190000000004147,16.930288577222072,2132656128,12596690944,0,0,328.66,693318.06,1.89006432734e-05,3063.2000000000003,693318.06,,0,652.96,0,5688.38,0,99.98600000003351,0,0,98.43668133216453,3377.5,63788,636,1112,21461,36.34000000031665,0,0,5.833333333333333,5,6,5,5,151,0,367.5,0,2940.42,0,0.0,1102.52,0,0.0,0,0,226.08,735.02,480.7,562.62,562.66,1688.04,1125.24,1045102592,16777216,8388608,244842.26,102914.08,79,2,16384,293,4000,0,0,0.0,0,0.6,0,0,0,0.0,0.0,69,2000,0,0.2,0,0.2,2250.74,0.9999111482314056,0.2,0.0,0,0,0.4,0,9,0,5626.88,5626.92,0.0,0,0,562.6800000000001,562.7,,,2813.44,,430,21.87779685901394,23488348160,,,,,,,562.6800000000001,562.7,1125.36,"[0.02591417 0.02630272 0.03480767 0.3213854  0.02591417 0.18431334
 0.02591417 0.02769503 0.02911972 0.03138626 0.20117213 0.06607521]",64-1000000-4-oltp_write_only-1.0,12,8
241,561.22,65.96249999990688,14.217499999997017,0,0,0.4974999999999454,0.772500000000008,5.269999999999982,8.030000000000655,16.9234926337175,2131800064,12596690944,0,0,319.76,684695.74,1.88808071612e-05,2871.98,684695.74,,0,635.32,0,5597.38,0,99.97200000006708,0,0,98.40746306465768,3319.8,63618,794,1124,20769,38.54000000003725,0,0,6.0,5,6,5,5,151,0,371.4,0,2971.56,0,0.0,1114.2,0,0.0,0,0,226.32,742.8000000000001,484.78,553.0,553.04,1659.18,1106.1,1042317312,16777216,8388608,240656.26,101684.8,79,2,16384,295,4000,0,0,0.0,0,0.66,0,0,0,0.0,0.0,69,2000,0,0.22,0,0.22,2212.24,0.9999005631740236,0.22,0.0,0,0,0.44,0,9,0,5530.56,5530.6,0.0,0,0,553.0600000000001,553.0600000000001,,,2765.3,,432,21.877812119594264,23488364544,,,,,,,553.0600000000001,553.0600000000001,1106.12,"[0.02591417 0.02630272 0.03480767 0.3213854  0.02591417 0.18431334
 0.02591417 0.02769503 0.02911972 0.03138626 0.20117213 0.06607521]",64-1000000-4-oltp_write_only-1.0,12,8
244,548.95,65.95645738745722,14.080844850690973,0,0,0.5300318019082578,0.5625337520250647,5.3653219193163055,8.655519331159615,16.82142341524451,2118942720,12596690944,0,0,312.05872352341146,680486.2491749505,1.88506723072e-05,2869.17215032902,680486.2491749505,,0,736.1841710502631,0,5739.684381062864,0,99.99199952000474,0,0,98.2328939729403,3257.58,64061,908,567,15640,38.71632297911797,0,0,5.833333333333333,5,6,5,5,151,0,315.82,0,2527.16,0,0.0,947.56,0,0.0,0,0,226.2,631.7,429.12,542.6800000000001,542.64,1628.14,1085.38,1049575424,16777216,8388608,236149.5,99405.54,79,2,16384,413,4000,0,0,0.0,0,0.6,0,0,0,0.0,0.0,112,2000,0,0.2,0,0.2,2170.84,0.9999078782518978,0.2,0.0,0,0,0.4,0,9,0,5427.04,5427.0,0.0,0,0,542.7,,,,2713.52,,95,21.847088756260035,23455379456,,,,,,,542.72,542.7,1085.42,"[0.02591417 0.02630272 0.03480767 0.3213854  0.02591417 0.18431334
 0.02591417 0.02769503 0.02911972 0.03138626 0.20117213 0.06607521]",64-1000000-4-oltp_write_only-1.0,12,8
250,563.82,65.89249999995809,14.499999999996362,0,0,0.5049999999998249,0.6174999999998931,5.3725000000004,8.20499999999538,16.97610429204478,2138427392,12596690944,0,0,324.42,704104.0,1.8825752745e-05,2971.66,704104.0,,0,675.48,0,5727.34,0,99.98199999995995,0,0,97.8939379662722,3388.94,63975,499,1062,22164,36.47999999998137,0,0,5.666666666666667,5,6,5,5,151,0,263.82,0,2110.96,0,0.0,791.46,0,0.0,0,0,201.0,527.6800000000001,364.58,564.52,564.54,1693.8,1128.96,1048166400,16777216,8388608,245672.6,103253.02,79,2,16384,293,4000,0,0,0.0,0,0.6,0,0,0,0.0,0.0,69,2000,0,0.2,0,0.2,2258.4,0.9999114495705304,0.2,0.0,0,0,0.4,0,9,0,5645.9400000000005,5645.96,0.0,0,0,564.6,,,,2822.98,,763,21.877922758801603,23488483328,,,,,,,564.6,564.6,1129.2,"[0.02591417 0.02630272 0.03480767 0.3213854  0.02591417 0.18431334
 0.02591417 0.02769503 0.02911972 0.03138626 0.20117213 0.06607521]",64-1000000-4-oltp_write_only-1.0,12,8
252,554.69,65.7575000001234,14.12750000000051,0,0,0.5150000000000432,0.652499999999975,5.3749999999990905,8.56999999999698,16.759967275418447,2111201280,12596690944,0,0,319.96,683763.02,1.88058422375e-05,2955.42,683763.02,,0,772.08,0,5675.9400000000005,0,99.9780000000028,0,0,98.122550827038,3244.5,64336,596,604,16219,41.52000000001862,0,0,5.833333333333333,5,6,5,5,151,0,218.18,0,1745.76,0,0.0,654.46,0,0.0,0,0,225.96,436.32,331.28000000000003,540.5,540.48,1621.52,1080.88,1054081024,16777216,8388608,235193.54,99023.74,79,2,16384,413,4000,0,0,0.0,0,0.6,0,0,0,0.0,0.0,112,2000,0,0.2,0,0.2,2162.06,0.9999075041854356,0.2,0.0,0,0,0.4,0,9,0,5405.08,5405.04,0.0,0,0,540.52,540.5,,,2702.56,,108,21.83241189313489,23439622144,,,,,,,540.52,540.5,1081.04,"[0.02591417 0.02630272 0.03480767 0.3213854  0.02591417 0.18431334
 0.02591417 0.02769503 0.02911972 0.03138626 0.20117213 0.06607521]",64-1000000-4-oltp_write_only-1.0,12,8
257,555.89,65.37488500454393,14.46942122315224,0,0,0.5049798008079063,0.6949722011119487,5.239790408383447,8.599656013760724,16.778599216222858,2113548288,12596690944,0,0,318.18727250909967,679230.9507619696,1.87583285659e-05,2882.764689412424,679230.9507619696,,0,753.1898724051039,0,5744.3302267909285,0,99.98600055996828,0,0,98.11076932724733,3275.08,64055,900,581,15356,40.20239190451008,0,0,5.833333333333333,5,6,5,5,151,0,235.3,0,1882.94,0,0.0,706.0,0,0.0,0,0,201.12,470.68,336.16,545.5600000000001,545.5600000000001,1636.82,1091.16,1049477120,16777216,8388608,237414.52,99922.18,79,2,16384,413,4000,0,0,0.0,0,0.62,0,0,0,0.0,0.0,112,2000,0,0.2,0,0.2,2182.44,0.9999083678481108,0.2,0.0,0,0,0.42,0,9,0,5456.08,5456.04,0.0,0,0,545.62,545.6,,,2728.04,,96,21.877922758801603,23488483328,,,,,,,545.6,545.6,1091.24,"[0.02591417 0.02630272 0.03480767 0.3213854  0.02591417 0.18431334
 0.02591417 0.02769503 0.02911972 0.03138626 0.20117213 0.06607521]",64-1000000-4-oltp_write_only-1.0,12,8
263,566.51,65.90722742184118,14.308855291577984,0,0,0.5199584033276587,0.6174506039517474,5.454563634910499,8.264338852895735,17.154034449255434,2160840704,12596690944,0,0,316.7346612271018,710315.2547796177,1.86989322091e-05,2971.2223022158228,710315.2547796177,,0,645.7283417326614,0,5817.934565234781,0,99.97800175977632,0,0,98.69803180924352,3440.26,64151,263,1122,19692,39.80481561456457,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,0.36,0,0.0,0.0,0,0.0,0,0,200.76,0.0,100.56,573.08,573.12,1719.36,1146.08,1051049984,16777216,8388608,249392.78,105219.66,79,2,16384,295,4000,0,0,0.0,0,0.68,0,0,0,0.0,0.0,69,2000,0,0.22,0,0.22,2292.5,0.9999040441048188,0.22,0.0,0,0,0.46,0,9,0,5731.36,5731.28,0.0,0,0,573.12,573.14,,,2865.64,,1147,21.87824704613346,23488831488,,,,,,,573.12,573.14,1146.24,"[0.02591417 0.02630272 0.03480767 0.3213854  0.02591417 0.18431334
 0.02591417 0.02769503 0.02911972 0.03138626 0.20117213 0.06607521]",64-1000000-4-oltp_write_only-1.0,12,8
264,65.71,51.75835933114873,28.17524598031953,0,0,0.6074514038876481,0.3099752019838435,5.474562035035287,10.261679065669108,17.277499509001217,2176393216,12596690944,0,0,311.4550835933125,4114827.853771698,1.86866118836e-05,2963.7429005679546,4114827.853771698,,0,5297.176225901928,0,1440.5047596192303,0,99.9920006399488,0,0,84.1049262770658,5433.2,65401,64,71,5417,54.70362371028944,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,0.44,0,0.0,0.0,0,0.0,0,0,251.52,0.0,125.94,65.42,65.42,31410.08,130.88,1071529984,16777216,8388608,156602.88,3421953.7800000003,79,2,16384,413,4000,0,0,261.76,0,0.52,0,0,0,13088.0,130.88,112,2000,0,0.18,0,0.18,5301.08,0.9999660458079777,0.18,0.0,0,0,65.78,0,9,0,5693.64,654.28,0.0,0,0,65.42,65.42,5039.6,,5366.5,,95,21.76849295245417,23370997760,,,,,,,65.44,65.42,130.88,"[0.48874914 0.02092955 0.02849563 0.05139039 0.02092955 0.02328781
 0.02092955 0.06534342 0.05404343 0.03645475 0.06396777 0.12547902]",64-1000000-4-oltp_read_write_95-0.2,12,8
272,67.25,52.01250000001164,27.75,0,0,0.5999999999998522,0.2325000000000727,5.747499999999491,10.557499999997162,17.187331320780245,2165035008,12596690944,0,0,321.7,4318948.92,1.85665135449e-05,2963.38,4318948.92,,0,5640.46,0,1476.36,0,100.01000000000931,0,0,83.76350755731707,5655.22,64901,554,81,4935,59.10000000009313,0,0,6.0,5,6,5,5,151,0,344.24215625,0,2754.22531875,0,0.0,1032.7072641666666,0,0.0,0,0,173.76307,688.4651079166667,431.2773279166667,68.12,68.12,32692.5,136.24,1063337984,16777216,8388608,163015.26,3561392.64,79,2,16384,413,4000,0,0,272.46,0,0.58,0,0,0,13623.4,136.24,112,2000,0,0.18,0,0.18,5517.6,0.9999673781847048,0.18,0.0,0,0,68.52,0,9,0,5926.3,681.2,0.0,0,0,68.12,68.12,5245.4400000000005,,5585.72,,105,21.763147934196223,23365259264,,,,,,,68.12,68.12,136.24,"[0.48874914 0.02092955 0.02849563 0.05139039 0.02092955 0.02328781
 0.02092955 0.06534342 0.05404343 0.03645475 0.06396777 0.12547902]",64-1000000-4-oltp_read_write_95-0.2,12,8
275,66.61,51.23249999998371,28.250000000000004,0,0,0.5850000000000931,0.3250000000000455,5.607500000000981,10.557500000004438,17.246608856707695,2172502016,12596690944,0,0,605.66,4209888.54,1.85205035258e-05,3002.86,4209888.54,,0,5511.84,0,1436.14,0,99.99200000008568,0,0,83.75566764249245,5612.213465615874,65456,0,80,4852,57.54000000003725,0,0,5.833333333333333,5,6,5,5,151,0,199.33594687575004,0,1840.7072565805263,0,0.0,684.4947595807664,0,119.08952716217296,0,0,277.76222097767817,405.01240099207934,257.7406192495399,67.58811057326879,67.58811057326879,32441.73300796096,135.1762211465376,1072431104,16777216,8388608,161768.37220466457,3534075.289034684,79,2,16384,413,4000,0,0,270.3524422930752,0,0.5800696083530024,0,0,0,13517.62211465376,135.1762211465376,112,2000,0,0.1800216025923111,0,0.1800216025923111,5475.597071648598,0.999967124008241,0.1800216025923111,0.0,0,0,67.98815857902949,0,9,0,5881.125735088211,675.881105732688,0.0,0,0,67.60811297355683,67.58811057326879,5205.524662959555,,5543.145177421291,,104,21.77680615358485,23379922944,,,,,,,67.58811057326879,67.58811057326879,135.1762211465376,"[0.48874914 0.02092955 0.02849563 0.05139039 0.02092955 0.02328781
 0.02092955 0.06534342 0.05404343 0.03645475 0.06396777 0.12547902]",64-1000000-4-oltp_read_write_95-0.2,12,8
278,66.55,51.1524999999092,28.752499999996875,0,0,0.6100000000000706,0.2275000000000773,5.647500000000946,10.627499999995052,17.346531987758198,2185089024,12596690944,0,0,312.04,4279099.46,1.84728734669e-05,2968.66,4279099.46,,0,5510.08,0,1431.44,0,100.00800000003072,0,0,84.19489586629363,5610.5,65441,0,95,5368,57.70000000018627,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,0.2321388888888888,0,0.0,0.0,0,0.0,0,0,128.27995,0.0,64.34889999999999,67.58,67.58,32427.76,135.14,1072185344,16777216,8388608,161719.68,3533307.8200000003,79,2,16384,294,4000,0,0,270.24,0,0.58,0,0,0,13511.16,135.12,69,2000,0,0.2,0,0.2,5473.96,0.999963464714221,0.2,0.0,0,0,67.94,0,9,0,5879.4400000000005,675.8000000000001,0.0,0,0,67.58,67.58,5203.92,,5541.54,,449,21.76512799449307,23367385088,,,,,,,67.58,67.58,135.16,"[0.48874914 0.02092955 0.02849563 0.05139039 0.02092955 0.02328781
 0.02092955 0.06534342 0.05404343 0.03645475 0.06396777 0.12547902]",64-1000000-4-oltp_read_write_95-0.2,12,8
280,65.77,51.90500000008615,28.08750000000145,0,0,0.5874999999999774,0.2550000000001091,5.580000000000836,10.617499999993925,17.235390672453732,2171088896,12596690944,0,0,316.96,4084246.54,1.84416090903e-05,2963.14,4084246.54,,0,5345.14,0,1403.02,0,99.95200000004844,0,0,83.73878436715097,5284.64,65164,293,79,5274,52.13999999966472,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,0.36,0,0.0,0.0,0,0.0,0,0,200.88,0.0,100.66,63.66,63.66,30556.22,127.32,1067646976,16777216,8388608,152335.1,3329304.18,79,2,16384,413,4000,0,0,254.64,0,0.62,0,0,0,12732.0,127.32,112,2000,0,0.2,0,0.2,5155.88,0.9999612108423452,0.2,0.0,0,0,64.08,0,9,0,5537.84,636.6,0.0,0,0,63.66,63.66,4901.56,,5219.54,,104,21.77655053886445,23379648512,,,,,,,63.66,63.66,127.32,"[0.48874914 0.02092955 0.02849563 0.05139039 0.02092955 0.02328781
 0.02092955 0.06534342 0.05404343 0.03645475 0.06396777 0.12547902]",64-1000000-4-oltp_read_write_95-0.2,12,8
283,66.83,51.7324999999837,27.82499999999891,0,0,0.6275000000001683,0.3525000000001341,5.514999999999873,10.482499999994614,17.3463694053777,2185068544,12596690944,0,0,316.08,4217490.08,1.83955434385e-05,2970.58,4217490.08,,0,5431.900000000001,0,1399.92,0,100.00400000007356,0,0,84.1848542348776,5502.56,65338,106,92,5261,57.60000000009313,0,0,6.0,5,6,5,5,151,0,0.0,0,0.3999520057593089,0,0.0,0.0,0,0.0,0,0,226.1728592568892,0.0,113.28640563132424,66.28,66.28,31819.18,132.56,1070497792,16777216,8388608,158616.04,3467159.88,79,2,16384,295,4000,0,0,265.18,0,0.66,0,0,0,13256.94,132.58,69,2000,0,0.22,0,0.22,5368.56,0.9999590223477214,0.22,0.0,0,0,66.72,0,9,0,5766.18,662.8000000000001,0.0,0,0,,66.28,5103.76,,5434.84,,447,21.776565799444768,23379664896,,,,,,,66.28,66.28,132.56,"[0.48874914 0.02092955 0.02849563 0.05139039 0.02092955 0.02328781
 0.02092955 0.06534342 0.05404343 0.03645475 0.06396777 0.12547902]",64-1000000-4-oltp_read_write_95-0.2,12,8
285,65.36,51.45500000013271,28.239999999994325,0,0,0.61749999999995,0.2424999999998362,5.700000000000728,11.00999999999658,17.392770416770176,2190913536,12596690944,0,0,308.44,4261324.58,1.8364214133e-05,2969.0,4261324.58,,0,5486.88,0,1428.5,0,99.99199999996928,0,0,84.22077795276606,5602.14,65412,0,124,5300,57.6999999997206,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,0.44,0,0.0,0.0,0,0.0,0,0,251.76,0.0,126.14,67.46000000000001,67.46000000000001,32379.56,134.92000000000002,1071710208,16777216,8388608,161478.7,3528164.2,79,2,16384,294,4000,0,0,269.84000000000003,0,0.62,0,0,0,13492.0,134.92000000000002,69,2000,0,0.2,0,0.2,5465.78,0.9999634100380902,0.2,0.0,0,0,67.88,0,9,0,5870.54,674.6,0.0,0,0,67.46000000000001,67.46000000000001,5196.26,,5533.24,,448,21.76605125960258,23368376320,,,,,,,67.46000000000001,67.46000000000001,134.92000000000002,"[0.48874914 0.02092955 0.02849563 0.05139039 0.02092955 0.02328781
 0.02092955 0.06534342 0.05404343 0.03645475 0.06396777 0.12547902]",64-1000000-4-oltp_read_write_95-0.2,12,8
288,66.08,51.44000000011874,28.24000000000342,0,0,0.6300000000000523,0.3100000000001159,5.6550000000002,10.882500000002436,17.311836907761162,2180718592,12596690944,0,0,320.96,4182677.9,1.83190060066e-05,2964.32,4182677.9,,0,5386.74,0,1453.42,0,100.0,0,0,83.98576434164951,5501.9400000000005,64782,678,76,4948,61.9199999999255,0,0,6.0,5,6,5,5,151,0,0.0,0,0.4,0,0.0,0.0,0,0.0,0,0,225.96,0.0,113.1,66.28,66.28,31811.64,132.56,1061388288,16777216,8388608,158599.12,3466064.76,79,2,16384,413,4000,0,0,265.1,0,0.62,0,0,0,13256.0,132.56,112,2000,0,0.2,0,0.2,5367.92,0.9999627430087256,0.2,0.0,0,0,66.7,0,9,0,5765.56,662.8000000000001,0.0,0,0,,66.28,5103.12,,5434.2,,97,21.776626841766056,23379730432,,,,,,,66.28,66.28,132.56,"[0.48874914 0.02092955 0.02849563 0.05139039 0.02092955 0.02328781
 0.02092955 0.06534342 0.05404343 0.03645475 0.06396777 0.12547902]",64-1000000-4-oltp_read_write_95-0.2,12,8
294,67.35,51.57500000006984,28.19000000000051,0,0,0.622499999999775,0.3199999999997658,5.587500000001,10.82749999999578,17.41179255528776,2193309696,12596690944,0,0,319.76,4178954.82,1.82260781422e-05,3065.02,4178954.82,,0,5385.64,0,1414.04,0,99.94599999999627,0,0,83.58953305434318,5496.14,65437,0,99,5297,52.06000000005589,0,0,6.0,5,6,5,5,151,0,0.0,0,0.36,0,0.0,0.0,0,0.0,0,0,200.88,0.0,100.66,66.22,66.22,31783.0,132.42000000000002,1072119808,16777216,8388608,158433.88,3462667.34,79,2,16384,294,4000,0,0,264.88,0,0.6,0,0,0,13242.82,132.44,69,2000,0,0.2,0,0.2,5362.36,0.9999627043799976,0.2,0.0,0,0,66.62,0,9,0,5759.7,662.2,0.0,0,0,,66.22,5097.78,,5428.58,,797,21.776684068942263,23379791872,,,,,,,66.22,66.22,132.44,"[0.48874914 0.02092955 0.02849563 0.05139039 0.02092955 0.02328781
 0.02092955 0.06534342 0.05404343 0.03645475 0.06396777 0.12547902]",64-1000000-4-oltp_read_write_95-0.2,12,8
296,67.22,50.979999999923166,28.490000000003423,0,0,0.622500000000116,0.2600000000000477,5.820000000000163,11.1775000000016,17.22518049895882,2169802752,12596690944,0,0,315.52,4307352.78,1.81956964138e-05,2871.1,4307352.78,,0,5630.86,0,1464.88,0,100.01000000000931,0,0,83.76737385797011,5658.36,65055,397,84,4796,54.359999999869615,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,0.4,0,0.0,0.0,0,0.0,0,0,226.32,0.0,113.4,68.16,68.16,32706.08,136.3,1065861120,16777216,8388608,163101.9,3563837.74,79,2,16384,414,4000,0,0,272.56,0,0.64,0,0,0,13625.7,136.28,112,2000,0,0.22,0,0.22,5520.6,0.9999601508471568,0.22,0.0,0,0,68.56,0,9,0,5929.54,681.5600000000001,0.0,0,0,68.16,68.16,5248.3,,5588.76,,102,21.767607838795467,23370047488,,,,,,,68.16,68.16,136.28,"[0.48874914 0.02092955 0.02849563 0.05139039 0.02092955 0.02328781
 0.02092955 0.06534342 0.05404343 0.03645475 0.06396777 0.12547902]",64-1000000-4-oltp_read_write_95-0.2,12,8
