tps,Average CPU Usage (Idle Mode),Average CPU Usage (IO Wait Mode),Average CPU Usage (IRQ Mode),Average CPU Usage (Nice Mode),Average CPU Usage (SoftIRQ Mode),Average CPU Usage (Steal Mode),Average CPU Usage (System Mode),Average CPU Usage (User Mode),Average Memory Usage Percentage,Total Memory Usage,Total Memory,Average Memory Swap In,Average Memory Swap Out,Average Network Retransmit Rate,Average Swap Usage Percentage,Average Pages Swap In/Out (60s Rate),Average Pages Swap Out (60s Rate),InnoDB Buffer Pool Cache Hit Rate,Current QPS (Queries Per Second),InnoDB Buffer Pool (Data Pages),InnoDB Buffer Pool (Free Pages),InnoDB Buffer Pool (Misc Pages),InnoDB Dirty Buffer Pages,Max CPU Usage (100 - Idle),MySQL Aborted Clients (60s Rate),MySQL Aborted Connections (60s Rate),MySQL Threads Running (Max Over Time),MySQL Client Threads Connected (Max Over Time),MySQL Threads Running (Max Over Time).1,MySQL Threads Connected (Max Over Time),MySQL Max Used Connections,MySQL Max Connections,MySQL File Openings (60s Rate),MySQL Handlers (Delete),MySQL Handlers (Discover),MySQL Handlers (External Lock),MySQL Handlers (MRR Init),MySQL Handlers (Read First Record),MySQL Handlers (Key Read),MySQL Handlers (Read Last Record),MySQL Handlers (Read Next Record),MySQL Handlers (Read Previous Record),MySQL Handlers (Read Random),MySQL Handlers (Read Next Record).1,MySQL Handlers (Update),MySQL Handlers (Write),InnoDB Rows Deleted (60s Rate),InnoDB Rows Inserted (60s Rate),InnoDB Rows Read (60s Rate),InnoDB Rows Updated (60s Rate),InnoDB Buffer Pool Total Pages,InnoDB Log Buffer Size,MySQL Internal Memory (Key Buffer Size),MySQL Network Traffic (Bytes Received),MySQL Network Traffic (Bytes Sent),MySQL Open Files (InnoDB),MySQL Open Files,MySQL Open Files Limit,MySQL Open Tables,MySQL Table Open Cache Size,MySQL Full Join Selects (60s Rate),MySQL Full Range Join Selects (60s Rate),MySQL Range Selects (60s Rate),MySQL Range Selects (60s Rate).1,MySQL Full Table Scans (60s Rate),MySQL Slow Queries (60s Rate),MySQL Sort Merge Passes (60s Rate),MySQL Sort Range (60s Rate),MySQL Rows Sorted (60s Rate),MySQL Sort Scans (60s Rate),MySQL Table Definition Cache,MySQL Table Definition Cache Size,MySQL Opened Table Definitions (60s Rate),MySQL Table Locks Immediate (60s Rate),MySQL Table Locks Waited (60s Rate),MySQL Opened Tables (60s Rate),MySQL Table Open Cache Hits (60s Rate),MySQL Table Open Cache Efficiency,MySQL Open Cache Misses (60s Rate),MySQL Open Cache Overflows (60s Rate),MySQL Temporary Disk Tables Created (60s Rate),MySQL Temporary Files Created (60s Rate),MySQL Temporary Tables Created (60s Rate),MySQL Threads Cached,MySQL Thread Cache Size,MySQL Threads Created (60s Rate),MySQL Transaction Handlers (Commit),MySQL Transaction Handlers (Prepare),MySQL Transaction Handlers (Rollback),MySQL Transaction Handlers (Savepoint),MySQL Transaction Handlers (Savepoint Rollback),Top 5 Command Usage (Begin Transaction),Top 5 Command Usage (Commit),Top 5 Command Usage (Select),Top 5 Command Usage (Set Option),Top 5 Command Usage (Show Variables),Top 5 Command Usage (Statement Execute),Top 5 Command Usage (Statement Prepare),MySQL Uptime,Root Volume Disk Usage Percentage,Root Volume Disk Usage,Top 5 Command Usage (Admin Commands),Top 5 Command Usage (Show Slave Status),Top 5 Command Usage (Show Status),Top 5 Command Usage (Show Replica Status),Top 5 Command Usage (Statement Close),Top 5 Command Usage (Delete),Top 5 Command Usage (Insert),Top 5 Command Usage (Update),Average Network Traffic Sent,Average Network Traffic Received,Average Disk IOPS (Read),Average Disk IOPS (Write),Average Disk Busy,label,workload_label,mem_size,num_cpu,Average Network Traffic Received (Eth0),Average Network Traffic Received (LO Interface),Average Network Traffic Sent (Eth0),Average Network Traffic Sent (LO Interface),"Average Disk IOPS (Read, VDA)","Average Disk IOPS (Write, Sr0)",Average Disk Busy (Sr0),Average Disk Busy (VDA)
350.7,87.45124999996915,7.473125000000321,0,0.0,0.1325000000000464,0.0306249999999952,1.2649999999999575,2.95874999999927,4.613780199285273,3116843008,67555082240,0,0,9.5616755656e-06,,0,0,87.56650240110169,5707.88,65285,0,251,0,29.21999999973924,0,0,6.0,5,6,5,5,151,0,0.0,0,9986.52,0,0.0,4993.06,0,142660.68,0.0,0,36274.18,0.0,35791.94,0.0,0.0,147653.54,0.0,1069629440,16777216,8388608,145943.08000000002,14279937.28,79,2,16384,414,4000,0,0,1426.64,0,0.64,0,0,0,71333.86,713.34,112,2000,0,0.22,0,0.22,4993.06,0.9999559407844142,0.22,0.0,0,0,357.08,0,9,0,5349.7,0.0,0.0,0,0,356.68,356.68,4993.36,,0.12,5349.74,,100,21.142568805092367,22698995712,,,,,,,,,7510919.16,7509417.19,6491.4800000000005,1.1,99.98600000003351,"[0.63848143 0.03667039 0.03675172 0.02176514 0.0233663  0.0233663
 0.02566927 0.02178377 0.01960302 0.03774664 0.03895845 0.07583758]",64-1000000-4-oltp_read_only-0.2,64,32,,,,,,,,
352.12,87.38812499998313,7.448124999999779,0,0.0,0.1318750000000133,0.0318749999999994,1.2724999999998092,2.9631250000003893,4.602933133813622,3109515264,67555082240,0,0,9.5098052728e-06,,0,0,87.56317557617938,5754.1,65294,0,242,0,33.56000000005588,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,10067.6,0,0.0,5033.58,0,143824.38,0.0,0,36539.74,0.0,36067.3,0.0,0.0,148858.0,0.0,1069776896,16777216,8388608,147126.26,14395539.5,79,2,16384,413,4000,0,0,1438.28,0,0.6,0,0,0,71912.0,719.12,112,2000,0,0.2,0,0.2,5033.6,0.9999602685843696,0.2,0.0,0,0,359.94,0,9,0,5393.14,0.0,0.0,0,0,359.54,359.54,5033.900000000001,,0.1,5393.14,,97,21.14212624826301,22698520576,0.1,0.1,0.1,0.1,,,,,7572719.529999999,7571210.05,6547.32,1.16,99.99800000002142,"[0.63848143 0.03667039 0.03675172 0.02176514 0.0233663  0.0233663
 0.02566927 0.02178377 0.01960302 0.03774664 0.03895845 0.07583758]",64-1000000-4-oltp_read_only-0.2,64,32,,,,,,,,
349.99,87.56950556047393,7.3805904472360595,0,0.0,0.126885150812065,0.0387531002480236,1.195095607648605,2.795223617889105,4.632260834029594,3129327616,67555082240,0,0,9.4585008673e-06,,0,0,87.757455343627,5651.14,63993,0,1543,0,48.11584926805321,0,0,6.0,5,6,5,5,151,0,0.0,0,9887.38,0,0.0,4943.4400000000005,0,141231.44,0.0,0,35913.82,0.0,35435.14,0.0,0.0,146174.88,0.0,1048461312,16777216,8388608,144492.6,14137006.38,79,2,16384,293,4000,0,0,1412.38,0,0.64,0,0,0,70617.04000000001,706.1800000000001,69,2000,0,0.22,0,0.22,4943.46,0.9999554987377824,0.22,0.0,0,0,353.52,0,9,0,5296.58,0.0,0.0,0,0,353.1,353.1,4943.76,,0.12,5296.56,,317,21.14262984741365,22699061248,,,,,,,,,7434898.511880949,7433390.521241698,6404.732378590286,2.3001840147211774,99.98799903990457,"[0.63848143 0.03667039 0.03675172 0.02176514 0.0233663  0.0233663
 0.02566927 0.02178377 0.01960302 0.03774664 0.03895845 0.07583758]",64-1000000-4-oltp_read_only-0.2,64,32,,,,,,,,
354.52,87.51812500000233,7.412499999999682,0,0.0,0.1212500000000229,0.0412500000000033,1.196250000000191,2.802499999998417,4.608493088557893,3113271296,67555082240,0,0,9.4413434962e-06,,0,0,87.57937445508904,5617.96,65293,0,243,0,31.56000000005588,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,9829.5,0,0.0,4914.54,0,140405.22,0.0,0,35677.28,0.0,35213.36,0.0,0.0,145319.64,0.0,1069760512,16777216,8388608,143645.62,14053793.96,79,2,16384,414,4000,0,0,1404.1,0,0.6,0,0,0,70202.54000000001,702.0600000000001,112,2000,0,0.2,0,0.2,4914.56,0.9999593062530012,0.2,0.0,0,0,351.42,0,9,0,5265.58,0.0,0.0,0,0,351.02,351.02,4914.86,0.1,0.1,5265.58,,100,21.14288927727913,22699339776,0.1,0.1,0.1,0.1,,,,,7382257.53,7380749.02,6372.76,0.2,99.98800000001212,"[0.63848143 0.03667039 0.03675172 0.02176514 0.0233663  0.0233663
 0.02566927 0.02178377 0.01960302 0.03774664 0.03895845 0.07583758]",64-1000000-4-oltp_read_only-0.2,64,32,,,,,,,,
356.06,87.4927488398819,7.39180768923022,0,0.0,0.1287706032965276,0.0337554008641413,1.1814390302447877,2.8073241718684563,4.622486955024399,3122724864,67555082240,0,0,9.4157384476e-06,,0,0,87.76097903632039,5728.42,63927,0,1609,0,38.37013922216378,0,0,6.0,5,6,5,5,151,0,0.0,0,10022.64,0,0.0,5011.1,0,143171.32,0.0,0,36352.4,0.0,35894.24,0.0,0.0,148181.24,0.0,1047379968,16777216,8388608,146468.5,14330152.06,79,2,16384,293,4000,0,0,1431.74,0,0.56,0,0,0,71587.58,715.88,69,2000,0,0.18,0,0.18,5011.14,0.9999640813198916,0.18,0.0,0,0,358.32,0,9,0,5369.08,0.0,0.0,0,0,357.94,357.94,5011.4400000000005,0.1,,5369.08,,319,21.14304569822744,22699507712,0.1,0.1,0.1,0.1,,,,,7539720.105216835,7538209.143462954,6501.440230436871,1.1001760281645063,100.01000160020388,"[0.63848143 0.03667039 0.03675172 0.02176514 0.0233663  0.0233663
 0.02566927 0.02178377 0.01960302 0.03774664 0.03895845 0.07583758]",64-1000000-4-oltp_read_only-0.2,64,32,,,,,,,,
353.7,87.44000000001688,7.526874999999734,0,0.0,0.1237499999999603,0.0418749999999832,1.1625000000001362,2.7650000000008963,4.623093275061933,3123134464,67555082240,0,0,9.3987787467e-06,,0,0,87.7621929601091,5640.42,63923,0,1613,0,32.99999999999999,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,9868.5,0,0.0,4934.08,0,140964.84,0.0,0,35821.6,0.0,35356.24,0.0,0.0,145898.76,0.0,1047314432,16777216,8388608,144217.42,14109678.06,79,2,16384,293,4000,0,0,1409.72,0,0.6,0,0,0,70487.32,704.92,69,2000,0,0.2,0,0.2,4934.06,0.9999594670730768,0.2,0.0,0,0,352.86,0,9,0,5286.5,0.0,0.0,0,0,352.46,352.46,4934.36,0.1,0.1,5286.52,,318,21.144655689451465,22701236224,0.1,0.1,0.1,0.1,,,,,7334520.47,7333011.78,6323.860000000001,1.1,100.00399999995716,"[0.63848143 0.03667039 0.03675172 0.02176514 0.0233663  0.0233663
 0.02566927 0.02178377 0.01960302 0.03774664 0.03895845 0.07583758]",64-1000000-4-oltp_read_only-0.2,64,32,,,,,,,,
352.46,87.47437500004888,7.434375000000387,0,0.0,0.1256250000000083,0.0418749999999921,1.2118750000000489,2.762499999999364,4.609184293400688,3113738240,67555082240,0,0,9.3732709161e-06,,0,0,87.7872753801358,5623.22,65318,0,218,0,42.080000000074506,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,9838.44,0,0.0,4918.9800000000005,0,140535.14,0.0,0,35711.78,0.0,35247.5,0.0,0.0,145454.08000000002,0.0,1070170112,16777216,8388608,143784.92,14066436.0,79,2,16384,414,4000,0,0,1405.4,0,0.64,0,0,0,70262.08,702.64,112,2000,0,0.2,0,0.2,4919.02,0.9999593431478976,0.2,0.0,0,0,351.78000000000003,0,9,0,5270.36,0.0,0.0,0,0,351.34000000000003,351.34000000000003,4919.36,0.1,0.1,5270.36,,94,21.14457175625969,22701146112,0.1,0.1,0.1,0.1,,,,,7426223.1,7424765.93,6431.96,1.2,100.00399999995716,"[0.63848143 0.03667039 0.03675172 0.02176514 0.0233663  0.0233663
 0.02566927 0.02178377 0.01960302 0.03774664 0.03895845 0.07583758]",64-1000000-4-oltp_read_only-0.2,64,32,,,,,,,,
349.47,87.57437500001106,7.37812499999967,0,0.0,0.1337499999999938,0.0387500000000056,1.2093749999999657,2.879374999999017,4.620298139688856,3121246208,67555082240,0,0,9.3227566929e-06,,0,0,87.80084327084022,5614.28,63671,0,1865,0,31.25999999977648,0,0,6.0,5,6,5,5,151,0,0.0,0,9822.88,0,0.0,4911.24,0,140318.18,0.0,0,35659.14,0.0,35195.4,0.0,0.0,145228.62,0.0,1043185664,16777216,8388608,143555.66,14045248.76,79,2,16384,293,4000,0,0,1403.24,0,0.62,0,0,0,70163.76,701.64,69,2000,0,0.2,0,0.2,4911.24,0.9999592787451338,0.2,0.0,0,0,351.24,0,9,0,5262.06,0.0,0.0,0,0,350.82,350.82,4911.56,0.1,0.1,5262.06,,556,21.14398040877219,22700511232,0.1,0.1,0.1,0.1,,,,,7365769.91,7364259.55,6346.64,1.26,100.02599999995437,"[0.63848143 0.03667039 0.03675172 0.02176514 0.0233663  0.0233663
 0.02566927 0.02178377 0.01960302 0.03774664 0.03895845 0.07583758]",64-1000000-4-oltp_read_only-0.2,64,32,,,,,,,,
352.83,87.44875000001049,7.453125000000002,0,0.0,0.1362499999999578,0.0375000000000085,1.2343749999999143,2.9225000000008667,4.61363468247626,3116744704,67555082240,0,0,9.3060576421e-06,,0,0,87.57229753723723,5660.02,65293,0,243,0,35.739999999757856,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,9903.2,0,0.0,4951.38,0,141467.36000000002,0.0,0,35922.020000000004,0.0,35468.16,0.0,0.0,146415.28,0.0,1069760512,16777216,8388608,144714.30000000002,14159610.32,79,2,16384,413,4000,0,0,1414.64,0,0.52,0,0,0,70735.7,707.36,112,2000,0,0.18,0,0.18,4951.42,0.9999636481137408,0.18,0.0,0,0,354.02,0,9,0,5305.1,0.0,0.0,0,0,353.66,353.68,4951.68,0.1,,5305.1,,99,21.14423220834752,22700781568,0.1,0.1,0.1,0.1,,,,,7431629.81,7430129.94,6423.24,1.02,99.98800000001212,"[0.63848143 0.03667039 0.03675172 0.02176514 0.0233663  0.0233663
 0.02566927 0.02178377 0.01960302 0.03774664 0.03895845 0.07583758]",64-1000000-4-oltp_read_only-0.2,64,32,,,,,,,,
351.8,87.3837500000227,7.562500000000284,0,0.0,0.1406249999999964,0.0418750000000081,1.2799999999999727,2.929374999999197,4.632509425244976,3129495552,67555082240,0,0,9.2644542092e-06,,0,0,87.55067643098813,5504.26,65314,0,222,0,33.82000000029802,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,9630.54,0,0.0,4815.08,0,137560.7,0.0,0,34935.56,0.0,34491.44,0.0,0.0,142375.68,0.0,1070104576,16777216,8388608,140736.02,13768937.66,79,2,16384,413,4000,0,0,1375.68,0,0.54,0,0,0,68778.66,687.84,112,2000,0,0.18,0,0.18,4815.1,0.9999626189961954,0.18,0.0,0,0,344.28000000000003,0,9,0,5159.0,0.0,0.0,0,0,343.94,343.92,4815.38,0.1,,5159.02,,96,21.14219492087447,22698594304,0.1,0.1,0.1,0.1,,,,,7308772.9,7307396.45,6322.1,3.76,100.00800000003072,"[0.63848143 0.03667039 0.03675172 0.02176514 0.0233663  0.0233663
 0.02566927 0.02178377 0.01960302 0.03774664 0.03895845 0.07583758]",64-1000000-4-oltp_read_only-0.2,64,32,,,,,,,,
