workload,protocol,thread,clients,handler,tps,commits,aborts,aborts+commits,elapsed_time,epoch_duration,checkpoint_interval,rehash_threshold,prefetch_locality
"a","Silo",1,1,true,25130,125650,0,125650,5000,40,30,0.8,0
"a","Silo",1,1,true,25107,125536,0,125536,5000,40,30,0.8,0
"a","Silo",1,1,true,25127,125638,0,125638,5000,40,30,0.8,0
"a","Silo",1,2,true,45328,226641,31101,257742,5000,40,30,0.8,0
"a","Silo",1,2,true,44085,220427,30503,250930,5000,40,30,0.8,0
"a","Silo",1,2,true,44876,224380,30758,255138,5000,40,30,0.8,0
"a","Silo",1,3,true,59407,297039,80699,377738,5000,40,30,0.8,0
"a","Silo",1,3,true,60458,302290,82384,384674,5000,40,30,0.8,0
"a","Silo",1,3,true,59543,297719,82417,380136,5000,40,30,0.8,0
"a","Silo",1,4,true,70650,353251,143228,496479,5000,40,30,0.8,0
"a","Silo",1,4,true,71414,357070,143584,500654,5000,40,30,0.8,0
"a","Silo",1,4,true,72726,363633,146112,509745,5000,40,30,0.8,0
"a","Silo",1,5,true,83222,416113,215074,631187,5000,40,30,0.8,0
"a","Silo",1,5,true,84089,420448,216577,637025,5000,40,30,0.8,0
"a","Silo",1,5,true,84143,420716,217753,638469,5000,40,30,0.8,0
"a","Silo",1,6,true,93334,466671,286722,753393,5000,40,30,0.8,0
"a","Silo",1,6,true,93999,469999,289410,759409,5000,40,30,0.8,0
"a","Silo",1,6,true,93128,465640,287015,752655,5000,40,30,0.8,0
"a","Silo",1,7,true,103672,518361,361907,880268,5000,40,30,0.8,0
"a","Silo",1,7,true,107992,539962,375417,915379,5000,40,30,0.8,0
"a","Silo",1,7,true,108958,544790,379359,924149,5000,40,30,0.8,0
"a","Silo",1,8,true,113354,566774,434670,1001444,5000,40,30,0.8,0
"a","Silo",1,8,true,114035,570178,438503,1008681,5000,40,30,0.8,0
"a","Silo",1,8,true,113819,569095,435858,1004953,5000,40,30,0.8,0
"a","Silo",1,9,true,124204,621022,507651,1128673,5000,40,30,0.8,0
"a","Silo",1,9,true,123061,615306,506762,1122068,5000,40,30,0.8,0
"a","Silo",1,9,true,122799,613996,504842,1118838,5000,40,30,0.8,0
"a","Silo",1,10,true,135785,678926,584378,1263304,5000,40,30,0.8,0
"a","Silo",1,10,true,133055,665279,572139,1237418,5000,40,30,0.8,0
"a","Silo",1,10,true,133898,669493,575832,1245325,5000,40,30,0.8,0
"a","Silo",1,11,true,144211,721058,643575,1364633,5000,40,30,0.8,0
"a","Silo",1,11,true,150560,752801,669961,1422762,5000,40,30,0.8,0
"a","Silo",1,11,true,144380,721903,644922,1366825,5000,40,30,0.8,0
"a","Silo",1,12,true,160329,801648,731626,1533274,5000,40,30,0.8,0
"a","Silo",1,12,true,151309,756549,692375,1448924,5000,40,30,0.8,0
"a","Silo",1,12,true,156385,781927,719296,1501223,5000,40,30,0.8,0
"a","Silo",1,13,true,165652,828264,779508,1607772,5000,40,30,0.8,0
"a","Silo",1,13,true,168184,840922,789168,1630090,5000,40,30,0.8,0
"a","Silo",1,13,true,158342,791714,741992,1533706,5000,40,30,0.8,0
"a","Silo",1,14,true,176842,884213,843180,1727393,5000,40,30,0.8,0
"a","Silo",1,14,true,174483,872417,835456,1707873,5000,40,30,0.8,0
"a","Silo",1,14,true,174602,873010,835366,1708376,5000,40,30,0.8,0
"a","Silo",1,15,true,184938,924694,888605,1813299,5000,40,30,0.8,0
"a","Silo",1,15,true,187643,938219,899591,1837810,5000,40,30,0.8,0
"a","Silo",1,15,true,200593,1002965,960325,1963290,5000,40,30,0.8,0
"a","Silo",1,16,true,210929,1054647,1012971,2067618,5000,40,30,0.8,0
"a","Silo",1,16,true,199590,997951,971235,1969186,5000,40,30,0.8,0
"a","Silo",1,16,true,195857,979285,953044,1932329,5000,40,30,0.8,0
"a","Silo",1,17,true,213674,1068372,1045860,2114232,5000,40,30,0.8,0
"a","Silo",1,17,true,218311,1091555,1065344,2156899,5000,40,30,0.8,0
"a","Silo",1,17,true,222376,1111883,1083831,2195714,5000,40,30,0.8,0
"a","Silo",1,18,true,225937,1129687,1110977,2240664,5000,40,30,0.8,0
"a","Silo",1,18,true,222904,1114522,1097898,2212420,5000,40,30,0.8,0
"a","Silo",1,18,true,218699,1093497,1075170,2168667,5000,40,30,0.8,0
"a","Silo",1,19,true,234928,1174644,1161541,2336185,5000,40,30,0.8,0
"a","Silo",1,19,true,225148,1125742,1111450,2237192,5000,40,30,0.8,0
"a","Silo",1,19,true,234724,1173624,1157318,2330942,5000,40,30,0.8,0
"a","Silo",1,20,true,256032,1280160,1267452,2547612,5000,40,30,0.8,0
"a","Silo",1,20,true,244098,1220493,1205297,2425790,5000,40,30,0.8,0
"a","Silo",1,20,true,242358,1211794,1200682,2412476,5000,40,30,0.8,0
"a","Silo",1,21,true,247174,1235872,1227802,2463674,5000,40,30,0.8,0
"a","Silo",1,21,true,257117,1285586,1281969,2567555,5000,40,30,0.8,0
"a","Silo",1,21,true,246657,1233289,1226494,2459783,5000,40,30,0.8,0
"a","Silo",1,22,true,252179,1260896,1254957,2515853,5000,40,30,0.8,0
"a","Silo",1,22,true,269482,1347414,1343186,2690600,5000,40,30,0.8,0
"a","Silo",1,22,true,266795,1333978,1328702,2662680,5000,40,30,0.8,0
"a","Silo",1,23,true,257332,1286660,1275996,2562656,5000,40,30,0.8,0
"a","Silo",1,23,true,261802,1309012,1300452,2609464,5000,40,30,0.8,0
"a","Silo",1,23,true,248849,1244248,1237842,2482090,5000,40,30,0.8,0
"a","Silo",1,24,true,248505,1242526,1224282,2466808,5000,40,30,0.8,0
"a","Silo",1,24,true,265081,1325407,1308419,2633826,5000,40,30,0.8,0
"a","Silo",1,24,true,247447,1237238,1219266,2456504,5000,40,30,0.8,0
"a","Silo",1,1,true,24773,123869,0,123869,5000,40,30,0.8,1
"a","Silo",1,1,true,25896,129483,0,129483,5000,40,30,0.8,1
"a","Silo",1,1,true,25301,126506,0,126506,5000,40,30,0.8,1
"a","Silo",1,2,true,44389,221947,30644,252591,5000,40,30,0.8,1
"a","Silo",1,2,true,43750,218753,29308,248061,5000,40,30,0.8,1
"a","Silo",1,2,true,44679,223399,30623,254022,5000,40,30,0.8,1
"a","Silo",1,3,true,60606,303033,83696,386729,5000,40,30,0.8,1
"a","Silo",1,3,true,59029,295147,81076,376223,5000,40,30,0.8,1
"a","Silo",1,3,true,59104,295521,81447,376968,5000,40,30,0.8,1
"a","Silo",1,4,true,71882,359411,143644,503055,5000,40,30,0.8,1
"a","Silo",1,4,true,71949,359748,144374,504122,5000,40,30,0.8,1
"a","Silo",1,4,true,71679,358396,144344,502740,5000,40,30,0.8,1
"a","Silo",1,5,true,84522,422612,220276,642888,5000,40,30,0.8,1
"a","Silo",1,5,true,82784,413922,214723,628645,5000,40,30,0.8,1
"a","Silo",1,5,true,82165,410825,211514,622339,5000,40,30,0.8,1
"a","Silo",1,6,true,92693,463465,286309,749774,5000,40,30,0.8,1
"a","Silo",1,6,true,100644,503222,308726,811948,5000,40,30,0.8,1
"a","Silo",1,6,true,93893,469469,288607,758076,5000,40,30,0.8,1
"a","Silo",1,7,true,105666,528334,367495,895829,5000,40,30,0.8,1
"a","Silo",1,7,true,105985,529929,370326,900255,5000,40,30,0.8,1
"a","Silo",1,7,true,103521,517607,361921,879528,5000,40,30,0.8,1
"a","Silo",1,8,true,112262,561313,430960,992273,5000,40,30,0.8,1
"a","Silo",1,8,true,112669,563346,432530,995876,5000,40,30,0.8,1
"a","Silo",1,8,true,115067,575339,439748,1015087,5000,40,30,0.8,1
"a","Silo",1,9,true,121659,608297,492696,1100993,5000,40,30,0.8,1
"a","Silo",1,9,true,126613,633067,520214,1153281,5000,40,30,0.8,1
"a","Silo",1,9,true,123559,617796,506057,1123853,5000,40,30,0.8,1
"a","Silo",1,10,true,136469,682345,588322,1270667,5000,40,30,0.8,1
"a","Silo",1,10,true,134136,670682,579531,1250213,5000,40,30,0.8,1
"a","Silo",1,10,true,135006,675030,582641,1257671,5000,40,30,0.8,1
"a","Silo",1,11,true,143066,715330,638730,1354060,5000,40,30,0.8,1
"a","Silo",1,11,true,143872,719362,644622,1363984,5000,40,30,0.8,1
"a","Silo",1,11,true,145528,727641,654776,1382417,5000,40,30,0.8,1
"a","Silo",1,12,true,155930,779654,718583,1498237,5000,40,30,0.8,1
"a","Silo",1,12,true,154961,774809,710777,1485586,5000,40,30,0.8,1
"a","Silo",1,12,true,154616,773083,713296,1486379,5000,40,30,0.8,1
"a","Silo",1,13,true,169749,848747,793428,1642175,5000,40,30,0.8,1
"a","Silo",1,13,true,159835,799175,749892,1549067,5000,40,30,0.8,1
"a","Silo",1,13,true,164497,822486,773964,1596450,5000,40,30,0.8,1
"a","Silo",1,14,true,175836,879184,840732,1719916,5000,40,30,0.8,1
"a","Silo",1,14,true,172650,863253,825571,1688824,5000,40,30,0.8,1
"a","Silo",1,14,true,177824,889121,847579,1736700,5000,40,30,0.8,1
"a","Silo",1,15,true,185094,925471,895578,1821049,5000,40,30,0.8,1
"a","Silo",1,15,true,185899,929497,900230,1829727,5000,40,30,0.8,1
"a","Silo",1,15,true,185277,926386,895359,1821745,5000,40,30,0.8,1
"a","Silo",1,16,true,192982,964910,937886,1902796,5000,40,30,0.8,1
"a","Silo",1,16,true,204132,1020661,993473,2014134,5000,40,30,0.8,1
