innodb_buffer_pool_size,innodb_read_io_threads,innodb_write_io_threads,innodb_flush_log_at_trx_commit,innodb_adaptive_hash_index,sync_binlog,innodb_lru_scan_depth,innodb_buffer_pool_instances,innodb_change_buffer_max_size,innodb_io_capacity,innodb_log_file_size,table_open_cache,binlog_row_image,binlog_transaction_compression,tps,workload,num_table,table_size,num_client,slave_parallel_workers,rpl_semi_sync_slave_enabled,slave_parallel_type
1GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,156.12,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,159.93,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,164.90,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,165.83,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
2GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,168.65,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,171.41,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
2GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,172.67,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
2GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,175.66,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
3GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,177.65,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,176.45,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
3GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,177.53,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
3GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,179.70,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
4GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,181.15,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,182.47,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
4GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,180.72,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
4GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,184.27,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,181.94,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,186.85,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,186.97,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,182.91,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,184.40,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,182.72,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,186.02,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,183.84,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,184.08,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,184.42,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,183.88,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,185.28,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,185.49,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,182.91,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,190.24,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,187.01,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,185.82,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,185.94,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,185.86,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,188.18,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
2GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,184.26,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,189.81,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
2GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,185.61,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
2GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,187.47,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
3GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,184.86,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,186.81,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
3GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,186.70,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
3GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,186.47,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
4GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,191.73,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,189.72,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
4GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,185.57,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
4GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,188.28,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,186.70,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,190.45,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,186.89,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,186.15,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,189.17,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,189.12,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,191.16,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,192.73,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,192.06,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,188.31,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,189.48,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,193.29,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,190.94,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,187.33,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,186.93,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,189.13,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,full,OFF,186.74,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,191.40,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,full,OFF,186.39,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
2GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,full,OFF,190.37,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,186.27,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
2GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,full,OFF,192.47,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
3GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,full,OFF,189.11,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,188.50,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
3GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,full,OFF,191.25,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
4GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,full,OFF,189.22,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,189.57,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
4GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,full,OFF,189.72,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,full,OFF,189.48,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,186.94,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,full,OFF,190.08,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,full,OFF,188.67,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,188.97,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,full,OFF,189.13,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,full,OFF,192.19,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,189.67,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,full,OFF,193.45,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,full,OFF,188.88,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,190.32,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,full,OFF,189.58,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,186.44,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,full,OFF,187.11,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,188.67,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
2GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,full,OFF,189.85,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,188.83,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
