innodb_buffer_pool_size,innodb_read_io_threads,innodb_write_io_threads,innodb_flush_log_at_trx_commit,innodb_adaptive_hash_index,sync_binlog,innodb_lru_scan_depth,innodb_buffer_pool_instances,innodb_change_buffer_max_size,innodb_io_capacity,innodb_log_file_size,table_open_cache,binlog_row_image,binlog_transaction_compression,tps,workload,num_table,table_size,num_client,slave_parallel_workers,rpl_semi_sync_slave_enabled,slave_parallel_type
2GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,full,OFF,190.61,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
2GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,full,OFF,191.06,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,196.16,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
2GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,full,OFF,189.78,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
3GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,full,OFF,192.07,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
3GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,full,OFF,190.27,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,197.07,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
3GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,full,OFF,195.01,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
4GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,full,OFF,193.22,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
4GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,full,OFF,196.53,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,193.69,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
4GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,full,OFF,192.76,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,full,OFF,190.80,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,full,OFF,191.45,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,193.88,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,full,OFF,192.74,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,full,OFF,193.23,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,full,OFF,192.45,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,192.22,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,full,OFF,191.09,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,full,OFF,192.16,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,full,OFF,192.72,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,193.74,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,full,OFF,192.51,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,full,OFF,193.93,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,full,OFF,194.99,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,193.88,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,full,OFF,189.33,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,193.22,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,full,OFF,194.24,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,full,OFF,192.30,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,full,OFF,197.90,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,194.38,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
2GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,full,OFF,190.33,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
2GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,full,OFF,192.02,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
2GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,full,OFF,195.67,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,191.65,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
3GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,full,OFF,193.31,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
3GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,full,OFF,195.10,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
3GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,full,OFF,191.27,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,194.33,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
4GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,full,OFF,197.27,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
4GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,full,OFF,195.82,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
4GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,full,OFF,194.70,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,190.23,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,full,OFF,193.11,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,full,OFF,191.70,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,full,OFF,193.30,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,191.86,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,full,OFF,193.39,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,full,OFF,192.17,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,full,OFF,191.79,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,192.71,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,full,OFF,190.82,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,full,OFF,197.72,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,full,OFF,191.60,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,190.39,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,full,OFF,193.40,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,full,OFF,193.81,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,full,OFF,196.91,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,2,2,1,ON,1,1024,1,25,100,4MB,4000,full,OFF,191.18,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,190.91,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,2,2,1,ON,1,1024,1,25,100,512MB,4000,full,OFF,192.60,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,2,2,1,ON,1,1024,1,25,100,5GB,4000,full,OFF,194.30,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
2GB,2,2,1,ON,1,1024,1,25,100,4MB,4000,full,OFF,192.75,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,188.95,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
2GB,2,2,1,ON,1,1024,1,25,100,512MB,4000,full,OFF,190.39,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
2GB,2,2,1,ON,1,1024,1,25,100,5GB,4000,full,OFF,192.15,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
3GB,2,2,1,ON,1,1024,1,25,100,4MB,4000,full,OFF,191.61,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,194.44,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
3GB,2,2,1,ON,1,1024,1,25,100,512MB,4000,full,OFF,193.33,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
3GB,2,2,1,ON,1,1024,1,25,100,5GB,4000,full,OFF,192.00,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
4GB,2,2,1,ON,1,1024,1,25,100,4MB,4000,full,OFF,197.70,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,194.39,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
4GB,2,2,1,ON,1,1024,1,25,100,512MB,4000,full,OFF,191.50,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
4GB,2,2,1,ON,1,1024,1,25,100,5GB,4000,full,OFF,194.29,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,2,2,1,ON,1,1024,1,25,100,4MB,4000,full,OFF,191.38,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,196.89,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,2,2,1,ON,1,1024,1,25,100,512MB,4000,full,OFF,194.64,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,2,2,1,ON,1,1024,1,25,100,5GB,4000,full,OFF,191.66,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,2,2,1,ON,1,1024,1,25,100,4MB,4000,full,OFF,192.77,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,195.36,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,2,2,1,ON,1,1024,1,25,100,512MB,4000,full,OFF,192.18,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,2,2,1,ON,1,1024,1,25,100,5GB,4000,full,OFF,192.46,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,2,2,1,ON,1,1024,1,25,100,4MB,4000,full,OFF,193.30,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,195.04,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,2,2,1,ON,1,1024,1,25,100,512MB,4000,full,OFF,196.94,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,2,2,1,ON,1,1024,1,25,100,5GB,4000,full,OFF,197.10,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,2,2,1,ON,1,1024,1,25,100,4MB,4000,full,OFF,191.76,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,193.31,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,2,2,1,ON,1,1024,1,25,100,512MB,4000,full,OFF,191.39,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,2,2,1,ON,1,1024,1,25,100,5GB,4000,full,OFF,194.81,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,2,2,1,ON,1,1024,1,25,100,48MB,1,full,OFF,192.79,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,2,2,1,ON,1,1024,1,25,100,48MB,1000,full,OFF,193.76,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,2,2,1,ON,1,1024,1,25,100,48MB,2000,full,OFF,192.75,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,191.22,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
2GB,2,2,1,ON,1,1024,1,25,100,48MB,1,full,OFF,193.58,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
2GB,2,2,1,ON,1,1024,1,25,100,48MB,1000,full,OFF,197.00,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
2GB,2,2,1,ON,1,1024,1,25,100,48MB,2000,full,OFF,191.68,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,192.32,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
3GB,2,2,1,ON,1,1024,1,25,100,48MB,1,full,OFF,195.69,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
3GB,2,2,1,ON,1,1024,1,25,100,48MB,1000,full,OFF,196.75,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
3GB,2,2,1,ON,1,1024,1,25,100,48MB,2000,full,OFF,194.11,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,193.68,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
4GB,2,2,1,ON,1,1024,1,25,100,48MB,1,full,OFF,195.72,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
4GB,2,2,1,ON,1,1024,1,25,100,48MB,1000,full,OFF,189.64,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
4GB,2,2,1,ON,1,1024,1,25,100,48MB,2000,full,OFF,194.83,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,194.89,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,2,2,1,ON,1,1024,1,25,100,48MB,1,full,OFF,192.89,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,2,2,1,ON,1,1024,1,25,100,48MB,1000,full,OFF,194.83,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,2,2,1,ON,1,1024,1,25,100,48MB,2000,full,OFF,193.57,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,194.45,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,2,2,1,ON,1,1024,1,25,100,48MB,1,full,OFF,192.42,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,2,2,1,ON,1,1024,1,25,100,48MB,1000,full,OFF,193.87,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,2,2,1,ON,1,1024,1,25,100,48MB,2000,full,OFF,192.03,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,195.82,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,2,2,1,ON,1,1024,1,25,100,48MB,1,full,OFF,196.52,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,2,2,1,ON,1,1024,1,25,100,48MB,1000,full,OFF,193.74,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,2,2,1,ON,1,1024,1,25,100,48MB,2000,full,OFF,195.16,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,193.65,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,2,2,1,ON,1,1024,1,25,100,48MB,1,full,OFF,192.52,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,2,2,1,ON,1,1024,1,25,100,48MB,1000,full,OFF,194.02,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,2,2,1,ON,1,1024,1,25,100,48MB,2000,full,OFF,193.14,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,193.71,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,196.99,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,minimal,OFF,191.92,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,noblob,OFF,191.60,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,196.11,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,minimal,OFF,192.45,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,noblob,OFF,190.10,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,194.44,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,minimal,OFF,199.02,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,noblob,OFF,197.96,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,193.60,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,minimal,OFF,196.85,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,noblob,OFF,194.54,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,194.12,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,minimal,OFF,192.70,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,noblob,OFF,191.64,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,195.42,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,minimal,OFF,195.10,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,noblob,OFF,200.78,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,192.78,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,minimal,OFF,196.78,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,noblob,OFF,191.77,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,193.16,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,minimal,OFF,198.06,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,noblob,OFF,193.33,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,198.51,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,ON,191.74,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,191.41,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,ON,193.48,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,193.56,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,ON,192.08,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,195.26,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,ON,193.17,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,193.86,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,ON,194.82,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,192.44,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,ON,193.57,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,192.75,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,ON,195.18,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,199.75,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,ON,193.36,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,1,1,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,194.59,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,193.42,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,1,3,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,191.63,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,1,7,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,192.33,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,197.87,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,196.61,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,192.63,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,3,1,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,192.32,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,199.25,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,3,3,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,195.24,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,7,1,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,195.14,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,1,2,0,ON,1,1024,1,25,100,48MB,4000,full,OFF,197.60,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,196.97,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,1,2,2,ON,1,1024,1,25,100,48MB,4000,full,OFF,195.64,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,full,OFF,193.59,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,194.07,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,full,OFF,196.04,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,3,2,0,ON,1,1024,1,25,100,48MB,4000,full,OFF,193.46,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,193.37,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
