innodb_buffer_pool_size,innodb_read_io_threads,innodb_write_io_threads,innodb_flush_log_at_trx_commit,innodb_adaptive_hash_index,sync_binlog,innodb_lru_scan_depth,innodb_buffer_pool_instances,innodb_change_buffer_max_size,innodb_io_capacity,innodb_log_file_size,table_open_cache,tps,workload,num_table,table_size,num_client
6GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,218.99,oltp_read_write,64,5000000,4
6GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,226.7,oltp_read_write,64,5000000,4
6GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,235.35,oltp_read_write,64,5000000,4
8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,231.09,oltp_read_write,64,5000000,4
8GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,246.74,oltp_read_write,64,5000000,4
8GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,252.35,oltp_read_write,64,5000000,4
8GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,251.98,oltp_read_write,64,5000000,4
9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,240.41,oltp_read_write,64,5000000,4
9GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,244.29,oltp_read_write,64,5000000,4
9GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,245.02,oltp_read_write,64,5000000,4
9GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,258.38,oltp_read_write,64,5000000,4
12GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,238.82,oltp_read_write,64,5000000,4
12GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,246.59,oltp_read_write,64,5000000,4
12GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,251.11,oltp_read_write,64,5000000,4
12GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,255.91,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,204.48,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,235.62,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,230.43,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,230.57,oltp_read_write,64,5000000,4
2GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,210.61,oltp_read_write,64,5000000,4
2GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,229.56,oltp_read_write,64,5000000,4
2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,230.55,oltp_read_write,64,5000000,4
2GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,225.96,oltp_read_write,64,5000000,4
3GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,199.31,oltp_read_write,64,5000000,4
3GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,215.98,oltp_read_write,64,5000000,4
3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,217.92,oltp_read_write,64,5000000,4
3GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,222.47,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,187.87,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,209.19,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,206.78,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,209.78,oltp_read_write,64,5000000,4
6GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,194.17,oltp_read_write,64,5000000,4
