id,tps,Average CPU Usage (Idle Mode),Average CPU Usage (IO Wait Mode),Average CPU Usage (IRQ Mode),Average CPU Usage (Nice Mode),Average CPU Usage (SoftIRQ Mode),Average CPU Usage (Steal Mode),Average CPU Usage (System Mode),Average CPU Usage (User Mode),Average Memory Usage Percentage,Total Memory Usage,Total Memory,Average Memory Swap In,Average Memory Swap Out,Average Network Retransmit Rate,Average Swap Usage Percentage,Average Pages Swap In/Out (60s Rate),Average Pages Swap Out (60s Rate),InnoDB Buffer Pool Cache Hit Rate,Current QPS (Queries Per Second),InnoDB Buffer Pool (Data Pages),InnoDB Buffer Pool (Free Pages),InnoDB Buffer Pool (Misc Pages),InnoDB Dirty Buffer Pages,Max CPU Usage (100 - Idle),MySQL Aborted Clients (60s Rate),MySQL Aborted Connections (60s Rate),MySQL Threads Running (Max Over Time),MySQL Client Threads Connected (Max Over Time),MySQL Threads Running (Max Over Time).1,MySQL Threads Connected (Max Over Time),MySQL Max Used Connections,MySQL Max Connections,MySQL File Openings (60s Rate),MySQL Handlers (Delete),MySQL Handlers (Discover),MySQL Handlers (External Lock),MySQL Handlers (MRR Init),MySQL Handlers (Read First Record),MySQL Handlers (Key Read),MySQL Handlers (Read Last Record),MySQL Handlers (Read Next Record),MySQL Handlers (Read Previous Record),MySQL Handlers (Read Random),MySQL Handlers (Read Next Record).1,MySQL Handlers (Update),MySQL Handlers (Write),InnoDB Rows Deleted (60s Rate),InnoDB Rows Inserted (60s Rate),InnoDB Rows Read (60s Rate),InnoDB Rows Updated (60s Rate),InnoDB Buffer Pool Total Pages,InnoDB Log Buffer Size,MySQL Internal Memory (Key Buffer Size),MySQL Network Traffic (Bytes Received),MySQL Network Traffic (Bytes Sent),MySQL Open Files (InnoDB),MySQL Open Files,MySQL Open Files Limit,MySQL Open Tables,MySQL Table Open Cache Size,MySQL Full Join Selects (60s Rate),MySQL Full Range Join Selects (60s Rate),MySQL Range Selects (60s Rate),MySQL Range Selects (60s Rate).1,MySQL Full Table Scans (60s Rate),MySQL Slow Queries (60s Rate),MySQL Sort Merge Passes (60s Rate),MySQL Sort Range (60s Rate),MySQL Rows Sorted (60s Rate),MySQL Sort Scans (60s Rate),MySQL Table Definition Cache,MySQL Table Definition Cache Size,MySQL Opened Table Definitions (60s Rate),MySQL Table Locks Immediate (60s Rate),MySQL Table Locks Waited (60s Rate),MySQL Opened Tables (60s Rate),MySQL Table Open Cache Hits (60s Rate),MySQL Table Open Cache Efficiency,MySQL Open Cache Misses (60s Rate),MySQL Open Cache Overflows (60s Rate),MySQL Temporary Disk Tables Created (60s Rate),MySQL Temporary Files Created (60s Rate),MySQL Temporary Tables Created (60s Rate),MySQL Threads Cached,MySQL Thread Cache Size,MySQL Threads Created (60s Rate),MySQL Transaction Handlers (Commit),MySQL Transaction Handlers (Prepare),MySQL Transaction Handlers (Rollback),MySQL Transaction Handlers (Savepoint),MySQL Transaction Handlers (Savepoint Rollback),Top 5 Command Usage (Begin Transaction),Top 5 Command Usage (Commit),Top 5 Command Usage (Select),Top 5 Command Usage (Set Option),Top 5 Command Usage (Show Variables),Top 5 Command Usage (Statement Execute),Top 5 Command Usage (Statement Prepare),MySQL Uptime,Root Volume Disk Usage Percentage,Root Volume Disk Usage,Top 5 Command Usage (Admin Commands),Top 5 Command Usage (Show Slave Status),Top 5 Command Usage (Show Status),Top 5 Command Usage (Show Replica Status),Top 5 Command Usage (Statement Close),Top 5 Command Usage (Delete),Top 5 Command Usage (Insert),Top 5 Command Usage (Update),Average Network Traffic Sent,Average Network Traffic Received,Average Disk IOPS (Read),Average Disk IOPS (Write),Average Disk Busy,label,workload_label,mem_size,num_cpu
163,271.29,42.81499999971129,29.349999999998545,0,0,1.7550000000010186,0.4799999999999045,9.214999999998328,12.160000000007132,32.86049346985973,2055593984,6255517696,0,0,0.0002836719841454,,0,0,95.71706300734724,1465.14,65300,0,236,30322,59.60000000009313,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,2307.5,0,0.0,1153.54,0,32972.0,0.0,0,8552.64,0.0,8357.3,243.96,243.94,731.88,487.9,1069875200,16777216,8388608,106187.96,47308.06,79,2,16384,414,4000,0,0,0.0,0,0.58,0,0,0,0.0,0.0,112,2000,0,0.2,0,0.2,975.84,0.9997950903651488,0.2,0.0,0,0,0.38,0,9,0,2439.6,2439.64,0.0,0,0,243.96,243.98,,,,1219.82,,129,22.973083045064147,24664264704,,,,,,243.98,243.96,487.9,155934.87,157035.9,1018.36,5576.18,99.99199999996928,"[0.13312065 0.02158601 0.06504806 0.11136891 0.02158601 0.03712297
 0.05972406 0.17656198 0.08097862 0.03987819 0.22360789 0.02941664]",64-1000000-4-oltp_write_only-0.6,6,4
164,317.39,39.53000000002794,32.080000000001746,0,0,2.090000000000373,0.3899999999999295,9.409999999999854,13.354999999995924,32.94443651430764,2060845056,6255517696,0,0,0.0002835632020932,,0,0,95.76929283055355,1807.78,65254,0,282,34766,62.91999999992549,0,0,6.0,5,6,5,5,151,0,0.0,0,0.36,0,0.0,0.0,0,0.0,0.0,0,201.0,0.0,100.76,301.04,301.08,903.16,602.12,1069121536,16777216,8388608,131033.48,56964.92,79,2,16384,413,4000,0,0,0.0,0,0.54,0,0,0,0.0,0.0,112,2000,0,0.18,0,0.18,1204.26,0.99985055295407,0.18,0.0,0,0,0.36,0,9,0,3010.64,3010.68,0.0,0,0,301.06,301.08,,,,1505.34,,112,22.97307159962892,24664252416,,,,,,301.06,301.06,602.14,192245.19,193351.36,1216.24,5296.18,99.9780000000028,"[0.13312065 0.02158601 0.06504806 0.11136891 0.02158601 0.03712297
 0.05972406 0.17656198 0.08097862 0.03987819 0.22360789 0.02941664]",64-1000000-4-oltp_write_only-0.6,6,4
165,274.67,44.54000000003725,28.38999999999941,0,0,1.945000000000164,0.3300000000000409,9.135000000002035,12.374999999996362,33.281190865006224,2081910784,6255517696,0,0,0.0002834591600949,,0,0,96.05668644867438,1667.1,65154,0,382,34009,56.77999999979511,0,0,6.0,5,6,5,5,151,0,0.0,0,0.4,0,0.0,0.0,0,0.0,0.0,0,226.2,0.0,113.3,277.58,277.62,832.84,555.22,1067483136,16777216,8388608,120837.26,52840.8,79,2,16384,293,4000,0,0,0.0,0,0.56,0,0,0,0.0,0.0,69,2000,0,0.18,0,0.18,1110.48,0.9998379342012856,0.18,0.0,0,0,0.38,0,9,0,2776.16,2776.16,0.0,0,0,277.62,277.62,,,,1388.1,,402,22.972568000478265,24663711744,,,,,,277.62,277.62,555.24,170074.65000000002,171176.99000000002,969.26,5447.96,99.96800000005167,"[0.13312065 0.02158601 0.06504806 0.11136891 0.02158601 0.03712297
 0.05972406 0.17656198 0.08097862 0.03987819 0.22360789 0.02941664]",64-1000000-4-oltp_write_only-0.6,6,4
166,320.63,40.050000000046566,31.70999999999185,0,0,1.955000000000382,0.410000000000025,9.270000000000437,13.340000000000146,33.33488298391987,2085269504,6255517696,0,0,0.0002833526170311,,0,0,96.11477768670768,1895.06,65165,0,371,38756,64.1999999997206,0,0,6.0,5,6,5,5,151,0,2.3000000000000003,0,18.72,0,0.0,6.84,0,0.0,0.0,0,226.2,4.5600000000000005,115.6,315.6,315.6,946.84,631.22,1067663360,16777216,8388608,137361.92,60414.12,79,2,16384,295,4000,0,0,0.0,0,0.62,0,0,0,0.0,0.0,69,2000,0,0.22,0,0.22,1262.46,0.9998257674153388,0.22,0.0,0,0,0.4,0,9,0,3156.16,3156.16,0.0,0,0,315.62,315.62,,,,1578.08,,682,22.968863494604985,24659734528,,,,,,,315.62,631.24,197587.12,198691.3,1142.12,5116.6,99.95800000004238,"[0.13312065 0.02158601 0.06504806 0.11136891 0.02158601 0.03712297
 0.05972406 0.17656198 0.08097862 0.03987819 0.22360789 0.02941664]",64-1000000-4-oltp_write_only-0.6,6,4
167,267.83,43.31999999983236,29.925000000010183,0,0,1.955000000000382,0.4499999999999886,8.93999999999869,11.554999999996651,32.949150944261035,2061139968,6255517696,0,0,0.0002832449648016,,0,0,95.68395452339958,1406.5,65264,35,237,30095,59.15999999968336,0,0,6.0,5,6,5,5,151,0,0.0,0,0.4,0,0.0,0.0,0,0.0,0.0,0,226.44,0.0,113.5,234.18,234.12,702.52,468.34,1069285376,16777216,8388608,101940.8,46057.98,79,2,16384,414,4000,0,0,0.0,0,0.66,0,0,0,0.0,0.0,112,2000,0,0.22,0,0.22,936.7,0.999765188063015,0.22,0.0,0,0,0.44,0,9,0,2341.8,2341.76,0.0,0,0,234.18,234.18,,,,1170.88,,115,22.970488746409323,24661479424,,,,,,234.18,234.18,468.34,151130.56,152247.13,996.92,5484.22,99.9979999999632,"[0.13312065 0.02158601 0.06504806 0.11136891 0.02158601 0.03712297
 0.05972406 0.17656198 0.08097862 0.03987819 0.22360789 0.02941664]",64-1000000-4-oltp_write_only-0.6,6,4
168,272.23,44.09000000008382,28.630000000004657,0,0,1.8699999999989807,0.5850000000000364,8.93999999999869,11.974999999998545,33.29206024517654,2082590720,6255517696,0,0,0.0002831507684187,,0,0,96.00568720571346,1582.02,65530,0,6,33923,57.19999999972061,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,0.36,0,0.0,0.0,0,0.0,0.0,0,200.88,0.0,100.66,263.44,263.44,790.3000000000001,526.84,1073643520,16777216,8388608,114668.38,50781.86,79,2,16384,293,4000,0,0,0.0,0,0.6,0,0,0,0.0,0.0,69,2000,0,0.2,0,0.2,1053.72,0.9998102322756944,0.2,0.0,0,0,0.4,0,9,0,2634.32,2634.36,0.0,0,0,263.42,263.44,,,,1317.16,,405,22.967612127018544,24658391040,,,,,,263.42,263.44,526.86,168201.69,169426.99,969.98,5322.16,99.94599999999627,"[0.13312065 0.02158601 0.06504806 0.11136891 0.02158601 0.03712297
 0.05972406 0.17656198 0.08097862 0.03987819 0.22360789 0.02941664]",64-1000000-4-oltp_write_only-0.6,6,4
169,284.79,42.13999999989756,30.455000000001743,0,0,1.9899999999991,0.5200000000000387,9.105000000001382,11.924999999999272,32.924531143393324,2059599872,6255517696,0,0,0.0002830463464976,,0,0,95.73329224350157,1604.28,65265,0,271,31631,59.52000000001863,0,0,6.0,5,6,5,5,151,0,0.0,0,0.3224,0,0.0,0.0,0,0.0,0.0,0,182.0754,0.0,91.1183,267.16,267.14,801.44,534.28,1069301760,16777216,8388608,116276.26,51399.4,79,2,16384,414,4000,0,0,0.0,0,0.56,0,0,0,0.0,0.0,112,2000,0,0.2,0,0.2,1068.6,0.999812874251497,0.2,0.0,0,0,0.36,0,9,0,2671.56,2671.6,0.0,0,0,267.16,267.18,,,,1335.78,,118,22.97009197132095,24661053440,,,,,,,267.16,534.3,165239.56000000003,166343.39,1070.26,5408.26,99.95799999998415,"[0.13312065 0.02158601 0.06504806 0.11136891 0.02158601 0.03712297
 0.05972406 0.17656198 0.08097862 0.03987819 0.22360789 0.02941664]",64-1000000-4-oltp_write_only-0.6,6,4
170,276.02,43.82499999995344,28.40000000000145,0,0,1.950000000000273,0.355000000000075,9.405000000000657,12.650000000001455,33.23443943463509,2078986240,6255517696,0,0,0.000282944639569,,0,0,96.01880748623378,1610.96,65156,0,380,33553,57.12000000011176,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,0.4,0,0.0,0.0,0,0.0,0.0,0,225.96,0.0,113.1,268.24,268.24,804.74,536.46,1067515904,16777216,8388608,116761.6,51640.44,79,2,16384,294,4000,0,0,0.0,0,0.62,0,0,0,0.0,0.0,69,2000,0,0.2,0,0.16,1073.04,0.999850913156914,0.16,0.0,0,0,0.42,0,9,0,2682.52,2682.52,0.0,0,0,268.26,268.26,,,,1341.26,,408,22.969931735227554,24660881408,,,,,,268.26,,536.5,173370.4,174475.07,978.5,5460.76,99.99599999998463,"[0.13312065 0.02158601 0.06504806 0.11136891 0.02158601 0.03712297
 0.05972406 0.17656198 0.08097862 0.03987819 0.22360789 0.02941664]",64-1000000-4-oltp_write_only-0.6,6,4
171,274.27,42.93500000005588,30.54500000001281,0,0,1.9149999999995089,0.4100000000000818,9.219999999999343,11.329999999998108,32.919685757052335,2059296768,6255517696,0,0,0.0002828442228468,,0,0,95.69586826394648,1477.34,65305,0,231,30269,59.680000000167645,0,0,5.666666666666667,5,6,5,5,151,0,0.0,0,0.4,0,0.0,0.0,0,0.0,0.0,0,225.96,0.0,113.1,245.98,245.94,737.98,491.98,1069957120,16777216,8388608,107077.32,48130.56,79,2,16384,414,4000,0,0,0.0,0,0.64,0,0,0,0.0,0.0,112,2000,0,0.22,0,0.22,983.98,0.9997764681975208,0.22,0.0,0,0,0.42,0,9,0,2459.84,2459.8,0.0,0,0,245.98,,,,,1229.94,,111,22.97058794018142,24661585920,,,,,,246.0,245.98,492.0,157182.77000000002,158436.74000000002,1037.98,5731.78,99.98399999999674,"[0.13312065 0.02158601 0.06504806 0.11136891 0.02158601 0.03712297
 0.05972406 0.17656198 0.08097862 0.03987819 0.22360789 0.02941664]",64-1000000-4-oltp_write_only-0.6,6,4
172,274.38,43.99499999999534,28.69999999999709,0,0,1.929999999999609,0.3750000000000568,9.385000000000218,12.6349999999984,33.1545560382026,2073989120,6255517696,0,0,0.0002827455391648,,0,0,96.01655650664172,1656.62,65026,125,385,34124,58.27999999979511,0,0,6.0,5,6,5,5,151,0,13.44,0,107.76,0,0.0,40.2,0,0.0,0.0,0,226.32,26.76,126.84,275.88,275.90000000000003,827.6,551.7,1065385984,16777216,8388608,120076.48,52525.78,79,2,16384,294,4000,0,0,0.0,0,0.56,0,0,0,0.0,0.0,69,2000,0,0.18,0,0.18,1103.48,0.9998369062936048,0.18,0.0,0,0,0.38,0,9,0,2758.7200000000003,2758.8,0.0,0,0,275.88,275.90000000000003,,,,1379.38,,401,22.97045822524868,24661446656,,,,,,,275.88,551.74,173877.22999999998,174980.06,983.9,5487.2,99.99800000002142,"[0.13312065 0.02158601 0.06504806 0.11136891 0.02158601 0.03712297
 0.05972406 0.17656198 0.08097862 0.03987819 0.22360789 0.02941664]",64-1000000-4-oltp_write_only-0.6,6,4
173,285.73,44.26500000001397,27.080000000001743,0,0,1.914999999999736,0.4550000000000977,9.06999999999789,13.310000000004948,33.25873184453381,2080505856,6255517696,0,0,0.0002826469838278,,0,0,96.08824879766716,1744.3,65165,0,371,42939,56.49999999999999,0,0,5.833333333333333,5,6,5,5,151,0,90.64,0,725.44,0,0.0,271.84000000000003,0,0.0,0.0,0,226.2,181.2,203.94,290.46,290.48,871.48,581.0,1067663360,16777216,8388608,126433.6,55553.14,79,2,16384,294,4000,0,0,0.0,0,0.6,0,0,0,0.0,0.0,69,2000,0,0.2,0,0.2,1161.94,0.9998279036949076,0.2,0.0,0,0,0.4,0,9,0,2904.96,2904.88,0.0,0,0,290.48,290.48,,,,1452.42,,691,22.953499905365327,24643239936,,,,,,290.48,290.48,580.98,179760.13999999998,180989.97,1043.92,5289.12,99.98800000001212,"[0.13312065 0.02158601 0.06504806 0.11136891 0.02158601 0.03712297
 0.05972406 0.17656198 0.08097862 0.03987819 0.22360789 0.02941664]",64-1000000-4-oltp_write_only-0.6,6,4
174,295.7,44.75500000012107,25.76499999999941,0,0,1.875,0.4350000000000023,8.735000000000582,13.924999999995634,33.59830175756568,2101747712,6255517696,0,0,0.0002825442647145,,0,0,96.11458001249628,1832.8,65174,0,362,48466,57.81999999983236,0,0,6.0,5,6,5,5,151,0,172.14,0,1377.4,0,0.0,516.34,0,0.0,0.0,0,200.76,344.2,272.7,305.2,305.18,915.66,610.42,1067810816,16777216,8388608,132850.7,58629.16,79,2,16384,295,4000,0,0,0.0,0,0.68,0,0,0,0.0,0.0,69,2000,0,0.22,0,0.22,1220.9,0.9998198375262054,0.22,0.0,0,0,0.46,0,9,0,3052.2000000000003,3052.12,0.0,0,0,305.24,,,,,1526.1,,981,22.95985975221472,24650067968,,,,,,305.22,305.22,610.46,188315.1,189414.74,1099.04,5158.24,100.01000000000931,"[0.13312065 0.02158601 0.06504806 0.11136891 0.02158601 0.03712297
 0.05972406 0.17656198 0.08097862 0.03987819 0.22360789 0.02941664]",64-1000000-4-oltp_write_only-0.6,6,4
175,275.61,43.5350000000326,29.905000000006112,0,0,1.7249999999994543,0.3899999999999863,8.565000000002328,11.48500000000422,32.969187271562944,2062393344,6255517696,0,0,0.0002824406010366,,0,0,95.86856770187276,1548.46,65274,0,262,31782,60.39999999990686,0,0,5.833333333333333,5,6,5,5,151,0,173.06,0,1384.88,0,0.0,519.1800000000001,0,0.0,0.0,0,226.2,346.12,286.36,257.86,257.84000000000003,773.54,515.6800000000001,1069449216,16777216,8388608,112234.42,49797.24,79,2,16384,414,4000,0,0,0.0,0,0.62,0,0,0,0.0,0.0,112,2000,0,0.2,0,0.2,1031.34,0.9998061151288364,0.2,0.0,0,0,0.42,0,9,0,2578.4,2578.4,0.0,0,0,257.84000000000003,257.84000000000003,,,,1289.18,,102,22.95851300600125,24648622080,,,,,,257.86,257.84000000000003,515.64,158793.29,159898.25,993.0,5763.08,99.99200000002747,"[0.13312065 0.02158601 0.06504806 0.11136891 0.02158601 0.03712297
 0.05972406 0.17656198 0.08097862 0.03987819 0.22360789 0.02941664]",64-1000000-4-oltp_write_only-0.6,6,4
176,294.99,43.690000000060536,27.609999999993303,0,0,1.8750000000009093,0.3750000000001137,9.400000000003274,13.034999999996217,32.89257778482032,2057601024,6255517696,0,0,0.0002823376394599,,0,0,95.74841392194922,1673.7,64878,395,263,31231,57.75999999977648,0,0,5.833333333333333,5,6,5,5,151,0,198.16,0,1585.64,0,0.0,594.46,0,0.0,0.0,0,226.08,396.3,311.36,278.74,278.72,836.1800000000001,557.46,1062961152,16777216,8388608,121318.4,53034.76,79,2,16384,413,4000,0,0,0.0,0,0.56,0,0,0,0.0,0.0,112,2000,0,0.18,0,0.18,1114.88,0.999838573709038,0.18,0.0,0,0,0.38,0,9,0,2787.24,2787.32,0.0,0,0,,278.74,,,,1393.62,,119,22.966795685971285,24657514496,,,,,,278.72,278.74,557.42,178502.25,179601.67,1157.94,5650.46,99.9979999999632,"[0.13312065 0.02158601 0.06504806 0.11136891 0.02158601 0.03712297
 0.05972406 0.17656198 0.08097862 0.03987819 0.22360789 0.02941664]",64-1000000-4-oltp_write_only-0.6,6,4
177,352.1,42.66999999980908,24.639999999992146,0,0,2.225000000000364,0.4399999999999409,11.919999999998254,14.044999999994616,32.41425957913236,2027679744,6255517696,0,0,0.0002822252737034,,0,0,95.75787396161984,2108.0,61447,3836,253,23523,60.12000000011175,0,0,6.0,5,6,5,5,151,0,233.6,0,1869.12,0,0.0,700.78,0,0.0,0.0,0,200.88,467.18,334.26,351.1,351.1,1053.3,702.0600000000001,1006747648,16777216,8388608,152798.88,66276.16,79,2,16384,400,4000,0,0,0.0,0,0.6,0,0,0,0.0,0.0,112,2000,0,0.2,0,0.2,1404.38,0.9998576086801748,0.2,0.0,0,0,0.4,0,9,0,3510.96,3511.0,0.0,0,0,,351.1,,,,1755.48,,107,22.964106008689456,24654626816,,,,,,351.1,351.1,702.1800000000001,219556.55,220653.04,1411.16,6436.9800000000005,99.98199999995995,"[0.13312065 0.02158601 0.06504806 0.11136891 0.02158601 0.03712297
 0.05972406 0.17656198 0.08097862 0.03987819 0.22360789 0.02941664]",64-1000000-4-oltp_write_only-0.6,6,4
178,340.58,45.15999999991618,25.349999999998545,0,0,2.0099999999988545,0.6750000000000114,9.0099999999984,12.670000000001892,31.68515989120144,1982070784,6255517696,0,0,0.0002821062503389,,0,0,95.71747392072533,1943.0634161950284,57892,7408,236,22048,56.14000000013039,0,0,6.0,5,6,5,5,151,0,215.86,0,1727.38,0,0.0,647.64,0,0.0,0.0,0,226.32,431.76,329.26,323.6205827650341,323.6205827650341,970.8417494950304,647.1211727296362,948502528,16777216,8388608,140847.04917704937,61927.744335339885,79,2,16384,414,4000,0,0,0.0,0,0.6599604023758575,0,0,0,0.0,0.0,112,2000,0,0.2199868007919524,0,0.2199868007919524,1294.4423334599924,0.999830081715248,0.2199868007919524,0.0,0,0,0.4399736015839049,0,9,0,3236.065836049837,3236.085834849909,0.0,0,0,323.6005839649621,323.6005839649621,,,,1618.0429174249546,,101,22.966204338483788,24656879616,,,,,,323.6205827650341,323.6205827650341,647.2011679299242,202599.05,203723.64,1324.54,5887.28,99.95000000001164,"[0.13312065 0.02158601 0.06504806 0.11136891 0.02158601 0.03712297
 0.05972406 0.17656198 0.08097862 0.03987819 0.22360789 0.02941664]",64-1000000-4-oltp_write_only-0.6,6,4
179,238.2,43.05499999993481,31.159999999996217,0,0,1.7049999999990175,0.4149999999999636,8.424999999999272,10.539999999997235,32.974818396229495,2062745600,6255517696,0,0,0.000281999877947,,0,0,92.9047581992878,1315.36,65338,0,198,32509,58.75999999977648,0,0,6.0,5,6,5,5,151,0,235.36,0,1883.28,0,0.0,706.0600000000001,0,0.0,0.0,0,226.2,470.7,348.68,219.02,219.0,657.02,437.98,1070497792,16777216,8388608,95333.1,42461.48,79,2,16384,413,4000,0,0,0.0,0,0.54,0,0,0,0.0,0.0,112,2000,0,0.18,0,0.18,876.0,0.9997945627610766,0.18,0.0,0,0,0.36,0,9,0,2190.08,2190.12,0.0,0,0,219.0,219.02,,,,1095.02,,98,22.96583808455605,24656486400,,,,,,219.0,219.02,437.98,139829.46,140933.88,1046.68,5587.38,100.01399999996649,"[0.13312065 0.02158601 0.06504806 0.11136891 0.02158601 0.03712297
 0.05972406 0.17656198 0.08097862 0.03987819 0.22360789 0.02941664]",64-1000000-4-oltp_write_only-0.6,6,4
180,268.92,43.77000000001863,28.430000000007567,0,0,1.889999999999873,0.4250000000000113,8.81000000000131,12.24000000000524,33.29474485112223,2082758656,6255517696,0,0,0.0002819072892626,,0,0,94.4239040351503,1589.46,65198,0,338,33086,57.52000000001863,0,0,5.833333333333333,5,6,5,5,151,0,229.98,0,1840.44,0,0.0,690.04,0,0.0,0.0,0,251.76,460.02,356.12,264.66,264.66,794.0,529.34,1068204032,16777216,8388608,115203.74,51447.64,79,2,16384,295,4000,0,0,0.0,0,0.66,0,0,0,0.0,0.0,69,2000,0,0.22,0,0.22,1058.68,0.9997922372273114,0.22,0.0,0,0,0.44,0,9,0,2646.62,2646.64,0.0,0,0,264.68,264.66,,,,1323.34,,388,22.97001185327425,24660967424,,,,,,264.68,264.66,529.34,167416.44,168530.69,970.08,5442.9800000000005,99.99800000002142,"[0.13312065 0.02158601 0.06504806 0.11136891 0.02158601 0.03712297
 0.05972406 0.17656198 0.08097862 0.03987819 0.22360789 0.02941664]",64-1000000-4-oltp_write_only-0.6,6,4
181,268.6,44.13500000000931,28.244999999988067,0,0,1.8149999999998272,0.4349999999998886,8.820000000001528,12.295000000009168,33.372991292709784,2087653376,6255517696,0,0,0.0002818573127612,,0,0,95.21288178775728,1620.68,65159,0,377,33924,59.61999999964609,0,0,5.833333333333333,5,6,5,5,151,0,226.92,0,1815.82,0,0.0,680.78,0,0.0,0.0,0,226.2,453.88,340.22,269.88,269.86,809.64,539.74,1067565056,16777216,8388608,117468.94,51924.4,79,2,16384,295,4000,0,0,0.0,0,0.62,0,0,0,0.0,0.0,69,2000,0,0.2,0,0.2,1079.5,0.9998147633601926,0.2,0.0,0,0,0.42,0,9,0,2698.8,2698.7200000000003,0.0,0,0,269.9,,,,,1349.36,,688,22.971316632891824,24662368256,,,,,,269.88,269.88,539.74,169998.54,171097.38,965.34,5391.12,99.98800000001212,"[0.13312065 0.02158601 0.06504806 0.11136891 0.02158601 0.03712297
 0.05972406 0.17656198 0.08097862 0.03987819 0.22360789 0.02941664]",64-1000000-4-oltp_write_only-0.6,6,4
182,271.09,44.16500000015367,28.32499999999709,0,0,1.7650000000010095,0.5200000000000955,8.639999999999418,12.034999999996217,33.38549762772503,2088435712,6255517696,0,0,0.0002817603861516,,0,0,95.507684092552,1610.3,65152,1,383,33618,57.859999999869615,0,0,6.0,5,6,5,5,151,0,232.6,0,1861.22,0,0.0,697.82,0,0.0,0.0,0,226.32,465.2,346.0,268.16,268.14,804.46,536.24,1067450368,16777216,8388608,116715.36,51144.5,79,2,16384,294,4000,0,0,0.0,0,0.54,0,0,0,0.0,0.0,69,2000,0,0.18,0,0.18,1072.64,0.9998322178930296,0.18,0.0,0,0,0.36,0,9,0,2681.56,2681.6,0.0,0,0,268.18,268.18,,,,1340.82,,978,22.959131059504323,24649285632,,,,,,,268.16,536.34,169939.17,171040.89,967.76,5371.9800000000005,99.99199999996928,"[0.13312065 0.02158601 0.06504806 0.11136891 0.02158601 0.03712297
 0.05972406 0.17656198 0.08097862 0.03987819 0.22360789 0.02941664]",64-1000000-4-oltp_write_only-0.6,6,4
183,272.72,43.17000000004191,29.875,0,0,1.7749999999998636,0.3750000000001705,8.739999999999782,11.81499999999869,32.91097715727732,2058752000,6255517696,0,0,0.0002816633633286,,0,0,95.71056563745223,1505.98,65282,0,254,30426,60.580000000074506,0,0,6.0,5,6,5,5,151,0,175.92000000000002,0,1407.7,0,0.0,527.6800000000001,0,0.0,0.0,0,251.52,351.78000000000003,301.88,250.7,250.74,752.24,501.5,1069580288,16777216,8388608,109153.3,48990.22,79,2,16384,414,4000,0,0,0.0,0,0.66,0,0,0,0.0,0.0,112,2000,0,0.22,0,0.22,1002.98,0.999780701754386,0.22,0.0,0,0,0.44,0,9,0,2507.52,2507.6,0.0,0,0,250.74,250.78,,,,1253.76,,117,22.95689538448708,24646885376,,,,,,250.76,250.74,501.48,155922.44,157015.86,1014.56,5707.9800000000005,99.98199999995995,"[0.13312065 0.02158601 0.06504806 0.11136891 0.02158601 0.03712297
 0.05972406 0.17656198 0.08097862 0.03987819 0.22360789 0.02941664]",64-1000000-4-oltp_write_only-0.6,6,4
184,260.44,43.35500000009779,29.37999999999738,0,0,1.770000000000664,0.4400000000001114,8.635000000000218,11.969999999993888,33.25107089585954,2080026624,6255517696,0,0,0.0002816100067857,,0,0,96.00823249309872,1578.4,65156,0,380,34745,59.0,0,0,6.0,5,6,5,5,151,0,216.85301118067088,0,1735.164109846591,0,0.0,650.4990299417966,0,0.0,0.0,0,226.2135728143689,433.6660199611977,330.15980958857534,262.86,262.82,788.54,525.66,1067515904,16777216,8388608,114403.8,50217.86,79,2,16384,294,4000,0,0,0.0,0,0.54,0,0,0,0.0,0.0,69,2000,0,0.18,0,0.18,1051.36,0.9998288224889208,0.18,0.0,0,0,0.36,0,9,0,2628.44,2628.44,0.0,0,0,262.84000000000003,262.84000000000003,,,,1314.2,,407,22.96920304251716,24660099072,,,,,,262.84000000000003,262.84000000000003,525.6800000000001,165418.53,166523.85,1044.86,5462.400000000001,99.98199999995995,"[0.13312065 0.02158601 0.06504806 0.11136891 0.02158601 0.03712297
 0.05972406 0.17656198 0.08097862 0.03987819 0.22360789 0.02941664]",64-1000000-4-oltp_write_only-0.6,6,4
