id,tps,Average CPU Usage (Idle Mode),Average CPU Usage (IO Wait Mode),Average CPU Usage (IRQ Mode),Average CPU Usage (Nice Mode),Average CPU Usage (SoftIRQ Mode),Average CPU Usage (Steal Mode),Average CPU Usage (System Mode),Average CPU Usage (User Mode),Average Memory Usage Percentage,Total Memory Usage,Total Memory,Average Memory Swap In,Average Memory Swap Out,Average Network Traffic Received (Eth0),Average Network Traffic Received (LO Interface),Average Network Retransmit Rate,Average Network Traffic Sent (Eth0),Average Network Traffic Sent (LO Interface),Average Swap Usage Percentage,Average Disk IOPS (Read),"Average Disk IOPS (Read, VDA)","Average Disk IOPS (Write, Sr0)",Average Disk IOPS (Write),Average Disk Busy (Sr0),Average Disk Busy (VDA),Average Pages Swap In/Out (60s Rate),Average Pages Swap Out (60s Rate),InnoDB Buffer Pool Cache Hit Rate,Current QPS (Queries Per Second),InnoDB Buffer Pool (Data Pages),InnoDB Buffer Pool (Free Pages),InnoDB Buffer Pool (Misc Pages),InnoDB Dirty Buffer Pages,Max CPU Usage (100 - Idle),MySQL Aborted Clients (60s Rate),MySQL Aborted Connections (60s Rate),MySQL Threads Running (Max Over Time),MySQL Client Threads Connected (Max Over Time),MySQL Threads Running (Max Over Time).1,MySQL Threads Connected (Max Over Time),MySQL Max Used Connections,MySQL Max Connections,MySQL File Openings (60s Rate),MySQL Handlers (Delete),MySQL Handlers (Discover),MySQL Handlers (External Lock),MySQL Handlers (MRR Init),MySQL Handlers (Read First Record),MySQL Handlers (Key Read),MySQL Handlers (Read Last Record),MySQL Handlers (Read Next Record),MySQL Handlers (Read Previous Record),MySQL Handlers (Read Random),MySQL Handlers (Read Next Record).1,MySQL Handlers (Update),MySQL Handlers (Write),InnoDB Rows Deleted (60s Rate),InnoDB Rows Inserted (60s Rate),InnoDB Rows Read (60s Rate),InnoDB Rows Updated (60s Rate),InnoDB Buffer Pool Total Pages,InnoDB Log Buffer Size,MySQL Internal Memory (Key Buffer Size),MySQL Network Traffic (Bytes Received),MySQL Network Traffic (Bytes Sent),MySQL Open Files (InnoDB),MySQL Open Files,MySQL Open Files Limit,MySQL Open Tables,MySQL Table Open Cache Size,MySQL Full Join Selects (60s Rate),MySQL Full Range Join Selects (60s Rate),MySQL Range Selects (60s Rate),MySQL Range Selects (60s Rate).1,MySQL Full Table Scans (60s Rate),MySQL Slow Queries (60s Rate),MySQL Sort Merge Passes (60s Rate),MySQL Sort Range (60s Rate),MySQL Rows Sorted (60s Rate),MySQL Sort Scans (60s Rate),MySQL Table Definition Cache,MySQL Table Definition Cache Size,MySQL Opened Table Definitions (60s Rate),MySQL Table Locks Immediate (60s Rate),MySQL Table Locks Waited (60s Rate),MySQL Opened Tables (60s Rate),MySQL Table Open Cache Hits (60s Rate),MySQL Table Open Cache Efficiency,MySQL Open Cache Misses (60s Rate),MySQL Open Cache Overflows (60s Rate),MySQL Temporary Disk Tables Created (60s Rate),MySQL Temporary Files Created (60s Rate),MySQL Temporary Tables Created (60s Rate),MySQL Threads Cached,MySQL Thread Cache Size,MySQL Threads Created (60s Rate),MySQL Transaction Handlers (Commit),MySQL Transaction Handlers (Prepare),MySQL Transaction Handlers (Rollback),MySQL Transaction Handlers (Savepoint),MySQL Transaction Handlers (Savepoint Rollback),Top 5 Command Usage (Begin Transaction),Top 5 Command Usage (Commit),Top 5 Command Usage (Select),Top 5 Command Usage (Show Replica Status),Top 5 Command Usage (Statement Execute),Top 5 Command Usage (Statement Prepare),MySQL Uptime,Root Volume Disk Usage Percentage,Root Volume Disk Usage,Top 5 Command Usage (Set Option),Top 5 Command Usage (Show Slave Status),Top 5 Command Usage (Statement Close),Top 5 Command Usage (Show Variables),Top 5 Command Usage (Admin Commands),Top 5 Command Usage (Show Status),Top 5 Command Usage (Delete),Top 5 Command Usage (Insert),Top 5 Command Usage (Update),label,workload_label,mem_size,num_cpu
336,51.92,78.56625000000349,12.667499999999109,0,0.0,0.275000000000027,0.0962500000000119,2.529999999999518,4.358749999999419,9.458519237699209,2391019520,25279004672,0,0,341.28000000000003,3289585.54,1.27097116023e-05,3097.14,3289585.54,,0,4347.9,0,1145.56,0,100.00400000001537,0,0,83.65881574766385,4321.22,65347,135,54,5592,36.14000000013038,0,0,6.0,5,6,5,5,151,0,62.76,0,10162.5,0,0.0,5018.28,0,25102.02,0.0,0,6539.38,125.52,6439.18,52.04,52.04,24979.76,104.08,1070645248,16777216,8388608,124562.34,2722523.18,79,2,16384,413,4000,0,0,208.16,0,0.58,0,0,0,10408.0,104.08,112,2000,0,0.2,0,0.2,4215.86,0.9999525623449382,0.2,0.0,0,0,52.42,0,9,0,4528.1,520.4,0.0,0,0,52.06,52.04,4007.98,,4267.9,,94,21.74089800808605,23341371392,,,,,,,52.04,52.04,104.08,"[0.48706676 0.02106124 0.08312034 0.05449341 0.02106124 0.03251201
 0.02106124 0.07269195 0.04253144 0.02535528 0.06798896 0.07105613]",64-1000000-4-oltp_read_write_95-0.2,24,16
337,51.42,78.9999999999709,12.563749999999349,0,0.0,0.2662499999999212,0.0687499999999872,2.5350000000000823,4.342499999999403,9.490666326184057,2399145984,25279004672,0,0,344.92,3198537.92,1.26973439342e-05,3099.38,3198537.92,,0,4233.54,0,1064.66,0,99.9979999999632,0,0,83.65682653212788,4197.4,65168,314,54,6007,37.64000000013038,0,0,6.0,5,6,5,5,151,0,60.316381017138966,0,9761.054336739797,0,0.0,4819.990800551967,0,24112.09327440353,0.0,0,6315.141091534507,120.61276323420591,6202.287862728235,50.54,50.54,24264.34,101.08,1067712512,16777216,8388608,120992.8,2644584.44,79,2,16384,413,4000,0,0,202.2,0,0.6,0,0,0,10108.0,101.08,112,2000,0,0.2,0,0.2,4094.88,0.9999511609052816,0.2,0.0,0,0,50.94,0,9,0,4398.16,505.4,0.0,0,0,50.56,50.54,3893.02,,4145.42,,97,22.611311912794328,24275861504,,,,,,,50.54,50.54,101.08,"[0.48706676 0.02106124 0.08312034 0.05449341 0.02106124 0.03251201
 0.02106124 0.07269195 0.04253144 0.02535528 0.06798896 0.07105613]",64-1000000-4-oltp_read_write_95-0.2,24,16
338,51.83,78.73870090395212,12.517748580114226,0,0.0,0.2724782017438968,0.0874930005599573,2.552295816334759,4.494640428765817,9.460042335641532,2391404544,25279004672,0,0,353.41172706183505,3274105.991520678,1.26849829678e-05,3100.491960643149,3274105.991520678,,0,4327.6137908967285,0,1101.7718582513398,0,100.00000000003072,0,0,83.66243915024477,4299.02,65383,95,58,5863,31.765458763541066,0,0,6.0,5,6,5,5,151,0,63.26,0,10252.46,0,0.0,5062.78,0,25308.38,0.0,0,6617.6,126.56,6504.66,51.78,51.78,24853.76,103.56,1071235072,16777216,8388608,123925.62,2708744.42,79,2,16384,413,4000,0,0,207.12,0,0.6,0,0,0,10356.0,103.56,112,2000,0,0.2,0,0.2,4194.04,0.9999523155565728,0.2,0.0,0,0,52.18,0,9,0,4504.7,517.8,0.0,0,0,51.78,51.78,3987.22,,4245.82,,98,31.3615264670158,33670230016,,,,,,,51.78,51.78,103.56,"[0.48706676 0.02106124 0.08312034 0.05449341 0.02106124 0.03251201
 0.02106124 0.07269195 0.04253144 0.02535528 0.06798896 0.07105613]",64-1000000-4-oltp_read_write_95-0.2,24,16
339,45.28,77.33500000002095,11.29374999999959,0,0.0,0.2637500000000088,0.0799999999999947,2.5525000000003506,7.868749999999864,9.419793662357051,2381230080,25279004672,0,0,352.72,2844471.18,1.2673346637e-05,3097.34,2844471.18,,0,3765.5,0,1027.86,0,99.96999999997206,0,0,93.55764168280932,3727.02,65263,227,46,5617,36.299999999813735,0,0,6.0,5,6,5,5,151,0,59.86,0,9693.42,0,0.0,4786.62,0,23934.02,0.0,0,6293.5,119.68,6167.92,44.88,44.88,21542.14,89.76,1069268992,16777216,8388608,107435.7,2348527.94,79,2,16384,3,1,0,0,179.52,0,0.58,0,0,0,8976.0,89.76,112,2000,0,0.2,0,3636.1,0.0,0.0,3636.1,3636.12,0,0,45.26,0,9,0,3905.16,448.8,0.0,0,0,,44.88,3456.64,,3680.76,,98,21.73424057992036,23334223872,,,,,,,44.88,44.88,89.76,"[0.48706676 0.02106124 0.08312034 0.05449341 0.02106124 0.03251201
 0.02106124 0.07269195 0.04253144 0.02535528 0.06798896 0.07105613]",64-1000000-4-oltp_read_write_95-0.2,24,16
340,51.81,78.64874999993481,12.532500000000027,0,0.0,0.2800000000000082,0.083750000000002,2.618750000000261,4.527499999999577,9.51516551861809,2405339136,25279004672,0,0,340.92,3348863.26,1.26614774471e-05,3106.58,3348863.26,,0,4335.2,0,1139.68,0,99.99199999996928,0,0,92.01505363158545,4389.963397803869,65456,2,78,5568,37.380000000353895,0,0,6.0,5,6,5,5,151,0,63.26,0,10247.84,0,0.0,5060.5,0,25300.0,0.0,0,6590.02,126.52,6489.82,52.90317419045143,52.90317419045143,25390.90345420725,105.80634838090286,1072431104,16777216,8388608,126552.79316759008,2766553.6332179937,79,2,16384,280,1000,0,0,211.6126967618057,0,0.5400324019441167,0,0,0,10580.314818889135,105.80634838090286,69,2000,0,0.1800108006480389,0,14.120847250835052,4268.916134968099,0.9967030760393948,14.120847250835052,13.940836450187014,0,0,53.26319579174751,0,9,0,4600.296017761067,529.0317419045143,0.0,0,0,52.90317419045143,52.90317419045143,4071.524291457488,,4335.760145608737,,468,21.74070343568693,23341162496,,,,,,,52.90317419045143,52.90317419045143,105.80634838090286,"[0.48706676 0.02106124 0.08312034 0.05449341 0.02106124 0.03251201
 0.02106124 0.07269195 0.04253144 0.02535528 0.06798896 0.07105613]",64-1000000-4-oltp_read_write_95-0.2,24,16
341,51.33,78.91000000000349,12.571250000000193,0,0.0,0.2637500000000514,0.0762500000000088,2.545000000000301,4.403750000000741,9.59788269942213,2426249216,25279004672,0,0,644.4,3268400.3000000003,1.2649682839e-05,3143.7200000000003,3268400.3000000003,,0,4238.3,0,1114.74,0,99.99599999998463,0,0,89.93760522265416,4312.92,64628,838,70,5539,32.679999999701984,0,0,6.0,5,6,5,5,151,0,64.08,0,10377.0,0,0.0,5124.18,0,25639.04,0.0,0,6699.34,128.16,6586.42,51.94,51.94,24939.72,103.88,1058865152,16777216,8388608,124321.58,2717452.96,79,2,16384,294,2000,0,0,207.84,0,0.54,0,0,0,10392.0,103.92,69,2000,0,0.18,0,0.18,4207.66,0.9999572227080876,0.18,0.0,0,0,52.32,0,9,0,4519.34,519.4,0.0,0,0,51.96,51.94,4000.18,,4259.6,,838,21.732947245738032,23332835328,,,,,,,51.94,51.94,103.88,"[0.48706676 0.02106124 0.08312034 0.05449341 0.02106124 0.03251201
 0.02106124 0.07269195 0.04253144 0.02535528 0.06798896 0.07105613]",64-1000000-4-oltp_read_write_95-0.2,24,16
342,51.84,78.90999999997439,12.6899999999996,0,0.0,0.2749999999999488,0.0799999999999983,2.5237500000001774,4.372500000000059,9.659843619969564,2441912320,25279004672,0,0,339.40000000000003,3193712.08,1.26373926182e-05,3106.06,3193712.08,,0,4135.62,0,1048.84,0,99.9780000000028,0,0,88.80122542763091,4188.82,65460,0,76,5755,39.28000000026077,0,0,6.0,5,6,5,5,151,0,63.64,0,10311.62,0,0.0,5091.9800000000005,0,25456.0,0.0,0,6653.84,127.28,6540.9400000000005,50.44,50.44,24216.26,100.88,1072496640,16777216,8388608,120748.82,2639174.12,79,2,16384,294,4000,0,0,201.82,0,0.6,0,0,0,10087.06,100.9,69,2000,0,0.2,0,0.2,4086.62,0.9999510621950564,0.2,0.0,0,0,50.84,0,9,0,4389.26,504.4,0.0,0,0,50.44,50.44,3885.16,,4137.06,,1198,21.73461064899318,23334621184,,,,,,,50.44,50.44,100.88,"[0.48706676 0.02106124 0.08312034 0.05449341 0.02106124 0.03251201
 0.02106124 0.07269195 0.04253144 0.02535528 0.06798896 0.07105613]",64-1000000-4-oltp_read_write_95-0.2,24,16
343,58.5,78.55499999999302,12.330000000000382,0,0.0,0.3025000000000019,0.0787500000000172,2.733750000000271,4.789999999999395,9.456655873195288,2390548480,25279004672,0,0,308.24,3654065.6,1.26242883389e-05,3084.16,3654065.6,,0,3985.58,0,1246.48,0,99.99199999996928,0,0,85.81328712778318,4789.06,64924,0,612,6232,31.020000000018623,0,0,5.666666666666667,5,6,5,5,151,0,65.36,0,10591.2,0,0.0,5230.04,0,26134.22,0.0,0,6850.860000000001,130.7,6725.3,57.68,57.68,27682.48,115.38,1063714816,16777216,8388608,138054.82,3017108.06,79,2,16384,413,4000,0,0,230.68,0,0.62,0,0,0,11535.88,115.36,112,2000,0,0.2,0,0.2,4672.3,0.9999571963616908,0.2,0.0,0,0,58.1,0,9,0,5018.400000000001,576.84,0.0,0,0,57.68,57.68,4441.86,,4729.9800000000005,,98,21.74153132216943,23342051328,,,,,,,57.68,57.68,115.4,"[0.49939795 0.01334537 0.08087497 0.05187638 0.01334537 0.017058
 0.02869757 0.06311459 0.04816376 0.03070439 0.06441902 0.08900261]",64-1000000-4-oltp_read_write_95-0.6,24,16
344,65.69,78.27749999999651,12.031249999999774,0,0.0,0.3525000000000346,0.0725000000000015,2.9287499999999227,5.187500000000341,14.049152639042646,3551485952,25279004672,0,0,316.52,4081367.04,1.26103024561e-05,3099.92,4081367.04,,0,3942.56,0,1425.54,0,100.00600000005215,0,0,86.80627191350719,5335.18,130144,0,928,8881,29.779999999795105,0,0,5.833333333333333,5,6,5,5,151,0,67.56,0,10949.2,0,0.0,5406.82,0,27023.12,0.0,0,7074.46,135.12,6948.860000000001,64.26,64.26,30843.28,128.52,2132279296,16777216,8388608,153790.14,3360121.34,79,2,16384,413,4000,0,0,257.04,0,0.58,0,0,0,12850.24,128.52,112,2000,0,0.18,0,0.18,5205.32,0.9999654211891268,0.18,0.0,0,0,64.66,0,9,0,5590.86,642.6,0.0,0,0,64.26,64.26,4948.6,,5269.56,,96,21.740730141702503,23341191168,,,,,,,64.26,64.26,128.52,"[0.49939795 0.01334537 0.08087497 0.05187638 0.01334537 0.017058
 0.02869757 0.06311459 0.04816376 0.03070439 0.06441902 0.08900261]",64-1000000-4-oltp_read_write_95-0.6,24,16
345,71.17,78.23874999998952,11.738750000000438,0,0.0,0.3712499999999892,0.0737500000000039,3.006249999999568,5.407499999999345,18.638668021683728,4711669760,25279004672,0,0,317.04,4341014.12,1.25947656528e-05,3100.44,4341014.12,,0,3713.66,0,1645.54,0,100.01799999998184,0,0,87.78205558976401,5764.2,195032,304,1272,10277,29.66000000014901,0,0,5.833333333333333,5,6,5,5,151,0,67.46944572240113,0,10924.229392114896,0,0.0,5394.43522093093,0,26971.776048646807,0.0,0,7062.048686816153,134.89888584401814,6936.471105954834,69.44,69.44,33329.82,138.88,3195404288,16777216,8388608,166150.72,3631470.24,79,2,16384,414,4000,0,0,277.76,0,0.62,0,0,0,13888.0,138.88,112,2000,0,0.22,0,0.22,5623.900000000001,0.9999608827692154,0.22,0.0,0,0,69.84,0,9,0,6040.58,694.4,0.0,0,0,69.48,69.44,5346.42,,5693.34,,106,21.741725894568543,23342260224,,,,,,,69.44,69.44,138.88,"[0.49939795 0.01334537 0.08087497 0.05187638 0.01334537 0.017058
 0.02869757 0.06311459 0.04816376 0.03070439 0.06441902 0.08900261]",64-1000000-4-oltp_read_write_95-0.6,24,16
346,76.61,77.4824999999255,11.980000000001157,0,0.0,0.3962499999999807,0.1062500000000099,3.198750000000416,5.604999999999792,23.221232244566764,5870096384,25279004672,0,0,316.32,4688947.32,1.25778241473e-05,3101.98,4688947.32,,0,3567.7200000000003,0,1685.06,0,99.9440000000177,0,0,88.30852758423619,6122.6,260742,136,1266,11673,35.22000000020489,0,0,5.666666666666667,5,6,5,5,151,0,61.06,0,9890.98,0,0.0,4884.24,0,24423.3,0.0,0,6418.7,122.12,6293.1,73.74,73.74,35399.88,147.48,4271996928,16777216,8388608,176479.84,3856742.32,79,2,16384,414,4000,0,0,295.0,0,0.66,0,0,0,14748.0,147.48,112,2000,0,0.22,0,0.22,5973.64,0.9999631728898902,0.22,0.0,0,0,74.18,0,9,0,6416.1,737.4,0.0,0,0,73.74,73.74,5679.0,,6047.38,,106,21.73474799421609,23334768640,,,,,,,73.74,73.74,147.48,"[0.49939795 0.01334537 0.08087497 0.05187638 0.01334537 0.017058
 0.02869757 0.06311459 0.04816376 0.03070439 0.06441902 0.08900261]",64-1000000-4-oltp_read_write_95-0.6,24,16
347,93.56,76.38249999994879,12.037499999999229,0,0.0,0.4724999999999752,0.0912499999999951,3.618750000000034,6.178750000001059,32.35928519393249,8180105216,25279004672,0,0,313.32,5598331.18,1.25603352193e-05,3100.12,5598331.18,,0,3784.3,0,1732.08,0,100.02000000001864,0,0,88.95461630926107,7261.28,382792,8683,1741,15474,33.62000000011176,0,0,6.0,5,6,5,5,151,0,66.86,0,10831.76,0,0.0,5348.84,0,26740.42,0.0,0,6951.82,133.72,6851.6,87.48,87.48,41988.36,174.96,6271664128,16777216,8388608,209303.06,4573590.8,79,2,16384,414,4000,0,0,349.92,0,0.66,0,0,0,17494.96,174.96,112,2000,0,0.22,0,0.22,7084.900000000001,0.9999689490086264,0.22,0.0,0,0,87.92,0,9,0,7609.78,874.8000000000001,0.0,0,0,87.48,87.48,6735.3,,7172.38,,101,21.741981509288944,23342534656,,,,,,,87.48,87.48,174.96,"[0.49939795 0.01334537 0.08087497 0.05187638 0.01334537 0.017058
 0.02869757 0.06311459 0.04816376 0.03070439 0.06441902 0.08900261]",64-1000000-4-oltp_read_write_95-0.6,24,16
348,101.05,76.42125000007219,12.089999999999918,0,0.0,0.4724999999999896,0.0762500000000088,3.571250000000248,6.161250000000451,32.759147013302155,8281186304,25279004672,0,0,301.88,5595136.0,1.25403436099e-05,3087.98,5595136.0,,0,3845.38,0,1752.06,0,99.99199999996928,0,0,89.24692380064391,7583.92,411585,110646,2057,15570,37.25999999977648,0,0,6.0,5,6,5,5,151,0,63.05495560355172,0,10211.00311975042,0,0.0,5042.296616270698,0,25221.982241420686,0.0,0,6594.972402207824,126.10991120710344,6482.021438284937,91.38,91.38,43854.32,182.76,6743408640,16777216,8388608,218599.04,4776672.18,79,2,16384,414,4000,0,0,365.46,0,0.62,0,0,0,18274.0,182.74,112,2000,0,0.22,0,0.22,7399.76,0.9999702701899194,0.22,0.0,0,0,91.78,0,9,0,7948.0,913.8,0.0,0,0,91.38,91.38,7034.5,,7491.12,,114,21.74235920865193,23342940160,,,,,,,91.38,91.38,182.76,"[0.49939795 0.01334537 0.08087497 0.05187638 0.01334537 0.017058
 0.02869757 0.06311459 0.04816376 0.03070439 0.06441902 0.08900261]",64-1000000-4-oltp_read_write_95-0.6,24,16
349,104.22,76.5212500000489,12.032499999999343,0,0.0,0.4600000000000292,0.0937499999999857,3.55250000000018,6.068750000000251,33.083971954257805,8363298816,25279004672,0,0,319.64,5493672.600000001,1.25189206441e-05,3109.5,5493672.600000001,,0,3757.88,0,1740.08,0,99.9879999999539,0,0,89.26537326293452,7494.78,412191,175569,2064,15323,33.52000000001863,0,0,6.0,5,6,5,5,151,0,56.06,0,9076.04,0,0.0,4481.72,0,22424.0,0.0,0,5888.38,112.12,5775.46,90.28,90.28,43334.56,180.54,6753337344,16777216,8388608,216020.5,4719406.38,79,2,16384,413,4000,0,0,361.12,0,0.54,0,0,0,18056.0,180.56,112,2000,0,0.18,0,0.18,7312.860000000001,0.999975386433002,0.18,0.0,0,0,90.64,0,9,0,7854.54,902.76,0.0,0,0,90.3,90.28,6952.06,,7403.14,,114,21.73651440638842,23336665088,,,,,,,,90.28,180.54,"[0.49939795 0.01334537 0.08087497 0.05187638 0.01334537 0.017058
 0.02869757 0.06311459 0.04816376 0.03070439 0.06441902 0.08900261]",64-1000000-4-oltp_read_write_95-0.6,24,16
350,107.45,76.44124999997439,12.126250000000027,0,0.0,0.4450000000000074,0.0950000000000024,3.5262500000001755,6.091250000000287,34.068330710580284,8612134912,25279004672,0,0,320.36,5458913.0,1.24969863372e-05,3096.02,5458913.0,,0,3757.98,0,1716.48,0,99.9900000000489,0,0,88.82430645707005,7108.5,376210,408547,1675,15441,42.80000000027939,0,0,5.833333333333333,5,6,5,5,151,0,44.7,0,7234.98,0,0.0,3572.6,0,17878.72,0.0,0,4715.58,89.4,4615.36,85.60000000000001,85.60000000000001,41098.26,171.22,6163824640,16777216,8388608,204889.34,4477020.24,79,2,16384,414,4000,0,0,342.48,0,0.64,0,0,0,17124.0,171.24,112,2000,0,0.22,0,0.22,6935.900000000001,0.9999682819789738,0.22,0.0,0,0,86.04,0,9,0,7449.52,856.04,0.0,0,0,85.60000000000001,85.60000000000001,6593.76,,7021.5,,106,21.74270257170918,23343308800,,,,,,,85.60000000000001,85.60000000000001,171.24,"[0.49939795 0.01334537 0.08087497 0.05187638 0.01334537 0.017058
 0.02869757 0.06311459 0.04816376 0.03070439 0.06441902 0.08900261]",64-1000000-4-oltp_read_write_95-0.6,24,16
351,106.96,76.47500000000583,12.04875000000038,0,0.0,0.4487499999999969,0.0712500000000027,3.527499999999918,6.09875000000045,36.11775621099898,9130209280,25279004672,0,0,312.84000000000003,5594272.74,1.24743836235e-05,3100.42,5594272.74,,0,3799.62,0,1776.52,0,99.99800000002142,0,0,88.85991847455824,7251.02,383907,662893,1776,14852,38.91999999992549,0,0,5.833333333333333,5,6,5,5,151,0,13.86,0,2240.48,0,0.0,1106.18,0,5542.72,0.0,0,1626.3,27.72,1513.36,87.36,87.36,41927.66,174.72,6289932288,16777216,8388608,209007.52,4566218.8,79,2,16384,413,4000,0,0,349.40000000000003,0,0.56,0,0,0,17472.0,174.72,112,2000,0,0.18,0,0.18,7075.02,0.9999745590230664,0.18,0.0,0,0,87.74,0,9,0,7599.18,873.6,0.0,0,0,87.36,87.36,6725.88,,7162.38,,110,21.74302304389595,23343652864,,,,,,,87.36,87.36,174.72,"[0.49939795 0.01334537 0.08087497 0.05187638 0.01334537 0.017058
 0.02869757 0.06311459 0.04816376 0.03070439 0.06441902 0.08900261]",64-1000000-4-oltp_read_write_95-0.6,24,16
352,107.82,76.47625000006519,11.977500000000193,0,0.0,0.4500000000000312,0.0837500000000126,3.519999999999925,6.18249999999955,36.03210625649748,9108557824,25279004672,0,0,309.92,5493956.14,1.24523225185e-05,3099.8,5493956.14,,0,3804.4,0,1713.56,0,100.00199999997858,0,0,89.18984613769064,7489.92,409537,768019,2092,15720,32.10000000009313,0,0,6.0,5,6,5,5,151,0,1.1,0,170.44,0,0.0,83.88,0,440.0,0.0,0,362.86,2.2,237.24,90.22,90.22,43305.58,180.44,6709854208,16777216,8388608,215883.64,4716734.58,79,2,16384,413,4000,0,0,360.86,0,0.6,0,0,0,18044.0,180.44,112,2000,0,0.2,0,0.2,7308.04,0.9999726336299848,0.2,0.0,0,0,90.62,0,9,0,7849.400000000001,902.2,0.0,0,0,90.22,90.22,6947.46,,7398.26,,115,21.74828794410721,23349305344,,,,,,,90.22,90.22,180.44,"[0.49939795 0.01334537 0.08087497 0.05187638 0.01334537 0.017058
 0.02869757 0.06311459 0.04816376 0.03070439 0.06441902 0.08900261]",64-1000000-4-oltp_read_write_95-0.6,24,16
353,58.75,78.56499999994412,12.254999999999884,0,0.0,0.298750000000048,0.0799999999999947,2.676249999999925,4.780000000000087,9.439091637349732,2386108416,25279004672,0,0,321.44,3708952.02,1.24316400556e-05,3101.54,3708952.02,,0,4027.92,0,1254.46,0,99.97400000004563,0,0,85.85206955871662,4887.52,64916,0,620,6425,34.40000000037253,0,0,6.0,5,6,5,5,151,0,0.0,0,0.44,0,0.0,0.0,0,0.0,0.0,0,251.76,0.0,126.14,58.86,58.86,28261.56,117.74,1063583744,16777216,8388608,140882.12,3079082.2800000003,79,2,16384,413,4000,0,0,235.52,0,0.54,0,0,0,11776.0,117.76,112,2000,0,0.18,0,0.18,4768.4800000000005,0.999962253547118,0.18,0.0,0,0,59.24,0,9,0,5121.72,588.64,0.0,0,0,58.88,58.86,4533.3,,4827.34,,95,21.73760553788148,23337836544,,,,,,,58.86,58.86,117.74,"[0.49939795 0.01334537 0.08087497 0.05187638 0.01334537 0.017058
 0.02869757 0.06311459 0.04816376 0.03070439 0.06441902 0.08900261]",64-1000000-4-oltp_read_write_95-0.6,24,16
354,58.66,78.51500000001397,12.336249999999607,0,0.0,0.2949999999999661,0.0712499999999885,2.671249999999759,4.7362500000006085,9.4755163626088,2395316224,25279004672,0,0,316.72,3663089.7,1.24182702015e-05,3098.58,3663089.7,,0,4048.88,0,1231.18,0,99.99599999998463,0,0,85.656976473432,4811.34,64912,0,624,6287,34.440000000409775,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,0.44,0,0.0,0.0,0,0.0,0.0,0,251.64,0.0,126.04,57.94,57.94,27812.16,115.88,1063518208,16777216,8388608,138687.8,3030726.26,79,2,16384,413,4000,0,0,231.76,0,0.6,0,0,0,11588.0,115.88,112,2000,0,0.2,0,0.2,4694.08,0.9999573949572672,0.2,0.0,0,0,58.34,0,9,0,5041.72,579.4,0.0,0,0,57.94,57.94,4462.62,,4752.02,,97,21.74179075203492,23342329856,,,,,,,57.94,57.94,115.88,"[0.49939795 0.01334537 0.08087497 0.05187638 0.01334537 0.017058
 0.02869757 0.06311459 0.04816376 0.03070439 0.06441902 0.08900261]",64-1000000-4-oltp_read_write_95-0.6,24,16
355,58.73,78.27000000004773,12.423749999999472,0,0.0,0.3087499999999465,0.0725000000000015,2.7449999999997203,4.813749999999687,9.446804346078965,2388058112,25279004672,0,0,320.72,3772555.7,1.24050604303e-05,3100.52,3772555.7,,0,4170.4800000000005,0,1273.86,0,99.99800000002142,0,0,85.66738176088941,4926.22,64488,422,626,6181,29.23999999975786,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,0.4,0,0.0,0.0,0,0.0,0.0,0,226.08,0.0,113.2,59.34,59.34,28486.84,118.68,1056571392,16777216,8388608,142004.12,3103919.8000000003,79,2,16384,413,4000,0,0,237.4,0,0.6,0,0,0,11868.0,118.68,112,2000,0,0.2,0,0.2,4806.18,0.9999583886417636,0.2,0.0,0,0,59.74,0,9,0,5162.22,593.4,0.0,0,0,59.34,59.34,4569.12,,4865.52,,95,21.740932344391773,23341408256,,,,,,,59.34,59.34,118.68,"[0.49939795 0.01334537 0.08087497 0.05187638 0.01334537 0.017058
 0.02869757 0.06311459 0.04816376 0.03070439 0.06441902 0.08900261]",64-1000000-4-oltp_read_write_95-0.6,24,16
356,58.33,78.3612500000163,12.24000000000069,0,0.0,0.2962500000000432,0.106249999999985,2.721249999999713,4.8575000000003,9.462051528671836,2391912448,25279004672,0,0,319.6,3721610.7,1.23916811749e-05,3100.2000000000003,3721610.7,,0,4129.56,0,1250.78,0,100.00799999997253,0,0,85.61934740039896,4847.06,64869,50,617,6134,31.479999999981366,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,0.36,0,0.0,0.0,0,0.0,0.0,0,200.76,0.0,100.56,58.4,58.4,28028.9,116.8,1062813696,16777216,8388608,139730.86000000002,3053714.38,79,2,16384,413,4000,0,0,233.6,0,0.58,0,0,0,11678.34,116.8,112,2000,0,0.18,0,0.18,4728.96,0.999961938111369,0.18,0.0,0,0,58.8,0,9,0,5079.36,584.0,0.0,0,0,58.4,58.4,4495.68,,4787.36,,99,21.73610237071972,23336222720,,,,,,,58.4,58.4,116.8,"[0.49939795 0.01334537 0.08087497 0.05187638 0.01334537 0.017058
 0.02869757 0.06311459 0.04816376 0.03070439 0.06441902 0.08900261]",64-1000000-4-oltp_read_write_95-0.6,24,16
