id,tps,Average CPU Usage (Idle Mode),Average CPU Usage (IO Wait Mode),Average CPU Usage (IRQ Mode),Average CPU Usage (Nice Mode),Average CPU Usage (SoftIRQ Mode),Average CPU Usage (Steal Mode),Average CPU Usage (System Mode),Average CPU Usage (User Mode),Average Memory Usage Percentage,Total Memory Usage,Total Memory,Average Memory Swap In,Average Memory Swap Out,Average Network Traffic Received (Eth0),Average Network Traffic Received (LO Interface),Average Network Retransmit Rate,Average Network Traffic Sent (Eth0),Average Network Traffic Sent (LO Interface),Average Swap Usage Percentage,Average Disk IOPS (Read),"Average Disk IOPS (Read, VDA)","Average Disk IOPS (Write, Sr0)",Average Disk IOPS (Write),Average Disk Busy (Sr0),Average Disk Busy (VDA),Average Pages Swap In/Out (60s Rate),Average Pages Swap Out (60s Rate),InnoDB Buffer Pool Cache Hit Rate,Current QPS (Queries Per Second),InnoDB Buffer Pool (Data Pages),InnoDB Buffer Pool (Free Pages),InnoDB Buffer Pool (Misc Pages),InnoDB Dirty Buffer Pages,Max CPU Usage (100 - Idle),MySQL Aborted Clients (60s Rate),MySQL Aborted Connections (60s Rate),MySQL Threads Running (Max Over Time),MySQL Client Threads Connected (Max Over Time),MySQL Threads Running (Max Over Time).1,MySQL Threads Connected (Max Over Time),MySQL Max Used Connections,MySQL Max Connections,MySQL File Openings (60s Rate),MySQL Handlers (Delete),MySQL Handlers (Discover),MySQL Handlers (External Lock),MySQL Handlers (MRR Init),MySQL Handlers (Read First Record),MySQL Handlers (Key Read),MySQL Handlers (Read Last Record),MySQL Handlers (Read Next Record),MySQL Handlers (Read Previous Record),MySQL Handlers (Read Random),MySQL Handlers (Read Next Record).1,MySQL Handlers (Update),MySQL Handlers (Write),InnoDB Rows Deleted (60s Rate),InnoDB Rows Inserted (60s Rate),InnoDB Rows Read (60s Rate),InnoDB Rows Updated (60s Rate),InnoDB Buffer Pool Total Pages,InnoDB Log Buffer Size,MySQL Internal Memory (Key Buffer Size),MySQL Network Traffic (Bytes Received),MySQL Network Traffic (Bytes Sent),MySQL Open Files (InnoDB),MySQL Open Files,MySQL Open Files Limit,MySQL Open Tables,MySQL Table Open Cache Size,MySQL Full Join Selects (60s Rate),MySQL Full Range Join Selects (60s Rate),MySQL Range Selects (60s Rate),MySQL Range Selects (60s Rate).1,MySQL Full Table Scans (60s Rate),MySQL Slow Queries (60s Rate),MySQL Sort Merge Passes (60s Rate),MySQL Sort Range (60s Rate),MySQL Rows Sorted (60s Rate),MySQL Sort Scans (60s Rate),MySQL Table Definition Cache,MySQL Table Definition Cache Size,MySQL Opened Table Definitions (60s Rate),MySQL Table Locks Immediate (60s Rate),MySQL Table Locks Waited (60s Rate),MySQL Opened Tables (60s Rate),MySQL Table Open Cache Hits (60s Rate),MySQL Table Open Cache Efficiency,MySQL Open Cache Misses (60s Rate),MySQL Open Cache Overflows (60s Rate),MySQL Temporary Disk Tables Created (60s Rate),MySQL Temporary Files Created (60s Rate),MySQL Temporary Tables Created (60s Rate),MySQL Threads Cached,MySQL Thread Cache Size,MySQL Threads Created (60s Rate),MySQL Transaction Handlers (Commit),MySQL Transaction Handlers (Prepare),MySQL Transaction Handlers (Rollback),MySQL Transaction Handlers (Savepoint),MySQL Transaction Handlers (Savepoint Rollback),Top 5 Command Usage (Begin Transaction),Top 5 Command Usage (Commit),Top 5 Command Usage (Select),Top 5 Command Usage (Show Slave Status),Top 5 Command Usage (Statement Execute),Top 5 Command Usage (Statement Prepare),MySQL Uptime,Root Volume Disk Usage Percentage,Root Volume Disk Usage,Top 5 Command Usage (Admin Commands),Top 5 Command Usage (Set Option),Top 5 Command Usage (Show Variables),Top 5 Command Usage (Show Replica Status),Top 5 Command Usage (Show Status),Top 5 Command Usage (Statement Close),Top 5 Command Usage (Delete),Top 5 Command Usage (Insert),Top 5 Command Usage (Update),label,workload_label,mem_size,num_cpu,innodb_buffer_pool_size,innodb_read_io_threads,innodb_write_io_threads,innodb_flush_log_at_trx_commit,innodb_adaptive_hash_index,sync_binlog,innodb_lru_scan_depth,innodb_buffer_pool_instances,innodb_change_buffer_max_size,innodb_io_capacity,innodb_log_file_size,table_open_cache
426,170.74,51.84500000003027,26.13500000000204,0,0,0.4874999999996703,0.5500000000000114,5.544999999999163,10.957500000000437,17.661649157628162,2224783360,12596690944,0,0,320.92,7333037.34,1.59384358747e-05,3070.2000000000003,7333037.34,,0,4062.94,0,3384.26,0,100.01600000006148,0,0,90.26884937758312,3693.78,65374,39,123,7921,52.08000000007451,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,0.44,0,0.0,0.0,0,0.0,0,0,251.64,0.0,126.04,167.82,167.8,70322.96,335.64,1071087616,16777216,8388608,145586.64,6807725.100000001,79,2,16384,295,4000,0,0,671.36,0,0.64,0,0,0,33567.96,335.68,69,2000,0,0.2,0,0.2,3356.64,0.9999404201570524,0.2,0.0,0,0,168.28,0,9,0,4363.64,1678.2,0.0,0,0,167.84,167.82,2685.7000000000003,,3524.46,,953,21.8157549697129,23421739008,,,,,,,167.82,167.82,335.64,"[0.32120731 0.01601692 0.06029012 0.07880024 0.01601692 0.03841795
 0.05840133 0.07762919 0.09466606 0.06002569 0.0868087  0.09171955]",64-1000000-4-oltp_read_write_80-0.2,12,8,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000
427,170.4,52.48000000009779,25.645000000002256,0,0,0.5150000000002706,0.4850000000000705,5.525000000002365,10.869999999997162,17.69279994173047,2228707328,12596690944,0,0,610.22,7486584.76,1.59301314337e-05,3104.92,7486584.76,,0,4144.58,0,3420.6800000000003,0,99.97999999998136,0,0,90.63584883533976,3729.54,64815,603,118,8065,54.04000000003726,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,0.36,0,0.0,0.0,0,0.0,0,0,200.88,0.0,100.66,169.48,169.48,71006.62,338.98,1061928960,16777216,8388608,146996.48,6873422.140000001,79,2,16384,293,4000,0,0,677.88,0,0.54,0,0,0,33891.48,338.92,69,2000,0,0.18,0,0.18,3389.3,0.9999468945088924,0.18,0.0,0,0,169.82,0,9,0,4406.18,1694.8,0.0,0,0,,169.48,2711.68,,3558.78,,1392,21.82497999051784,23431643136,,,,,,,169.48,169.48,338.94,"[0.32120731 0.01601692 0.06029012 0.07880024 0.01601692 0.03841795
 0.05840133 0.07762919 0.09466606 0.06002569 0.0868087  0.09171955]",64-1000000-4-oltp_read_write_80-0.2,12,8,1GB,2,2,1,ON,1,1024,1,50,100,48MB,4000
428,169.75,52.08999999996741,25.782500000002983,0,0,0.4900000000001228,0.5375000000000228,5.442499999997836,10.912499999994909,17.331314276944127,2183172096,12596690944,0,0,329.38,7339021.94,1.5922196146e-05,2878.84,7339021.94,,0,4135.12,0,3380.2000000000003,0,99.99199999996928,0,0,90.71448314729548,3698.7,65249,172,115,8333,55.23999999975786,0,0,5.666666666666667,5,6,5,5,151,0,0.0,0,0.4,0,0.0,0.0,0,0.0,0,0,226.32,0.0,113.4,168.04,168.04,70407.84,336.04,1069039616,16777216,8388608,145769.44,6816531.600000001,79,2,16384,414,4000,0,0,672.16,0,0.64,0,0,0,33606.78,336.08,112,2000,0,0.22,0,0.22,3361.14,0.9999345503010688,0.22,0.0,0,0,168.46,0,9,0,4369.36,1680.32,0.0,0,0,168.06,168.04,2689.32,,3529.1800000000003,,105,21.82503721769404,23431704576,,,,,,,,168.04,336.06,"[0.32120731 0.01601692 0.06029012 0.07880024 0.01601692 0.03841795
 0.05840133 0.07762919 0.09466606 0.06002569 0.0868087  0.09171955]",64-1000000-4-oltp_read_write_80-0.2,12,8,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000
429,157.62,51.45999999990455,25.46000000000095,0,0,0.5200000000000387,0.6400000000000432,5.589999999999236,11.317500000006476,17.392802933246273,2190917632,12596690944,0,0,320.44,6746446.04,1.59140460112e-05,3070.0,6746446.04,,0,4009.4,0,3958.1,0,99.98999999999069,0,0,91.37925158585476,3400.7200000000003,65403,2,131,6574,61.24000000022352,0,0,6.0,5,6,5,5,151,0,0.0,0,0.36,0,0.0,0.0,0,0.0,0,0,200.76,0.0,100.56,154.5,154.5,64733.82,309.0,1071562752,16777216,8388608,134023.76,6266665.44,79,2,16384,294,4000,0,0,617.98,0,0.52,0,0,0,30898.0,308.98,69,2000,0,0.18,0,0.18,3090.36,0.9999417577510726,0.18,0.0,0,0,154.84,0,9,0,4017.4,1545.0,0.0,0,0,154.54,154.5,2472.62,,3244.86,,534,21.82500288138832,23431667712,,,,,,,154.5,154.5,309.0,"[0.32120731 0.01601692 0.06029012 0.07880024 0.01601692 0.03841795
 0.05840133 0.07762919 0.09466606 0.06002569 0.0868087  0.09171955]",64-1000000-4-oltp_read_write_80-0.2,12,8,1GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000
430,159.66,51.30249999999069,26.23750000000109,0,0,0.5500000000001251,0.5599999999998886,5.587499999998727,11.00499999999738,17.503716633218048,2204889088,12596690944,0,0,612.34,6740070.140000001,1.59062580275e-05,3009.78,6740070.140000001,,0,4032.42,0,4015.68,0,99.96999999997206,0,0,91.31043662983944,3402.6800000000003,65389,0,147,6321,54.65999999968335,0,0,5.666666666666667,5,6,5,5,151,0,11.26,0,2054.12,0,0.8200000000000001,979.22,0,4567.32,0,0,1471.3,28.86,1216.86,154.6,154.6,64779.42,309.2,1071333376,16777216,8388608,134117.5,6271581.3,79,2,16384,294,4000,0,0,618.46,0,0.62,0,0,0,30919.38,309.22,69,2000,0,0.2,0,0.2,3092.1,0.9999353232221972,0.2,0.0,0,0,155.02,0,9,0,4019.66,1546.0,0.0,0,0,,154.6,2474.02,,3246.7000000000003,,964,21.82502577225881,23431692288,,,,,,,154.6,154.6,309.2,"[0.32120731 0.01601692 0.06029012 0.07880024 0.01601692 0.03841795
 0.05840133 0.07762919 0.09466606 0.06002569 0.0868087  0.09171955]",64-1000000-4-oltp_read_write_80-0.2,12,8,1GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000
431,165.08,50.4100000000908,26.834999999997308,0,0,0.5250000000001478,0.5099999999999909,5.8025000000002365,11.150000000005091,17.535680329222814,2208915456,12596690944,0,0,319.88,7229172.42,1.58984462084e-05,3057.26,7229172.42,,0,4324.72,0,4318.66,0,99.97999999998136,0,0,91.20842782624176,3657.24,65372,0,164,6599,56.959999999962754,0,0,6.0,5,6,5,5,151,0,57.26,0,9503.52,0,0.0,4657.900000000001,0,22959.32,0,0,6135.56,120.84,5871.18,166.16,166.16,69621.44,332.34000000000003,1071054848,16777216,8388608,144143.58000000002,6740207.26,79,2,16384,294,4000,0,0,664.66,0,0.6,0,0,0,33231.520000000004,332.32,69,2000,0,0.2,0,0.2,3323.52,0.9999398264595092,0.2,0.0,0,0,166.56,0,9,0,4320.5,1661.64,0.0,0,0,166.18,166.16,2659.16,,3489.6800000000003,,1394,21.79457709937037,23399002112,,,,,,,166.16,166.16,332.34000000000003,"[0.32120731 0.01601692 0.06029012 0.07880024 0.01601692 0.03841795
 0.05840133 0.07762919 0.09466606 0.06002569 0.0868087  0.09171955]",64-1000000-4-oltp_read_write_80-0.2,12,8,1GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000
432,186.31,46.90750000003027,29.63000000000284,0,0,0.6300000000002796,0.4249999999999545,6.4549999999994725,11.270000000002256,17.34087412091708,2184376320,12596690944,0,0,637.3000000000001,8456354.52,1.58899521615e-05,3002.46,8456354.52,,0,4696.900000000001,0,4680.3,0,99.98800000001212,0,0,90.64409144645369,4226.9800000000005,65365,0,171,1954,62.260000000242144,0,0,5.833333333333333,5,6,5,5,151,0,98.42,0,16170.12,0,0.0,7950.1,0,39423.38,0,0,10221.68,203.16,9992.64,192.06,192.06,80472.84,384.1,1070940160,16777216,8388608,166593.9,7789870.62,79,2,16384,413,4000,0,0,768.26,0,0.6,0,0,0,38411.66,384.14,112,2000,0,0.2,0,0.2,3841.42,0.9999479386300572,0.2,0.0,0,0,192.48,0,9,0,4993.84,1920.6,0.0,0,0,192.1,192.06,3073.46,,4033.48,,101,21.739040032431788,23339376640,,,,,,,192.06,192.06,384.14,"[0.32120731 0.01601692 0.06029012 0.07880024 0.01601692 0.03841795
 0.05840133 0.07762919 0.09466606 0.06002569 0.0868087  0.09171955]",64-1000000-4-oltp_read_write_80-0.2,12,8,1GB,2,2,1,ON,1,1024,1,25,100,4MB,4000
433,173.51,51.5425000000978,26.2024999999976,0,0,0.4824999999998454,0.4850000000000705,5.5375000000008185,11.089999999996508,17.28257207927257,2177032192,12596690944,0,0,322.02,7416764.84,1.58811475911e-05,3064.2200000000003,7416764.84,,0,4184.7,0,3470.32,0,99.99800000002142,0,0,90.64366620958842,3748.48,65150,274,112,8114,56.21999999973924,0,0,6.0,5,6,5,5,151,0,129.550225,0,21190.520742,0,0.0,10434.61542,0,51869.33791033333,0,0,13414.212648333334,264.3671166666667,13175.80191,170.34,170.34,71369.7,340.66,1067417600,16777216,8388608,147740.72,6909125.84,79,2,16384,414,4000,0,0,681.38,0,0.56,0,0,0,34066.24,340.68,112,2000,0,0.2,0,0.2,3406.46,0.9999412914702378,0.2,0.0,0,0,170.70000000000002,0,9,0,4428.46,1703.4,0.0,0,0,,170.34,2725.36,,3576.8,,101,21.819764687192635,23426043904,,,,,,,170.34,170.34,340.68,"[0.32120731 0.01601692 0.06029012 0.07880024 0.01601692 0.03841795
 0.05840133 0.07762919 0.09466606 0.06002569 0.0868087  0.09171955]",64-1000000-4-oltp_read_write_80-0.2,12,8,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000
434,163.33,53.395000000076834,24.37750000000051,0,0,0.4949999999998341,0.5924999999999727,5.369999999999437,11.18250000000262,17.33254990303587,2183327744,12596690944,0,0,325.36,7231130.98,1.58730215707e-05,2967.68,7231130.98,,0,4081.62,0,3079.42,0,99.98400000005496,0,0,90.70647087027194,3664.8,65434,0,102,14386,59.859999999869615,0,0,5.833333333333333,5,6,5,5,151,0,160.08,0,25933.92,0,0.0,12806.7,0,64026.0,0,0,16394.28,320.16,16281.38,166.54,166.54,69768.68000000001,333.06,1072070656,16777216,8388608,144447.0,6754375.88,79,2,16384,413,4000,0,0,666.08,0,0.6,0,0,0,33302.48,333.04,112,2000,0,0.2,0,0.2,3330.34,0.99993994967783,0.2,0.0,0,0,166.92000000000002,0,9,0,4329.56,1665.36,0.0,0,0,166.54,166.54,2664.52,,3496.88,,107,22.731412679932266,24404803584,,,,,,,166.54,166.54,333.04,"[0.32120731 0.01601692 0.06029012 0.07880024 0.01601692 0.03841795
 0.05840133 0.07762919 0.09466606 0.06002569 0.0868087  0.09171955]",64-1000000-4-oltp_read_write_80-0.2,12,8,1GB,2,2,1,ON,1,1024,1,25,100,512MB,4000
435,166.67,53.2050000000163,24.65249999999469,0,0,0.5149999999998727,0.4425000000001092,5.495000000000346,11.562499999992724,17.297041911136375,2178854912,12596690944,0,0,318.68,7253065.24,1.58648606459e-05,2966.24,7253065.24,,0,4090.56,0,3103.62,0,100.00399999995716,0,0,90.72697278053693,3655.94,65247,188,101,14293,52.239999999757856,0,0,5.666666666666667,5,6,5,5,151,0,163.22,0,26441.7,0,0.0,13057.4,0,65278.24,0,0,16736.72,326.44,16609.16,166.1,166.12,69608.12,332.18,1069006848,16777216,8388608,144097.9,6739028.5600000005,79,2,16384,414,4000,0,0,664.52,0,0.66,0,0,0,33224.0,332.24,112,2000,0,0.22,0,0.22,3322.26,0.999933784402013,0.22,0.0,0,0,166.54,0,9,0,4318.9,1661.08,0.0,0,0,166.12,166.12,2658.16,,3488.38,,108,31.4314924126493,33745346560,,,,,,,,166.12,332.2,"[0.32120731 0.01601692 0.06029012 0.07880024 0.01601692 0.03841795
 0.05840133 0.07762919 0.09466606 0.06002569 0.0868087  0.09171955]",64-1000000-4-oltp_read_write_80-0.2,12,8,1GB,2,2,1,ON,1,1024,1,25,100,5GB,4000
436,149.23,50.80750000005354,22.81999999999971,0,0,0.520000000000266,0.4299999999999499,5.444999999999254,16.212499999999636,17.18147835508252,2164297728,12596690944,0,0,329.0,6653271.86,1.58572724236e-05,2968.92,6653271.86,,0,3761.16,0,3210.3,0,99.98800000001212,0,0,94.65209045407128,3350.7000000000003,65314,117,105,7719,59.739999999757856,0,0,6.0,5,6,5,5,151,0,173.94,0,28172.92,0,0.0,13912.32,0,69574.12,0,0,17768.82,347.88,17668.600000000002,152.20000000000002,152.22,63786.380000000005,304.44,1070104576,16777216,8388608,132055.12,6175206.66,79,2,16384,4,1,0,0,608.96,0,0.58,0,0,0,30443.94,304.46,112,2000,0,0.2,0,3045.04,0.0,0.0,3045.06,3045.02,0,0,152.62,0,9,0,3958.18,1522.2,0.0,0,0,152.24,152.22,2436.2200000000003,,3197.04,,102,21.825105890305498,23431778304,,,,,,,152.22,152.22,304.44,"[0.32120731 0.01601692 0.06029012 0.07880024 0.01601692 0.03841795
 0.05840133 0.07762919 0.09466606 0.06002569 0.0868087  0.09171955]",64-1000000-4-oltp_read_write_80-0.2,12,8,1GB,2,2,1,ON,1,1024,1,25,100,48MB,1
437,170.65,52.02000000001863,26.062499999992724,0,0,0.4900000000000091,0.6075000000000159,5.452500000002146,11.007499999997888,17.337817572163814,2183991296,12596690944,0,0,306.88,7220354.26,1.58786527579e-05,2972.2000000000003,7220354.26,,0,3992.48,0,3310.54,0,99.99199999996928,0,0,94.0854421634322,3643.32,65414,0,122,8220,55.49999999999999,0,0,6.0,5,6,5,5,151,0,168.22,0,27251.56,0,0.0,13457.36,0,67288.0,0,0,17216.54,336.44,17103.62,165.52,165.52,69359.52,331.06,1071742976,16777216,8388608,143591.06,6714650.82,79,2,16384,280,1000,0,0,662.16,0,0.58,0,0,0,33106.26,331.08,69,2000,0,0.2,0,41.2,3269.88,0.9875569300651148,41.2,41.0,0,0,165.92000000000002,0,9,0,4304.06,1655.28,0.0,0,0,165.58,,2649.02,,3476.4,,542,21.79160891649765,23395815424,,,,,,,165.54,,331.08,"[0.32120731 0.01601692 0.06029012 0.07880024 0.01601692 0.03841795
 0.05840133 0.07762919 0.09466606 0.06002569 0.0868087  0.09171955]",64-1000000-4-oltp_read_write_80-0.2,12,8,1GB,2,2,1,ON,1,1024,1,25,100,48MB,1000
438,171.97,51.83749999990687,26.24249999999301,0,0,0.537499999999909,0.4474999999999909,5.642500000000837,11.12999999999738,17.62331223230811,2219954176,12596690944,0,0,324.14,7623487.88,1.58704264063e-05,2975.42,7623487.88,,0,4207.52,0,3489.2200000000003,0,100.01000000000931,0,0,93.1466655693713,3835.873130149588,65197,224,115,8107,54.45999999996274,0,0,5.833333333333333,5,6,5,5,151,0,174.46,0,28260.04,0,0.0,13955.38,0,69778.28,0,0,17821.34,348.92,17721.12,174.28605711543076,174.26605871530276,73024.63802895768,348.5721142308616,1068187648,16777216,8388608,151184.9052075834,7069883.889288857,79,2,16384,295,2000,0,0,697.164226861851,0,0.6599472042236622,0,0,0,34857.51139908807,348.5921126309895,69,2000,0,0.2199824014078873,0,0.2199824014078873,3485.861131109511,0.9999368969354856,0.2199824014078873,0.0,0,0,174.74602031837452,0,9,0,4531.577473802096,1742.8605711543075,0.0,0,0,174.28605711543076,174.28605711543076,2789.016878649708,,3660.147188224942,,983,21.82507536914485,23431745536,,,,,,,174.28605711543076,174.28605711543076,348.5921126309895,"[0.32120731 0.01601692 0.06029012 0.07880024 0.01601692 0.03841795
 0.05840133 0.07762919 0.09466606 0.06002569 0.0868087  0.09171955]",64-1000000-4-oltp_read_write_80-0.2,12,8,1GB,2,2,1,ON,1,1024,1,25,100,48MB,2000
439,171.85,52.249999999941785,26.03000000000248,0,0,0.5125000000001023,0.467499999999859,5.6200000000008,10.907499999995707,17.65856009239883,2224394240,12596690944,0,0,303.6,7360822.82,1.58622580972e-05,2974.04,7360822.82,,0,4065.6,0,3359.08,0,99.94999999995343,0,0,92.75062804469606,3688.32,65269,144,123,8164,51.02000000001863,0,0,6.0,5,6,5,5,151,0,173.86956782593046,0,28164.01015939044,0,0.0,13907.965522068676,0,69547.82713037218,0,0,17787.012779233246,347.7391356518609,17674.119552826833,167.6,167.58,70209.24,335.16,1069367296,16777216,8388608,145372.06,6797161.82,79,2,16384,293,4000,0,0,670.3000000000001,0,0.6,0,0,0,33512.020000000004,335.14,69,2000,0,0.2,0,0.2,3351.74,0.9999403330608544,0.2,0.0,0,0,167.98,0,9,0,4357.32,1675.92,0.0,0,0,167.6,167.6,2681.7000000000003,,3519.34,,1402,21.81945947558618,23425716224,,,,,,,,167.6,335.16,"[0.32120731 0.01601692 0.06029012 0.07880024 0.01601692 0.03841795
 0.05840133 0.07762919 0.09466606 0.06002569 0.0868087  0.09171955]",64-1000000-4-oltp_read_write_80-0.2,12,8,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000
440,189.55,52.19750000000931,24.9424999999992,0,0,0.5699999999999932,0.42999999999995,5.952499999999418,12.0,17.355181370400388,2186178560,12596690944,0,0,308.16,8309264.4,1.58535911415e-05,2972.5,8309264.4,,0,3875.3,0,3678.66,0,99.99600000004284,0,0,92.01695372645815,4170.24,64855,0,681,8834,58.19999999972061,0,0,5.666666666666667,5,6,5,5,151,0,177.69289228430864,0,28784.728610855567,0,0.0,14214.51141954322,0,71069.15723371066,0,0,18145.714171433145,355.3657853685853,18045.538178472863,189.5,189.5,79392.32,378.98,1062584320,16777216,8388608,164361.16,7685336.12,79,2,16384,413,4000,0,0,757.92,0,0.6,0,0,0,37896.0,378.96,112,2000,0,0.2,0,0.2,3789.84,0.9999472301083894,0.2,0.0,0,0,189.88,0,9,0,4926.78,1894.96,0.0,0,0,,189.5,3032.16,,3979.34,,94,21.825033402548964,23431700480,,,,,,,189.5,189.5,378.98,"[0.31678385 0.01816001 0.05234747 0.08673486 0.01816001 0.04168472
 0.03775282 0.07930426 0.09429876 0.09070008 0.0778048  0.08626837]",64-1000000-4-oltp_read_write_80-0.6,12,8,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000
441,202.07,52.20500000001631,24.21499999999833,0,0,0.5949999999999136,0.5774999999999864,5.837500000001455,12.179999999994834,26.537183891077603,3342807040,12596690944,0,0,286.96,8600267.8,1.58443454143e-05,2974.34,8600267.8,,0,3557.62,0,3715.46,0,99.96200000005774,0,0,92.57738486519033,4298.8,129471,469,1132,12660,53.91999999992549,0,0,5.833333333333333,5,6,5,5,151,0,134.2,0,21736.0,0,0.0,10733.6,0,53688.0,0,0,13806.4,268.4,13682.14,195.3,195.32,81847.16,390.58,2121252864,16777216,8388608,169423.26,7922367.04,79,2,16384,413,4000,0,0,781.38,0,0.6,0,0,0,39066.28,390.66,112,2000,0,0.2,0,0.2,3906.7,0.9999488085182626,0.2,0.0,0,0,195.74,0,9,0,5078.6,1953.12,0.0,0,0,195.34,195.32,3125.74,,4102.02,,100,21.856550316059973,23465537536,,,,,,,,195.32,390.64,"[0.31678385 0.01816001 0.05234747 0.08673486 0.01816001 0.04168472
 0.03775282 0.07930426 0.09429876 0.09070008 0.0778048  0.08626837]",64-1000000-4-oltp_read_write_80-0.6,12,8,2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000
442,236.32,49.922499999869615,24.94750000000204,0,0,0.7199999999996862,0.4574999999999818,6.692500000001473,13.207500000000437,35.717235423188924,4499189760,12596690944,0,0,290.52,10345526.42,1.58340761354e-05,2976.36,10345526.42,,0,3772.1,0,4369.82,0,100.0,0,0,93.0976784041898,5154.34,194651,388,1569,15245,56.78000000026078,0,0,5.5,5,6,5,5,151,0,136.66,0,22140.6,0,0.0,10933.44,0,54664.0,0,0,14054.06,273.32,13928.5,234.18,234.22,98137.46,468.46,3189161984,16777216,8388608,203144.7,9497863.22,79,2,16384,413,4000,0,0,936.92,0,0.58,0,0,0,46842.26,468.46,112,2000,0,0.18,0,0.18,4684.4400000000005,0.9999615763925356,0.18,0.0,0,0,234.62,0,9,0,6089.76,2342.2000000000003,0.0,0,0,234.22,234.22,3747.88,,4918.64,,105,21.856512164609164,23465496576,,,,,,,234.22,234.22,468.44,"[0.31678385 0.01816001 0.05234747 0.08673486 0.01816001 0.04168472
 0.03775282 0.07930426 0.09429876 0.09070008 0.0778048  0.08626837]",64-1000000-4-oltp_read_write_80-0.6,12,8,3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000
443,246.09,49.64999999996508,24.32249999999658,0,0,0.7275000000000205,0.6475000000001502,6.780000000001109,13.212499999997815,44.93022614558797,5659721728,12596690944,0,0,285.6,10550773.96,1.58233708856e-05,2969.96,10550773.96,,0,3464.36,0,4445.74,0,99.9760000000242,0,0,93.38069270239772,5291.22,260650,0,1494,15373,58.44000000040979,0,0,6.0,5,6,5,5,151,0,134.72,0,21818.98,0,0.0,10774.58,0,53872.0,0,0,13854.08,269.42,13728.56,240.44,240.44,100738.98,480.88,4270489600,16777216,8388608,208529.34,9751080.82,79,2,16384,414,4000,0,0,961.7,0,0.6,0,0,0,48084.86,480.86,112,2000,0,0.22,0,0.22,4808.9800000000005,0.9999542543458372,0.22,0.0,0,0,240.8,0,9,0,6251.6,2404.4,0.0,0,0,240.46,240.44,3847.48,,5049.42,,105,21.827600995188224,23434457088,,,,,,,240.44,240.44,480.88,"[0.31678385 0.01816001 0.05234747 0.08673486 0.01816001 0.04168472
 0.03775282 0.07930426 0.09429876 0.09070008 0.0778048  0.08626837]",64-1000000-4-oltp_read_write_80-0.6,12,8,4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000
444,267.21,49.89000000001397,23.51749999999447,0,0,0.7400000000000091,0.6274999999999409,7.012500000001637,13.534999999994398,57.86788165563491,7289438208,12596690944,0,0,284.96,10807292.64,1.58124087752e-05,2967.02,10807292.64,,0,3368.56,0,4461.74,0,100.0,0,0,93.6649337090898,5520.26,366795,24248,2173,17085,61.8000000002794,0,0,5.833333333333333,5,6,5,5,151,0,136.94,0,22180.32,0,0.0,10953.02,0,54771.32,0,0,14057.02,273.88,13944.14,250.86,250.84,105102.36,501.72,6009569280,16777216,8388608,217561.88,10172594.74,79,2,16384,413,4000,0,0,1003.38,0,0.58,0,0,0,50165.3,501.66,112,2000,0,0.2,0,0.2,5017.16,0.9999601383994772,0.2,0.0,0,0,251.2,0,9,0,6522.32,2508.6,0.0,0,0,250.86,250.86,4014.02,,5268.02,,109,21.85618787727731,23465148416,,,,,,,250.86,250.86,501.7,"[0.31678385 0.01816001 0.05234747 0.08673486 0.01816001 0.04168472
 0.03775282 0.07930426 0.09429876 0.09070008 0.0778048  0.08626837]",64-1000000-4-oltp_read_write_80-0.6,12,8,6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000
