id,innodb_buffer_pool_size,innodb_read_io_threads,innodb_write_io_threads,innodb_flush_log_at_trx_commit,innodb_adaptive_hash_index,sync_binlog,innodb_lru_scan_depth,innodb_buffer_pool_instances,innodb_change_buffer_max_size,innodb_io_capacity,innodb_log_file_size,table_open_cache,tps,workload_label
124,2GB,2,2,1,ON,1,100,1,25,100,48MB,4000,395.32,64-1000000-4-oltp_read_only-0.2
125,2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,396.47,64-1000000-4-oltp_read_only-0.2
126,2GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,396.53,64-1000000-4-oltp_read_only-0.2
127,2GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,398.32,64-1000000-4-oltp_read_only-0.2
128,3GB,2,2,1,ON,1,100,1,25,100,48MB,4000,421.59,64-1000000-4-oltp_read_only-0.2
129,3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,429.0,64-1000000-4-oltp_read_only-0.2
130,3GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,426.81,64-1000000-4-oltp_read_only-0.2
131,3GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,428.69,64-1000000-4-oltp_read_only-0.2
132,4GB,2,2,1,ON,1,100,1,25,100,48MB,4000,444.69,64-1000000-4-oltp_read_only-0.2
133,4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,451.53,64-1000000-4-oltp_read_only-0.2
134,4GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,457.32,64-1000000-4-oltp_read_only-0.2
135,4GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,449.72,64-1000000-4-oltp_read_only-0.2
136,6GB,2,2,1,ON,1,100,1,25,100,48MB,4000,524.85,64-1000000-4-oltp_read_only-0.2
137,6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,528.81,64-1000000-4-oltp_read_only-0.2
138,6GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,526.43,64-1000000-4-oltp_read_only-0.2
139,6GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,530.75,64-1000000-4-oltp_read_only-0.2
140,8GB,2,2,1,ON,1,100,1,25,100,48MB,4000,606.55,64-1000000-4-oltp_read_only-0.2
141,8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,621.07,64-1000000-4-oltp_read_only-0.2
142,8GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,624.18,64-1000000-4-oltp_read_only-0.2
143,8GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,619.25,64-1000000-4-oltp_read_only-0.2
144,9GB,2,2,1,ON,1,100,1,25,100,48MB,4000,646.32,64-1000000-4-oltp_read_only-0.2
145,9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,670.73,64-1000000-4-oltp_read_only-0.2
146,9GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,676.94,64-1000000-4-oltp_read_only-0.2
147,9GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,675.4,64-1000000-4-oltp_read_only-0.2
148,12GB,2,2,1,ON,1,100,1,25,100,48MB,4000,804.04,64-1000000-4-oltp_read_only-0.2
149,12GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,868.6,64-1000000-4-oltp_read_only-0.2
150,12GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,859.21,64-1000000-4-oltp_read_only-0.2
151,12GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,858.2,64-1000000-4-oltp_read_only-0.2
152,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,365.45,64-1000000-4-oltp_read_only-0.2
153,1GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,374.23,64-1000000-4-oltp_read_only-0.2
154,1GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,368.59,64-1000000-4-oltp_read_only-0.2
155,1GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,370.68,64-1000000-4-oltp_read_only-0.2
156,2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,397.79,64-1000000-4-oltp_read_only-0.2
157,2GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,383.5,64-1000000-4-oltp_read_only-0.2
158,2GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,382.29,64-1000000-4-oltp_read_only-0.2
159,2GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,392.34,64-1000000-4-oltp_read_only-0.2
160,3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,412.94,64-1000000-4-oltp_read_only-0.2
161,3GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,411.81,64-1000000-4-oltp_read_only-0.2
162,3GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,420.93,64-1000000-4-oltp_read_only-0.2
163,3GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,415.47,64-1000000-4-oltp_read_only-0.2
164,4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,440.71,64-1000000-4-oltp_read_only-0.2
165,4GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,441.81,64-1000000-4-oltp_read_only-0.2
166,4GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,454.0,64-1000000-4-oltp_read_only-0.2
167,4GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,446.91,64-1000000-4-oltp_read_only-0.2
168,6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,525.18,64-1000000-4-oltp_read_only-0.2
169,6GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,531.32,64-1000000-4-oltp_read_only-0.2
170,6GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,528.49,64-1000000-4-oltp_read_only-0.2
171,6GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,520.27,64-1000000-4-oltp_read_only-0.2
172,8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,600.78,64-1000000-4-oltp_read_only-0.2
173,8GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,622.88,64-1000000-4-oltp_read_only-0.2
174,8GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,623.6,64-1000000-4-oltp_read_only-0.2
175,8GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,614.52,64-1000000-4-oltp_read_only-0.2
176,9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,644.89,64-1000000-4-oltp_read_only-0.2
177,9GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,664.05,64-1000000-4-oltp_read_only-0.2
178,9GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,674.03,64-1000000-4-oltp_read_only-0.2
179,9GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,675.46,64-1000000-4-oltp_read_only-0.2
180,12GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,800.0,64-1000000-4-oltp_read_only-0.2
181,12GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,860.79,64-1000000-4-oltp_read_only-0.2
182,12GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,861.39,64-1000000-4-oltp_read_only-0.2
183,12GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,855.48,64-1000000-4-oltp_read_only-0.2
184,1GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,367.27,64-1000000-4-oltp_read_only-0.2
185,1GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,370.57,64-1000000-4-oltp_read_only-0.2
186,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,363.07,64-1000000-4-oltp_read_only-0.2
187,1GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,363.63,64-1000000-4-oltp_read_only-0.2
188,2GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,385.56,64-1000000-4-oltp_read_only-0.2
189,2GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,396.41,64-1000000-4-oltp_read_only-0.2
190,2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,390.89,64-1000000-4-oltp_read_only-0.2
191,2GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,394.33,64-1000000-4-oltp_read_only-0.2
192,3GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,417.08,64-1000000-4-oltp_read_only-0.2
193,3GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,412.59,64-1000000-4-oltp_read_only-0.2
194,3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,415.17,64-1000000-4-oltp_read_only-0.2
195,3GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,414.09,64-1000000-4-oltp_read_only-0.2
196,4GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,450.07,64-1000000-4-oltp_read_only-0.2
197,4GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,454.85,64-1000000-4-oltp_read_only-0.2
198,4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,448.91,64-1000000-4-oltp_read_only-0.2
199,4GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,459.05,64-1000000-4-oltp_read_only-0.2
200,6GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,525.25,64-1000000-4-oltp_read_only-0.2
201,6GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,526.58,64-1000000-4-oltp_read_only-0.2
202,6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,530.99,64-1000000-4-oltp_read_only-0.2
203,6GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,526.13,64-1000000-4-oltp_read_only-0.2
204,8GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,593.97,64-1000000-4-oltp_read_only-0.2
205,8GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,616.23,64-1000000-4-oltp_read_only-0.2
206,8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,612.04,64-1000000-4-oltp_read_only-0.2
207,8GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,618.97,64-1000000-4-oltp_read_only-0.2
208,9GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,639.05,64-1000000-4-oltp_read_only-0.2
209,9GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,654.99,64-1000000-4-oltp_read_only-0.2
210,9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,667.84,64-1000000-4-oltp_read_only-0.2
211,9GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,673.6,64-1000000-4-oltp_read_only-0.2
212,12GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,799.35,64-1000000-4-oltp_read_only-0.2
213,12GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,855.25,64-1000000-4-oltp_read_only-0.2
214,12GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,870.55,64-1000000-4-oltp_read_only-0.2
215,12GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,865.73,64-1000000-4-oltp_read_only-0.2
216,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,373.04,64-1000000-4-oltp_read_only-0.2
217,1GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,368.64,64-1000000-4-oltp_read_only-0.2
218,1GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,366.55,64-1000000-4-oltp_read_only-0.2
219,1GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,373.18,64-1000000-4-oltp_read_only-0.2
220,2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,406.57,64-1000000-4-oltp_read_only-0.2
221,2GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,409.26,64-1000000-4-oltp_read_only-0.2
222,2GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,406.86,64-1000000-4-oltp_read_only-0.2
223,2GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,397.71,64-1000000-4-oltp_read_only-0.2
224,3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,433.29,64-1000000-4-oltp_read_only-0.2
225,3GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,431.7,64-1000000-4-oltp_read_only-0.2
226,3GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,434.31,64-1000000-4-oltp_read_only-0.2
227,3GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,429.68,64-1000000-4-oltp_read_only-0.2
228,4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,458.53,64-1000000-4-oltp_read_only-0.2
229,4GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,464.23,64-1000000-4-oltp_read_only-0.2
230,4GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,460.61,64-1000000-4-oltp_read_only-0.2
231,4GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,450.64,64-1000000-4-oltp_read_only-0.2
232,6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,535.77,64-1000000-4-oltp_read_only-0.2
233,6GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,537.38,64-1000000-4-oltp_read_only-0.2
234,6GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,541.39,64-1000000-4-oltp_read_only-0.2
235,6GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,540.92,64-1000000-4-oltp_read_only-0.2
236,8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,617.6,64-1000000-4-oltp_read_only-0.2
237,8GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,629.89,64-1000000-4-oltp_read_only-0.2
238,8GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,636.89,64-1000000-4-oltp_read_only-0.2
