id,tps,Average CPU Usage (Idle Mode),Average CPU Usage (IO Wait Mode),Average CPU Usage (IRQ Mode),Average CPU Usage (Nice Mode),Average CPU Usage (SoftIRQ Mode),Average CPU Usage (Steal Mode),Average CPU Usage (System Mode),Average CPU Usage (User Mode),Average Memory Usage Percentage,Total Memory Usage,Total Memory,Average Memory Swap In,Average Memory Swap Out,Average Network Retransmit Rate,Average Swap Usage Percentage,Average Pages Swap In/Out (60s Rate),Average Pages Swap Out (60s Rate),InnoDB Buffer Pool Cache Hit Rate,Current QPS (Queries Per Second),InnoDB Buffer Pool (Data Pages),InnoDB Buffer Pool (Free Pages),InnoDB Buffer Pool (Misc Pages),InnoDB Dirty Buffer Pages,Max CPU Usage (100 - Idle),MySQL Aborted Clients (60s Rate),MySQL Aborted Connections (60s Rate),MySQL Threads Running (Max Over Time),MySQL Client Threads Connected (Max Over Time),MySQL Threads Running (Max Over Time).1,MySQL Threads Connected (Max Over Time),MySQL Max Used Connections,MySQL Max Connections,MySQL File Openings (60s Rate),MySQL Handlers (Delete),MySQL Handlers (Discover),MySQL Handlers (External Lock),MySQL Handlers (MRR Init),MySQL Handlers (Read First Record),MySQL Handlers (Key Read),MySQL Handlers (Read Last Record),MySQL Handlers (Read Next Record),MySQL Handlers (Read Previous Record),MySQL Handlers (Read Random),MySQL Handlers (Read Next Record).1,MySQL Handlers (Update),MySQL Handlers (Write),InnoDB Rows Deleted (60s Rate),InnoDB Rows Inserted (60s Rate),InnoDB Rows Read (60s Rate),InnoDB Rows Updated (60s Rate),InnoDB Buffer Pool Total Pages,InnoDB Log Buffer Size,MySQL Internal Memory (Key Buffer Size),MySQL Network Traffic (Bytes Received),MySQL Network Traffic (Bytes Sent),MySQL Open Files (InnoDB),MySQL Open Files,MySQL Open Files Limit,MySQL Open Tables,MySQL Table Open Cache Size,MySQL Full Join Selects (60s Rate),MySQL Full Range Join Selects (60s Rate),MySQL Range Selects (60s Rate),MySQL Range Selects (60s Rate).1,MySQL Full Table Scans (60s Rate),MySQL Slow Queries (60s Rate),MySQL Sort Merge Passes (60s Rate),MySQL Sort Range (60s Rate),MySQL Rows Sorted (60s Rate),MySQL Sort Scans (60s Rate),MySQL Table Definition Cache,MySQL Table Definition Cache Size,MySQL Opened Table Definitions (60s Rate),MySQL Table Locks Immediate (60s Rate),MySQL Table Locks Waited (60s Rate),MySQL Opened Tables (60s Rate),MySQL Table Open Cache Hits (60s Rate),MySQL Table Open Cache Efficiency,MySQL Open Cache Misses (60s Rate),MySQL Open Cache Overflows (60s Rate),MySQL Temporary Disk Tables Created (60s Rate),MySQL Temporary Files Created (60s Rate),MySQL Temporary Tables Created (60s Rate),MySQL Threads Cached,MySQL Thread Cache Size,MySQL Threads Created (60s Rate),MySQL Transaction Handlers (Commit),MySQL Transaction Handlers (Prepare),MySQL Transaction Handlers (Rollback),MySQL Transaction Handlers (Savepoint),MySQL Transaction Handlers (Savepoint Rollback),Top 5 Command Usage (Admin Commands),Top 5 Command Usage (Begin Transaction),Top 5 Command Usage (Commit),Top 5 Command Usage (Select),Top 5 Command Usage (Show Variables),Top 5 Command Usage (Statement Execute),Top 5 Command Usage (Statement Prepare),MySQL Uptime,Root Volume Disk Usage Percentage,Root Volume Disk Usage,Top 5 Command Usage (Set Option),Top 5 Command Usage (Show Replica Status),Top 5 Command Usage (Show Slave Status),Top 5 Command Usage (Show Status),Top 5 Command Usage (Statement Close),Top 5 Command Usage (Delete),Top 5 Command Usage (Insert),Top 5 Command Usage (Update),Average Network Traffic Sent,Average Network Traffic Received,Average Disk IOPS (Read),Average Disk IOPS (Write),Average Disk Busy,label,workload_label,mem_size,num_cpu,innodb_buffer_pool_size,innodb_read_io_threads,innodb_write_io_threads,innodb_flush_log_at_trx_commit,innodb_adaptive_hash_index,sync_binlog,innodb_lru_scan_depth,innodb_buffer_pool_instances,innodb_change_buffer_max_size,innodb_io_capacity,innodb_log_file_size,table_open_cache
306,451.59,92.29922992297132,3.2622012201223853,0,0.0,0.0962596259625904,0.1350135013501472,1.231998199819871,1.6789178917889882,4.272349259743862,2886189056,67555082240,0,0,7.5026022148e-06,,0,0,97.9991762075516,2618.48,61234,3811,491,11492,18.531853185355786,0,0,6.0,5,6,5,5,151,0,436.18,0,3489.82,0,0,1308.56,0,0.0,0.0,0,227.82,872.36,551.08,436.14,436.14,1308.54,872.32,1003257856,16777216,8388608,189813.62,80767.92,79,2,16384,413,4000,0,0,0.0,0,0.62,0,0,0,0.0,0.0,112,2000,0,0.2,0,0.2,1744.74,0.9998853828784944,0.2,0.0,0,0,0.42,0,9,0,4361.72,4361.64,0.0,0,0,,436.18,,,,2180.88,,102,21.79867456518696,23403401216,,,,,,436.2,436.18,872.36,273558.45584558457,272051.17511751177,640.4240424042405,4964.676467646765,99.89198919890312,"[0.02212848 0.02570809 0.07230324 0.22146559 0.02621429 0.15993733
 0.02493672 0.06331204 0.06577076 0.03180668 0.21387248 0.07254429]",64-1000000-4-oltp_write_only-1.0,64,32,1GB,2,2,1,ON,1,1024,4,25,100,48MB,4000
307,455.89,92.52062499994648,3.215000000000373,0,0.0,0.0974999999999859,0.0993750000000019,1.08000000000024,1.7343749999998297,4.207139539706077,2842136576,67555082240,0,0,7.4997748789e-06,,0,0,98.01029209789084,2706.26,57045,7982,509,11449,20.16000000014901,0,0,6.0,5,6,5,5,151,0,450.78,0,3606.7,0,0,1352.34,0,0.0,0.0,0,230.64,901.56,568.5,450.78,450.74,1352.34,901.32,934625280,16777216,8388608,196169.72,83401.68000000001,79,2,16384,414,4000,0,0,0.0,0,0.64,0,0,0,0.0,0.0,112,2000,0,0.2,0,0.2,1803.14,0.9998890946798716,0.2,0.0,0,0,0.44,0,9,0,4507.88,4507.96,0.0,0,0,,450.78,450.82,,,2253.96,,105,21.784043483802783,23387693056,,,,,,450.78,450.8,901.56,286432.53,284906.42000000004,700.32,5055.82,99.99199999996928,"[0.02212848 0.02570809 0.07230324 0.22146559 0.02621429 0.15993733
 0.02493672 0.06331204 0.06577076 0.03180668 0.21387248 0.07254429]",64-1000000-4-oltp_write_only-1.0,64,32,1GB,2,2,1,ON,1,1024,8,25,100,48MB,4000
308,438.09,92.46687499999828,3.4281249999999086,0,0.0,0.0812499999999687,0.1262500000000113,1.073749999999933,1.540000000000191,4.352007586276301,2940002304,67555082240,0,0,7.496789907e-06,,0,0,96.45783676927422,2528.4,65042,0,494,31650,15.459999999962749,0,0,6.0,5,6,5,5,151,0,421.18,0,3369.84,0,0,1263.54,0,0.0,0.0,0,226.08,842.36,534.38,421.1,421.16,1263.54,842.28,1065648128,16777216,8388608,183281.04,78079.46,79,2,16384,413,4000,0,0,0.0,0,0.58,0,0,0,0.0,0.0,112,2000,0,0.2,0,0.2,1684.72,0.999881300002374,0.2,0.0,0,0,0.38,0,9,0,4211.8,4211.8,0.0,0,0,,421.18,421.18,,,2105.9,,101,21.740039600442906,23340449792,,,,,,421.18,421.18,842.36,263897.11,262401.07,769.5,4649.900000000001,99.98999999999069,"[0.02212848 0.02570809 0.07230324 0.22146559 0.02621429 0.15993733
 0.02493672 0.06331204 0.06577076 0.03180668 0.21387248 0.07254429]",64-1000000-4-oltp_write_only-1.0,64,32,1GB,2,2,1,ON,1,1024,1,0,100,48MB,4000
309,492.47,92.59875000006288,3.1337499999996226,0,0.0,0.0943749999999887,0.1093750000000089,1.0706249999997512,1.6774999999994975,4.385446136346829,2962591744,67555082240,0,0,7.4938813886e-06,,0,0,97.42305600357504,2972.68,64567,0,969,28486,19.95999999996274,0,0,6.0,5,6,5,5,151,0,495.22,0,3962.16,0,0,1485.66,0,0.0,0.0,0,226.08,990.44,608.42,495.06,495.06,1485.66,990.24,1057865728,16777216,8388608,215488.44,91073.74,79,2,16384,295,4000,0,0,0.0,0,0.58,0,0,0,0.0,0.0,69,2000,0,0.2,0,0.2,1980.88,0.9998990449653724,0.2,0.0,0,0,0.38,0,9,0,4952.2,4952.2,0.0,0,0,,495.22,495.22,,,2476.1,,462,21.798495253368177,23403208704,,,,,,495.22,495.22,990.44,311376.67,309879.69,612.8000000000001,4759.1,99.97400000004563,"[0.02212848 0.02570809 0.07230324 0.22146559 0.02621429 0.15993733
 0.02493672 0.06331204 0.06577076 0.03180668 0.21387248 0.07254429]",64-1000000-4-oltp_write_only-1.0,64,32,1GB,2,2,1,ON,1,1024,1,10,100,48MB,4000
310,487.22,92.62687499994354,3.1118750000005098,0,0.0,0.100624999999983,0.1168750000000002,1.0718749999998922,1.6687500000002158,4.394001312076554,2968371200,67555082240,0,0,7.4907126542e-06,,0,0,97.83409384149292,2946.66,64160,332,1044,29832,16.29999999981373,0,0,5.833333333333333,5,6,5,5,151,0,490.86,0,3927.38,0,0,1472.64,0,0.0,0.0,0,226.2,981.76,604.16,490.82,490.72,1472.64,981.52,1051197440,16777216,8388608,213603.48,90319.98,79,2,16384,294,4000,0,0,0.0,0,0.6,0,0,0,0.0,0.0,69,2000,0,0.2,0,0.2,1963.52,0.9998981524860978,0.2,0.0,0,0,0.4,0,9,0,4908.8,4908.68,0.0,0,0,,490.92,490.86,,,2454.38,,811,21.79867456518696,23403401216,,,,,,490.86,490.86,981.8,306160.74000000005,304664.71,598.6800000000001,4644.28,100.01000000000931,"[0.02212848 0.02570809 0.07230324 0.22146559 0.02621429 0.15993733
 0.02493672 0.06331204 0.06577076 0.03180668 0.21387248 0.07254429]",64-1000000-4-oltp_write_only-1.0,64,32,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000
311,482.43,92.77074251088472,3.0902541694995924,0,0.0,0.0912390513138552,0.1037375514938293,1.039875214974337,1.586684597849756,4.417459834329122,2984218624,67555082240,0,0,7.4875469037e-06,,0,0,98.00010961348762,2800.32,64088,372,1076,29663,13.55037395516263,0,0,6.0,5,6,5,5,151,0,466.5,0,3732.3,0,0,1399.46,0,0.0,0.0,0,200.76,932.98,567.0600000000001,466.4,466.32,1399.48,932.62,1050017792,16777216,8388608,202992.26,85601.14,79,2,16384,294,4000,0,0,0.0,0,0.54,0,0,0,0.0,0.0,69,2000,0,0.18,0,0.18,1865.96,0.9999035442142604,0.18,0.0,0,0,0.36,0,9,0,4664.92,4664.96,0.0,0,0,,,466.5,,,2332.46,,1171,21.79847236249769,23403184128,,,,,,466.5,466.5,932.96,295917.93984721834,294425.15898092225,573.5911690597128,4480.982282126145,99.94400671919928,"[0.02212848 0.02570809 0.07230324 0.22146559 0.02621429 0.15993733
 0.02493672 0.06331204 0.06577076 0.03180668 0.21387248 0.07254429]",64-1000000-4-oltp_write_only-1.0,64,32,1GB,2,2,1,ON,1,1024,1,50,100,48MB,4000
312,482.51,92.46749999998428,3.114999999999781,0,0.0,0.1006249999999759,0.1237500000000188,1.0793749999997715,1.8006250000000816,4.360781037219567,2945929216,67555082240,0,0,7.484485042e-06,,0,0,97.95342684175937,2855.38,65013,0,523,21371,15.219999999739231,0,0,6.0,5,6,5,5,151,0,475.7,0,3805.8,0,0,1427.0,0,0.0,0.0,0,200.76,951.34,576.26,475.68,475.64,1427.02,951.14,1065172992,16777216,8388608,206989.34,87195.78,79,2,16384,413,4000,0,0,0.0,0,0.54,0,0,0,0.0,0.0,112,2000,0,0.18,0,0.18,1902.7,0.9999054065416632,0.18,0.0,0,0,0.36,0,9,0,4756.8,4756.88,0.0,0,0,,,475.7,,,2378.4,,113,21.790552121310323,23394680832,,,,,,475.68,475.7,951.32,297601.39,296108.25,700.6800000000001,4615.68,100.02000000001864,"[0.02212848 0.02570809 0.07230324 0.22146559 0.02621429 0.15993733
 0.02493672 0.06331204 0.06577076 0.03180668 0.21387248 0.07254429]",64-1000000-4-oltp_write_only-1.0,64,32,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000
313,466.27,92.57062499999304,3.191250000000309,0,0.0,0.1006249999999759,0.1118750000000173,1.0674999999999104,1.6774999999997813,4.386234352395633,2963124224,67555082240,0,0,7.4814158342e-06,,0,0,98.2787220966286,2782.48,63957,532,1047,35665,17.420000000391155,0,0,6.0,5,6,5,5,151,0,463.5,0,3708.42,0,0,1390.52,0,0.0,0.0,0,226.08,927.02,576.7,463.32,463.42,1390.52,926.84,1047871488,16777216,8388608,201692.7,85514.82,79,2,16384,294,4000,0,0,0.0,0,0.58,0,0,0,0.0,0.0,69,2000,0,0.2,0,0.2,1854.02,0.99989213793401,0.2,0.0,0,0,0.38,0,9,0,4635.04,4635.0,0.0,0,0,,463.52,463.5,,,2317.52,,463,21.753056875457982,23354425344,,,,,,463.5,463.5,927.02,289411.32,287916.97000000003,706.1800000000001,4629.14,99.95000000006983,"[0.02212848 0.02570809 0.07230324 0.22146559 0.02621429 0.15993733
 0.02493672 0.06331204 0.06577076 0.03180668 0.21387248 0.07254429]",64-1000000-4-oltp_write_only-1.0,64,32,1GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000
314,475.35,92.66500000003724,3.081250000000068,0,0.0,0.0956249999999947,0.1212500000000158,1.0918749999999309,1.6543750000011528,4.389605491804375,2965401600,67555082240,0,0,7.4784141816e-06,,0,0,98.24817013044871,2968.44,64547,0,989,34164,19.29999999981373,0,0,6.0,5,6,5,5,151,0,494.5,0,3956.4,0,0,1483.46,0,0.0,0.0,0,251.52,988.96,620.44,494.38,494.38,1483.46,988.78,1057538048,16777216,8388608,215177.12,91399.32,79,2,16384,295,4000,0,0,0.0,0,0.64,0,0,0,0.0,0.0,69,2000,0,0.22,0,0.22,1977.96,0.9998887866624876,0.22,0.0,0,0,0.42,0,9,0,4944.96,4945.04,0.0,0,0,,,494.52,,,2472.48,,824,21.798590631995182,23403311104,,,,,,494.5,494.5,988.96,306465.21,304970.12,709.96,4652.02,99.99600000004284,"[0.02212848 0.02570809 0.07230324 0.22146559 0.02621429 0.15993733
 0.02493672 0.06331204 0.06577076 0.03180668 0.21387248 0.07254429]",64-1000000-4-oltp_write_only-1.0,64,32,1GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000
315,474.29,92.66124999997557,3.068749999999909,0,0.0,0.0968749999999936,0.1406249999999627,1.0543749999999363,1.6049999999995634,4.4178357527523815,2984472576,67555082240,0,0,7.4752482548e-06,,0,0,98.23311178423116,2904.66,64531,0,1005,33908,17.859999999869615,0,0,6.0,5,6,5,5,151,0,483.86,0,3871.32,0,0,1451.58,0,0.0,0.0,0,251.52,967.72,609.8000000000001,483.76,483.82,1451.58,967.36,1057275904,16777216,8388608,210552.8,89542.92,79,2,16384,295,4000,0,0,0.0,0,0.64,0,0,0,0.0,0.0,69,2000,0,0.22,0,0.22,1935.44,0.9998863436760588,0.22,0.0,0,0,0.42,0,9,0,4838.68,4838.64,0.0,0,0,,483.9,483.88,,,2419.34,,1174,21.798701271202525,23403429888,,,,,,483.86,483.86,967.74,301243.33,299744.57,703.9,4558.22,99.96799999999348,"[0.02212848 0.02570809 0.07230324 0.22146559 0.02621429 0.15993733
 0.02493672 0.06331204 0.06577076 0.03180668 0.21387248 0.07254429]",64-1000000-4-oltp_write_only-1.0,64,32,1GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000
316,318.46,94.08124999998834,2.573125000000232,0,0.0,0.0762499999999697,0.0862499999999837,0.8712500000000601,1.2831250000010643,4.14283323652424,2798694400,67555082240,0,0,7.4727108336e-06,,0,0,97.96700857716264,1961.64,59624,5432,480,5905,11.679999999701971,0,0,6.0,5,6,5,5,151,0,326.68,0,2613.84,0,0,980.08,0,0.0,0.0,0,201.12,653.36,427.54,326.68,326.68,980.04,653.28,976879616,16777216,8388608,142188.64,61113.24,79,2,16384,413,4000,0,0,0.0,0,0.6,0,0,0,0.0,0.0,112,2000,0,0.18,0,0.18,1306.76,0.9998622737080508,0.18,0.0,0,0,0.42,0,9,0,3266.84,3266.8,0.0,0,0,,326.7,326.68,,,1633.44,,103,21.649994546250102,23243776000,,,,,,326.68,326.68,653.4,209073.67,207580.33,506.54,4317.02,99.86999999999534,"[0.02212848 0.02570809 0.07230324 0.22146559 0.02621429 0.15993733
 0.02493672 0.06331204 0.06577076 0.03180668 0.21387248 0.07254429]",64-1000000-4-oltp_write_only-1.0,64,32,1GB,2,2,1,ON,1,1024,1,25,100,4MB,4000
317,484.05,92.49062500000583,3.1268750000001546,0,0.0,0.093124999999997,0.1331250000000014,1.0787499999999284,1.7650000000000432,4.354572320035118,2941734912,67555082240,0,0,7.4701362972e-06,,0,0,97.989387044396,2824.14,64734,280,522,19445,19.5,0,0,6.0,5,6,5,5,151,0,470.44,0,3763.92,0,0,1411.32,0,0.0,0.0,0,251.76,940.88,596.5600000000001,470.42,470.38,1411.32,940.76,1060601856,16777216,8388608,204718.4,87208.2,79,2,16384,414,4000,0,0,0.0,0,0.68,0,0,0,0.0,0.0,112,2000,0,0.22,0,0.22,1881.74,0.9998831005972496,0.22,0.0,0,0,0.46,0,9,0,4704.36,4704.32,0.0,0,0,,470.44,470.42,,,2352.16,,99,21.79881954070002,23403556864,,,,,,470.44,470.42,940.88,295211.94,293717.24,675.42,4612.24,99.9079999999376,"[0.02212848 0.02570809 0.07230324 0.22146559 0.02621429 0.15993733
 0.02493672 0.06331204 0.06577076 0.03180668 0.21387248 0.07254429]",64-1000000-4-oltp_write_only-1.0,64,32,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000
318,488.48,92.86562500002036,2.6700000000002992,0,0.0,0.0931249999999934,0.1187499999999914,1.04562499999966,1.9343749999997049,4.352292556693953,2940194816,67555082240,0,0,7.466926904e-06,,0,0,98.0847485381552,2981.601103933764,64213,731,592,51223,16.93999999994412,0,0,6.0,5,6,5,5,151,0,496.6901985880848,0,3973.921564706118,0,0,1490.0905945643262,0,0.0,0.0,0,226.4264144151351,993.3803971761696,610.1833889966603,496.6302021878688,496.6701997880127,1490.0905945643262,993.3004019758816,1052065792,16777216,8388608,216139.81161130333,91367.19796812192,79,2,16384,413,4000,0,0,0.0,0,0.6399616023038618,0,0,0,0.0,0.0,112,2000,0,0.1999880007199568,0,0.1999880007199568,1986.760794352339,0.999899349799706,0.1999880007199568,0.0,0,0,0.4399736015839049,0,9,0,4966.901985880847,4966.901985880847,0.0,0,0,,496.6901985880848,496.6901985880848,,,2483.4509929404235,,111,22.67792434590196,24347377664,,,,,,496.6901985880848,496.6901985880848,993.3803971761696,307051.5,305555.95,682.76,3693.68,99.96999999997206,"[0.02212848 0.02570809 0.07230324 0.22146559 0.02621429 0.15993733
 0.02493672 0.06331204 0.06577076 0.03180668 0.21387248 0.07254429]",64-1000000-4-oltp_write_only-1.0,64,32,1GB,2,2,1,ON,1,1024,1,25,100,512MB,4000
319,495.91,92.85374999996566,2.653750000000286,0,0.0,0.0931249999999792,0.1287500000000108,1.0574999999998336,1.934375000000898,4.356773261771394,2943221760,67555082240,0,0,7.4637783423e-06,,0,0,98.12441135830392,3012.48,63934,1020,582,51784,16.540000000037246,0,0,5.833333333333333,5,6,5,5,151,0,501.84,0,4015.16,0,0,1505.52,0,0.0,0.0,0,251.52,1003.68,627.78,501.82,501.8,1505.52,1003.52,1047494656,16777216,8388608,218373.6,92691.62,79,2,16384,414,4000,0,0,0.0,0,0.64,0,0,0,0.0,0.0,112,2000,0,0.22,0,0.22,2007.36,0.9998904153259148,0.22,0.0,0,0,0.42,0,9,0,5018.36,5018.400000000001,0.0,0,0,,501.84,501.84,,,2509.2000000000003,,123,31.42474342100168,33738100736,,,,,,501.84,501.84,1003.68,311767.69,310276.71,684.54,3657.56,99.98199999995995,"[0.02212848 0.02570809 0.07230324 0.22146559 0.02621429 0.15993733
 0.02493672 0.06331204 0.06577076 0.03180668 0.21387248 0.07254429]",64-1000000-4-oltp_write_only-1.0,64,32,1GB,2,2,1,ON,1,1024,1,25,100,5GB,4000
320,432.8,91.8506250000064,2.9887500000005502,0,0.0,0.1000000000000085,0.1350000000000104,1.1081250000001146,2.501250000000085,4.337668117388404,2930315264,67555082240,0,0,7.4608370689e-06,,0,0,98.67149700407704,2558.16,64225,823,488,14099,26.459999999962747,0,0,6.0,5,6,5,5,151,0,426.12,0,3409.4,0,0,1278.36,0,0.0,0.0,0,226.2,852.24,539.44,426.04,426.12,1278.36,852.1800000000001,1052262400,16777216,8388608,185434.64,78963.94,79,2,16384,1,1,0,0,0.0,0,0.6,0,0,0,0.0,0.0,112,2000,0,0.2,0,1704.7,0.0,0.0,1704.7,1704.7,0,0,0.4,0,9,0,4261.28,4261.28,0.0,0,0,,426.12,426.14,,,2130.62,,126,21.79886913758608,23403610112,,,,,,426.12,426.12,852.24,267138.75,265646.3,603.38,4755.3,99.98600000003351,"[0.02212848 0.02570809 0.07230324 0.22146559 0.02621429 0.15993733
 0.02493672 0.06331204 0.06577076 0.03180668 0.21387248 0.07254429]",64-1000000-4-oltp_write_only-1.0,64,32,1GB,2,2,1,ON,1,1024,1,25,100,48MB,1
321,490.55,92.5293750000128,3.101250000000164,0,0.0,0.0931250000000147,0.1368749999999892,1.0793749999999702,1.7262499999996526,4.372846805966674,2954080256,67555082240,0,0,7.4579219913e-06,,0,0,98.78259795042864,2948.36,63444,989,1103,24740,16.500000000000004,0,0,6.0,5,6,5,5,151,0,491.16,0,3929.68,0,0,1473.48,0,0.0,0.0,0,226.08,982.32,604.36,491.06,491.12,1473.48,981.9,1039466496,16777216,8388608,213725.54,90368.86,79,2,16384,280,1000,0,0,0.0,0,0.58,0,0,0,0.0,0.0,69,2000,0,0.2,0,47.02,1917.82,0.976069298263472,47.02,46.82,0,0,0.38,0,9,0,4911.68,4911.6,0.0,0,0,,491.2,491.16,,,2455.84,,476,21.79857918655994,23403298816,,,,,,491.16,491.16,982.36,306710.85,305215.82,579.12,4702.66,99.99800000002142,"[0.02212848 0.02570809 0.07230324 0.22146559 0.02621429 0.15993733
 0.02493672 0.06331204 0.06577076 0.03180668 0.21387248 0.07254429]",64-1000000-4-oltp_write_only-1.0,64,32,1GB,2,2,1,ON,1,1024,1,25,100,48MB,1000
322,492.99,92.58750000003783,3.1418749999998,0,0.0,0.0931249999999934,0.1174999999999748,1.0768749999997738,1.6706250000005411,4.390678678270817,2966126592,67555082240,0,0,7.4548507903e-06,,0,0,98.68442856767922,2922.56,64187,219,1130,26232,17.419999999925494,0,0,5.833333333333333,5,6,5,5,151,0,486.84,0,3895.2,0,0,1460.56,0,0.0,0.0,0,251.76,973.68,612.98,486.74,486.76,1460.54,973.42,1051639808,16777216,8388608,211857.16,90094.32,79,2,16384,295,2000,0,0,0.0,0,0.68,0,0,0,0.0,0.0,69,2000,0,0.22,0,0.22,1947.4,0.9998870416200284,0.22,0.0,0,0,0.46,0,9,0,4868.4400000000005,4868.400000000001,0.0,0,0,,486.86,486.84,,,2434.24,,827,21.79162417707797,23395831808,,,,,,486.84,486.84,973.72,307020.51,305523.52,574.1800000000001,4679.08,99.9759999999078,"[0.02212848 0.02570809 0.07230324 0.22146559 0.02621429 0.15993733
 0.02493672 0.06331204 0.06577076 0.03180668 0.21387248 0.07254429]",64-1000000-4-oltp_write_only-1.0,64,32,1GB,2,2,1,ON,1,1024,1,25,100,48MB,2000
323,491.01,92.64187500003028,3.0681249999997817,0,0.0,0.1050000000000217,0.0993750000000002,1.1074999999999022,1.7062500000016028,4.420164021696564,2986045440,67555082240,0,0,7.4517097381e-06,,0,0,98.6241070926748,3018.441106466388,63888,537,1111,26789,17.419999999925494,0,0,6.0,5,6,5,5,151,0,502.8101686101167,0,4023.021381282877,0,0,1508.490509430566,0,0.0,0.0,0,251.6550993059584,1005.6603396203774,628.857731463888,502.7501650099007,502.6101566093967,1508.470508230494,1005.4603276196572,1046740992,16777216,8388608,218805.14830889856,92887.11322679362,79,2,16384,294,4000,0,0,0.0,0,0.6600396023761427,0,0,0,0.0,0.0,69,2000,0,0.2200132007920475,0,0.1800108006480389,2011.3406804408264,0.9999105100924728,0.1800108006480389,0.0,0,0,0.4400264015840951,0,9,0,5028.221693301599,5028.181690901455,0.0,0,0,,502.8301698101887,502.8101686101167,,,2514.110846650799,,1187,21.75309884205388,23354470400,,,,,,502.8301698101887,502.8101686101167,1005.6603396203774,314837.54000000004,313300.43000000005,583.6800000000001,4788.58,99.99199999996928,"[0.02212848 0.02570809 0.07230324 0.22146559 0.02621429 0.15993733
 0.02493672 0.06331204 0.06577076 0.03180668 0.21387248 0.07254429]",64-1000000-4-oltp_write_only-1.0,64,32,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000
324,61.02,88.85875000004307,6.441875000000209,0,0.0,0.129999999999967,0.0731249999999814,1.2131250000001332,2.228749999998968,4.435625182653908,2996490240,67555082240,0,0,7.4476717409e-06,,0,0,83.95642629650663,4979.442466903972,64614,851,71,5312,32.09999999962747,0,0,6.0,5,6,5,5,151,0,59.952805663320405,0,9716.474023117224,0,0,4798.084229892413,0,23981.12226532816,0.0,0,6306.843178818542,119.9056113266408,6181.258249010119,59.952805663320405,59.952805663320405,28779.16650002,119.9056113266408,1058635776,16777216,8388608,143531.43622765268,3136514.518257809,79,2,16384,414,4000,0,0,239.8112226532816,0,0.6599208095028597,0,0,0,11990.56113266408,119.9056113266408,112,2000,0,0.2199736031676198,0,0.2199736031676198,4858.037035555733,0.9999547217031224,0.2199736031676198,0.0,0,0,60.39275286965564,0,9,0,5217.793864736232,599.528056633204,0.0,0,0,,59.992800863896335,59.952805663320405,4618.545774507059,,4917.989841219053,,97,21.689172271083,23285837824,,,,,,59.952805663320405,59.952805663320405,119.9056113266408,1899639.16,1898106.58,4891.04,1264.94,99.99399999994785,"[0.50964748 0.0207604  0.06545632 0.04673125 0.0207604  0.02597085
 0.0207604  0.06000163 0.04917365 0.0402996  0.05080192 0.08963608]",64-1000000-4-oltp_read_write_95-0.2,64,32,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000
325,66.8,88.61687499997787,6.416875000000232,0,0.0,0.143125000000019,0.0618749999999863,1.3050000000001485,2.433125000000416,6.14889158633936,4153888768,67555082240,0,0,7.4423796964e-06,,0,0,84.61118731841397,5467.161313547458,130134,769,169,7016,26.840000000316643,0,0,6.0,5,6,5,5,151,0,65.85736570537179,0,10668.49326026959,0,0,5268.189272429103,0,26336.84652613896,0.0,0,6902.203911843527,131.71473141074358,6776.628934842607,65.85736570537179,65.85736570537179,31603.8758449662,131.71473141074358,2132115456,16777216,8388608,157592.73629054838,3444087.03651854,79,2,16384,414,4000,0,0,263.3694652213912,0,0.6399744010239591,0,0,0,13170.573177072918,131.71473141074358,112,2000,0,0.2199912003519859,0,0.2199912003519859,5334.026638934443,0.999958758712222,0.2199912003519859,0.0,0,0,66.27734890604376,0,9,0,5729.210831566737,658.5736570537179,0.0,0,0,,65.8773649054038,65.85736570537179,5070.897164113436,,5399.884004639815,,100,21.68946985239929,23286157312,,,,,,65.85736570537179,65.85736570537179,131.71473141074358,2087049.81,2085595.46,5019.5,1493.0,100.0,"[0.50964748 0.0207604  0.06545632 0.04673125 0.0207604  0.02597085
 0.0207604  0.06000163 0.04917365 0.0402996  0.05080192 0.08963608]",64-1000000-4-oltp_read_write_95-0.2,64,32,2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000
