id,innodb_buffer_pool_size,innodb_read_io_threads,innodb_write_io_threads,innodb_flush_log_at_trx_commit,innodb_adaptive_hash_index,sync_binlog,innodb_lru_scan_depth,innodb_buffer_pool_instances,innodb_change_buffer_max_size,innodb_io_capacity,innodb_log_file_size,table_open_cache,tps,workload_label
15,4GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,353.25,64-1000000-4-oltp_read_only-0.2
16,6GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,405.88,64-1000000-4-oltp_read_only-0.2
17,6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,419.16,64-1000000-4-oltp_read_only-0.2
18,6GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,416.63,64-1000000-4-oltp_read_only-0.2
19,6GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,415.06,64-1000000-4-oltp_read_only-0.2
20,8GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,471.97,64-1000000-4-oltp_read_only-0.2
21,8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,490.47,64-1000000-4-oltp_read_only-0.2
22,8GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,489.26,64-1000000-4-oltp_read_only-0.2
23,8GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,489.9,64-1000000-4-oltp_read_only-0.2
24,9GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,509.77,64-1000000-4-oltp_read_only-0.2
25,9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,535.44,64-1000000-4-oltp_read_only-0.2
26,9GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,527.08,64-1000000-4-oltp_read_only-0.2
27,9GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,527.87,64-1000000-4-oltp_read_only-0.2
28,12GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,599.48,64-1000000-4-oltp_read_only-0.2
29,12GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,670.55,64-1000000-4-oltp_read_only-0.2
30,12GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,670.15,64-1000000-4-oltp_read_only-0.2
31,12GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,669.78,64-1000000-4-oltp_read_only-0.2
32,16GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,607.61,64-1000000-4-oltp_read_only-0.2
33,16GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,713.87,64-1000000-4-oltp_read_only-0.2
34,16GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,707.63,64-1000000-4-oltp_read_only-0.2
35,16GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,704.03,64-1000000-4-oltp_read_only-0.2
36,18GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,608.97,64-1000000-4-oltp_read_only-0.2
37,18GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,716.06,64-1000000-4-oltp_read_only-0.2
38,18GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,709.36,64-1000000-4-oltp_read_only-0.2
39,18GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,707.67,64-1000000-4-oltp_read_only-0.2
40,1GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,292.2,64-1000000-4-oltp_read_only-0.2
41,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,293.04,64-1000000-4-oltp_read_only-0.2
42,1GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,294.65,64-1000000-4-oltp_read_only-0.2
43,1GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,291.83,64-1000000-4-oltp_read_only-0.2
44,2GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,310.28,64-1000000-4-oltp_read_only-0.2
45,2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,313.97,64-1000000-4-oltp_read_only-0.2
46,2GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,313.82,64-1000000-4-oltp_read_only-0.2
47,2GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,313.9,64-1000000-4-oltp_read_only-0.2
48,3GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,331.05,64-1000000-4-oltp_read_only-0.2
49,3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,334.12,64-1000000-4-oltp_read_only-0.2
50,3GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,334.52,64-1000000-4-oltp_read_only-0.2
51,3GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,334.79,64-1000000-4-oltp_read_only-0.2
52,4GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,356.2,64-1000000-4-oltp_read_only-0.2
53,4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,360.48,64-1000000-4-oltp_read_only-0.2
54,4GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,358.94,64-1000000-4-oltp_read_only-0.2
55,4GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,354.75,64-1000000-4-oltp_read_only-0.2
56,6GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,409.52,64-1000000-4-oltp_read_only-0.2
57,6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,414.91,64-1000000-4-oltp_read_only-0.2
58,6GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,412.3,64-1000000-4-oltp_read_only-0.2
59,6GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,416.17,64-1000000-4-oltp_read_only-0.2
60,8GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,458.17,64-1000000-4-oltp_read_only-0.2
61,8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,486.84,64-1000000-4-oltp_read_only-0.2
62,8GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,489.48,64-1000000-4-oltp_read_only-0.2
63,8GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,485.76,64-1000000-4-oltp_read_only-0.2
64,9GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,503.28,64-1000000-4-oltp_read_only-0.2
65,9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,528.32,64-1000000-4-oltp_read_only-0.2
66,9GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,530.77,64-1000000-4-oltp_read_only-0.2
67,9GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,528.95,64-1000000-4-oltp_read_only-0.2
68,12GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,592.78,64-1000000-4-oltp_read_only-0.2
69,12GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,674.43,64-1000000-4-oltp_read_only-0.2
70,12GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,669.54,64-1000000-4-oltp_read_only-0.2
71,12GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,671.55,64-1000000-4-oltp_read_only-0.2
72,16GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,606.98,64-1000000-4-oltp_read_only-0.2
73,16GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,705.9,64-1000000-4-oltp_read_only-0.2
74,16GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,698.71,64-1000000-4-oltp_read_only-0.2
75,16GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,717.87,64-1000000-4-oltp_read_only-0.2
76,18GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,609.01,64-1000000-4-oltp_read_only-0.2
77,18GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,706.03,64-1000000-4-oltp_read_only-0.2
78,18GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,713.99,64-1000000-4-oltp_read_only-0.2
79,18GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,714.68,64-1000000-4-oltp_read_only-0.2
80,1GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,290.71,64-1000000-4-oltp_read_only-0.2
81,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,292.55,64-1000000-4-oltp_read_only-0.2
82,1GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,291.11,64-1000000-4-oltp_read_only-0.2
83,2GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,309.86,64-1000000-4-oltp_read_only-0.2
84,2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,312.62,64-1000000-4-oltp_read_only-0.2
85,2GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,310.74,64-1000000-4-oltp_read_only-0.2
86,3GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,333.58,64-1000000-4-oltp_read_only-0.2
87,3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,333.71,64-1000000-4-oltp_read_only-0.2
88,3GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,330.55,64-1000000-4-oltp_read_only-0.2
89,4GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,346.79,64-1000000-4-oltp_read_only-0.2
90,4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,359.9,64-1000000-4-oltp_read_only-0.2
91,4GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,360.46,64-1000000-4-oltp_read_only-0.2
92,6GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,412.35,64-1000000-4-oltp_read_only-0.2
93,6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,417.76,64-1000000-4-oltp_read_only-0.2
94,6GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,417.29,64-1000000-4-oltp_read_only-0.2
95,8GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,472.51,64-1000000-4-oltp_read_only-0.2
96,8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,485.39,64-1000000-4-oltp_read_only-0.2
97,8GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,486.95,64-1000000-4-oltp_read_only-0.2
98,9GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,505.39,64-1000000-4-oltp_read_only-0.2
99,9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,530.81,64-1000000-4-oltp_read_only-0.2
100,9GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,532.04,64-1000000-4-oltp_read_only-0.2
101,12GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,596.87,64-1000000-4-oltp_read_only-0.2
102,12GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,667.23,64-1000000-4-oltp_read_only-0.2
103,12GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,669.13,64-1000000-4-oltp_read_only-0.2
104,16GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,600.44,64-1000000-4-oltp_read_only-0.2
105,16GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,710.69,64-1000000-4-oltp_read_only-0.2
106,16GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,719.22,64-1000000-4-oltp_read_only-0.2
107,18GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,609.82,64-1000000-4-oltp_read_only-0.2
108,18GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,721.81,64-1000000-4-oltp_read_only-0.2
109,18GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,717.25,64-1000000-4-oltp_read_only-0.2
110,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,291.09,64-1000000-4-oltp_read_only-0.2
111,1GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,289.02,64-1000000-4-oltp_read_only-0.2
112,2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,309.86,64-1000000-4-oltp_read_only-0.2
113,2GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,307.5,64-1000000-4-oltp_read_only-0.2
114,3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,331.41,64-1000000-4-oltp_read_only-0.2
115,3GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,336.1,64-1000000-4-oltp_read_only-0.2
116,4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,360.34,64-1000000-4-oltp_read_only-0.2
117,4GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,363.33,64-1000000-4-oltp_read_only-0.2
118,6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,415.3,64-1000000-4-oltp_read_only-0.2
119,6GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,421.15,64-1000000-4-oltp_read_only-0.2
120,8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,460.19,64-1000000-4-oltp_read_only-0.2
121,8GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,485.43,64-1000000-4-oltp_read_only-0.2
122,9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,500.26,64-1000000-4-oltp_read_only-0.2
123,9GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,525.46,64-1000000-4-oltp_read_only-0.2
124,12GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,599.61,64-1000000-4-oltp_read_only-0.2
125,12GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,690.84,64-1000000-4-oltp_read_only-0.2
126,16GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,614.84,64-1000000-4-oltp_read_only-0.2
127,16GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,718.35,64-1000000-4-oltp_read_only-0.2
128,18GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,607.95,64-1000000-4-oltp_read_only-0.2
129,18GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,701.98,64-1000000-4-oltp_read_only-0.2
130,1GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,288.61,64-1000000-4-oltp_read_only-0.2
131,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,291.28,64-1000000-4-oltp_read_only-0.2
132,2GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,313.12,64-1000000-4-oltp_read_only-0.2
133,2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,311.98,64-1000000-4-oltp_read_only-0.2
134,3GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,331.51,64-1000000-4-oltp_read_only-0.2
135,3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,333.2,64-1000000-4-oltp_read_only-0.2
136,4GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,354.86,64-1000000-4-oltp_read_only-0.2
137,4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,356.22,64-1000000-4-oltp_read_only-0.2
138,6GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,408.45,64-1000000-4-oltp_read_only-0.2
139,6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,411.19,64-1000000-4-oltp_read_only-0.2
140,8GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,460.6,64-1000000-4-oltp_read_only-0.2
141,8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,485.74,64-1000000-4-oltp_read_only-0.2
142,9GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,509.15,64-1000000-4-oltp_read_only-0.2
143,9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,529.46,64-1000000-4-oltp_read_only-0.2
144,12GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,591.81,64-1000000-4-oltp_read_only-0.2
145,12GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,666.64,64-1000000-4-oltp_read_only-0.2
146,16GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,588.85,64-1000000-4-oltp_read_only-0.2
147,16GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,694.61,64-1000000-4-oltp_read_only-0.2
148,18GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,597.45,64-1000000-4-oltp_read_only-0.2
149,18GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,714.0,64-1000000-4-oltp_read_only-0.2
150,1GB,2,2,1,ON,1,100,1,25,100,48MB,4000,293.15,64-1000000-4-oltp_read_only-0.2
151,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,293.16,64-1000000-4-oltp_read_only-0.2
152,1GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,293.7,64-1000000-4-oltp_read_only-0.2
153,1GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,285.24,64-1000000-4-oltp_read_only-0.2
154,2GB,2,2,1,ON,1,100,1,25,100,48MB,4000,302.32,64-1000000-4-oltp_read_only-0.2
155,2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,308.19,64-1000000-4-oltp_read_only-0.2
156,2GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,311.44,64-1000000-4-oltp_read_only-0.2
157,2GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,302.69,64-1000000-4-oltp_read_only-0.2
158,3GB,2,2,1,ON,1,100,1,25,100,48MB,4000,335.11,64-1000000-4-oltp_read_only-0.2
159,3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,322.99,64-1000000-4-oltp_read_only-0.2
160,3GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,323.94,64-1000000-4-oltp_read_only-0.2
161,3GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,331.1,64-1000000-4-oltp_read_only-0.2
162,4GB,2,2,1,ON,1,100,1,25,100,48MB,4000,355.64,64-1000000-4-oltp_read_only-0.2
163,4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,352.36,64-1000000-4-oltp_read_only-0.2
164,4GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,355.39,64-1000000-4-oltp_read_only-0.2
165,4GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,357.82,64-1000000-4-oltp_read_only-0.2
166,6GB,2,2,1,ON,1,100,1,25,100,48MB,4000,407.58,64-1000000-4-oltp_read_only-0.2
167,6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,416.54,64-1000000-4-oltp_read_only-0.2
168,6GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,410.59,64-1000000-4-oltp_read_only-0.2
169,6GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,414.77,64-1000000-4-oltp_read_only-0.2
170,8GB,2,2,1,ON,1,100,1,25,100,48MB,4000,460.4,64-1000000-4-oltp_read_only-0.2
171,8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,479.68,64-1000000-4-oltp_read_only-0.2
172,8GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,481.41,64-1000000-4-oltp_read_only-0.2
173,8GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,480.4,64-1000000-4-oltp_read_only-0.2
174,9GB,2,2,1,ON,1,100,1,25,100,48MB,4000,492.14,64-1000000-4-oltp_read_only-0.2
175,9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,527.75,64-1000000-4-oltp_read_only-0.2
176,9GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,523.63,64-1000000-4-oltp_read_only-0.2
177,9GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,523.65,64-1000000-4-oltp_read_only-0.2
178,12GB,2,2,1,ON,1,100,1,25,100,48MB,4000,590.83,64-1000000-4-oltp_read_only-0.2
179,12GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,646.5,64-1000000-4-oltp_read_only-0.2
180,12GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,658.28,64-1000000-4-oltp_read_only-0.2
181,12GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,646.6,64-1000000-4-oltp_read_only-0.2
182,16GB,2,2,1,ON,1,100,1,25,100,48MB,4000,591.27,64-1000000-4-oltp_read_only-0.2
183,16GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,699.05,64-1000000-4-oltp_read_only-0.2
184,16GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,714.93,64-1000000-4-oltp_read_only-0.2
185,16GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,704.86,64-1000000-4-oltp_read_only-0.2
186,18GB,2,2,1,ON,1,100,1,25,100,48MB,4000,613.59,64-1000000-4-oltp_read_only-0.2
187,18GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,713.54,64-1000000-4-oltp_read_only-0.2
188,18GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,692.42,64-1000000-4-oltp_read_only-0.2
189,18GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,686.21,64-1000000-4-oltp_read_only-0.2
190,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,285.08,64-1000000-4-oltp_read_only-0.2
191,1GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,290.76,64-1000000-4-oltp_read_only-0.2
192,1GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,288.65,64-1000000-4-oltp_read_only-0.2
193,1GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,290.09,64-1000000-4-oltp_read_only-0.2
194,2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,311.39,64-1000000-4-oltp_read_only-0.2
195,2GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,313.29,64-1000000-4-oltp_read_only-0.2
196,2GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,308.22,64-1000000-4-oltp_read_only-0.2
197,2GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,308.1,64-1000000-4-oltp_read_only-0.2
198,3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,335.37,64-1000000-4-oltp_read_only-0.2
199,3GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,336.13,64-1000000-4-oltp_read_only-0.2
200,3GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,333.41,64-1000000-4-oltp_read_only-0.2
201,3GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,328.43,64-1000000-4-oltp_read_only-0.2
202,4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,359.22,64-1000000-4-oltp_read_only-0.2
203,4GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,356.84,64-1000000-4-oltp_read_only-0.2
204,4GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,353.9,64-1000000-4-oltp_read_only-0.2
205,4GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,357.54,64-1000000-4-oltp_read_only-0.2
206,6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,410.71,64-1000000-4-oltp_read_only-0.2
207,6GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,417.49,64-1000000-4-oltp_read_only-0.2
208,6GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,417.02,64-1000000-4-oltp_read_only-0.2
209,6GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,417.71,64-1000000-4-oltp_read_only-0.2
210,8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,474.0,64-1000000-4-oltp_read_only-0.2
211,8GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,484.4,64-1000000-4-oltp_read_only-0.2
212,8GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,484.21,64-1000000-4-oltp_read_only-0.2
213,8GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,489.01,64-1000000-4-oltp_read_only-0.2
214,9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,506.47,64-1000000-4-oltp_read_only-0.2
215,9GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,524.51,64-1000000-4-oltp_read_only-0.2
216,9GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,528.9,64-1000000-4-oltp_read_only-0.2
217,9GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,525.43,64-1000000-4-oltp_read_only-0.2
218,12GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,592.6,64-1000000-4-oltp_read_only-0.2
219,12GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,660.21,64-1000000-4-oltp_read_only-0.2
220,12GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,645.12,64-1000000-4-oltp_read_only-0.2
221,12GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,662.38,64-1000000-4-oltp_read_only-0.2
222,16GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,603.2,64-1000000-4-oltp_read_only-0.2
223,16GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,695.18,64-1000000-4-oltp_read_only-0.2
224,16GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,663.07,64-1000000-4-oltp_read_only-0.2
225,16GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,705.28,64-1000000-4-oltp_read_only-0.2
226,18GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,595.17,64-1000000-4-oltp_read_only-0.2
227,18GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,710.59,64-1000000-4-oltp_read_only-0.2
228,18GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,714.39,64-1000000-4-oltp_read_only-0.2
229,18GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,713.32,64-1000000-4-oltp_read_only-0.2
230,1GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,288.66,64-1000000-4-oltp_read_only-0.2
231,1GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,293.41,64-1000000-4-oltp_read_only-0.2
232,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,289.29,64-1000000-4-oltp_read_only-0.2
233,1GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,291.37,64-1000000-4-oltp_read_only-0.2
234,2GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,310.1,64-1000000-4-oltp_read_only-0.2
235,2GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,303.86,64-1000000-4-oltp_read_only-0.2
236,2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,309.39,64-1000000-4-oltp_read_only-0.2
237,2GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,310.11,64-1000000-4-oltp_read_only-0.2
238,3GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,334.94,64-1000000-4-oltp_read_only-0.2
239,3GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,337.54,64-1000000-4-oltp_read_only-0.2
