id,innodb_buffer_pool_size,innodb_read_io_threads,innodb_write_io_threads,innodb_flush_log_at_trx_commit,innodb_adaptive_hash_index,sync_binlog,innodb_lru_scan_depth,innodb_buffer_pool_instances,innodb_change_buffer_max_size,innodb_io_capacity,innodb_log_file_size,table_open_cache,tps,Average Memory Usage Percentage,InnoDB Buffer Pool Cache Hit Rate,InnoDB Dirty Buffer Pages,Current QPS (Queries Per Second),Max CPU Usage (100 - Idle),InnoDB Rows Deleted (60s Rate),InnoDB Rows Inserted (60s Rate),InnoDB Rows Read (60s Rate),InnoDB Rows Updated (60s Rate),Average Disk IOPS (Read),Average Disk IOPS (Write),workload_label,parameter_importance
0,1,1,2,1,1,1,1024,1,25,100,0.048,4000,40.72,35.76942770749058,91.76374246142548,16891,1232.74,60.179999999701984,164.22,164.22,17392.98,246.34,1653.82,4286.24,64-1000000-4-oltp_read_write_50-0.2,"[0.13628435928199312, 0.09475044864550405, 0.0815335044255234, 0.06556506121454178, 0.06642825951657992, 0.06642825951657992, 0.0588895642952167, 0.14434300453940757, 0.06233017117439942, 0.0588895642952167, 0.10465271138565817, 0.059905091709379264]"
1,1,2,2,1,1,1,1024,1,25,100,0.048,4000,44.5,35.75993336939,92.04806549584048,16741,1318.18,60.35999999940395,175.52,175.52,18618.72,263.36,1731.3,4193.18,64-1000000-4-oltp_read_write_50-0.2,"[0.13628435928199312, 0.09475044864550405, 0.0815335044255234, 0.06556506121454178, 0.06642825951657992, 0.06642825951657992, 0.0588895642952167, 0.14434300453940757, 0.06233017117439942, 0.0588895642952167, 0.10465271138565817, 0.059905091709379264]"
2,2,1,2,1,1,1,1024,1,25,100,0.048,4000,44.52,54.23859991906895,92.32390796813148,31570,1278.52,44.280000001192086,170.32,170.32,18043.58,255.44,1492.32,3080.96,64-1000000-4-oltp_read_write_50-0.2,"[0.13628435928199312, 0.09475044864550405, 0.0815335044255234, 0.06556506121454178, 0.06642825951657992, 0.06642825951657992, 0.0588895642952167, 0.14434300453940757, 0.06233017117439942, 0.0588895642952167, 0.10465271138565817, 0.059905091709379264]"
3,2,2,2,1,1,1,1024,1,25,100,0.048,4000,50.62,54.24252861069678,92.70459284452568,32021,1532.86,57.1600000038743,204.24,204.24,21644.04,306.36,1752.28,3935.32,64-1000000-4-oltp_read_write_50-0.2,"[0.13628435928199312, 0.09475044864550405, 0.0815335044255234, 0.06556506121454178, 0.06642825951657992, 0.06642825951657992, 0.0588895642952167, 0.14434300453940757, 0.06233017117439942, 0.0588895642952167, 0.10465271138565817, 0.059905091709379264]"
4,3,1,2,1,1,1,1024,1,25,100,0.048,4000,47.88,72.72276663702687,92.84013752496244,37094,1411.84,43.6600000038743,188.12,188.12,19921.6,282.08,1447.6,2993.8,64-1000000-4-oltp_read_write_50-0.2,"[0.13628435928199312, 0.09475044864550405, 0.0815335044255234, 0.06556506121454178, 0.06642825951657992, 0.06642825951657992, 0.0588895642952167, 0.14434300453940757, 0.06233017117439942, 0.0588895642952167, 0.10465271138565817, 0.059905091709379264]"
5,3,2,2,1,1,1,1024,1,25,100,0.048,4000,49.36,72.79060204580068,92.86099483641236,41079,1510.96,42.1600000038743,201.18,201.18,21349.78,301.86,1466.54,2994.24,64-1000000-4-oltp_read_write_50-0.2,"[0.13628435928199312, 0.09475044864550405, 0.0815335044255234, 0.06556506121454178, 0.06642825951657992, 0.06642825951657992, 0.0588895642952167, 0.14434300453940757, 0.06233017117439942, 0.0588895642952167, 0.10465271138565817, 0.059905091709379264]"
6,4,1,2,1,1,1,1024,1,25,100,0.048,4000,50.44,78.00463061786533,92.47780232454843,43227,1517.86,41.47999999672174,202.28,202.26,21409.78,303.46,1551.48,2996.78,64-1000000-4-oltp_read_write_50-0.2,"[0.13628435928199312, 0.09475044864550405, 0.0815335044255234, 0.06556506121454178, 0.06642825951657992, 0.06642825951657992, 0.0588895642952167, 0.14434300453940757, 0.06233017117439942, 0.0588895642952167, 0.10465271138565817, 0.059905091709379264]"
7,4,2,2,1,1,1,1024,1,25,100,0.048,4000,52.33,87.4624973645027,92.94274273124532,47044,1585.8,43.46000000089407,211.24,211.24,22392.8,316.86,1486.9,2991.16,64-1000000-4-oltp_read_write_50-0.2,"[0.13628435928199312, 0.09475044864550405, 0.0815335044255234, 0.06556506121454178, 0.06642825951657992, 0.06642825951657992, 0.0588895642952167, 0.14434300453940757, 0.06233017117439942, 0.0588895642952167, 0.10465271138565817, 0.059905091709379264]"
8,1,2,1,1,1,1,1024,1,25,100,0.048,4000,49.3,35.62262559699744,92.04987839013803,20278,1456.7,61.3800000026822,194.1,194.08,20546.22,291.22,1771.24,4247.22,64-1000000-4-oltp_read_write_50-0.2,"[0.13628435928199312, 0.09475044864550405, 0.0815335044255234, 0.06556506121454178, 0.06642825951657992, 0.06642825951657992, 0.0588895642952167, 0.14434300453940757, 0.06233017117439942, 0.0588895642952167, 0.10465271138565817, 0.059905091709379264]"
9,1,2,2,1,1,1,1024,1,25,100,0.048,4000,56.15,35.671341373182486,92.27478133841916,15283,1681.7,63.67999999970198,223.96,223.96,23748.36,336.1,2068.38,4463.56,64-1000000-4-oltp_read_write_50-0.2,"[0.13628435928199312, 0.09475044864550405, 0.0815335044255234, 0.06556506121454178, 0.06642825951657992, 0.06642825951657992, 0.0588895642952167, 0.14434300453940757, 0.06233017117439942, 0.0588895642952167, 0.10465271138565817, 0.059905091709379264]"
