id,innodb_buffer_pool_size,innodb_read_io_threads,innodb_write_io_threads,innodb_flush_log_at_trx_commit,innodb_adaptive_hash_index,sync_binlog,innodb_lru_scan_depth,innodb_buffer_pool_instances,innodb_change_buffer_max_size,innodb_io_capacity,innodb_log_file_size,table_open_cache,tps,Average Memory Usage Percentage,InnoDB Buffer Pool Cache Hit Rate,InnoDB Dirty Buffer Pages,Current QPS (Queries Per Second),Max CPU Usage (100 - Idle),InnoDB Rows Deleted (60s Rate),InnoDB Rows Inserted (60s Rate),InnoDB Rows Read (60s Rate),InnoDB Rows Updated (60s Rate),Average Disk IOPS (Read),Average Disk IOPS (Write),workload_label,parameter_importance
10,3,3,2,1,1,1,1024,1,25,100,0.048,4000,92.65,31.634490211941696,92.84950532827676,46276,2553.52,42.34000000357627,340.18,340.18,36073.44,510.42,2453.04,6299.72,64-1000000-4-oltp_read_write_50-0.2,"[0.2158354908507522, 0.07632453685619887, 0.09849097005080118, 0.05858567617806337, 0.05494717599126391, 0.05717001324498689, 0.05048143662634721, 0.11917914668086907, 0.07617405042516778, 0.05942425636257723, 0.0852054172498016, 0.04818182948317071]"
11,3,7,2,1,1,1,1024,1,25,100,0.048,4000,95.75,31.6403576663892,92.88475828071164,46786,2674.08,43.39999999850989,356.46,356.46,37760.18,534.84,2580.3,6606.860000000001,64-1000000-4-oltp_read_write_50-0.2,"[0.2158354908507522, 0.07632453685619887, 0.09849097005080118, 0.05858567617806337, 0.05494717599126391, 0.05717001324498689, 0.05048143662634721, 0.11917914668086907, 0.07617405042516778, 0.05942425636257723, 0.0852054172498016, 0.04818182948317071]"
12,4,1,2,1,1,1,1024,1,25,100,0.048,4000,90.1,38.50116484795867,93.04241963492768,65274,2386.5,31.5,318.0,317.98,33702.98,476.98,2064.84,4539.32,64-1000000-4-oltp_read_write_50-0.2,"[0.2158354908507522, 0.07632453685619887, 0.09849097005080118, 0.05858567617806337, 0.05494717599126391, 0.05717001324498689, 0.05048143662634721, 0.11917914668086907, 0.07617405042516778, 0.05942425636257723, 0.0852054172498016, 0.04818182948317071]"
13,4,2,2,1,1,1,1024,1,25,100,0.048,4000,93.89,38.56887186380299,93.14161407653346,64769,2387.1,30.980000004172325,318.1,318.1,33714.68,477.12,2054.84,4777.36,64-1000000-4-oltp_read_write_50-0.2,"[0.2158354908507522, 0.07632453685619887, 0.09849097005080118, 0.05858567617806337, 0.05494717599126391, 0.05717001324498689, 0.05048143662634721, 0.11917914668086907, 0.07617405042516778, 0.05942425636257723, 0.0852054172498016, 0.04818182948317071]"
14,4,3,2,1,1,1,1024,1,25,100,0.048,4000,99.94,38.55574921671918,93.17538570685244,64081,2580.24,34.53999999910593,343.88,343.88,36436.96,515.86,2236.92,5360.82,64-1000000-4-oltp_read_write_50-0.2,"[0.2158354908507522, 0.07632453685619887, 0.09849097005080118, 0.05858567617806337, 0.05494717599126391, 0.05717001324498689, 0.05048143662634721, 0.11917914668086907, 0.07617405042516778, 0.05942425636257723, 0.0852054172498016, 0.04818182948317071]"
15,4,7,2,1,1,1,1024,1,25,100,0.048,4000,101.33,38.567703242170296,93.20776488802616,62498,2594.46,36.64000000059604,345.8,345.82,36633.88,518.52,2238.04,5529.06,64-1000000-4-oltp_read_write_50-0.2,"[0.2158354908507522, 0.07632453685619887, 0.09849097005080118, 0.05858567617806337, 0.05494717599126391, 0.05717001324498689, 0.05048143662634721, 0.11917914668086907, 0.07617405042516778, 0.05942425636257723, 0.0852054172498016, 0.04818182948317071]"
16,6,1,2,1,1,1,1024,1,25,100,0.048,4000,96.3,46.92256883485745,92.84998536487204,73661,2553.06,28.179999999701977,340.08,340.18,36070.76,510.12,2057.2200000000003,4393.900000000001,64-1000000-4-oltp_read_write_50-0.2,"[0.2158354908507522, 0.07632453685619887, 0.09849097005080118, 0.05858567617806337, 0.05494717599126391, 0.05717001324498689, 0.05048143662634721, 0.11917914668086907, 0.07617405042516778, 0.05942425636257723, 0.0852054172498016, 0.04818182948317071]"
17,6,2,2,1,1,1,1024,1,25,100,0.048,4000,93.1,49.16340081555182,93.41251905430504,74299,2394.58,29.42000000178814,319.04,319.04,33829.78,478.62,1860.66,4309.9,64-1000000-4-oltp_read_write_50-0.2,"[0.2158354908507522, 0.07632453685619887, 0.09849097005080118, 0.05858567617806337, 0.05494717599126391, 0.05717001324498689, 0.05048143662634721, 0.11917914668086907, 0.07617405042516778, 0.05942425636257723, 0.0852054172498016, 0.04818182948317071]"
18,6,3,2,1,1,1,1024,1,25,100,0.048,4000,93.68,49.93695529754446,93.3697738624221,76483,2583.62,31.279999993741512,344.32,344.28000000000003,36489.12,516.52,1801.7,4240.1,64-1000000-4-oltp_read_write_50-0.2,"[0.2158354908507522, 0.07632453685619887, 0.09849097005080118, 0.05858567617806337, 0.05494717599126391, 0.05717001324498689, 0.05048143662634721, 0.11917914668086907, 0.07617405042516778, 0.05942425636257723, 0.0852054172498016, 0.04818182948317071]"
19,6,7,2,1,1,1,1024,1,25,100,0.048,4000,96.13,50.2977428803553,93.39895986512052,78037,2679.96,25.979999996721748,357.24,357.26,37856.4,535.8,1892.58,4256.26,64-1000000-4-oltp_read_write_50-0.2,"[0.2158354908507522, 0.07632453685619887, 0.09849097005080118, 0.05858567617806337, 0.05494717599126391, 0.05717001324498689, 0.05048143662634721, 0.11917914668086907, 0.07617405042516778, 0.05942425636257723, 0.0852054172498016, 0.04818182948317071]"
20,8,1,2,1,1,1,1024,1,25,100,0.048,4000,97.46,47.9082281431844,92.78234007841004,79203,2784.36,30.24000000208617,371.02,371.04,39331.26,556.5600000000001,2183.18,4306.8,64-1000000-4-oltp_read_write_50-0.2,"[0.2158354908507522, 0.07632453685619887, 0.09849097005080118, 0.05858567617806337, 0.05494717599126391, 0.05717001324498689, 0.05048143662634721, 0.11917914668086907, 0.07617405042516778, 0.05942425636257723, 0.0852054172498016, 0.04818182948317071]"
21,8,2,2,1,1,1,1024,1,25,100,0.048,4000,95.48,51.14311890019071,93.44637381728106,80126,2274.5,27.52000000327825,302.96,302.96,32136.56,454.54,1952.18,4143.32,64-1000000-4-oltp_read_write_50-0.2,"[0.2158354908507522, 0.07632453685619887, 0.09849097005080118, 0.05858567617806337, 0.05494717599126391, 0.05717001324498689, 0.05048143662634721, 0.11917914668086907, 0.07617405042516778, 0.05942425636257723, 0.0852054172498016, 0.04818182948317071]"
22,8,3,2,1,1,1,1024,1,25,100,0.048,4000,101.48,52.19799469397086,93.5034476790988,82443,2556.16,29.939999997615818,340.56,340.56,36121.22,510.86,2127.18,4429.18,64-1000000-4-oltp_read_write_50-0.2,"[0.2158354908507522, 0.07632453685619887, 0.09849097005080118, 0.05858567617806337, 0.05494717599126391, 0.05717001324498689, 0.05048143662634721, 0.11917914668086907, 0.07617405042516778, 0.05942425636257723, 0.0852054172498016, 0.04818182948317071]"
23,8,7,2,1,1,1,1024,1,25,100,0.048,4000,101.1,53.6467933631056,93.50307489906376,84136,2693.52,28.320000000298016,358.82,358.8,38053.74,538.4,1802.14,4342.56,64-1000000-4-oltp_read_write_50-0.2,"[0.2158354908507522, 0.07632453685619887, 0.09849097005080118, 0.05858567617806337, 0.05494717599126391, 0.05717001324498689, 0.05048143662634721, 0.11917914668086907, 0.07617405042516778, 0.05942425636257723, 0.0852054172498016, 0.04818182948317071]"
24,9,1,2,1,1,1,1024,1,25,100,0.048,4000,106.45,50.606258991387016,92.8757155054106,85229,3069.84,28.579999998211857,409.16,409.16,43365.32,613.62,2298.82,4514.4400000000005,64-1000000-4-oltp_read_write_50-0.2,"[0.2158354908507522, 0.07632453685619887, 0.09849097005080118, 0.05858567617806337, 0.05494717599126391, 0.05717001324498689, 0.05048143662634721, 0.11917914668086907, 0.07617405042516778, 0.05942425636257723, 0.0852054172498016, 0.04818182948317071]"
25,9,2,2,1,1,1,1024,1,25,100,0.048,4000,105.64,53.661328094662245,93.56444443313148,87081,2702.14,32.519999995827675,360.0,360.0,38176.64,540.0600000000001,2192.94,4408.400000000001,64-1000000-4-oltp_read_write_50-0.2,"[0.2158354908507522, 0.07632453685619887, 0.09849097005080118, 0.05858567617806337, 0.05494717599126391, 0.05717001324498689, 0.05048143662634721, 0.11917914668086907, 0.07617405042516778, 0.05942425636257723, 0.0852054172498016, 0.04818182948317071]"
26,9,3,2,1,1,1,1024,1,25,100,0.048,4000,104.78,54.607449037749646,93.55335681415812,87380,2992.92,29.699999995529648,398.86,398.9,42273.24,598.34,2000.22,4432.6,64-1000000-4-oltp_read_write_50-0.2,"[0.2158354908507522, 0.07632453685619887, 0.09849097005080118, 0.05858567617806337, 0.05494717599126391, 0.05717001324498689, 0.05048143662634721, 0.11917914668086907, 0.07617405042516778, 0.05942425636257723, 0.0852054172498016, 0.04818182948317071]"
27,9,7,2,1,1,1,1024,1,25,100,0.048,4000,103.47,53.69916222002078,93.49174594033347,88657,3036.62,29.94000000506639,404.6,404.66,42900.14,606.96,2054.46,4344.16,64-1000000-4-oltp_read_write_50-0.2,"[0.2158354908507522, 0.07632453685619887, 0.09849097005080118, 0.05858567617806337, 0.05494717599126391, 0.05717001324498689, 0.05048143662634721, 0.11917914668086907, 0.07617405042516778, 0.05942425636257723, 0.0852054172498016, 0.04818182948317071]"
28,12,1,2,1,1,1,1024,1,25,100,0.048,4000,107.98,51.93198719482846,92.86106001958552,88645,3323.86,35.57999999821186,442.9,442.92,46966.12,664.42,2550.54,4479.24,64-1000000-4-oltp_read_write_50-0.2,"[0.2158354908507522, 0.07632453685619887, 0.09849097005080118, 0.05858567617806337, 0.05494717599126391, 0.05717001324498689, 0.05048143662634721, 0.11917914668086907, 0.07617405042516778, 0.05942425636257723, 0.0852054172498016, 0.04818182948317071]"
29,12,2,2,1,1,1,1024,1,25,100,0.048,4000,109.49,55.79566942907721,93.57328809307,92252,2976.6,33.43999999761581,396.6,396.66,42051.72,595.04,2363.14,4492.9800000000005,64-1000000-4-oltp_read_write_50-0.2,"[0.2158354908507522, 0.07632453685619887, 0.09849097005080118, 0.05858567617806337, 0.05494717599126391, 0.05717001324498689, 0.05048143662634721, 0.11917914668086907, 0.07617405042516778, 0.05942425636257723, 0.0852054172498016, 0.04818182948317071]"
30,12,3,2,1,1,1,1024,1,25,100,0.048,4000,108.18,56.24724430497811,93.61230314826804,91537,2844.9200000000005,33.20000000298023,379.1000000000001,379.0800000000001,40203.00000000001,568.6800000000001,2248.2200000000003,4412.06,64-1000000-4-oltp_read_write_50-0.2,"[0.2158354908507522, 0.07632453685619887, 0.09849097005080118, 0.05858567617806337, 0.05494717599126391, 0.05717001324498689, 0.05048143662634721, 0.11917914668086907, 0.07617405042516778, 0.05942425636257723, 0.0852054172498016, 0.04818182948317071]"
31,12,7,2,1,1,1,1024,1,25,100,0.048,4000,110.49,57.24992166583118,93.59941463618236,94298,3245.6,28.899999998509884,432.46,432.46,45865.0,648.78,2097.92,4412.82,64-1000000-4-oltp_read_write_50-0.2,"[0.2158354908507522, 0.07632453685619887, 0.09849097005080118, 0.05858567617806337, 0.05494717599126391, 0.05717001324498689, 0.05048143662634721, 0.11917914668086907, 0.07617405042516778, 0.05942425636257723, 0.0852054172498016, 0.04818182948317071]"
32,1,2,1,1,1,1,1024,1,25,100,0.048,4000,75.63,17.836404170713223,91.9443077709152,15226,2267.02,49.17999999970198,302.04,302.04,32021.06,453.0,2694.38,6390.1,64-1000000-4-oltp_read_write_50-0.2,"[0.2158354908507522, 0.07632453685619887, 0.09849097005080118, 0.05858567617806337, 0.05494717599126391, 0.05717001324498689, 0.05048143662634721, 0.11917914668086907, 0.07617405042516778, 0.05942425636257723, 0.0852054172498016, 0.04818182948317071]"
33,1,2,2,1,1,1,1024,1,25,100,0.048,4000,83.89,17.8484555813004,91.99519833617586,14639,2465.7000000000003,47.580000005662434,328.64,328.64,34831.9,492.96,2918.68,6034.08,64-1000000-4-oltp_read_write_50-0.2,"[0.2158354908507522, 0.07632453685619887, 0.09849097005080118, 0.05858567617806337, 0.05494717599126391, 0.05717001324498689, 0.05048143662634721, 0.11917914668086907, 0.07617405042516778, 0.05942425636257723, 0.0852054172498016, 0.04818182948317071]"
34,1,2,3,1,1,1,1024,1,25,100,0.048,4000,94.84,17.856416816173137,92.02141791950656,14632,2833.46,43.79999999701977,377.62,377.62,40023.46,566.4,3326.9,5936.36,64-1000000-4-oltp_read_write_50-0.2,"[0.2158354908507522, 0.07632453685619887, 0.09849097005080118, 0.05858567617806337, 0.05494717599126391, 0.05717001324498689, 0.05048143662634721, 0.11917914668086907, 0.07617405042516778, 0.05942425636257723, 0.0852054172498016, 0.04818182948317071]"
35,1,2,7,1,1,1,1024,1,25,100,0.048,4000,111.05,17.83942310993102,92.0532177504048,14488,3286.2200000000003,42.08000000566244,437.96,437.98,46423.88,656.98,3927.68,5817.04,64-1000000-4-oltp_read_write_50-0.2,"[0.2158354908507522, 0.07632453685619887, 0.09849097005080118, 0.05858567617806337, 0.05494717599126391, 0.05717001324498689, 0.05048143662634721, 0.11917914668086907, 0.07617405042516778, 0.05942425636257723, 0.0852054172498016, 0.04818182948317071]"
36,2,2,1,1,1,1,1024,1,25,100,0.048,4000,83.1,24.76012215017616,92.2621683550071,34641,2483.28,46.47999999672173,330.86,330.88,35072.0,496.26,2639.8000000000006,6629.920000000001,64-1000000-4-oltp_read_write_50-0.2,"[0.2158354908507522, 0.07632453685619887, 0.09849097005080118, 0.05858567617806337, 0.05494717599126391, 0.05717001324498689, 0.05048143662634721, 0.11917914668086907, 0.07617405042516778, 0.05942425636257723, 0.0852054172498016, 0.04818182948317071]"
37,2,2,2,1,1,1,1024,1,25,100,0.048,4000,92.93,24.732489117819696,92.43159441205832,29245,2877.32,48.0,383.44,383.48,40631.78,575.1,2952.96,6398.66,64-1000000-4-oltp_read_write_50-0.2,"[0.2158354908507522, 0.07632453685619887, 0.09849097005080118, 0.05858567617806337, 0.05494717599126391, 0.05717001324498689, 0.05048143662634721, 0.11917914668086907, 0.07617405042516778, 0.05942425636257723, 0.0852054172498016, 0.04818182948317071]"
38,2,2,3,1,1,1,1024,1,25,100,0.048,4000,102.76,24.71393724940065,92.42695821013582,29207,3172.3,41.21999999880791,422.72,422.72,44815.66,634.02,3300.64,5927.42,64-1000000-4-oltp_read_write_50-0.2,"[0.2158354908507522, 0.07632453685619887, 0.09849097005080118, 0.05858567617806337, 0.05494717599126391, 0.05717001324498689, 0.05048143662634721, 0.11917914668086907, 0.07617405042516778, 0.05942425636257723, 0.0852054172498016, 0.04818182948317071]"
39,2,2,7,1,1,1,1024,1,25,100,0.048,4000,134.33,24.70295707531011,92.36927981970044,25388,4064.94,45.96000000089406,541.92,541.92,57433.1,812.74,4204.800000000001,6320.960000000001,64-1000000-4-oltp_read_write_50-0.2,"[0.2158354908507522, 0.07632453685619887, 0.09849097005080118, 0.05858567617806337, 0.05494717599126391, 0.05717001324498689, 0.05048143662634721, 0.11917914668086907, 0.07617405042516778, 0.05942425636257723, 0.0852054172498016, 0.04818182948317071]"
40,3,2,1,1,1,1,1024,1,25,100,0.048,4000,94.47,31.52451804704822,92.65205061964564,60929,2571.64,46.88000000268221,342.7,342.7,36322.92,513.96,2444.76,6493.66,64-1000000-4-oltp_read_write_50-0.2,"[0.2158354908507522, 0.07632453685619887, 0.09849097005080118, 0.05858567617806337, 0.05494717599126391, 0.05717001324498689, 0.05048143662634721, 0.11917914668086907, 0.07617405042516778, 0.05942425636257723, 0.0852054172498016, 0.04818182948317071]"
41,3,2,2,1,1,1,1024,1,25,100,0.048,4000,102.16,31.669305398082443,92.98321029349698,45078,2893.7000000000003,70.70000000298022,385.6,385.6,40864.3,578.34,2795.78,6464.12,64-1000000-4-oltp_read_write_50-0.2,"[0.2158354908507522, 0.07632453685619887, 0.09849097005080118, 0.05858567617806337, 0.05494717599126391, 0.05717001324498689, 0.05048143662634721, 0.11917914668086907, 0.07617405042516778, 0.05942425636257723, 0.0852054172498016, 0.04818182948317071]"
42,3,2,3,1,1,1,1024,1,25,100,0.048,4000,111.74,31.568950015374668,92.78428942459315,44970,3217.74,44.06000000238418,428.74,428.74,45465.88,643.26,3049.1,6281.18,64-1000000-4-oltp_read_write_50-0.2,"[0.2158354908507522, 0.07632453685619887, 0.09849097005080118, 0.05858567617806337, 0.05494717599126391, 0.05717001324498689, 0.05048143662634721, 0.11917914668086907, 0.07617405042516778, 0.05942425636257723, 0.0852054172498016, 0.04818182948317071]"
