id,innodb_buffer_pool_size,innodb_read_io_threads,innodb_write_io_threads,innodb_flush_log_at_trx_commit,innodb_adaptive_hash_index,sync_binlog,innodb_lru_scan_depth,innodb_buffer_pool_instances,innodb_change_buffer_max_size,innodb_io_capacity,innodb_log_file_size,table_open_cache,tps,Average Memory Usage Percentage,InnoDB Buffer Pool Cache Hit Rate,InnoDB Dirty Buffer Pages,Current QPS (Queries Per Second),Max CPU Usage (100 - Idle),InnoDB Rows Deleted (60s Rate),InnoDB Rows Inserted (60s Rate),InnoDB Rows Read (60s Rate),InnoDB Rows Updated (60s Rate),Average Disk IOPS (Read),Average Disk IOPS (Write),workload_label,parameter_importance
11,2,23,2,1,1,1,1024,1,25,100,0.048,4000,85.32,3.452999792538876,92.46942219286284,30240,2580.3,36.74000000208616,343.86,343.84000000000003,36450.14,515.88,2753.24,6343.3,64-1000000-4-oltp_read_write_50-0.2,"[0.22778913201675435, 0.08392856566044372, 0.1028295665921117, 0.08249645490869975, 0.059812254364280795, 0.0627544609546205, 0.056422441062424514, 0.051284192884345325, 0.07987103389305705, 0.05198513576557591, 0.07780742851790036, 0.06301933337978598]"
12,3,1,2,1,1,1,1024,1,25,100,0.048,4000,96.62,4.036538163764618,92.7420600975162,45745,2688.88,32.440000001341105,358.42,358.40000000000003,37979.08,537.5,2563.74,6505.04,64-1000000-4-oltp_read_write_50-0.2,"[0.22778913201675435, 0.08392856566044372, 0.1028295665921117, 0.08249645490869975, 0.059812254364280795, 0.0627544609546205, 0.056422441062424514, 0.051284192884345325, 0.07987103389305705, 0.05198513576557591, 0.07780742851790036, 0.06301933337978598]"
13,3,2,2,1,1,1,1024,1,25,100,0.048,4000,96.95,4.023124869522263,92.80323957030868,45589,2678.08,34.199999999254935,356.96,356.96,37827.94,535.36,2576.32,6547.9400000000005,64-1000000-4-oltp_read_write_50-0.2,"[0.22778913201675435, 0.08392856566044372, 0.1028295665921117, 0.08249645490869975, 0.059812254364280795, 0.0627544609546205, 0.056422441062424514, 0.051284192884345325, 0.07987103389305705, 0.05198513576557591, 0.07780742851790036, 0.06301933337978598]"
14,3,3,2,1,1,1,1024,1,25,100,0.048,4000,97.05,4.025892239626316,92.85843565666876,46589,2662.98,37.83999999985098,354.88,354.88,37616.08,532.24,2543.94,6639.74,64-1000000-4-oltp_read_write_50-0.2,"[0.22778913201675435, 0.08392856566044372, 0.1028295665921117, 0.08249645490869975, 0.059812254364280795, 0.0627544609546205, 0.056422441062424514, 0.051284192884345325, 0.07987103389305705, 0.05198513576557591, 0.07780742851790036, 0.06301933337978598]"
15,3,7,2,1,1,1,1024,1,25,100,0.048,4000,96.48,4.022247212042615,92.80943686168582,46863,2663.7200000000003,37.57999999821185,354.96,354.96,37625.84,532.44,2609.84,6408.7,64-1000000-4-oltp_read_write_50-0.2,"[0.22778913201675435, 0.08392856566044372, 0.1028295665921117, 0.08249645490869975, 0.059812254364280795, 0.0627544609546205, 0.056422441062424514, 0.051284192884345325, 0.07987103389305705, 0.05198513576557591, 0.07780742851790036, 0.06301933337978598]"
16,3,15,2,1,1,1,1024,1,25,100,0.048,4000,97.1,4.027696426463834,92.85689447541516,47404,2698.5,21.459999997168776,359.6,359.6,38116.72,539.34,2647.16,6393.42,64-1000000-4-oltp_read_write_50-0.2,"[0.22778913201675435, 0.08392856566044372, 0.1028295665921117, 0.08249645490869975, 0.059812254364280795, 0.0627544609546205, 0.056422441062424514, 0.051284192884345325, 0.07987103389305705, 0.05198513576557591, 0.07780742851790036, 0.06301933337978598]"
17,3,23,2,1,1,1,1024,1,25,100,0.048,4000,96.77,4.02098672485026,92.80402097191286,50249,2768.18,37.07999999821185,368.9,368.9,39101.32,553.32,2599.2000000000003,6416.1,64-1000000-4-oltp_read_write_50-0.2,"[0.22778913201675435, 0.08392856566044372, 0.1028295665921117, 0.08249645490869975, 0.059812254364280795, 0.0627544609546205, 0.056422441062424514, 0.051284192884345325, 0.07987103389305705, 0.05198513576557591, 0.07780742851790036, 0.06301933337978598]"
18,4,1,2,1,1,1,1024,1,25,100,0.048,4000,109.11,4.601244571250675,93.06217599167992,62197,3083.84,35.62000000104308,411.0,411.02,43554.2,616.44,2584.74,6110.6,64-1000000-4-oltp_read_write_50-0.2,"[0.22778913201675435, 0.08392856566044372, 0.1028295665921117, 0.08249645490869975, 0.059812254364280795, 0.0627544609546205, 0.056422441062424514, 0.051284192884345325, 0.07987103389305705, 0.05198513576557591, 0.07780742851790036, 0.06301933337978598]"
19,4,2,2,1,1,1,1024,1,25,100,0.048,4000,108.47,4.602849197918815,93.18631050766072,64240,3155.5,35.78000000119209,420.48,420.48,44582.52,630.78,2631.78,6081.52,64-1000000-4-oltp_read_write_50-0.2,"[0.22778913201675435, 0.08392856566044372, 0.1028295665921117, 0.08249645490869975, 0.059812254364280795, 0.0627544609546205, 0.056422441062424514, 0.051284192884345325, 0.07987103389305705, 0.05198513576557591, 0.07780742851790036, 0.06301933337978598]"
20,4,3,2,1,1,1,1024,1,25,100,0.048,4000,109.72,4.60051149307742,93.19864231733878,65453,3120.14,36.83999999985099,415.84,415.84,44074.64,623.76,2627.6,6160.6,64-1000000-4-oltp_read_write_50-0.2,"[0.22778913201675435, 0.08392856566044372, 0.1028295665921117, 0.08249645490869975, 0.059812254364280795, 0.0627544609546205, 0.056422441062424514, 0.051284192884345325, 0.07987103389305705, 0.05198513576557591, 0.07780742851790036, 0.06301933337978598]"
21,4,7,2,1,1,1,1024,1,25,100,0.048,4000,109.07,4.603038576446892,93.1528919987278,65421,3195.84,34.559999998658895,425.96,425.96,45144.76,638.88,2670.4,6031.36,64-1000000-4-oltp_read_write_50-0.2,"[0.22778913201675435, 0.08392856566044372, 0.1028295665921117, 0.08249645490869975, 0.059812254364280795, 0.0627544609546205, 0.056422441062424514, 0.051284192884345325, 0.07987103389305705, 0.05198513576557591, 0.07780742851790036, 0.06301933337978598]"
22,4,15,2,1,1,1,1024,1,25,100,0.048,4000,109.46,4.6156801022790575,93.20400409049203,63796,3090.78,36.33999999985099,411.84,411.84,43666.34,617.82,2635.54,6166.14,64-1000000-4-oltp_read_write_50-0.2,"[0.22778913201675435, 0.08392856566044372, 0.1028295665921117, 0.08249645490869975, 0.059812254364280795, 0.0627544609546205, 0.056422441062424514, 0.051284192884345325, 0.07987103389305705, 0.05198513576557591, 0.07780742851790036, 0.06301933337978598]"
23,4,23,2,1,1,1,1024,1,25,100,0.048,4000,110.26,4.623682872337128,93.18058897032768,66643,3268.56,37.17999999970198,435.64,435.66,46170.34,653.48,2734.54,6033.4800000000005,64-1000000-4-oltp_read_write_50-0.2,"[0.22778913201675435, 0.08392856566044372, 0.1028295665921117, 0.08249645490869975, 0.059812254364280795, 0.0627544609546205, 0.056422441062424514, 0.051284192884345325, 0.07987103389305705, 0.05198513576557591, 0.07780742851790036, 0.06301933337978598]"
24,6,1,2,1,1,1,1024,1,25,100,0.048,4000,123.54,5.4881205089289296,92.88862138874808,84390,3752.62,32.14000000059605,500.1,500.12,53012.72,750.2,3008.9,5357.8,64-1000000-4-oltp_read_write_50-0.2,"[0.22778913201675435, 0.08392856566044372, 0.1028295665921117, 0.08249645490869975, 0.059812254364280795, 0.0627544609546205, 0.056422441062424514, 0.051284192884345325, 0.07987103389305705, 0.05198513576557591, 0.07780742851790036, 0.06301933337978598]"
25,6,2,2,1,1,1,1024,1,25,100,0.048,4000,125.66,5.752313737257779,93.54612426292668,84560,3808.7,32.88000000268221,507.52,507.52,53821.74,761.38,2709.52,5630.5,64-1000000-4-oltp_read_write_50-0.2,"[0.22778913201675435, 0.08392856566044372, 0.1028295665921117, 0.08249645490869975, 0.059812254364280795, 0.0627544609546205, 0.056422441062424514, 0.051284192884345325, 0.07987103389305705, 0.05198513576557591, 0.07780742851790036, 0.06301933337978598]"
26,6,3,2,1,1,1,1024,1,25,100,0.048,4000,126.25,5.76502042559423,93.52789102436203,82476,3809.18,30.40000000223517,507.68,507.68,53816.2,761.52,2755.4,5637.38,64-1000000-4-oltp_read_write_50-0.2,"[0.22778913201675435, 0.08392856566044372, 0.1028295665921117, 0.08249645490869975, 0.059812254364280795, 0.0627544609546205, 0.056422441062424514, 0.051284192884345325, 0.07987103389305705, 0.05198513576557591, 0.07780742851790036, 0.06301933337978598]"
27,6,7,2,1,1,1,1024,1,25,100,0.048,4000,129.24,5.750745764498305,93.61280011648851,85766,3748.46,36.69999999925494,499.64,499.64,52944.22,749.48,2828.1,5546.14,64-1000000-4-oltp_read_write_50-0.2,"[0.22778913201675435, 0.08392856566044372, 0.1028295665921117, 0.08249645490869975, 0.059812254364280795, 0.0627544609546205, 0.056422441062424514, 0.051284192884345325, 0.07987103389305705, 0.05198513576557591, 0.07780742851790036, 0.06301933337978598]"
28,6,15,2,1,1,1,1024,1,25,100,0.048,4000,128.8,5.760575121004735,93.65275152393652,86647,3776.2,28.11999999731779,503.32,503.32,53359.4,754.98,2632.78,5770.46,64-1000000-4-oltp_read_write_50-0.2,"[0.22778913201675435, 0.08392856566044372, 0.1028295665921117, 0.08249645490869975, 0.059812254364280795, 0.0627544609546205, 0.056422441062424514, 0.051284192884345325, 0.07987103389305705, 0.05198513576557591, 0.07780742851790036, 0.06301933337978598]"
29,6,23,2,1,1,1,1024,1,25,100,0.048,4000,127.47,5.765804411973974,93.6044514792804,86106,3841.88,34.25999999791384,512.14,512.14,54275.380000000005,768.0600000000001,2650.04,5784.74,64-1000000-4-oltp_read_write_50-0.2,"[0.22778913201675435, 0.08392856566044372, 0.1028295665921117, 0.08249645490869975, 0.059812254364280795, 0.0627544609546205, 0.056422441062424514, 0.051284192884345325, 0.07987103389305705, 0.05198513576557591, 0.07780742851790036, 0.06301933337978598]"
30,8,1,2,1,1,1,1024,1,25,100,0.048,4000,129.47,5.553201560088098,92.97814021089184,91782,3867.78,35.33999999985099,515.52,515.52,54655.24,773.28,3216.86,5207.6,64-1000000-4-oltp_read_write_50-0.2,"[0.22778913201675435, 0.08392856566044372, 0.1028295665921117, 0.08249645490869975, 0.059812254364280795, 0.0627544609546205, 0.056422441062424514, 0.051284192884345325, 0.07987103389305705, 0.05198513576557591, 0.07780742851790036, 0.06301933337978598]"
31,8,2,2,1,1,1,1024,1,25,100,0.048,4000,132.13,6.117062891346663,93.67942871504148,91194,3888.78,33.30000000074506,518.24,518.24,54949.08,777.4200000000001,2644.02,5673.52,64-1000000-4-oltp_read_write_50-0.2,"[0.22778913201675435, 0.08392856566044372, 0.1028295665921117, 0.08249645490869975, 0.059812254364280795, 0.0627544609546205, 0.056422441062424514, 0.051284192884345325, 0.07987103389305705, 0.05198513576557591, 0.07780742851790036, 0.06301933337978598]"
32,8,3,2,1,1,1,1024,1,25,100,0.048,4000,133.77,6.03734674898972,93.73879197854724,93658,3937.4,31.539999999105927,524.82,524.82,55629.7,787.32,2829.98,5451.26,64-1000000-4-oltp_read_write_50-0.2,"[0.22778913201675435, 0.08392856566044372, 0.1028295665921117, 0.08249645490869975, 0.059812254364280795, 0.0627544609546205, 0.056422441062424514, 0.051284192884345325, 0.07987103389305705, 0.05198513576557591, 0.07780742851790036, 0.06301933337978598]"
33,8,7,2,1,1,1,1024,1,25,100,0.048,4000,135.99,6.160055889879928,93.70716412112372,96881,4160.72,34.46000000089406,554.46,554.48,58796.9,831.72,2827.08,5497.08,64-1000000-4-oltp_read_write_50-0.2,"[0.22778913201675435, 0.08392856566044372, 0.1028295665921117, 0.08249645490869975, 0.059812254364280795, 0.0627544609546205, 0.056422441062424514, 0.051284192884345325, 0.07987103389305705, 0.05198513576557591, 0.07780742851790036, 0.06301933337978598]"
34,8,15,2,1,1,1,1024,1,25,100,0.048,4000,135.35,6.032667266650421,93.7066875316639,95098,3891.8,31.080000001937147,518.8,518.8,54975.02,778.04,2867.44,5421.46,64-1000000-4-oltp_read_write_50-0.2,"[0.22778913201675435, 0.08392856566044372, 0.1028295665921117, 0.08249645490869975, 0.059812254364280795, 0.0627544609546205, 0.056422441062424514, 0.051284192884345325, 0.07987103389305705, 0.05198513576557591, 0.07780742851790036, 0.06301933337978598]"
35,8,23,2,1,1,1,1024,1,25,100,0.048,4000,137.58,6.161941529847809,93.69079130677068,97507,4180.82,34.92000000178814,557.1800000000001,557.1800000000001,59079.54,835.78,2865.74,5408.16,64-1000000-4-oltp_read_write_50-0.2,"[0.22778913201675435, 0.08392856566044372, 0.1028295665921117, 0.08249645490869975, 0.059812254364280795, 0.0627544609546205, 0.056422441062424514, 0.051284192884345325, 0.07987103389305705, 0.05198513576557591, 0.07780742851790036, 0.06301933337978598]"
36,9,1,2,1,1,1,1024,1,25,100,0.048,4000,137.17,6.276827097566766,93.71788560188055,98547,4163.24,34.48000000044703,554.8000000000001,554.8000000000001,58832.84,832.2,2815.8,5452.9800000000005,64-1000000-4-oltp_read_write_50-0.2,"[0.22778913201675435, 0.08392856566044372, 0.1028295665921117, 0.08249645490869975, 0.059812254364280795, 0.0627544609546205, 0.056422441062424514, 0.051284192884345325, 0.07987103389305705, 0.05198513576557591, 0.07780742851790036, 0.06301933337978598]"
37,9,2,2,1,1,1,1024,1,25,100,0.048,4000,138.29,6.1619252392217305,93.68980376880752,98239,4203.76,34.91999999806284,560.26,560.26,59389.96,840.48,2873.84,5426.62,64-1000000-4-oltp_read_write_50-0.2,"[0.22778913201675435, 0.08392856566044372, 0.1028295665921117, 0.08249645490869975, 0.059812254364280795, 0.0627544609546205, 0.056422441062424514, 0.051284192884345325, 0.07987103389305705, 0.05198513576557591, 0.07780742851790036, 0.06301933337978598]"
38,9,3,2,1,1,1,1024,1,25,100,0.048,4000,139.35,6.290859435599856,93.72838544695736,101356,4234.62,33.63999999687075,564.38,564.36,59831.46,846.62,2842.8,5456.46,64-1000000-4-oltp_read_write_50-0.2,"[0.22778913201675435, 0.08392856566044372, 0.1028295665921117, 0.08249645490869975, 0.059812254364280795, 0.0627544609546205, 0.056422441062424514, 0.051284192884345325, 0.07987103389305705, 0.05198513576557591, 0.07780742851790036, 0.06301933337978598]"
39,9,7,2,1,1,1,1024,1,25,100,0.048,4000,140.36,6.183807622693465,93.7106762543652,100775,4301.14,35.14000000059605,573.24,573.24,60771.6,859.96,2993.3,5263.52,64-1000000-4-oltp_read_write_50-0.2,"[0.22778913201675435, 0.08392856566044372, 0.1028295665921117, 0.08249645490869975, 0.059812254364280795, 0.0627544609546205, 0.056422441062424514, 0.051284192884345325, 0.07987103389305705, 0.05198513576557591, 0.07780742851790036, 0.06301933337978598]"
40,9,15,2,1,1,1,1024,1,25,100,0.048,4000,141.81,6.251281359556998,93.72672395342016,102409,4239.9,32.33999999985099,565.04,565.02,59911.7,847.5600000000001,2865.46,5407.76,64-1000000-4-oltp_read_write_50-0.2,"[0.22778913201675435, 0.08392856566044372, 0.1028295665921117, 0.08249645490869975, 0.059812254364280795, 0.0627544609546205, 0.056422441062424514, 0.051284192884345325, 0.07987103389305705, 0.05198513576557591, 0.07780742851790036, 0.06301933337978598]"
41,9,23,2,1,1,1,1024,1,25,100,0.048,4000,141.0,6.3059119740907335,93.79444061376796,102933,4329.38,33.30000000074506,577.02,577.04,61181.44,865.44,2900.4,5411.54,64-1000000-4-oltp_read_write_50-0.2,"[0.22778913201675435, 0.08392856566044372, 0.1028295665921117, 0.08249645490869975, 0.059812254364280795, 0.0627544609546205, 0.056422441062424514, 0.051284192884345325, 0.07987103389305705, 0.05198513576557591, 0.07780742851790036, 0.06301933337978598]"
42,12,1,2,1,1,1,1024,1,25,100,0.048,4000,143.32,6.486322512529313,93.79625048168248,102457,4297.64,31.51999999955296,572.88,572.88,60720.96,859.32,2835.68,5563.34,64-1000000-4-oltp_read_write_50-0.2,"[0.22778913201675435, 0.08392856566044372, 0.1028295665921117, 0.08249645490869975, 0.059812254364280795, 0.0627544609546205, 0.056422441062424514, 0.051284192884345325, 0.07987103389305705, 0.05198513576557591, 0.07780742851790036, 0.06301933337978598]"
43,12,2,2,1,1,1,1024,1,25,100,0.048,4000,144.05,6.527326018353506,93.834492958599,105584,4394.54,31.779999997466803,585.7,585.7,62085.2,878.52,2868.78,5474.72,64-1000000-4-oltp_read_write_50-0.2,"[0.22778913201675435, 0.08392856566044372, 0.1028295665921117, 0.08249645490869975, 0.059812254364280795, 0.0627544609546205, 0.056422441062424514, 0.051284192884345325, 0.07987103389305705, 0.05198513576557591, 0.07780742851790036, 0.06301933337978598]"
44,12,3,2,1,1,1,1024,1,25,100,0.048,4000,144.02,6.363356794278474,93.84940640634134,106570,4419.68,38.53999999910593,589.1800000000001,589.1800000000001,62447.32,883.74,3103.04,5262.46,64-1000000-4-oltp_read_write_50-0.2,"[0.22778913201675435, 0.08392856566044372, 0.1028295665921117, 0.08249645490869975, 0.059812254364280795, 0.0627544609546205, 0.056422441062424514, 0.051284192884345325, 0.07987103389305705, 0.05198513576557591, 0.07780742851790036, 0.06301933337978598]"
45,12,7,2,1,1,1,1024,1,25,100,0.048,4000,143.87,6.380015995765746,93.8378699392568,104863,4312.68,38.44000000134111,574.88,574.88,60928.380000000005,862.22,3061.7000000000003,5237.16,64-1000000-4-oltp_read_write_50-0.2,"[0.22778913201675435, 0.08392856566044372, 0.1028295665921117, 0.08249645490869975, 0.059812254364280795, 0.0627544609546205, 0.056422441062424514, 0.051284192884345325, 0.07987103389305705, 0.05198513576557591, 0.07780742851790036, 0.06301933337978598]"
46,12,15,2,1,1,1,1024,1,25,100,0.048,4000,145.89,6.424619729951914,93.78895482419055,110015,4550.82,34.939999997615814,606.6,606.6,64300.14,910.02,3023.74,5256.96,64-1000000-4-oltp_read_write_50-0.2,"[0.22778913201675435, 0.08392856566044372, 0.1028295665921117, 0.08249645490869975, 0.059812254364280795, 0.0627544609546205, 0.056422441062424514, 0.051284192884345325, 0.07987103389305705, 0.05198513576557591, 0.07780742851790036, 0.06301933337978598]"
47,12,23,2,1,1,1,1024,1,25,100,0.048,4000,144.48,6.445709981730872,93.80501424364482,111255,4557.22,38.10000000149012,607.5,607.5,64395.04,911.2,3038.3,5206.92,64-1000000-4-oltp_read_write_50-0.2,"[0.22778913201675435, 0.08392856566044372, 0.1028295665921117, 0.08249645490869975, 0.059812254364280795, 0.0627544609546205, 0.056422441062424514, 0.051284192884345325, 0.07987103389305705, 0.05198513576557591, 0.07780742851790036, 0.06301933337978598]"
48,16,1,2,1,1,1,1024,1,25,100,0.048,4000,145.04,6.621265913599899,93.79711200007604,113112,4604.04,37.09999999776482,613.6,613.6,65058.9,920.44,3067.08,5118.32,64-1000000-4-oltp_read_write_50-0.2,"[0.22778913201675435, 0.08392856566044372, 0.1028295665921117, 0.08249645490869975, 0.059812254364280795, 0.0627544609546205, 0.056422441062424514, 0.051284192884345325, 0.07987103389305705, 0.05198513576557591, 0.07780742851790036, 0.06301933337978598]"
49,16,2,2,1,1,1,1024,1,25,100,0.048,4000,146.21,6.652822892630354,93.81624644455373,111122,4552.9400000000005,36.319999996572726,606.8000000000001,606.8000000000001,64340.54,910.16,3036.24,5220.3,64-1000000-4-oltp_read_write_50-0.2,"[0.22778913201675435, 0.08392856566044372, 0.1028295665921117, 0.08249645490869975, 0.059812254364280795, 0.0627544609546205, 0.056422441062424514, 0.051284192884345325, 0.07987103389305705, 0.05198513576557591, 0.07780742851790036, 0.06301933337978598]"
50,16,3,2,1,1,1,1024,1,25,100,0.048,4000,146.3,6.659972441147872,93.81857296098,110692,4516.3,36.98000000044704,602.02,602.02,63801.86,902.96,3060.52,5167.52,64-1000000-4-oltp_read_write_50-0.2,"[0.22778913201675435, 0.08392856566044372, 0.1028295665921117, 0.08249645490869975, 0.059812254364280795, 0.0627544609546205, 0.056422441062424514, 0.051284192884345325, 0.07987103389305705, 0.05198513576557591, 0.07780742851790036, 0.06301933337978598]"
51,16,7,2,1,1,1,1024,1,25,100,0.048,4000,148.1,6.644573726852954,93.9210078759935,108311,4433.06,39.17999999970198,590.9,590.92,62630.7,886.28,3079.54,5120.14,64-1000000-4-oltp_read_write_50-0.2,"[0.22778913201675435, 0.08392856566044372, 0.1028295665921117, 0.08249645490869975, 0.059812254364280795, 0.0627544609546205, 0.056422441062424514, 0.051284192884345325, 0.07987103389305705, 0.05198513576557591, 0.07780742851790036, 0.06301933337978598]"
52,16,15,2,1,1,1,1024,1,25,100,0.048,4000,144.98,6.615028640142427,93.91089038856558,111469,4495.9400000000005,35.32000000029802,599.28,599.28,63519.18,899.02,3106.62,5058.96,64-1000000-4-oltp_read_write_50-0.2,"[0.22778913201675435, 0.08392856566044372, 0.1028295665921117, 0.08249645490869975, 0.059812254364280795, 0.0627544609546205, 0.056422441062424514, 0.051284192884345325, 0.07987103389305705, 0.05198513576557591, 0.07780742851790036, 0.06301933337978598]"
53,16,23,2,1,1,1,1024,1,25,100,0.048,4000,148.63,6.633325049549981,93.80665934699154,115058,4642.82,37.339999999851,618.8000000000001,618.82,65598.16,928.26,3075.9,5117.4400000000005,64-1000000-4-oltp_read_write_50-0.2,"[0.22778913201675435, 0.08392856566044372, 0.1028295665921117, 0.08249645490869975, 0.059812254364280795, 0.0627544609546205, 0.056422441062424514, 0.051284192884345325, 0.07987103389305705, 0.05198513576557591, 0.07780742851790036, 0.06301933337978598]"
54,18,1,2,1,1,1,1024,1,25,100,0.048,4000,142.14,6.11073805577405,92.98850943427728,117048,4505.16,37.819999996572726,600.54,600.5600000000001,63652.3,900.84,3652.32,4643.6,64-1000000-4-oltp_read_write_50-0.2,"[0.22778913201675435, 0.08392856566044372, 0.1028295665921117, 0.08249645490869975, 0.059812254364280795, 0.0627544609546205, 0.056422441062424514, 0.051284192884345325, 0.07987103389305705, 0.05198513576557591, 0.07780742851790036, 0.06301933337978598]"
