innodb_read_io_threads,innodb_buffer_pool_size,innodb_write_io_threads,innodb_flush_log_at_trx_commit,innodb_adaptive_hash_index,sync_binlog,innodb_lru_scan_depth,innodb_buffer_pool_instances,innodb_change_buffer_max_size,innodb_io_capacity,innodb_log_file_size,table_open_cache,tps,workload,num_table,table_size,num_client
2,1GB,2,1,ON,1,5000,1,25,100,48MB,4000,338.32,oltp_read_write,64,1000000,4
2,1GB,2,1,ON,1,10000,1,25,100,48MB,4000,348.89,oltp_read_write,64,1000000,4
3,1GB,2,1,ON,1,100,1,25,100,48MB,4000,340.38,oltp_read_write,64,1000000,4
3,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,354.70,oltp_read_write,64,1000000,4
3,1GB,2,1,ON,1,5000,1,25,100,48MB,4000,355.86,oltp_read_write,64,1000000,4
3,1GB,2,1,ON,1,10000,1,25,100,48MB,4000,337.14,oltp_read_write,64,1000000,4
1,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,343.12,oltp_read_write,64,1000000,4
1,1GB,2,1,ON,1,1024,2,25,100,48MB,4000,362.37,oltp_read_write,64,1000000,4
1,1GB,2,1,ON,1,1024,4,25,100,48MB,4000,365.59,oltp_read_write,64,1000000,4
1,1GB,2,1,ON,1,1024,8,25,100,48MB,4000,365.11,oltp_read_write,64,1000000,4
2,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,350.38,oltp_read_write,64,1000000,4
2,1GB,2,1,ON,1,1024,2,25,100,48MB,4000,361.87,oltp_read_write,64,1000000,4
2,1GB,2,1,ON,1,1024,4,25,100,48MB,4000,369.39,oltp_read_write,64,1000000,4
2,1GB,2,1,ON,1,1024,8,25,100,48MB,4000,375.70,oltp_read_write,64,1000000,4
3,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,348.24,oltp_read_write,64,1000000,4
3,1GB,2,1,ON,1,1024,2,25,100,48MB,4000,351.08,oltp_read_write,64,1000000,4
3,1GB,2,1,ON,1,1024,4,25,100,48MB,4000,370.79,oltp_read_write,64,1000000,4
3,1GB,2,1,ON,1,1024,8,25,100,48MB,4000,375.07,oltp_read_write,64,1000000,4
1,1GB,2,1,ON,1,1024,1,0,100,48MB,4000,322.16,oltp_read_write,64,1000000,4
1,1GB,2,1,ON,1,1024,1,10,100,48MB,4000,352.50,oltp_read_write,64,1000000,4
1,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,355.04,oltp_read_write,64,1000000,4
1,1GB,2,1,ON,1,1024,1,50,100,48MB,4000,358.65,oltp_read_write,64,1000000,4
2,1GB,2,1,ON,1,1024,1,0,100,48MB,4000,327.18,oltp_read_write,64,1000000,4
2,1GB,2,1,ON,1,1024,1,10,100,48MB,4000,344.72,oltp_read_write,64,1000000,4
2,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,339.95,oltp_read_write,64,1000000,4
2,1GB,2,1,ON,1,1024,1,50,100,48MB,4000,350.86,oltp_read_write,64,1000000,4
3,1GB,2,1,ON,1,1024,1,0,100,48MB,4000,327.61,oltp_read_write,64,1000000,4
3,1GB,2,1,ON,1,1024,1,10,100,48MB,4000,352.25,oltp_read_write,64,1000000,4
3,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,359.85,oltp_read_write,64,1000000,4
3,1GB,2,1,ON,1,1024,1,50,100,48MB,4000,346.60,oltp_read_write,64,1000000,4
1,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,357.45,oltp_read_write,64,1000000,4
1,1GB,2,1,ON,1,1024,1,25,5000,48MB,4000,322.21,oltp_read_write,64,1000000,4
1,1GB,2,1,ON,1,1024,1,25,10000,48MB,4000,327.83,oltp_read_write,64,1000000,4
1,1GB,2,1,ON,1,1024,1,25,20000,48MB,4000,310.54,oltp_read_write,64,1000000,4
2,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,358.59,oltp_read_write,64,1000000,4
2,1GB,2,1,ON,1,1024,1,25,5000,48MB,4000,326.05,oltp_read_write,64,1000000,4
2,1GB,2,1,ON,1,1024,1,25,10000,48MB,4000,323.32,oltp_read_write,64,1000000,4
2,1GB,2,1,ON,1,1024,1,25,20000,48MB,4000,311.62,oltp_read_write,64,1000000,4
3,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,357.59,oltp_read_write,64,1000000,4
3,1GB,2,1,ON,1,1024,1,25,5000,48MB,4000,320.24,oltp_read_write,64,1000000,4
3,1GB,2,1,ON,1,1024,1,25,10000,48MB,4000,326.47,oltp_read_write,64,1000000,4
3,1GB,2,1,ON,1,1024,1,25,20000,48MB,4000,308.85,oltp_read_write,64,1000000,4
1,1GB,2,1,ON,1,1024,1,25,100,4MB,4000,320.60,oltp_read_write,64,1000000,4
1,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,361.94,oltp_read_write,64,1000000,4
1,1GB,2,1,ON,1,1024,1,25,100,512MB,4000,355.53,oltp_read_write,64,1000000,4
1,1GB,2,1,ON,1,1024,1,25,100,5GB,4000,359.57,oltp_read_write,64,1000000,4
2,1GB,2,1,ON,1,1024,1,25,100,4MB,4000,316.61,oltp_read_write,64,1000000,4
2,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,364.29,oltp_read_write,64,1000000,4
2,1GB,2,1,ON,1,1024,1,25,100,512MB,4000,353.37,oltp_read_write,64,1000000,4
2,1GB,2,1,ON,1,1024,1,25,100,5GB,4000,353.98,oltp_read_write,64,1000000,4
3,1GB,2,1,ON,1,1024,1,25,100,4MB,4000,327.63,oltp_read_write,64,1000000,4
3,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,364.77,oltp_read_write,64,1000000,4
3,1GB,2,1,ON,1,1024,1,25,100,512MB,4000,357.33,oltp_read_write,64,1000000,4
3,1GB,2,1,ON,1,1024,1,25,100,5GB,4000,357.06,oltp_read_write,64,1000000,4
1,1GB,2,1,ON,1,1024,1,25,100,48MB,1,296.97,oltp_read_write,64,1000000,4
1,1GB,2,1,ON,1,1024,1,25,100,48MB,1000,349.53,oltp_read_write,64,1000000,4
1,1GB,2,1,ON,1,1024,1,25,100,48MB,2000,352.11,oltp_read_write,64,1000000,4
1,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,351.45,oltp_read_write,64,1000000,4
2,1GB,2,1,ON,1,1024,1,25,100,48MB,1,293.09,oltp_read_write,64,1000000,4
2,1GB,2,1,ON,1,1024,1,25,100,48MB,1000,354.69,oltp_read_write,64,1000000,4
2,1GB,2,1,ON,1,1024,1,25,100,48MB,2000,353.37,oltp_read_write,64,1000000,4
2,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,359.11,oltp_read_write,64,1000000,4
3,1GB,2,1,ON,1,1024,1,25,100,48MB,1,289.76,oltp_read_write,64,1000000,4
3,1GB,2,1,ON,1,1024,1,25,100,48MB,1000,353.62,oltp_read_write,64,1000000,4
3,1GB,2,1,ON,1,1024,1,25,100,48MB,2000,359.99,oltp_read_write,64,1000000,4
3,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,349.82,oltp_read_write,64,1000000,4
2,1GB,1,1,ON,1,1024,1,25,100,48MB,4000,341.49,oltp_read_write,64,1000000,4
2,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,348.94,oltp_read_write,64,1000000,4
2,1GB,3,1,ON,1,1024,1,25,100,48MB,4000,353.57,oltp_read_write,64,1000000,4
2,2GB,1,1,ON,1,1024,1,25,100,48MB,4000,340.50,oltp_read_write,64,1000000,4
2,2GB,2,1,ON,1,1024,1,25,100,48MB,4000,350.00,oltp_read_write,64,1000000,4
2,2GB,3,1,ON,1,1024,1,25,100,48MB,4000,363.20,oltp_read_write,64,1000000,4
2,3GB,1,1,ON,1,1024,1,25,100,48MB,4000,343.79,oltp_read_write,64,1000000,4
2,3GB,2,1,ON,1,1024,1,25,100,48MB,4000,358.92,oltp_read_write,64,1000000,4
2,3GB,3,1,ON,1,1024,1,25,100,48MB,4000,346.89,oltp_read_write,64,1000000,4
2,4GB,1,1,ON,1,1024,1,25,100,48MB,4000,344.52,oltp_read_write,64,1000000,4
2,4GB,2,1,ON,1,1024,1,25,100,48MB,4000,357.09,oltp_read_write,64,1000000,4
2,4GB,3,1,ON,1,1024,1,25,100,48MB,4000,354.89,oltp_read_write,64,1000000,4
2,6GB,1,1,ON,1,1024,1,25,100,48MB,4000,344.05,oltp_read_write,64,1000000,4
2,6GB,2,1,ON,1,1024,1,25,100,48MB,4000,353.91,oltp_read_write,64,1000000,4
2,6GB,3,1,ON,1,1024,1,25,100,48MB,4000,353.12,oltp_read_write,64,1000000,4
2,8GB,1,1,ON,1,1024,1,25,100,48MB,4000,368.08,oltp_read_write,64,1000000,4
2,8GB,2,1,ON,1,1024,1,25,100,48MB,4000,373.57,oltp_read_write,64,1000000,4
2,8GB,3,1,ON,1,1024,1,25,100,48MB,4000,368.48,oltp_read_write,64,1000000,4
2,9GB,1,1,ON,1,1024,1,25,100,48MB,4000,370.28,oltp_read_write,64,1000000,4
2,9GB,2,1,ON,1,1024,1,25,100,48MB,4000,376.62,oltp_read_write,64,1000000,4
2,9GB,3,1,ON,1,1024,1,25,100,48MB,4000,375.95,oltp_read_write,64,1000000,4
2,1GB,2,0,ON,1,1024,1,25,100,48MB,4000,345.98,oltp_read_write,64,1000000,4
2,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,359.58,oltp_read_write,64,1000000,4
2,1GB,2,2,ON,1,1024,1,25,100,48MB,4000,373.39,oltp_read_write,64,1000000,4
2,2GB,2,0,ON,1,1024,1,25,100,48MB,4000,376.07,oltp_read_write,64,1000000,4
2,2GB,2,1,ON,1,1024,1,25,100,48MB,4000,360.91,oltp_read_write,64,1000000,4
2,2GB,2,2,ON,1,1024,1,25,100,48MB,4000,375.26,oltp_read_write,64,1000000,4
2,3GB,2,0,ON,1,1024,1,25,100,48MB,4000,366.91,oltp_read_write,64,1000000,4
2,3GB,2,1,ON,1,1024,1,25,100,48MB,4000,353.08,oltp_read_write,64,1000000,4
2,3GB,2,2,ON,1,1024,1,25,100,48MB,4000,363.59,oltp_read_write,64,1000000,4
2,4GB,2,0,ON,1,1024,1,25,100,48MB,4000,366.37,oltp_read_write,64,1000000,4
2,4GB,2,1,ON,1,1024,1,25,100,48MB,4000,348.41,oltp_read_write,64,1000000,4
2,4GB,2,2,ON,1,1024,1,25,100,48MB,4000,362.46,oltp_read_write,64,1000000,4
2,6GB,2,0,ON,1,1024,1,25,100,48MB,4000,368.85,oltp_read_write,64,1000000,4
2,6GB,2,1,ON,1,1024,1,25,100,48MB,4000,346.71,oltp_read_write,64,1000000,4
2,6GB,2,2,ON,1,1024,1,25,100,48MB,4000,362.50,oltp_read_write,64,1000000,4
2,8GB,2,0,ON,1,1024,1,25,100,48MB,4000,390.22,oltp_read_write,64,1000000,4
2,8GB,2,1,ON,1,1024,1,25,100,48MB,4000,364.36,oltp_read_write,64,1000000,4
2,8GB,2,2,ON,1,1024,1,25,100,48MB,4000,382.50,oltp_read_write,64,1000000,4
2,9GB,2,0,ON,1,1024,1,25,100,48MB,4000,387.47,oltp_read_write,64,1000000,4
2,9GB,2,1,ON,1,1024,1,25,100,48MB,4000,377.17,oltp_read_write,64,1000000,4
2,9GB,2,2,ON,1,1024,1,25,100,48MB,4000,390.90,oltp_read_write,64,1000000,4
2,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,337.44,oltp_read_write,64,1000000,4
2,1GB,2,1,OFF,1,1024,1,25,100,48MB,4000,362.04,oltp_read_write,64,1000000,4
2,2GB,2,1,ON,1,1024,1,25,100,48MB,4000,363.74,oltp_read_write,64,1000000,4
2,2GB,2,1,OFF,1,1024,1,25,100,48MB,4000,361.49,oltp_read_write,64,1000000,4
2,3GB,2,1,ON,1,1024,1,25,100,48MB,4000,356.67,oltp_read_write,64,1000000,4
2,3GB,2,1,OFF,1,1024,1,25,100,48MB,4000,360.80,oltp_read_write,64,1000000,4
2,4GB,2,1,ON,1,1024,1,25,100,48MB,4000,351.80,oltp_read_write,64,1000000,4
2,4GB,2,1,OFF,1,1024,1,25,100,48MB,4000,351.70,oltp_read_write,64,1000000,4
2,6GB,2,1,ON,1,1024,1,25,100,48MB,4000,358.33,oltp_read_write,64,1000000,4
2,6GB,2,1,OFF,1,1024,1,25,100,48MB,4000,351.11,oltp_read_write,64,1000000,4
2,8GB,2,1,ON,1,1024,1,25,100,48MB,4000,381.14,oltp_read_write,64,1000000,4
2,8GB,2,1,OFF,1,1024,1,25,100,48MB,4000,385.20,oltp_read_write,64,1000000,4
2,9GB,2,1,ON,1,1024,1,25,100,48MB,4000,381.42,oltp_read_write,64,1000000,4
2,9GB,2,1,OFF,1,1024,1,25,100,48MB,4000,376.31,oltp_read_write,64,1000000,4
2,1GB,2,1,ON,0,1024,1,25,100,48MB,4000,342.85,oltp_read_write,64,1000000,4
2,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,360.26,oltp_read_write,64,1000000,4
