innodb_read_io_threads,innodb_buffer_pool_size,innodb_write_io_threads,innodb_flush_log_at_trx_commit,innodb_adaptive_hash_index,sync_binlog,innodb_lru_scan_depth,innodb_buffer_pool_instances,innodb_change_buffer_max_size,innodb_io_capacity,innodb_log_file_size,table_open_cache,tps,workload,num_table,table_size,num_client
2,1GB,2,1,ON,1,1024,1,50,100,48MB,4000,772.23,oltp_write_only,64,1000000,4
3,1GB,2,1,ON,1,1024,1,0,100,48MB,4000,652.43,oltp_write_only,64,1000000,4
3,1GB,2,1,ON,1,1024,1,10,100,48MB,4000,764.18,oltp_write_only,64,1000000,4
3,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,782.52,oltp_write_only,64,1000000,4
3,1GB,2,1,ON,1,1024,1,50,100,48MB,4000,769.97,oltp_write_only,64,1000000,4
1,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,778.39,oltp_write_only,64,1000000,4
1,1GB,2,1,ON,1,1024,1,25,5000,48MB,4000,698.98,oltp_write_only,64,1000000,4
1,1GB,2,1,ON,1,1024,1,25,10000,48MB,4000,658.86,oltp_write_only,64,1000000,4
1,1GB,2,1,ON,1,1024,1,25,20000,48MB,4000,675.72,oltp_write_only,64,1000000,4
2,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,775.41,oltp_write_only,64,1000000,4
2,1GB,2,1,ON,1,1024,1,25,5000,48MB,4000,708.83,oltp_write_only,64,1000000,4
2,1GB,2,1,ON,1,1024,1,25,10000,48MB,4000,671.19,oltp_write_only,64,1000000,4
2,1GB,2,1,ON,1,1024,1,25,20000,48MB,4000,686.16,oltp_write_only,64,1000000,4
3,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,764.82,oltp_write_only,64,1000000,4
3,1GB,2,1,ON,1,1024,1,25,5000,48MB,4000,700.89,oltp_write_only,64,1000000,4
3,1GB,2,1,ON,1,1024,1,25,10000,48MB,4000,662.08,oltp_write_only,64,1000000,4
3,1GB,2,1,ON,1,1024,1,25,20000,48MB,4000,660.99,oltp_write_only,64,1000000,4
1,1GB,2,1,ON,1,1024,1,25,100,4MB,4000,612.19,oltp_write_only,64,1000000,4
1,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,803.66,oltp_write_only,64,1000000,4
1,1GB,2,1,ON,1,1024,1,25,100,512MB,4000,806.38,oltp_write_only,64,1000000,4
1,1GB,2,1,ON,1,1024,1,25,100,5GB,4000,830.10,oltp_write_only,64,1000000,4
2,1GB,2,1,ON,1,1024,1,25,100,4MB,4000,644.44,oltp_write_only,64,1000000,4
2,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,801.71,oltp_write_only,64,1000000,4
2,1GB,2,1,ON,1,1024,1,25,100,512MB,4000,812.32,oltp_write_only,64,1000000,4
2,1GB,2,1,ON,1,1024,1,25,100,5GB,4000,816.99,oltp_write_only,64,1000000,4
3,1GB,2,1,ON,1,1024,1,25,100,4MB,4000,609.39,oltp_write_only,64,1000000,4
3,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,814.30,oltp_write_only,64,1000000,4
3,1GB,2,1,ON,1,1024,1,25,100,512MB,4000,808.44,oltp_write_only,64,1000000,4
3,1GB,2,1,ON,1,1024,1,25,100,5GB,4000,811.97,oltp_write_only,64,1000000,4
1,1GB,2,1,ON,1,1024,1,25,100,48MB,1,720.14,oltp_write_only,64,1000000,4
1,1GB,2,1,ON,1,1024,1,25,100,48MB,1000,761.82,oltp_write_only,64,1000000,4
1,1GB,2,1,ON,1,1024,1,25,100,48MB,2000,784.37,oltp_write_only,64,1000000,4
1,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,793.21,oltp_write_only,64,1000000,4
2,1GB,2,1,ON,1,1024,1,25,100,48MB,1,721.57,oltp_write_only,64,1000000,4
2,1GB,2,1,ON,1,1024,1,25,100,48MB,1000,764.24,oltp_write_only,64,1000000,4
2,1GB,2,1,ON,1,1024,1,25,100,48MB,2000,775.69,oltp_write_only,64,1000000,4
2,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,777.87,oltp_write_only,64,1000000,4
3,1GB,2,1,ON,1,1024,1,25,100,48MB,1,729.07,oltp_write_only,64,1000000,4
3,1GB,2,1,ON,1,1024,1,25,100,48MB,1000,759.44,oltp_write_only,64,1000000,4
3,1GB,2,1,ON,1,1024,1,25,100,48MB,2000,761.96,oltp_write_only,64,1000000,4
3,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,769.35,oltp_write_only,64,1000000,4
2,1GB,1,1,ON,1,1024,1,25,100,48MB,4000,741.21,oltp_write_only,64,1000000,4
2,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,765.69,oltp_write_only,64,1000000,4
2,1GB,3,1,ON,1,1024,1,25,100,48MB,4000,800.69,oltp_write_only,64,1000000,4
2,2GB,1,1,ON,1,1024,1,25,100,48MB,4000,664.12,oltp_write_only,64,1000000,4
2,2GB,2,1,ON,1,1024,1,25,100,48MB,4000,754.21,oltp_write_only,64,1000000,4
2,2GB,3,1,ON,1,1024,1,25,100,48MB,4000,761.95,oltp_write_only,64,1000000,4
2,3GB,1,1,ON,1,1024,1,25,100,48MB,4000,731.25,oltp_write_only,64,1000000,4
2,3GB,2,1,ON,1,1024,1,25,100,48MB,4000,758.57,oltp_write_only,64,1000000,4
2,3GB,3,1,ON,1,1024,1,25,100,48MB,4000,767.81,oltp_write_only,64,1000000,4
2,4GB,1,1,ON,1,1024,1,25,100,48MB,4000,759.77,oltp_write_only,64,1000000,4
2,4GB,2,1,ON,1,1024,1,25,100,48MB,4000,760.59,oltp_write_only,64,1000000,4
2,4GB,3,1,ON,1,1024,1,25,100,48MB,4000,796.12,oltp_write_only,64,1000000,4
2,6GB,1,1,ON,1,1024,1,25,100,48MB,4000,785.35,oltp_write_only,64,1000000,4
2,6GB,2,1,ON,1,1024,1,25,100,48MB,4000,763.14,oltp_write_only,64,1000000,4
2,6GB,3,1,ON,1,1024,1,25,100,48MB,4000,784.28,oltp_write_only,64,1000000,4
2,8GB,1,1,ON,1,1024,1,25,100,48MB,4000,772.55,oltp_write_only,64,1000000,4
2,8GB,2,1,ON,1,1024,1,25,100,48MB,4000,798.12,oltp_write_only,64,1000000,4
2,8GB,3,1,ON,1,1024,1,25,100,48MB,4000,822.00,oltp_write_only,64,1000000,4
2,9GB,1,1,ON,1,1024,1,25,100,48MB,4000,769.93,oltp_write_only,64,1000000,4
2,9GB,2,1,ON,1,1024,1,25,100,48MB,4000,782.81,oltp_write_only,64,1000000,4
2,9GB,3,1,ON,1,1024,1,25,100,48MB,4000,796.46,oltp_write_only,64,1000000,4
2,1GB,2,0,ON,1,1024,1,25,100,48MB,4000,777.95,oltp_write_only,64,1000000,4
2,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,767.09,oltp_write_only,64,1000000,4
2,1GB,2,2,ON,1,1024,1,25,100,48MB,4000,784.92,oltp_write_only,64,1000000,4
2,2GB,2,0,ON,1,1024,1,25,100,48MB,4000,725.37,oltp_write_only,64,1000000,4
2,2GB,2,1,ON,1,1024,1,25,100,48MB,4000,728.69,oltp_write_only,64,1000000,4
2,2GB,2,2,ON,1,1024,1,25,100,48MB,4000,773.20,oltp_write_only,64,1000000,4
2,3GB,2,0,ON,1,1024,1,25,100,48MB,4000,777.59,oltp_write_only,64,1000000,4
2,3GB,2,1,ON,1,1024,1,25,100,48MB,4000,765.60,oltp_write_only,64,1000000,4
2,3GB,2,2,ON,1,1024,1,25,100,48MB,4000,788.44,oltp_write_only,64,1000000,4
2,4GB,2,0,ON,1,1024,1,25,100,48MB,4000,805.71,oltp_write_only,64,1000000,4
2,4GB,2,1,ON,1,1024,1,25,100,48MB,4000,808.34,oltp_write_only,64,1000000,4
2,4GB,2,2,ON,1,1024,1,25,100,48MB,4000,829.63,oltp_write_only,64,1000000,4
2,6GB,2,0,ON,1,1024,1,25,100,48MB,4000,791.82,oltp_write_only,64,1000000,4
2,6GB,2,1,ON,1,1024,1,25,100,48MB,4000,792.51,oltp_write_only,64,1000000,4
2,6GB,2,2,ON,1,1024,1,25,100,48MB,4000,814.94,oltp_write_only,64,1000000,4
2,8GB,2,0,ON,1,1024,1,25,100,48MB,4000,797.62,oltp_write_only,64,1000000,4
2,8GB,2,1,ON,1,1024,1,25,100,48MB,4000,781.05,oltp_write_only,64,1000000,4
2,8GB,2,2,ON,1,1024,1,25,100,48MB,4000,824.16,oltp_write_only,64,1000000,4
2,9GB,2,0,ON,1,1024,1,25,100,48MB,4000,793.65,oltp_write_only,64,1000000,4
2,9GB,2,1,ON,1,1024,1,25,100,48MB,4000,787.44,oltp_write_only,64,1000000,4
2,9GB,2,2,ON,1,1024,1,25,100,48MB,4000,826.47,oltp_write_only,64,1000000,4
2,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,752.77,oltp_write_only,64,1000000,4
2,1GB,2,1,OFF,1,1024,1,25,100,48MB,4000,771.29,oltp_write_only,64,1000000,4
2,2GB,2,1,ON,1,1024,1,25,100,48MB,4000,709.01,oltp_write_only,64,1000000,4
2,2GB,2,1,OFF,1,1024,1,25,100,48MB,4000,753.10,oltp_write_only,64,1000000,4
2,3GB,2,1,ON,1,1024,1,25,100,48MB,4000,759.87,oltp_write_only,64,1000000,4
2,3GB,2,1,OFF,1,1024,1,25,100,48MB,4000,785.74,oltp_write_only,64,1000000,4
2,4GB,2,1,ON,1,1024,1,25,100,48MB,4000,795.28,oltp_write_only,64,1000000,4
2,4GB,2,1,OFF,1,1024,1,25,100,48MB,4000,769.27,oltp_write_only,64,1000000,4
2,6GB,2,1,ON,1,1024,1,25,100,48MB,4000,799.99,oltp_write_only,64,1000000,4
2,6GB,2,1,OFF,1,1024,1,25,100,48MB,4000,787.31,oltp_write_only,64,1000000,4
2,8GB,2,1,ON,1,1024,1,25,100,48MB,4000,788.51,oltp_write_only,64,1000000,4
2,8GB,2,1,OFF,1,1024,1,25,100,48MB,4000,785.55,oltp_write_only,64,1000000,4
2,9GB,2,1,ON,1,1024,1,25,100,48MB,4000,791.08,oltp_write_only,64,1000000,4
2,9GB,2,1,OFF,1,1024,1,25,100,48MB,4000,778.46,oltp_write_only,64,1000000,4
2,1GB,2,1,ON,0,1024,1,25,100,48MB,4000,835.26,oltp_write_only,64,1000000,4
2,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,768.80,oltp_write_only,64,1000000,4
2,2GB,2,1,ON,0,1024,1,25,100,48MB,4000,801.12,oltp_write_only,64,1000000,4
2,2GB,2,1,ON,1,1024,1,25,100,48MB,4000,742.48,oltp_write_only,64,1000000,4
2,3GB,2,1,ON,0,1024,1,25,100,48MB,4000,857.46,oltp_write_only,64,1000000,4
2,3GB,2,1,ON,1,1024,1,25,100,48MB,4000,759.82,oltp_write_only,64,1000000,4
2,4GB,2,1,ON,0,1024,1,25,100,48MB,4000,897.22,oltp_write_only,64,1000000,4
2,4GB,2,1,ON,1,1024,1,25,100,48MB,4000,792.08,oltp_write_only,64,1000000,4
2,6GB,2,1,ON,0,1024,1,25,100,48MB,4000,911.99,oltp_write_only,64,1000000,4
2,6GB,2,1,ON,1,1024,1,25,100,48MB,4000,792.84,oltp_write_only,64,1000000,4
2,8GB,2,1,ON,0,1024,1,25,100,48MB,4000,895.94,oltp_write_only,64,1000000,4
2,8GB,2,1,ON,1,1024,1,25,100,48MB,4000,794.69,oltp_write_only,64,1000000,4
2,9GB,2,1,ON,0,1024,1,25,100,48MB,4000,866.35,oltp_write_only,64,1000000,4
2,9GB,2,1,ON,1,1024,1,25,100,48MB,4000,773.20,oltp_write_only,64,1000000,4
2,1GB,2,1,ON,1,100,1,25,100,48MB,4000,741.07,oltp_write_only,64,1000000,4
2,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,766.24,oltp_write_only,64,1000000,4
2,1GB,2,1,ON,1,5000,1,25,100,48MB,4000,779.79,oltp_write_only,64,1000000,4
2,1GB,2,1,ON,1,10000,1,25,100,48MB,4000,786.64,oltp_write_only,64,1000000,4
2,2GB,2,1,ON,1,100,1,25,100,48MB,4000,710.47,oltp_write_only,64,1000000,4
2,2GB,2,1,ON,1,1024,1,25,100,48MB,4000,753.38,oltp_write_only,64,1000000,4
2,2GB,2,1,ON,1,5000,1,25,100,48MB,4000,735.68,oltp_write_only,64,1000000,4
2,2GB,2,1,ON,1,10000,1,25,100,48MB,4000,752.26,oltp_write_only,64,1000000,4
2,3GB,2,1,ON,1,100,1,25,100,48MB,4000,752.25,oltp_write_only,64,1000000,4
2,3GB,2,1,ON,1,1024,1,25,100,48MB,4000,758.71,oltp_write_only,64,1000000,4
2,3GB,2,1,ON,1,5000,1,25,100,48MB,4000,773.78,oltp_write_only,64,1000000,4
2,3GB,2,1,ON,1,10000,1,25,100,48MB,4000,776.17,oltp_write_only,64,1000000,4
2,4GB,2,1,ON,1,100,1,25,100,48MB,4000,787.76,oltp_write_only,64,1000000,4
2,4GB,2,1,ON,1,1024,1,25,100,48MB,4000,783.26,oltp_write_only,64,1000000,4
2,4GB,2,1,ON,1,5000,1,25,100,48MB,4000,786.44,oltp_write_only,64,1000000,4
2,4GB,2,1,ON,1,10000,1,25,100,48MB,4000,765.87,oltp_write_only,64,1000000,4
2,6GB,2,1,ON,1,100,1,25,100,48MB,4000,783.31,oltp_write_only,64,1000000,4
2,6GB,2,1,ON,1,1024,1,25,100,48MB,4000,777.31,oltp_write_only,64,1000000,4
2,6GB,2,1,ON,1,5000,1,25,100,48MB,4000,800.25,oltp_write_only,64,1000000,4
2,6GB,2,1,ON,1,10000,1,25,100,48MB,4000,802.29,oltp_write_only,64,1000000,4
2,8GB,2,1,ON,1,100,1,25,100,48MB,4000,796.08,oltp_write_only,64,1000000,4
2,8GB,2,1,ON,1,1024,1,25,100,48MB,4000,799.13,oltp_write_only,64,1000000,4
2,8GB,2,1,ON,1,5000,1,25,100,48MB,4000,801.39,oltp_write_only,64,1000000,4
2,8GB,2,1,ON,1,10000,1,25,100,48MB,4000,795.65,oltp_write_only,64,1000000,4
2,9GB,2,1,ON,1,100,1,25,100,48MB,4000,824.26,oltp_write_only,64,1000000,4
2,9GB,2,1,ON,1,1024,1,25,100,48MB,4000,801.16,oltp_write_only,64,1000000,4
2,9GB,2,1,ON,1,5000,1,25,100,48MB,4000,812.01,oltp_write_only,64,1000000,4
2,9GB,2,1,ON,1,10000,1,25,100,48MB,4000,791.22,oltp_write_only,64,1000000,4
2,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,777.42,oltp_write_only,64,1000000,4
2,1GB,2,1,ON,1,1024,2,25,100,48MB,4000,830.27,oltp_write_only,64,1000000,4
2,1GB,2,1,ON,1,1024,4,25,100,48MB,4000,878.86,oltp_write_only,64,1000000,4
2,1GB,2,1,ON,1,1024,8,25,100,48MB,4000,877.29,oltp_write_only,64,1000000,4
2,2GB,2,1,ON,1,1024,1,25,100,48MB,4000,738.74,oltp_write_only,64,1000000,4
2,2GB,2,1,ON,1,1024,2,25,100,48MB,4000,831.86,oltp_write_only,64,1000000,4
2,2GB,2,1,ON,1,1024,4,25,100,48MB,4000,851.29,oltp_write_only,64,1000000,4
2,2GB,2,1,ON,1,1024,8,25,100,48MB,4000,861.87,oltp_write_only,64,1000000,4
2,3GB,2,1,ON,1,1024,1,25,100,48MB,4000,781.67,oltp_write_only,64,1000000,4
2,3GB,2,1,ON,1,1024,2,25,100,48MB,4000,824.40,oltp_write_only,64,1000000,4
2,3GB,2,1,ON,1,1024,4,25,100,48MB,4000,834.32,oltp_write_only,64,1000000,4
2,3GB,2,1,ON,1,1024,8,25,100,48MB,4000,956.73,oltp_write_only,64,1000000,4
2,4GB,2,1,ON,1,1024,1,25,100,48MB,4000,801.18,oltp_write_only,64,1000000,4
2,4GB,2,1,ON,1,1024,2,25,100,48MB,4000,806.81,oltp_write_only,64,1000000,4
2,4GB,2,1,ON,1,1024,4,25,100,48MB,4000,884.97,oltp_write_only,64,1000000,4
2,4GB,2,1,ON,1,1024,8,25,100,48MB,4000,945.34,oltp_write_only,64,1000000,4
2,6GB,2,1,ON,1,1024,1,25,100,48MB,4000,802.94,oltp_write_only,64,1000000,4
2,6GB,2,1,ON,1,1024,2,25,100,48MB,4000,848.72,oltp_write_only,64,1000000,4
2,6GB,2,1,ON,1,1024,4,25,100,48MB,4000,907.96,oltp_write_only,64,1000000,4
2,6GB,2,1,ON,1,1024,8,25,100,48MB,4000,981.70,oltp_write_only,64,1000000,4
2,8GB,2,1,ON,1,1024,1,25,100,48MB,4000,792.99,oltp_write_only,64,1000000,4
2,8GB,2,1,ON,1,1024,2,25,100,48MB,4000,829.30,oltp_write_only,64,1000000,4
2,8GB,2,1,ON,1,1024,4,25,100,48MB,4000,890.08,oltp_write_only,64,1000000,4
2,8GB,2,1,ON,1,1024,8,25,100,48MB,4000,951.47,oltp_write_only,64,1000000,4
2,9GB,2,1,ON,1,1024,1,25,100,48MB,4000,775.84,oltp_write_only,64,1000000,4
2,9GB,2,1,ON,1,1024,2,25,100,48MB,4000,892.33,oltp_write_only,64,1000000,4
2,9GB,2,1,ON,1,1024,4,25,100,48MB,4000,909.40,oltp_write_only,64,1000000,4
2,9GB,2,1,ON,1,1024,8,25,100,48MB,4000,966.12,oltp_write_only,64,1000000,4
2,1GB,2,1,ON,1,1024,1,0,100,48MB,4000,664.63,oltp_write_only,64,1000000,4
2,1GB,2,1,ON,1,1024,1,10,100,48MB,4000,773.20,oltp_write_only,64,1000000,4
