id,innodb_buffer_pool_size,innodb_read_io_threads,innodb_write_io_threads,innodb_flush_log_at_trx_commit,innodb_adaptive_hash_index,sync_binlog,innodb_lru_scan_depth,innodb_buffer_pool_instances,innodb_change_buffer_max_size,innodb_io_capacity,innodb_log_file_size,table_open_cache,tps,num_table,table_size,num_client,workload,skew
18,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,352.12,64,1000000,4,oltp_read_only,0.2
19,1GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,352.03,64,1000000,4,oltp_read_only,0.2
20,1GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,349.84,64,1000000,4,oltp_read_only,0.2
21,1GB,2,15,1,ON,1,1024,1,25,100,48MB,4000,346.25,64,1000000,4,oltp_read_only,0.2
22,1GB,2,23,1,ON,1,1024,1,25,100,48MB,4000,351.22,64,1000000,4,oltp_read_only,0.2
23,1GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,349.89,64,1000000,4,oltp_read_only,0.2
24,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,349.99,64,1000000,4,oltp_read_only,0.2
25,1GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,349.23,64,1000000,4,oltp_read_only,0.2
26,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,354.52,64,1000000,4,oltp_read_only,0.2
27,1GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,354.56,64,1000000,4,oltp_read_only,0.2
28,1GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,350.22,64,1000000,4,oltp_read_only,0.2
29,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,356.06,64,1000000,4,oltp_read_only,0.2
30,1GB,2,2,1,ON,1,100,1,25,100,48MB,4000,353.53,64,1000000,4,oltp_read_only,0.2
31,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,353.70,64,1000000,4,oltp_read_only,0.2
32,1GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,352.98,64,1000000,4,oltp_read_only,0.2
33,1GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,356.72,64,1000000,4,oltp_read_only,0.2
34,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,352.46,64,1000000,4,oltp_read_only,0.2
35,1GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,354.76,64,1000000,4,oltp_read_only,0.2
36,1GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,349.66,64,1000000,4,oltp_read_only,0.2
37,1GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,347.20,64,1000000,4,oltp_read_only,0.2
38,1GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,348.42,64,1000000,4,oltp_read_only,0.2
39,1GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,354.20,64,1000000,4,oltp_read_only,0.2
40,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,349.47,64,1000000,4,oltp_read_only,0.2
41,1GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,355.24,64,1000000,4,oltp_read_only,0.2
42,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,352.83,64,1000000,4,oltp_read_only,0.2
43,1GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,355.73,64,1000000,4,oltp_read_only,0.2
44,1GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,355.22,64,1000000,4,oltp_read_only,0.2
45,1GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,356.90,64,1000000,4,oltp_read_only,0.2
46,1GB,2,2,1,ON,1,1024,1,25,100,4MB,4000,351.09,64,1000000,4,oltp_read_only,0.2
47,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,351.80,64,1000000,4,oltp_read_only,0.2
48,1GB,2,2,1,ON,1,1024,1,25,100,512MB,4000,351.12,64,1000000,4,oltp_read_only,0.2
49,1GB,2,2,1,ON,1,1024,1,25,100,5GB,4000,353.21,64,1000000,4,oltp_read_only,0.2
50,1GB,2,2,1,ON,1,1024,1,25,100,48MB,1,293.52,64,1000000,4,oltp_read_only,0.2
51,1GB,2,2,1,ON,1,1024,1,25,100,48MB,1000,349.38,64,1000000,4,oltp_read_only,0.2
52,1GB,2,2,1,ON,1,1024,1,25,100,48MB,2000,353.27,64,1000000,4,oltp_read_only,0.2
53,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,352.07,64,1000000,4,oltp_read_only,0.2
54,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,408.49,64,1000000,4,oltp_read_only,0.6
55,2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,441.60,64,1000000,4,oltp_read_only,0.6
56,3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,491.57,64,1000000,4,oltp_read_only,0.6
57,4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,536.33,64,1000000,4,oltp_read_only,0.6
58,6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,628.77,64,1000000,4,oltp_read_only,0.6
59,8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,713.14,64,1000000,4,oltp_read_only,0.6
60,9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,763.49,64,1000000,4,oltp_read_only,0.6
61,12GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,888.36,64,1000000,4,oltp_read_only,0.6
62,16GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,922.32,64,1000000,4,oltp_read_only,0.6
63,18GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,923.63,64,1000000,4,oltp_read_only,0.6
64,24GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,930.51,64,1000000,4,oltp_read_only,0.6
65,1GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,404.71,64,1000000,4,oltp_read_only,0.6
66,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,411.12,64,1000000,4,oltp_read_only,0.6
67,1GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,407.53,64,1000000,4,oltp_read_only,0.6
68,1GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,414.25,64,1000000,4,oltp_read_only,0.6
69,1GB,15,2,1,ON,1,1024,1,25,100,48MB,4000,412.32,64,1000000,4,oltp_read_only,0.6
70,1GB,23,2,1,ON,1,1024,1,25,100,48MB,4000,412.18,64,1000000,4,oltp_read_only,0.6
71,1GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,408.65,64,1000000,4,oltp_read_only,0.6
72,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,394.02,64,1000000,4,oltp_read_only,0.6
73,1GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,413.90,64,1000000,4,oltp_read_only,0.6
74,1GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,409.77,64,1000000,4,oltp_read_only,0.6
75,1GB,2,15,1,ON,1,1024,1,25,100,48MB,4000,401.48,64,1000000,4,oltp_read_only,0.6
76,1GB,2,23,1,ON,1,1024,1,25,100,48MB,4000,407.80,64,1000000,4,oltp_read_only,0.6
77,1GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,407.62,64,1000000,4,oltp_read_only,0.6
78,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,419.56,64,1000000,4,oltp_read_only,0.6
79,1GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,417.22,64,1000000,4,oltp_read_only,0.6
80,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,403.98,64,1000000,4,oltp_read_only,0.6
81,1GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,415.11,64,1000000,4,oltp_read_only,0.6
82,1GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,408.97,64,1000000,4,oltp_read_only,0.6
83,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,412.78,64,1000000,4,oltp_read_only,0.6
84,1GB,2,2,1,ON,1,100,1,25,100,48MB,4000,416.88,64,1000000,4,oltp_read_only,0.6
85,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,415.39,64,1000000,4,oltp_read_only,0.6
86,1GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,419.12,64,1000000,4,oltp_read_only,0.6
87,1GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,416.78,64,1000000,4,oltp_read_only,0.6
88,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,409.84,64,1000000,4,oltp_read_only,0.6
89,1GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,406.00,64,1000000,4,oltp_read_only,0.6
90,1GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,409.88,64,1000000,4,oltp_read_only,0.6
91,1GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,409.47,64,1000000,4,oltp_read_only,0.6
92,1GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,404.64,64,1000000,4,oltp_read_only,0.6
93,1GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,417.40,64,1000000,4,oltp_read_only,0.6
94,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,414.82,64,1000000,4,oltp_read_only,0.6
95,1GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,416.81,64,1000000,4,oltp_read_only,0.6
96,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,409.62,64,1000000,4,oltp_read_only,0.6
97,1GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,419.34,64,1000000,4,oltp_read_only,0.6
98,1GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,411.12,64,1000000,4,oltp_read_only,0.6
99,1GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,417.47,64,1000000,4,oltp_read_only,0.6
100,1GB,2,2,1,ON,1,1024,1,25,100,4MB,4000,400.04,64,1000000,4,oltp_read_only,0.6
101,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,411.03,64,1000000,4,oltp_read_only,0.6
102,1GB,2,2,1,ON,1,1024,1,25,100,512MB,4000,414.62,64,1000000,4,oltp_read_only,0.6
103,1GB,2,2,1,ON,1,1024,1,25,100,5GB,4000,412.64,64,1000000,4,oltp_read_only,0.6
104,1GB,2,2,1,ON,1,1024,1,25,100,48MB,1,328.28,64,1000000,4,oltp_read_only,0.6
105,1GB,2,2,1,ON,1,1024,1,25,100,48MB,1000,406.43,64,1000000,4,oltp_read_only,0.6
106,1GB,2,2,1,ON,1,1024,1,25,100,48MB,2000,412.07,64,1000000,4,oltp_read_only,0.6
107,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,419.54,64,1000000,4,oltp_read_only,0.6
108,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,809.40,64,1000000,4,oltp_read_only,1.0
109,2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,899.05,64,1000000,4,oltp_read_only,1.0
110,3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,961.13,64,1000000,4,oltp_read_only,1.0
111,4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,1006.08,64,1000000,4,oltp_read_only,1.0
112,6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,1060.93,64,1000000,4,oltp_read_only,1.0
113,8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,1107.36,64,1000000,4,oltp_read_only,1.0
114,9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,1122.21,64,1000000,4,oltp_read_only,1.0
115,12GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,1119.06,64,1000000,4,oltp_read_only,1.0
116,16GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,1123.11,64,1000000,4,oltp_read_only,1.0
117,18GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,1130.55,64,1000000,4,oltp_read_only,1.0
118,24GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,1124.17,64,1000000,4,oltp_read_only,1.0
119,1GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,819.98,64,1000000,4,oltp_read_only,1.0
120,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,808.05,64,1000000,4,oltp_read_only,1.0
121,1GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,816.20,64,1000000,4,oltp_read_only,1.0
122,1GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,803.14,64,1000000,4,oltp_read_only,1.0
123,1GB,15,2,1,ON,1,1024,1,25,100,48MB,4000,820.31,64,1000000,4,oltp_read_only,1.0
124,1GB,23,2,1,ON,1,1024,1,25,100,48MB,4000,821.07,64,1000000,4,oltp_read_only,1.0
125,1GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,811.70,64,1000000,4,oltp_read_only,1.0
126,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,821.96,64,1000000,4,oltp_read_only,1.0
127,1GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,823.53,64,1000000,4,oltp_read_only,1.0
128,1GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,821.01,64,1000000,4,oltp_read_only,1.0
129,1GB,2,15,1,ON,1,1024,1,25,100,48MB,4000,823.91,64,1000000,4,oltp_read_only,1.0
130,1GB,2,23,1,ON,1,1024,1,25,100,48MB,4000,813.66,64,1000000,4,oltp_read_only,1.0
131,1GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,814.90,64,1000000,4,oltp_read_only,1.0
132,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,823.47,64,1000000,4,oltp_read_only,1.0
133,1GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,821.03,64,1000000,4,oltp_read_only,1.0
134,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,822.64,64,1000000,4,oltp_read_only,1.0
135,1GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,831.91,64,1000000,4,oltp_read_only,1.0
136,1GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,820.86,64,1000000,4,oltp_read_only,1.0
137,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,823.59,64,1000000,4,oltp_read_only,1.0
138,1GB,2,2,1,ON,1,100,1,25,100,48MB,4000,817.39,64,1000000,4,oltp_read_only,1.0
139,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,826.21,64,1000000,4,oltp_read_only,1.0
140,1GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,816.76,64,1000000,4,oltp_read_only,1.0
141,1GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,819.39,64,1000000,4,oltp_read_only,1.0
142,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,812.65,64,1000000,4,oltp_read_only,1.0
143,1GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,814.14,64,1000000,4,oltp_read_only,1.0
144,1GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,815.98,64,1000000,4,oltp_read_only,1.0
145,1GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,819.96,64,1000000,4,oltp_read_only,1.0
146,1GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,814.95,64,1000000,4,oltp_read_only,1.0
147,1GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,825.94,64,1000000,4,oltp_read_only,1.0
148,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,822.97,64,1000000,4,oltp_read_only,1.0
149,1GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,825.11,64,1000000,4,oltp_read_only,1.0
150,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,805.97,64,1000000,4,oltp_read_only,1.0
151,1GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,803.12,64,1000000,4,oltp_read_only,1.0
152,1GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,818.62,64,1000000,4,oltp_read_only,1.0
153,1GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,827.71,64,1000000,4,oltp_read_only,1.0
154,1GB,2,2,1,ON,1,1024,1,25,100,4MB,4000,810.73,64,1000000,4,oltp_read_only,1.0
155,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,804.09,64,1000000,4,oltp_read_only,1.0
156,1GB,2,2,1,ON,1,1024,1,25,100,512MB,4000,809.47,64,1000000,4,oltp_read_only,1.0
157,1GB,2,2,1,ON,1,1024,1,25,100,5GB,4000,810.89,64,1000000,4,oltp_read_only,1.0
158,1GB,2,2,1,ON,1,1024,1,25,100,48MB,1,562.47,64,1000000,4,oltp_read_only,1.0
159,1GB,2,2,1,ON,1,1024,1,25,100,48MB,1000,803.74,64,1000000,4,oltp_read_only,1.0
160,1GB,2,2,1,ON,1,1024,1,25,100,48MB,2000,826.53,64,1000000,4,oltp_read_only,1.0
161,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,825.25,64,1000000,4,oltp_read_only,1.0
162,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,128.08,64,1000000,4,oltp_write_only,0.2
163,2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,148.32,64,1000000,4,oltp_write_only,0.2
164,3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,159.50,64,1000000,4,oltp_write_only,0.2
165,4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,168.10,64,1000000,4,oltp_write_only,0.2
166,6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,174.74,64,1000000,4,oltp_write_only,0.2
167,8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,181.58,64,1000000,4,oltp_write_only,0.2
168,9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,183.99,64,1000000,4,oltp_write_only,0.2
169,12GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,190.00,64,1000000,4,oltp_write_only,0.2
170,16GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,194.42,64,1000000,4,oltp_write_only,0.2
171,18GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,197.25,64,1000000,4,oltp_write_only,0.2
172,24GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,205.49,64,1000000,4,oltp_write_only,0.2
173,1GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,224.21,64,1000000,4,oltp_write_only,0.2
174,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,219.64,64,1000000,4,oltp_write_only,0.2
175,1GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,225.44,64,1000000,4,oltp_write_only,0.2
176,1GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,225.18,64,1000000,4,oltp_write_only,0.2
177,1GB,15,2,1,ON,1,1024,1,25,100,48MB,4000,221.90,64,1000000,4,oltp_write_only,0.2
178,1GB,23,2,1,ON,1,1024,1,25,100,48MB,4000,226.46,64,1000000,4,oltp_write_only,0.2
179,1GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,176.41,64,1000000,4,oltp_write_only,0.2
180,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,224.15,64,1000000,4,oltp_write_only,0.2
181,1GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,258.57,64,1000000,4,oltp_write_only,0.2
182,1GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,335.87,64,1000000,4,oltp_write_only,0.2
183,1GB,2,15,1,ON,1,1024,1,25,100,48MB,4000,340.79,64,1000000,4,oltp_write_only,0.2
184,1GB,2,23,1,ON,1,1024,1,25,100,48MB,4000,344.09,64,1000000,4,oltp_write_only,0.2
185,1GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,268.80,64,1000000,4,oltp_write_only,0.2
186,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,234.09,64,1000000,4,oltp_write_only,0.2
187,1GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,270.55,64,1000000,4,oltp_write_only,0.2
188,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,222.01,64,1000000,4,oltp_write_only,0.2
189,1GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,236.59,64,1000000,4,oltp_write_only,0.2
190,1GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,243.93,64,1000000,4,oltp_write_only,0.2
191,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,236.16,64,1000000,4,oltp_write_only,0.2
192,1GB,2,2,1,ON,1,100,1,25,100,48MB,4000,233.00,64,1000000,4,oltp_write_only,0.2
193,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,240.78,64,1000000,4,oltp_write_only,0.2
194,1GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,247.03,64,1000000,4,oltp_write_only,0.2
195,1GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,248.88,64,1000000,4,oltp_write_only,0.2
196,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,233.09,64,1000000,4,oltp_write_only,0.2
197,1GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,248.99,64,1000000,4,oltp_write_only,0.2
198,1GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,274.76,64,1000000,4,oltp_write_only,0.2
199,1GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,300.32,64,1000000,4,oltp_write_only,0.2
200,1GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,200.87,64,1000000,4,oltp_write_only,0.2
201,1GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,234.02,64,1000000,4,oltp_write_only,0.2
202,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,241.44,64,1000000,4,oltp_write_only,0.2
203,1GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,239.35,64,1000000,4,oltp_write_only,0.2
204,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,233.69,64,1000000,4,oltp_write_only,0.2
205,1GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,224.27,64,1000000,4,oltp_write_only,0.2
206,1GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,225.01,64,1000000,4,oltp_write_only,0.2
207,1GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,221.22,64,1000000,4,oltp_write_only,0.2
208,1GB,2,2,1,ON,1,1024,1,25,100,4MB,4000,162.60,64,1000000,4,oltp_write_only,0.2
209,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,232.84,64,1000000,4,oltp_write_only,0.2
210,1GB,2,2,1,ON,1,1024,1,25,100,512MB,4000,245.20,64,1000000,4,oltp_write_only,0.2
211,1GB,2,2,1,ON,1,1024,1,25,100,5GB,4000,258.70,64,1000000,4,oltp_write_only,0.2
212,1GB,2,2,1,ON,1,1024,1,25,100,48MB,1,230.26,64,1000000,4,oltp_write_only,0.2
213,1GB,2,2,1,ON,1,1024,1,25,100,48MB,1000,240.24,64,1000000,4,oltp_write_only,0.2
214,1GB,2,2,1,ON,1,1024,1,25,100,48MB,2000,236.92,64,1000000,4,oltp_write_only,0.2
215,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,234.72,64,1000000,4,oltp_write_only,0.2
216,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,251.38,64,1000000,4,oltp_write_only,0.6
217,2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,311.16,64,1000000,4,oltp_write_only,0.6
218,3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,321.06,64,1000000,4,oltp_write_only,0.6
219,4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,326.91,64,1000000,4,oltp_write_only,0.6
220,6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,327.65,64,1000000,4,oltp_write_only,0.6
221,8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,327.15,64,1000000,4,oltp_write_only,0.6
222,9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,339.17,64,1000000,4,oltp_write_only,0.6
223,12GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,342.69,64,1000000,4,oltp_write_only,0.6
224,16GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,347.08,64,1000000,4,oltp_write_only,0.6
225,18GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,347.66,64,1000000,4,oltp_write_only,0.6
226,24GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,350.33,64,1000000,4,oltp_write_only,0.6
227,1GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,252.66,64,1000000,4,oltp_write_only,0.6
228,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,252.17,64,1000000,4,oltp_write_only,0.6
229,1GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,256.45,64,1000000,4,oltp_write_only,0.6
230,1GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,254.56,64,1000000,4,oltp_write_only,0.6
231,1GB,15,2,1,ON,1,1024,1,25,100,48MB,4000,253.08,64,1000000,4,oltp_write_only,0.6
232,1GB,23,2,1,ON,1,1024,1,25,100,48MB,4000,257.91,64,1000000,4,oltp_write_only,0.6
233,1GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,236.86,64,1000000,4,oltp_write_only,0.6
234,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,258.62,64,1000000,4,oltp_write_only,0.6
235,1GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,292.07,64,1000000,4,oltp_write_only,0.6
236,1GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,358.25,64,1000000,4,oltp_write_only,0.6
237,1GB,2,15,1,ON,1,1024,1,25,100,48MB,4000,366.71,64,1000000,4,oltp_write_only,0.6
238,1GB,2,23,1,ON,1,1024,1,25,100,48MB,4000,367.81,64,1000000,4,oltp_write_only,0.6
