innodb_buffer_pool_size,innodb_read_io_threads,innodb_write_io_threads,innodb_flush_log_at_trx_commit,innodb_adaptive_hash_index,sync_binlog,innodb_lru_scan_depth,innodb_buffer_pool_instances,innodb_change_buffer_max_size,innodb_io_capacity,innodb_log_file_size,table_open_cache,binlog_row_image,binlog_transaction_compression,tps,workload,num_table,table_size,num_client,slave_parallel_workers,rpl_semi_sync_slave_enabled,slave_parallel_type
4GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,183.17,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
4GB,15,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,181.57,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,184.10,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,184.72,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,186.85,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,184.49,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,15,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,184.24,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,186.53,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,186.72,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,187.29,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,186.80,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,15,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,186.01,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,185.19,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,186.86,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,187.83,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,184.64,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,15,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,188.10,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,187.75,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,187.51,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,186.58,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,185.64,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,15,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,187.61,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
16GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,184.70,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
16GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,184.98,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
16GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,185.84,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
16GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,185.44,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
16GB,15,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,189.82,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
18GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,184.86,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
18GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,189.09,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
18GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,187.52,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
18GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,190.17,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
18GB,15,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,192.03,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
24GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,189.63,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
24GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,186.91,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
24GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,189.98,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
24GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,186.84,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
24GB,15,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,190.27,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,186.01,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,190.93,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,189.80,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,188.51,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,2,15,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,191.07,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
2GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,188.73,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,187.22,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
2GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,185.88,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
2GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,188.94,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
2GB,2,15,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,188.13,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
3GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,194.02,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,186.64,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
3GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,191.02,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
3GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,189.41,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
3GB,2,15,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,190.83,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
4GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,188.73,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,187.67,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
4GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,187.72,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
4GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,188.75,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
4GB,2,15,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,188.31,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,190.20,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,187.61,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,188.85,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,188.99,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,2,15,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,192.57,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,193.38,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,187.45,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,189.85,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,189.77,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,2,15,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,189.03,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,189.43,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,190.63,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,191.76,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,189.29,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,2,15,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,194.24,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,190.89,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,190.66,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,190.98,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,187.54,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,2,15,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,190.16,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
16GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,190.37,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
16GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,189.03,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
16GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,193.52,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
16GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,190.07,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
16GB,2,15,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,191.16,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
18GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,194.26,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
18GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,190.28,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
18GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,189.90,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
18GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,192.74,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
18GB,2,15,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,193.30,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
24GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,195.56,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
24GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,187.85,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
24GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,189.92,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
24GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,187.10,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
24GB,2,15,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,190.46,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,full,OFF,187.27,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,193.26,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,full,OFF,190.58,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
2GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,full,OFF,190.26,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,191.93,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
2GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,full,OFF,190.00,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
3GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,full,OFF,191.07,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,194.81,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
3GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,full,OFF,188.69,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
4GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,full,OFF,189.99,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,189.54,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
4GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,full,OFF,191.71,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,full,OFF,194.02,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,190.99,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,full,OFF,189.04,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,full,OFF,194.19,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,187.87,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,full,OFF,191.45,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,full,OFF,192.38,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,191.19,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,full,OFF,190.37,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,full,OFF,189.52,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,192.35,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,full,OFF,192.70,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
16GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,full,OFF,194.30,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
16GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,192.70,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
16GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,full,OFF,190.10,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
18GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,full,OFF,192.81,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
18GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,194.76,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
18GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,full,OFF,191.38,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
24GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,full,OFF,192.35,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
24GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,188.39,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
24GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,full,OFF,189.88,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,192.06,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,full,OFF,190.95,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,189.05,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
2GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,full,OFF,192.88,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,196.12,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
3GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,full,OFF,190.07,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,189.93,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
4GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,full,OFF,193.58,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,192.00,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,full,OFF,189.30,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,190.39,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,full,OFF,195.04,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,193.34,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,full,OFF,188.24,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,192.22,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,full,OFF,194.95,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
16GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,192.51,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
16GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,full,OFF,191.32,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
18GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,192.42,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
18GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,full,OFF,193.75,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
24GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,189.49,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
24GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,full,OFF,190.80,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,full,OFF,195.10,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,190.19,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
2GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,full,OFF,191.60,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,190.80,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
3GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,full,OFF,193.32,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,191.23,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
4GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,full,OFF,191.62,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,193.45,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,full,OFF,194.82,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,195.55,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,full,OFF,194.25,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,194.20,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,full,OFF,189.26,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,full,OFF,189.92,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
12GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,full,OFF,189.74,oltp_read_write,64,1000000,4,4,ON,LOGICAL_CLOCK
