id,innodb_buffer_pool_size,innodb_read_io_threads,innodb_write_io_threads,innodb_flush_log_at_trx_commit,innodb_adaptive_hash_index,sync_binlog,innodb_lru_scan_depth,innodb_buffer_pool_instances,innodb_change_buffer_max_size,innodb_io_capacity,innodb_log_file_size,table_open_cache,tps,Average CPU Usage (Idle Mode),Average CPU Usage (IO Wait Mode),Average CPU Usage (IRQ Mode),Average CPU Usage (Nice Mode),Average CPU Usage (SoftIRQ Mode),Average CPU Usage (Steal Mode),Average CPU Usage (System Mode),Average CPU Usage (User Mode),Average Memory Usage Percentage,Total Memory Usage,Total Memory,Average Memory Swap In,Average Memory Swap Out,Average Network Retransmit Rate,Average Swap Usage Percentage,Average Pages Swap In/Out (60s Rate),Average Pages Swap Out (60s Rate),InnoDB Buffer Pool Cache Hit Rate,Current QPS (Queries Per Second),InnoDB Buffer Pool (Data Pages),InnoDB Buffer Pool (Free Pages),InnoDB Buffer Pool (Misc Pages),InnoDB Dirty Buffer Pages,Max CPU Usage (100 - Idle),MySQL Aborted Clients (60s Rate),MySQL Aborted Connections (60s Rate),MySQL Threads Running (Max Over Time),MySQL Client Threads Connected (Max Over Time),MySQL Threads Running (Max Over Time).1,MySQL Threads Connected (Max Over Time),MySQL Max Used Connections,MySQL Max Connections,MySQL File Openings (60s Rate),MySQL Handlers (Delete),MySQL Handlers (Discover),MySQL Handlers (External Lock),MySQL Handlers (MRR Init),MySQL Handlers (Read First Record),MySQL Handlers (Key Read),MySQL Handlers (Read Last Record),MySQL Handlers (Read Next Record),MySQL Handlers (Read Previous Record),MySQL Handlers (Read Random),MySQL Handlers (Read Next Record).1,MySQL Handlers (Update),MySQL Handlers (Write),InnoDB Rows Deleted (60s Rate),InnoDB Rows Inserted (60s Rate),InnoDB Rows Read (60s Rate),InnoDB Rows Updated (60s Rate),InnoDB Buffer Pool Total Pages,InnoDB Log Buffer Size,MySQL Internal Memory (Key Buffer Size),MySQL Network Traffic (Bytes Received),MySQL Network Traffic (Bytes Sent),MySQL Open Files (InnoDB),MySQL Open Files,MySQL Open Files Limit,MySQL Open Tables,MySQL Table Open Cache Size,MySQL Full Join Selects (60s Rate),MySQL Full Range Join Selects (60s Rate),MySQL Range Selects (60s Rate),MySQL Range Selects (60s Rate).1,MySQL Full Table Scans (60s Rate),MySQL Slow Queries (60s Rate),MySQL Sort Merge Passes (60s Rate),MySQL Sort Range (60s Rate),MySQL Rows Sorted (60s Rate),MySQL Sort Scans (60s Rate),MySQL Table Definition Cache,MySQL Table Definition Cache Size,MySQL Opened Table Definitions (60s Rate),MySQL Table Locks Immediate (60s Rate),MySQL Table Locks Waited (60s Rate),MySQL Opened Tables (60s Rate),MySQL Table Open Cache Hits (60s Rate),MySQL Table Open Cache Efficiency,MySQL Open Cache Misses (60s Rate),MySQL Open Cache Overflows (60s Rate),MySQL Temporary Disk Tables Created (60s Rate),MySQL Temporary Files Created (60s Rate),MySQL Temporary Tables Created (60s Rate),MySQL Threads Cached,MySQL Thread Cache Size,MySQL Threads Created (60s Rate),MySQL Transaction Handlers (Commit),MySQL Transaction Handlers (Prepare),MySQL Transaction Handlers (Rollback),MySQL Transaction Handlers (Savepoint),MySQL Transaction Handlers (Savepoint Rollback),Top 5 Command Usage (Begin Transaction),Top 5 Command Usage (Commit),Top 5 Command Usage (Select),Top 5 Command Usage (Set Option),Top 5 Command Usage (Statement Execute),Top 5 Command Usage (Statement Prepare),MySQL Uptime,Root Volume Disk Usage Percentage,Root Volume Disk Usage,Top 5 Command Usage (Show Replica Status),Top 5 Command Usage (Show Slave Status),Top 5 Command Usage (Show Variables),Top 5 Command Usage (Statement Close),Top 5 Command Usage (Show Status),Top 5 Command Usage (Admin Commands),Top 5 Command Usage (Delete),Top 5 Command Usage (Insert),Top 5 Command Usage (Update),Average Network Traffic Sent,Average Network Traffic Received,Average Disk IOPS (Read),Average Disk IOPS (Write),Average Disk Busy,label,workload_label,mem_size,num_cpu
22,1,2,2,1,1,1,1024,1,25,100,0.048,4000,292.03,84.39749999996275,9.294166666667175,0,0,0.2033333333333473,0.0833333333333333,1.6066666666666076,3.569166666666357,8.008523366465042,2701553664,33733480448,0,0,2.01422689701e-05,,0,0,87.7268321602905,4717.72,64200,0,1336,0,28.459999999962747,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,9953.42,0,0.0,4976.5,0,142182.9,0.0,0,36155.12,0.0,35674.04,0.0,0.0,122023.1,0.0,1051852800,16777216,8388608,120631.66,11802120.8,79,2,16384,294,4000,0,0,1179.0,0,0.64,0,0,0,58951.8,589.52,69,2000,0,0.22,0,0.22,4126.74,0.9999466919960456,0.22,0.0,0,0,295.2,0,9,0,4421.54,0.0,0.0,0,0,294.78000000000003,294.78000000000003,4127.04,,4421.52,,320,21.352298775609302,22924165120,,,0.12,,,,,,,6196833.24,6194879.23,5367.3,2.24,100.00400000001537,"[0.79343741 0.02038161 0.01116652 0.01111232 0.01111232 0.01111232
 0.01111232 0.01111232 0.01440084 0.01223258 0.01154597 0.08127349]",64-1000000-4-oltp_read_only-0.2,32,24
23,1,2,2,2,1,1,1024,1,25,100,0.048,4000,295.02,84.55583333326892,9.196666666667094,0,0,0.1891666666666888,0.083333333333338,1.5775000000000432,3.5341666666666542,7.98989717101604,2695270400,33733480448,0,0,2.01151039615e-05,,0,0,87.77677459049829,4729.52,63770,0,1766,0,39.54000000003725,0,0,6.0,5,6,5,5,151,0,0.0,0,9881.22,0,0.0,4940.36,0,141147.68,0.0,0,35867.94,0.0,35401.82,0.0,0.0,122341.8,0.0,1044807680,16777216,8388608,120934.8,11832453.26,79,2,16384,294,4000,0,0,1182.08,0,0.6,0,0,0,59105.8,591.08,69,2000,0,0.2,0,0.2,4137.04,0.999951658593652,0.2,0.0,0,0,295.94,0,9,0,4432.6,0.0,0.0,0,0,295.54,295.54,4137.34,0.1,4432.62,,540,21.351295392453107,22923087872,0.1,0.1,0.1,,0.1,0.1,,,,6221617.76,6220171.13,5366.9400000000005,1.14,100.01600000000326,"[0.79343741 0.02038161 0.01116652 0.01111232 0.01111232 0.01111232
 0.01111232 0.01111232 0.01440084 0.01223258 0.01154597 0.08127349]",64-1000000-4-oltp_read_only-0.2,32,24
24,1,2,2,1,1,1,1024,1,25,100,0.048,4000,295.03,84.36583333342182,9.3425000000002,0,0,0.1983333333333472,0.0808333333333166,1.6149999999999332,3.5466666666665487,7.964362041270746,2686656512,33733480448,0,0,2.00885165909e-05,,0,0,87.52229029853461,4701.64,65353,0,183,0,31.83999999985099,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,9692.46,0,0.0,4846.1,0,138455.16,0.0,0,35158.46,0.0,34712.08,0.0,0.0,121609.8,0.0,1070743552,16777216,8388608,120223.5,11762518.72,79,2,16384,414,4000,0,0,1174.98,0,0.66,0,0,0,58753.880000000005,587.52,112,2000,0,0.22,0,0.2,4112.64,0.9999513718014804,0.2,0.0,0,0,294.22,0,9,0,4406.400000000001,0.0,0.0,0,0,293.78000000000003,293.78000000000003,4112.9400000000005,,4406.400000000001,,102,21.351314468178508,22923108352,,,0.12,,,,,,,6194949.24,6193630.85,5359.2,2.98,100.01000000000931,"[0.79343741 0.02038161 0.01116652 0.01111232 0.01111232 0.01111232
 0.01111232 0.01111232 0.01440084 0.01223258 0.01154597 0.08127349]",64-1000000-4-oltp_read_only-0.2,32,24
25,1,2,2,1,0,1,1024,1,25,100,0.048,4000,293.83,84.59333333330385,9.2816666666666,0,0,0.1975000000000264,0.0875000000000175,1.5341666666666167,3.4425000000001846,7.981373318861401,2692395008,33733480448,0,0,2.0060323987e-05,,0,0,87.71282864674069,4634.82,65530,0,6,0,40.0,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,9888.1,0,0.0,4943.84,0,141248.14,0.0,0,35915.58,0.0,35436.88,0.0,0.0,119875.08,0.0,1073643520,16777216,8388608,118512.5,11593854.48,79,2,16384,295,4000,0,0,1158.28,0,0.62,0,0,0,57905.880000000005,579.12,69,2000,0,0.22,0,0.22,4054.32,0.9999457398373184,0.22,0.0,0,0,289.96,0,9,0,4343.86,0.0,0.0,0,0,289.56,289.56,4054.6,,4343.88,,322,21.353305973910587,22925246464,,,0.12,,,,,,,6106085.630000001,6104633.970000001,5295.12,0.12,99.9879999999539,"[0.79343741 0.02038161 0.01116652 0.01111232 0.01111232 0.01111232
 0.01111232 0.01111232 0.01440084 0.01223258 0.01154597 0.08127349]",64-1000000-4-oltp_read_only-0.2,32,24
26,1,2,2,1,1,0,1024,1,25,100,0.048,4000,292.09,84.30833333332946,9.417499999999787,0,0,0.1966666666666559,0.0708333333333447,1.6558333333331725,3.5416666666664773,7.97684426351428,2690867200,33733480448,0,0,2.00335975696e-05,,0,0,87.48614624861952,4794.62,65372,0,164,0,30.24000000022352,0,0,6.0,5,6,5,5,151,0,0.0,0,10138.5,0,0.0,5069.02,0,144814.5,0.0,0,36767.02,0.0,36304.72,0.0,0.0,124022.6,0.0,1071054848,16777216,8388608,122599.8,11995359.56,79,2,16384,414,4000,0,0,1198.32,0,0.64,0,0,0,59916.0,599.16,112,2000,0,0.22,0,0.22,4194.08,0.9999475478625752,0.22,0.0,0,0,300.0,0,9,0,4493.66,0.0,0.0,0,0,299.58,299.58,4194.38,,4493.66,,95,21.353382276812205,22925328384,,,0.12,,,,,,,6287704.649999999,6286387.47,5441.14,1.14,100.01600000000326,"[0.79343741 0.02038161 0.01116652 0.01111232 0.01111232 0.01111232
 0.01111232 0.01111232 0.01440084 0.01223258 0.01154597 0.08127349]",64-1000000-4-oltp_read_only-0.2,32,24
27,1,2,2,1,1,1,1024,1,25,100,0.048,4000,296.53,84.3650000000295,9.393333333333278,0,0,0.1891666666666888,0.0699999999999931,1.5874999999998256,3.5958333333336063,7.974877220709359,2690203648,33733480448,0,0,2.0006920843e-05,,0,0,87.72976392472928,4782.3,64146,0,1390,0,38.16000000014901,0,0,6.0,5,6,5,5,151,0,0.0,0,9992.36,0,0.0,4996.02,0,142724.48,0.0,0,36238.34,0.0,35781.3,0.0,0.0,123698.8,0.0,1050968064,16777216,8388608,122285.94,11963412.56,79,2,16384,295,4000,0,0,1195.22,0,0.6,0,0,0,59758.3,597.62,69,2000,0,0.2,0,0.2,4183.34,0.9999521935968104,0.2,0.0,0,0,299.2,0,9,0,4482.16,0.0,0.0,0,0,298.8,298.8,4183.64,0.1,4482.14,,325,21.351516670867777,22923325440,0.1,0.1,0.1,,0.1,0.1,,,,6282818.33,6281370.45,5424.0,1.14,100.00399999995716,"[0.79343741 0.02038161 0.01116652 0.01111232 0.01111232 0.01111232
 0.01111232 0.01111232 0.01440084 0.01223258 0.01154597 0.08127349]",64-1000000-4-oltp_read_only-0.2,32,24
28,1,2,2,1,1,1,100,1,25,100,0.048,4000,296.32,84.38583333340165,9.346666666667035,0,0,0.1816666666666909,0.0841666666666919,1.602500000000134,3.4791666666665533,7.95967513680965,2685075456,33733480448,0,0,1.99795804338e-05,,0,0,87.47883059062997,4719.18,65391,0,145,0,29.74000000022352,0,0,6.0,5,6,5,5,151,0,0.0,0,9773.5,0,0.0,4886.56,0,139623.5,0.0,0,35481.26,0.0,35019.3,0.0,0.0,122060.6,0.0,1071366144,16777216,8388608,120670.8,11805648.46,79,2,16384,414,4000,0,0,1179.38,0,0.64,0,0,0,58966.0,589.66,112,2000,0,0.22,0,0.22,4128.1,0.9999467095573986,0.22,0.0,0,0,295.26,0,9,0,4422.9400000000005,0.0,0.0,0,0,294.84000000000003,294.84000000000003,4128.4,,4422.9400000000005,,95,21.355209731305813,22927290368,,,0.12,,,,,,,6205602.11,6204155.54,5363.4400000000005,1.08,100.00400000001537,"[0.79343741 0.02038161 0.01116652 0.01111232 0.01111232 0.01111232
 0.01111232 0.01111232 0.01440084 0.01223258 0.01154597 0.08127349]",64-1000000-4-oltp_read_only-0.2,32,24
29,1,2,2,1,1,1,1024,1,25,100,0.048,4000,291.67,84.81500000000233,9.094166666666524,0,0,0.1900000000000048,0.0841666666666493,1.5541666666666931,3.412499999999757,7.971732380669408,2689142784,33733480448,0,0,1.99519261867e-05,,0,0,87.73078306639654,4593.86,64175,0,1361,0,30.85999999986961,0,0,6.0,5,6,5,5,151,0,0.0,0,9916.26,0,0.0,4957.9800000000005,0,141652.58000000002,0.0,0,35969.72,0.0,35515.340000000004,0.0,0.0,118826.82,0.0,1051443200,16777216,8388608,117467.94,11492168.08,79,2,16384,294,4000,0,0,1148.12,0,0.62,0,0,0,57407.84,574.08,69,2000,0,0.2,0,0.2,4018.34,0.9999502306807946,0.2,0.0,0,0,287.46,0,9,0,4305.38,0.0,0.0,0,0,287.04,287.04,4018.66,0.1,4305.38,,325,21.35167309181608,22923493376,0.1,0.1,0.1,,0.1,0.1,,,,6042045.63,6040600.49,5211.56,2.34,99.98600000003351,"[0.79343741 0.02038161 0.01116652 0.01111232 0.01111232 0.01111232
 0.01111232 0.01111232 0.01440084 0.01223258 0.01154597 0.08127349]",64-1000000-4-oltp_read_only-0.2,32,24
30,1,2,2,1,1,1,5000,1,25,100,0.048,4000,294.59,84.22583333334966,9.429999999999913,0,0,0.1958333333333542,0.080000000000003,1.61999999999991,3.5925000000000487,8.002257970864207,2699440128,33733480448,0,0,1.99253679484e-05,,0,0,87.77840263337721,4804.86,63822,0,1714,0,47.02000000001863,0,0,6.0,5,6,5,5,151,0,0.0,0,9998.28,0,0.0,4998.9400000000005,0,142825.82,0.0,0,36287.52,0.0,35817.56,0.0,0.0,124278.08,0.0,1045659648,16777216,8388608,122852.96,12019344.82,79,2,16384,294,4000,0,0,1200.8,0,0.52,0,0,0,60037.12,600.42,69,2000,0,0.18,0,0.18,4203.04,0.9999571756891144,0.18,0.0,0,0,300.56,0,9,0,4503.26,0.0,0.0,0,0,300.24,300.24,4203.3,0.1,4503.28,,545,21.35427883590615,22926290944,0.1,0.1,,,0.1,0.1,,,,6327918.37,6326094.29,5479.24,6.48,100.0,"[0.79343741 0.02038161 0.01116652 0.01111232 0.01111232 0.01111232
 0.01111232 0.01111232 0.01440084 0.01223258 0.01154597 0.08127349]",64-1000000-4-oltp_read_only-0.2,32,24
31,1,2,2,1,1,1,10000,1,25,100,0.048,4000,296.14,84.65500000000853,9.076666666666444,0,0,0.181666666666634,0.0958333333333385,1.5550000000001016,3.439999999999752,7.972752328790477,2689486848,33733480448,0,0,1.98977246395e-05,,0,0,87.80090662882132,4709.58,63967,0,1569,0,29.02000000001862,0,0,5.666666666666667,5,6,5,5,151,0,0.0,0,9956.14,0,0.0,4977.860000000001,0,142224.52000000002,0.0,0,36137.64000000001,0.0,35669.200000000004,0.0,0.0,121814.24,0.0,1048035328,16777216,8388608,120424.5,11781327.14,79,2,16384,294,4000,0,0,1177.06,0,0.6,0,0,0,58848.96,588.52,69,2000,0,0.2,0,0.2,4119.66,0.9999514546610808,0.2,0.0,0,0,294.66,0,9,0,4413.9400000000005,0.0,0.0,0,0,294.24,294.26,4119.96,0.1,4413.92,,775,21.35183714305456,22923669504,0.1,0.1,0.1,,0.1,0.1,,,,6194604.48,6193155.88,5336.36,1.04,100.00799999997253,"[0.79343741 0.02038161 0.01116652 0.01111232 0.01111232 0.01111232
 0.01111232 0.01111232 0.01440084 0.01223258 0.01154597 0.08127349]",64-1000000-4-oltp_read_only-0.2,32,24
32,1,2,2,1,1,1,1024,1,25,100,0.048,4000,294.74,84.44833333326581,9.31249999999977,0,0,0.1908333333333279,0.0866666666666612,1.6050000000001694,3.402499999999615,7.971003846297222,2688897024,33733480448,0,0,1.98712720074e-05,,0,0,87.76343729151074,4722.04,65366,0,170,0,42.99999999999999,0,0,6.0,5,6,5,5,151,0,0.0,0,9777.74,0,0.0,4888.72,0,139671.82,0.0,0,35522.74,0.0,35047.94,0.0,0.0,122138.92,0.0,1070956544,16777216,8388608,120749.92,11813334.46,79,2,16384,414,4000,0,0,1180.12,0,0.68,0,0,0,59006.42,590.08,112,2000,0,0.22,0,0.22,4130.4800000000005,0.999946740261941,0.22,0.0,0,0,295.5,0,9,0,4425.5,0.0,0.0,0,0,295.04,295.04,4130.82,,4425.52,,99,21.353309789055665,22925250560,,,0.12,,,,,,,6228709.02,6227264.54,5395.42,1.16,100.0,"[0.79343741 0.02038161 0.01116652 0.01111232 0.01111232 0.01111232
 0.01111232 0.01111232 0.01440084 0.01223258 0.01154597 0.08127349]",64-1000000-4-oltp_read_only-0.2,32,24
33,1,2,2,1,1,1,1024,2,25,100,0.048,4000,293.86,84.41416666668374,9.441666666666686,0,0,0.1858333333333325,0.0841666666666801,1.5416666666668184,3.366666666666486,7.948832116903532,2681417728,33733480448,0,0,1.9844481043e-05,,0,0,87.49240161527392,4647.32,65367,0,169,0,29.93999999994411,0,0,6.0,5,6,5,5,151,0,0.0,0,9999.52,0,0.0,4999.62,0,142847.56,0.0,0,36270.0,0.0,35812.66,0.0,0.0,120208.02,0.0,1070972928,16777216,8388608,118828.66,11625975.58,79,2,16384,414,4000,0,0,1161.48,0,0.62,0,0,0,58070.26,580.74,112,2000,0,0.22,0,0.22,4065.16,0.9999458845175604,0.22,0.0,0,0,290.76,0,9,0,4355.58,0.0,0.0,0,0,290.36,290.36,4065.44,,4355.52,,100,21.352058421469224,22923907072,,,0.12,,,,,,,6112375.280000002,6110924.740000002,5289.580000000001,0.32,100.01000000000931,"[0.79343741 0.02038161 0.01116652 0.01111232 0.01111232 0.01111232
 0.01111232 0.01111232 0.01440084 0.01223258 0.01154597 0.08127349]",64-1000000-4-oltp_read_only-0.2,32,24
34,1,2,2,1,1,1,1024,4,25,100,0.048,4000,291.73,84.42333333337837,9.319166666667044,0,0,0.1858333333333182,0.0916666666666803,1.547500000000014,3.364166666666809,7.957914512076854,2684481536,33733480448,0,0,1.98187913305e-05,,0,0,87.50205309032422,4679.02,65357,0,179,0,38.43999999994412,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,9834.0,0,0.0,4916.86,0,140473.18,0.0,0,35667.62,0.0,35217.8,0.0,0.0,121036.52,0.0,1070809088,16777216,8388608,119644.2,11705806.18,79,2,16384,413,4000,0,0,1169.48,0,0.6,0,0,0,58474.26,584.76,112,2000,0,0.2,0,0.2,4092.86,0.9999511368022946,0.2,0.0,0,0,292.78000000000003,0,9,0,4385.28,0.0,0.0,0,0,292.36,292.36,4093.16,0.1,4385.22,,101,21.3523598179306,22924230656,0.1,0.1,0.1,,0.1,0.1,,,,6180181.76,6178721.42,5340.900000000001,1.12,99.99599999998463,"[0.79343741 0.02038161 0.01116652 0.01111232 0.01111232 0.01111232
 0.01111232 0.01111232 0.01440084 0.01223258 0.01154597 0.08127349]",64-1000000-4-oltp_read_only-0.2,32,24
35,1,2,2,1,1,1,1024,8,25,100,0.048,4000,295.03,84.40500000008615,9.346666666667184,0,0,0.1983333333333684,0.0875000000000104,1.5675000000000332,3.4000000000000528,7.944485195149468,2679951360,33733480448,0,0,1.97922777027e-05,,0,0,87.50985037471932,4720.96,65356,0,180,0,45.13999999966472,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,10012.16,0,0.0,5005.84,0,143021.52,0.0,0,36363.6,0.0,35880.46,0.0,0.0,122104.72,0.0,1070792704,16777216,8388608,120715.04,11809723.64,79,2,16384,415,4000,0,0,1179.82,0,0.6,0,0,0,58991.3,589.92,112,2000,0,0.2,0,0.2,4129.62,0.999951571739204,0.2,0.0,0,0,295.36,0,9,0,4424.58,0.0,0.0,0,0,294.96,294.96,4129.92,0.1,4424.58,,102,21.355724775891705,22927843328,0.1,0.1,0.1,,0.1,0.1,,,,6244218.880000001,6242745.140000001,5393.2,1.26,100.01999999996043,"[0.79343741 0.02038161 0.01116652 0.01111232 0.01111232 0.01111232
 0.01111232 0.01111232 0.01440084 0.01223258 0.01154597 0.08127349]",64-1000000-4-oltp_read_only-0.2,32,24
36,1,2,2,1,1,1,1024,1,0,100,0.048,4000,293.88,84.39166666666281,9.345000000000253,0,0,0.1733333333333533,0.074166666666675,1.5700000000000884,3.404166666666811,7.974148686337173,2689957888,33733480448,0,0,1.98332946771e-05,,0,0,87.4919560608619,4730.160000000001,65365,0,171,0,26.979999999981374,0,0,6.0,5,6,5,5,151,0,0.0,0,9771.26,0,0.0,4885.46,0,139573.6,0.0,0,35445.64,0.0,34996.5,0.0,0.0,122347.92000000004,0.0,1070940160,16777216,8388608,120953.32000000002,11833106.180000002,79,2,16384,414,4000,0,0,1182.1400000000003,0,0.6200000000000001,0,0,0,59109.28000000001,591.1000000000001,112,2000,0,0.2,0,0.2,4137.580000000001,0.9999516649024356,0.2,0.0,0,0,295.9800000000001,0,9,0,4433.140000000001,0.0,0.0,0,0,295.56000000000006,295.56000000000006,4137.900000000001,0.1,4433.140000000001,,102,21.35333649507123,22925279232,0.1,0.1,0.1,,0.1,0.1,,,,6203139.6,6201696.739999999,5367.66,1.6,100.00599999999396,"[0.79343741 0.02038161 0.01116652 0.01111232 0.01111232 0.01111232
 0.01111232 0.01111232 0.01440084 0.01223258 0.01154597 0.08127349]",64-1000000-4-oltp_read_only-0.2,32,24
37,1,2,2,1,1,1,1024,1,10,100,0.048,4000,289.36,85.14833333331626,8.762499999999742,0,0,0.1858333333333278,0.0991666666666546,1.486666666666831,3.30750000000046,7.974282250972081,2690002944,33733480448,0,0,1.980684261e-05,,0,0,87.7256121270238,4487.56,64218,0,1318,0,38.02000000001863,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,9778.08,0,0.0,4888.8,0,139673.64,0.0,0,35492.12,0.0,35030.04,0.0,0.0,116072.78,0.0,1052147712,16777216,8388608,114748.4,11226317.86,79,2,16384,294,4000,0,0,1121.5,0,0.6,0,0,0,56076.32,560.76,69,2000,0,0.2,0,0.2,3925.38,0.999949052114592,0.2,0.0,0,0,280.78000000000003,0,9,0,4205.78,0.0,0.0,0,0,280.40000000000003,280.40000000000003,3925.68,0.1,4205.78,,332,21.35237507851092,22924247040,0.1,0.1,0.1,,0.1,0.1,,,,5949157.56,5947710.52,5133.68,2.42,99.98000000003958,"[0.79343741 0.02038161 0.01116652 0.01111232 0.01111232 0.01111232
 0.01111232 0.01111232 0.01440084 0.01223258 0.01154597 0.08127349]",64-1000000-4-oltp_read_only-0.2,32,24
38,1,2,2,1,1,1,1024,1,25,100,0.048,4000,293.37,84.49166666663952,9.190000000000284,0,0,0.1925000000000286,0.0850000000000079,1.5733333333333233,3.4650000000002974,8.01447306383794,2703560704,33733480448,0,0,1.97801711966e-05,,0,0,87.77178727433791,4698.5,63790,0,1746,0,32.859999999869615,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,9618.38,0,0.0,4809.0,0,137391.8,0.0,0,34916.56,0.0,34460.14,0.0,0.0,121531.38,0.0,1045135360,16777216,8388608,120138.32,11754212.08,79,2,16384,292,4000,0,0,1174.3,0,0.58,0,0,0,58710.6,587.14,69,2000,0,0.2,0,0.2,4110.0,0.999951340567369,0.2,0.0,0,0,293.96,0,9,0,4403.6,0.0,0.0,0,0,293.56,293.58,4110.28,0.1,4403.58,,552,21.354324617647112,22926340096,0.1,0.1,0.1,,0.1,0.1,,,,6166220.569999999,6164266.48,5340.0,4.44,99.99400000000604,"[0.79343741 0.02038161 0.01116652 0.01111232 0.01111232 0.01111232
 0.01111232 0.01111232 0.01440084 0.01223258 0.01154597 0.08127349]",64-1000000-4-oltp_read_only-0.2,32,24
39,1,2,2,1,1,1,1024,1,50,100,0.048,4000,294.92,84.29333333327668,9.46583333333312,0,0,0.1833333333333158,0.0750000000000052,1.5324999999999327,3.4349999999994902,7.999270979938217,2698432512,33733480448,0,0,1.97535040581e-05,,0,0,87.7973389514589,4763.8,63732,0,1804,0,30.880000000353903,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,9847.48,0,0.0,4923.54,0,140671.42,0.0,0,35743.74,0.0,35279.200000000004,0.0,0.0,123225.02,0.0,1044185088,16777216,8388608,121813.12,11917396.48,79,2,16384,294,4000,0,0,1190.6,0,0.62,0,0,0,59526.380000000005,595.28,69,2000,0,0.2,0,0.2,4167.08,0.99995200706456,0.2,0.0,0,0,298.06,0,9,0,4464.72,0.0,0.0,0,0,297.64,297.64,4167.4,0.1,4464.72,,782,21.35250860858874,22924390400,0.1,0.1,0.1,,0.1,0.1,,,,6257639.82,6256147.44,5389.5,1.04,100.01600000000326,"[0.79343741 0.02038161 0.01116652 0.01111232 0.01111232 0.01111232
 0.01111232 0.01111232 0.01440084 0.01223258 0.01154597 0.08127349]",64-1000000-4-oltp_read_only-0.2,32,24
40,1,2,2,1,1,1,1024,1,25,100,0.048,4000,294.9,84.6708333333566,9.079999999999927,0,0,0.1883333333333017,0.0883333333333548,1.58416666666659,3.401666666666832,7.965539838505791,2687053824,33733480448,0,0,1.97275454378e-05,,0,0,87.48430410244221,4709.16,65384,0,152,0,37.62000000011175,0,0,6.0,5,6,5,5,151,0,0.0,0,9777.1,0,0.0,4888.36,0,139654.78,0.0,0,35465.92,0.0,35016.56,0.0,0.0,121804.74,0.0,1071251456,16777216,8388608,120408.04,11779691.12,79,2,16384,413,4000,0,0,1176.92,0,0.52,0,0,0,58842.94,588.46,112,2000,0,0.18,0,0.18,4119.38,0.9999563060132636,0.18,0.0,0,0,294.56,0,9,0,4413.6,0.0,0.0,0,0,294.22,294.22,4119.64,0.1,4413.6,,94,21.353447134278568,22925398016,0.1,0.1,,,0.1,0.1,,,,6204486.08,6202994.300000001,5361.28,1.22,99.98999999999069,"[0.79343741 0.02038161 0.01116652 0.01111232 0.01111232 0.01111232
 0.01111232 0.01111232 0.01440084 0.01223258 0.01154597 0.08127349]",64-1000000-4-oltp_read_only-0.2,32,24
41,1,2,2,1,1,1,1024,1,25,5000,0.048,4000,293.71,84.39833333331626,9.470833333333909,0,0,0.1908333333333563,0.0800000000000148,1.5083333333334394,3.298333333333213,7.966013385847717,2687213568,33733480448,0,0,1.97012587014e-05,,0,0,87.73283025060935,4631.82,64214,0,1322,0,33.62000000011176,0,0,6.0,5,6,5,5,151,0,0.0,0,10099.22,0,0.0,5049.4400000000005,0,144262.24,0.0,0,36652.86,0.0,36179.3,0.0,0.0,119799.54,0.0,1052082176,16777216,8388608,118429.34,11586459.12,79,2,16384,295,4000,0,0,1157.54,0,0.56,0,0,0,57876.98,578.8000000000001,69,2000,0,0.2,0,0.2,4051.64,0.9999506397093668,0.2,0.0,0,0,289.76,0,9,0,4341.04,0.0,0.0,0,0,289.40000000000003,289.40000000000003,4051.9,0.1,4341.04,,324,21.353359385941715,22925303808,0.1,0.1,0.1,,0.1,0.1,,,,6094453.62,6093051.12,5258.04,1.12,100.00199999997858,"[0.79343741 0.02038161 0.01116652 0.01111232 0.01111232 0.01111232
 0.01111232 0.01111232 0.01440084 0.01223258 0.01154597 0.08127349]",64-1000000-4-oltp_read_only-0.2,32,24
