innodb_buffer_pool_size,innodb_read_io_threads,innodb_write_io_threads,innodb_flush_log_at_trx_commit,innodb_adaptive_hash_index,sync_binlog,innodb_lru_scan_depth,innodb_buffer_pool_instances,innodb_change_buffer_max_size,innodb_io_capacity,innodb_log_file_size,table_open_cache,tps,workload,num_table,table_size,num_client
1GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,174.27,oltp_read_write,64,1000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,178.15,oltp_read_write,64,1000000,4
1GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,192.82,oltp_read_write,64,1000000,4
1GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,207.55,oltp_read_write,64,1000000,4
1GB,15,2,1,ON,1,1024,1,25,100,48MB,4000,217.17,oltp_read_write,64,1000000,4
2GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,219.93,oltp_read_write,64,1000000,4
2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,235.91,oltp_read_write,64,1000000,4
2GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,253.46,oltp_read_write,64,1000000,4
2GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,238.86,oltp_read_write,64,1000000,4
2GB,15,2,1,ON,1,1024,1,25,100,48MB,4000,252.35,oltp_read_write,64,1000000,4
3GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,259.54,oltp_read_write,64,1000000,4
3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,264.61,oltp_read_write,64,1000000,4
3GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,253.7,oltp_read_write,64,1000000,4
3GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,266.19,oltp_read_write,64,1000000,4
3GB,15,2,1,ON,1,1024,1,25,100,48MB,4000,258.12,oltp_read_write,64,1000000,4
4GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,281.8,oltp_read_write,64,1000000,4
4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,294.49,oltp_read_write,64,1000000,4
4GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,287.31,oltp_read_write,64,1000000,4
4GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,297.87,oltp_read_write,64,1000000,4
4GB,15,2,1,ON,1,1024,1,25,100,48MB,4000,261.55,oltp_read_write,64,1000000,4
6GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,308.49,oltp_read_write,64,1000000,4
6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,300.96,oltp_read_write,64,1000000,4
6GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,300.22,oltp_read_write,64,1000000,4
6GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,297.47,oltp_read_write,64,1000000,4
6GB,15,2,1,ON,1,1024,1,25,100,48MB,4000,300.04,oltp_read_write,64,1000000,4
8GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,303.02,oltp_read_write,64,1000000,4
8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,307.95,oltp_read_write,64,1000000,4
8GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,329.98,oltp_read_write,64,1000000,4
8GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,324.07,oltp_read_write,64,1000000,4
8GB,15,2,1,ON,1,1024,1,25,100,48MB,4000,326.87,oltp_read_write,64,1000000,4
9GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,304.95,oltp_read_write,64,1000000,4
9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,309.12,oltp_read_write,64,1000000,4
9GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,318.7,oltp_read_write,64,1000000,4
9GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,338.72,oltp_read_write,64,1000000,4
9GB,15,2,1,ON,1,1024,1,25,100,48MB,4000,300.82,oltp_read_write,64,1000000,4
12GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,327.22,oltp_read_write,64,1000000,4
12GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,332.07,oltp_read_write,64,1000000,4
12GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,325.17,oltp_read_write,64,1000000,4
12GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,327.44,oltp_read_write,64,1000000,4
12GB,15,2,1,ON,1,1024,1,25,100,48MB,4000,331.46,oltp_read_write,64,1000000,4
16GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,317.89,oltp_read_write,64,1000000,4
16GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,339.89,oltp_read_write,64,1000000,4
16GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,327.41,oltp_read_write,64,1000000,4
