innodb_buffer_pool_size,innodb_read_io_threads,innodb_write_io_threads,innodb_flush_log_at_trx_commit,innodb_adaptive_hash_index,sync_binlog,innodb_lru_scan_depth,innodb_buffer_pool_instances,innodb_change_buffer_max_size,innodb_io_capacity,innodb_log_file_size,table_open_cache,tps,workload,num_table,table_size,num_client
1GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,167.25,oltp_read_write,64,1000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,180.58,oltp_read_write,64,1000000,4
1GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,201.24,oltp_read_write,64,1000000,4
2GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,221.05,oltp_read_write,64,1000000,4
2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,213.48,oltp_read_write,64,1000000,4
2GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,212.2,oltp_read_write,64,1000000,4
3GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,211.43,oltp_read_write,64,1000000,4
3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,224.68,oltp_read_write,64,1000000,4
3GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,235.99,oltp_read_write,64,1000000,4
4GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,262.82,oltp_read_write,64,1000000,4
4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,253.41,oltp_read_write,64,1000000,4
4GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,268.56,oltp_read_write,64,1000000,4
6GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,272.02,oltp_read_write,64,1000000,4
6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,264.2,oltp_read_write,64,1000000,4
6GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,283.95,oltp_read_write,64,1000000,4
8GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,259.26,oltp_read_write,64,1000000,4
8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,266.99,oltp_read_write,64,1000000,4
8GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,284.87,oltp_read_write,64,1000000,4
9GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,280.02,oltp_read_write,64,1000000,4
9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,293.13,oltp_read_write,64,1000000,4
9GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,289.48,oltp_read_write,64,1000000,4
1GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,274.88,oltp_read_write,64,1000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,285.94,oltp_read_write,64,1000000,4
1GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,280.5,oltp_read_write,64,1000000,4
2GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,293.86,oltp_read_write,64,1000000,4
2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,295.92,oltp_read_write,64,1000000,4
2GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,277.55,oltp_read_write,64,1000000,4
3GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,278.2,oltp_read_write,64,1000000,4
3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,290.59,oltp_read_write,64,1000000,4
3GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,282.78,oltp_read_write,64,1000000,4
4GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,296.59,oltp_read_write,64,1000000,4
4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,268.64,oltp_read_write,64,1000000,4
4GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,302.24,oltp_read_write,64,1000000,4
6GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,301.53,oltp_read_write,64,1000000,4
6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,300.73,oltp_read_write,64,1000000,4
6GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,310.44,oltp_read_write,64,1000000,4
8GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,320.33,oltp_read_write,64,1000000,4
8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,322.32,oltp_read_write,64,1000000,4
8GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,328.28,oltp_read_write,64,1000000,4
9GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,314.72,oltp_read_write,64,1000000,4
9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,333.23,oltp_read_write,64,1000000,4
9GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,301.83,oltp_read_write,64,1000000,4
1GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,293.48,oltp_read_write,64,1000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,298.28,oltp_read_write,64,1000000,4
1GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,291.57,oltp_read_write,64,1000000,4
2GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,298.97,oltp_read_write,64,1000000,4
2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,307.02,oltp_read_write,64,1000000,4
2GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,310.04,oltp_read_write,64,1000000,4
3GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,306.38,oltp_read_write,64,1000000,4
3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,315.69,oltp_read_write,64,1000000,4
3GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,302.46,oltp_read_write,64,1000000,4
4GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,309.66,oltp_read_write,64,1000000,4
4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,303.86,oltp_read_write,64,1000000,4
4GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,300.19,oltp_read_write,64,1000000,4
6GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,322.08,oltp_read_write,64,1000000,4
6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,313.64,oltp_read_write,64,1000000,4
6GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,323.46,oltp_read_write,64,1000000,4
8GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,338.61,oltp_read_write,64,1000000,4
8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,326.36,oltp_read_write,64,1000000,4
8GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,337.05,oltp_read_write,64,1000000,4
9GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,345.23,oltp_read_write,64,1000000,4
9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,342.0,oltp_read_write,64,1000000,4
9GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,329.88,oltp_read_write,64,1000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,287.73,oltp_read_write,64,1000000,4
1GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,295.41,oltp_read_write,64,1000000,4
2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,305.86,oltp_read_write,64,1000000,4
2GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,299.83,oltp_read_write,64,1000000,4
3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,300.72,oltp_read_write,64,1000000,4
3GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,306.9,oltp_read_write,64,1000000,4
4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,312.39,oltp_read_write,64,1000000,4
4GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,306.21,oltp_read_write,64,1000000,4
6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,327.28,oltp_read_write,64,1000000,4
6GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,317.99,oltp_read_write,64,1000000,4
8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,343.0,oltp_read_write,64,1000000,4
8GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,338.07,oltp_read_write,64,1000000,4
9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,334.0,oltp_read_write,64,1000000,4
9GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,333.22,oltp_read_write,64,1000000,4
1GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,300.86,oltp_read_write,64,1000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,288.93,oltp_read_write,64,1000000,4
2GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,310.26,oltp_read_write,64,1000000,4
2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,304.03,oltp_read_write,64,1000000,4
3GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,288.91,oltp_read_write,64,1000000,4
3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,306.86,oltp_read_write,64,1000000,4
4GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,296.88,oltp_read_write,64,1000000,4
4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,311.29,oltp_read_write,64,1000000,4
6GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,324.61,oltp_read_write,64,1000000,4
6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,310.38,oltp_read_write,64,1000000,4
8GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,354.73,oltp_read_write,64,1000000,4
8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,341.64,oltp_read_write,64,1000000,4
9GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,366.14,oltp_read_write,64,1000000,4
9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,341.79,oltp_read_write,64,1000000,4
1GB,2,2,1,ON,1,100,1,25,100,48MB,4000,284.22,oltp_read_write,64,1000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,295.23,oltp_read_write,64,1000000,4
1GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,296.55,oltp_read_write,64,1000000,4
1GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,299.72,oltp_read_write,64,1000000,4
2GB,2,2,1,ON,1,100,1,25,100,48MB,4000,293.01,oltp_read_write,64,1000000,4
2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,315.22,oltp_read_write,64,1000000,4
2GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,306.41,oltp_read_write,64,1000000,4
2GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,303.68,oltp_read_write,64,1000000,4
3GB,2,2,1,ON,1,100,1,25,100,48MB,4000,295.22,oltp_read_write,64,1000000,4
3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,304.39,oltp_read_write,64,1000000,4
3GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,310.91,oltp_read_write,64,1000000,4
3GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,330.35,oltp_read_write,64,1000000,4
4GB,2,2,1,ON,1,100,1,25,100,48MB,4000,299.73,oltp_read_write,64,1000000,4
4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,308.09,oltp_read_write,64,1000000,4
4GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,307.48,oltp_read_write,64,1000000,4
4GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,318.25,oltp_read_write,64,1000000,4
6GB,2,2,1,ON,1,100,1,25,100,48MB,4000,328.74,oltp_read_write,64,1000000,4
6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,309.66,oltp_read_write,64,1000000,4
6GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,332.03,oltp_read_write,64,1000000,4
6GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,323.34,oltp_read_write,64,1000000,4
8GB,2,2,1,ON,1,100,1,25,100,48MB,4000,323.9,oltp_read_write,64,1000000,4
8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,341.78,oltp_read_write,64,1000000,4
8GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,349.18,oltp_read_write,64,1000000,4
8GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,338.25,oltp_read_write,64,1000000,4
9GB,2,2,1,ON,1,100,1,25,100,48MB,4000,348.63,oltp_read_write,64,1000000,4
9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,360.73,oltp_read_write,64,1000000,4
9GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,359.89,oltp_read_write,64,1000000,4
9GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,347.13,oltp_read_write,64,1000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,271.99,oltp_read_write,64,1000000,4
1GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,287.82,oltp_read_write,64,1000000,4
